province,pruid,hr,hruid,mean_index,sum_index,weighted_index,mean_mr,sum_mr,weighted_mr,num_csds,area_sq_km,population,dwellings,households,number_of_families,number_of_families_of_size_2,number_of_families_of_size_3,number_of_families_of_size_4,number_of_families_of_size_5_or_larger,couples_with_0_children,couples_with_children,couples_with_1_child,couples_with_2_children,couples_with_3_or_more_children,singles_with_children,singles_with_1_child,singles_with_2_children,singles_with_3_or_more_children,people_not_in_census_families,people_commuting_within_csd,people_commuting_within_cd_but_not_csd,people_commuting_within_province_but_not_cd,people_commuting_outside_province,total_commuters,F0,F3,F4,F0_prop,F3_prop,F4_prop,F_wo_C,F_with_C,population_density,wave_1_attack_rate,wave_2_attack_rate,wave_3_attack_rate,all_waves_attack_rate
British Columbia,59,Northeast,5953,0.502220833333333,12.0533,0.414790939928374,3.625,58,2.88511385904453,25,416084.19224,73990,33399,28207,20145,10115,4100,3665,2270,8435,8835,3250,3425,2155,2905,1680,855,360,11990,15715,8770,340,380,25205,20425,5785,5940,14.4398013048201,4.53548013490651,4.02471856027344,20425,11725,0.177824587859666,0.000189214758751183,0.0127314501959724,0.0204757399648601,0.0333964049195837
Manitoba,46,Northern,4604,0.607033333333333,29.1376,0.5576060052617,4.69565217391304,108,3.4791055109388,48,438774.95809,72153,24019,20758,18310,7380,4045,3265,3590,4675,7795,2615,2440,2795,5845,2725,1430,1655,9780,16440,3835,440,355,21070,14455,6770,6890,19.1521790219262,10.0451251748441,10.8026958032297,14455,13660,0.164441927848581,4.15783127520685e-05,0.0602469751777473,0.0499078347400663,0.110196388230566
British Columbia,59,Northern Interior,5952,0.523734615384615,40.8513,0.368839708610143,3.25581395348837,140,2.51084654344537,78,255189.8869,151808,67797,61609,43510,24175,8420,7275,3645,19805,16610,6475,6715,3465,7110,4380,1940,765,26570,39730,16010,1700,410,57850,46375,12795,10945,31.9130851982075,10.6593421038117,8.42757269798081,46375,23740,0.594882508253504,0.000237141652613828,0.0117055754637437,0.00506560919055649,0.017008326306914
British Columbia,59,Northwest,5951,0.536725806451613,33.277,0.467487517494169,4.125,132,3.14408530489837,62,364099.29854,74972,35060,30245,21580,11740,4375,3545,1895,9395,8355,3380,3195,1765,3860,2370,1020,465,12900,16830,9400,800,255,27285,22295,6770,5425,34.2680583390641,12.4053492713615,8.32659238957439,22295,12195,0.205910860857546,0.000186736381582457,0.0176065731206317,0.0189270661046791,0.0367203756068932
Northwest Territories,61,Northwest Territories,6101,0.696505263157895,26.4672,0.527460249844446,5.90243902439024,242,4.12674101373666,41,450031.79399,41714,17579,14960,11080,4825,2705,2235,1285,3400,5275,2105,1985,1195,2390,1425,655,345,7110,17165,730,555,185,18635,10510,4185,3525,18.6338053407335,8.62260417069948,6.74359048856705,10510,7710,0.0926912288355496,0.000119863834683799,0.000910965143596874,0.00203768518962459,0.00306851416790526
Ontario,35,Northwestern,3549,0.575161111111111,41.4116,0.485084353232138,4.57575757575758,151,3.43078528804484,73,685074.82937,88031,52218,35335,25590,14210,5095,3945,2320,11550,9420,3840,3500,2075,4585,2665,1255,655,14255,21415,9800,570,310,32095,25805,7760,6230,35.3242055635461,15.2351096175338,12.4406848189202,25805,13990,0.128498371602638,0.000465745021640104,0.00331701332485147,0.00863332235235315,0.0124160806988447
Quebec,24,Nunavik,2417,0.7673125,12.277,0.70524118895966,5,25,2.89467697907188,29,965.58613,13188,4292,3627,3160,945,760,615,820,390,1570,425,465,680,1200,550,355,295,1685,4375,530,30,0,4935,2075,1330,1440,5.60494558388573,4.00031733225611,4.39473708385816,2075,2770,13.6580255145131,0.00128905065210798,0.00174400970579315,0.000530785562632696,0.00356384592053382
Nunavut,62,Nunavut,6201,0.778642307692308,20.2447,0.681054398508791,6,186,6,31,1043439.10576,35944,11426,9819,8780,2825,2165,1690,2125,1480,4785,1440,1405,1925,2565,1350,690,505,4475,11055,375,40,45,11515,5955,3480,3835,10.5943920466025,6.96670893917152,8.438899014226,5955,7315,0.0344476259338774,0,0.00865234809703984,0.009626085021144,0.0182784331181838
British Columbia,59,Okanagan,5913,0.301289795918367,14.7632,0.267625708743538,2.76190476190476,116,1.76885992322114,49,31447.14024,369534,175808,158089,109305,68405,18830,15945,6160,58715,35585,14735,14970,5855,15020,9685,4080,1285,70695,77470,40820,8870,2420,129580,129410,28500,22110,32.7172613887757,7.07592384925863,5.20681476196565,129410,50610,11.7509572310795,0.00031120275806827,0.0110030470809181,0.0107351420978854,0.0220493919368718
Ontario,35,Ottawa,3551,0.0963,0.0963,0.0963,1,1,1,1,2892.07371,934243,395985,373756,254770,123855,54635,53395,22885,99685,113855,42565,49890,21395,41230,24165,12065,5000,168750,370210,40,8860,21365,400475,268435,78795,76285,0.633826428815981,0.186050080870807,0.180123490313212,268435,155080,323.035680857526,0.00229169498727847,0.0126059280080236,0.014739205966756,0.0296368289620581
Quebec,24,Outaouais,2407,0.232406666666667,17.4305,0.130019064097605,3.18461538461538,207,1.37591870445683,75,13957.19582,382599,190235,163137,108530,57115,23505,19730,8235,44405,43610,17460,18275,7850,20550,12710,6050,1785,69395,77830,7110,18940,54835,158715,113800,36220,27910,48.2552690151425,11.6458075022092,8.09892348264824,113800,64130,27.412311536946,0.00160742709730031,0.0141166077276731,0.0170857738781335,0.0328098087031069
Ontario,35,Peel,3553,0.0448,0.1792,0.0327878046988703,1,4,1,4,1534.1591,1442900,465393,451258,403730,148620,99035,109690,46390,110425,225260,78235,103030,43985,68045,38185,20785,9065,154215,262025,106620,221645,1780,592070,264640,137205,156080,1.89582111096598,0.949103533376068,1.15507535565796,264640,293285,940.51523078669,0.00428581329267448,0.0359574468085106,0.0357606209716543,0.0760038810728394
Ontario,35,Peterborough,3555,0.117841666666667,1.4141,0.108003678291109,1.83333333333333,22,1.51920115698379,12,7547.84866,213659,108995,88849,63555,37705,12065,9795,3990,31585,22380,9485,9085,3800,9610,6120,2575,900,36345,40415,14695,19320,260,74690,67930,18180,13785,7.94948960675164,2.30380068921785,1.74670970403051,67930,31965,28.3072713331271,0.000435273028517404,0.00222784904918585,0.0049190532577612,0.00758217533546446
Ontario,35,Porcupine,3556,0.504025,16.1288,0.410938991689643,4.23529411764706,72,3.11541299367015,32,651500.99409,102994,55561,43346,30880,17690,6090,4880,2245,14770,11270,4775,4445,2035,4845,2915,1310,620,16225,27320,9890,1365,325,38900,30995,9000,7100,17.327515090743,5.69720538480951,4.97527952444753,30995,16100,0.158087249189634,0.000650523331456201,0.0023108142221877,0.0174087810940443,0.0203701186476882
Manitoba,46,Prairie Mountain,4602,0.39884756097561,32.7055,0.345160205871227,4.39393939393939,290,3.53993053565493,82,154528.0227,174450,84153,70836,47895,26850,8535,7840,4645,22735,18035,6725,7110,4195,7130,4090,1820,1160,30100,39145,14405,6420,1080,61050,52835,12635,12465,52.7703562432321,12.7011446580512,13.5284990987167,52835,25100,1.12892145354553,0.000149039839495557,0.0115620521639438,0.0110690742333047,0.0227801662367441
Prince Edward Island,11,Prince Edward Island,1100,0.361566964285714,40.4955,0.337670901355427,3.16981132075472,336,2.60080331964145,112,5892.52308,142885,71110,59463,41725,23015,8570,6935,3185,18995,16170,6765,6365,3040,6600,4070,1815,655,23280,20885,27880,5105,1335,55205,42275,12650,10060,69.8901043014516,22.2390542316511,18.8708414668973,42275,22710,24.2485261508726,0.000251950869580432,0.000545893550757602,0.000657871715015572,0.00145571613535361
Saskatchewan,47,Regina,10,0.27607027027027,10.2146,0.227822209870778,2.03225806451613,63,1.05813535437854,37,8285.00119,241957,104427,97148,66505,33290,14230,13015,5995,26540,28685,11210,12005,5475,11310,6745,3035,1510,44395,90220,15830,1495,450,107995,70935,20990,18990,21.1168236832243,6.06109493982458,6.82208137695117,70935,39980,29.2042203074204,0,0.0197886401302711,0.0290960790553693,0.0488847191856404
Ontario,35,Renfrew,3557,0.253252380952381,5.3183,0.231422320040929,3.25,65,2.73003002133349,21,16466.46198,103593,50988,43345,30385,17385,5915,4880,2205,14720,11445,4725,4610,2110,4205,2635,1195,365,16450,15670,17840,4860,375,38745,31170,8555,7085,14.4831300538234,3.45886653625779,3.05800340991885,31170,15640,6.29115107579412,0.000279941694902165,0.00271253849198305,0.00420877858542566,0.00720125877231087
British Columbia,59,Richmond,5931,0.0981,0.0981,0.0981,1,1,1,1,151.74256,198309,77478,73457,57975,26410,15960,12095,3515,20035,28230,13265,11565,3400,9710,6380,2695,640,29140,43440,32515,405,325,76685,49175,22340,15605,0.564451331496786,0.256427915518825,0.179120752984389,49175,37945,1306.87791216914,0.000484093006368849,0.00917759657907609,0.0111492670529325,0.0208109566383775
Quebec,24,Saguenay-Lac-Saint-Jean,2402,0.342143333333333,20.5286,0.278503262678747,3.04081632653061,149,1.8626867075783,60,30318.98722,276241,134898,122760,80735,47590,14955,12715,5430,40910,29030,11805,11925,5270,10740,6675,3135,920,49240,77620,16750,10240,175,104785,90150,21615,18115,35.6717934028573,8.28425233009394,8.04395426704873,90150,39730,9.11115526371464,0.00125614952161337,0.0306218121133358,0.0081052414377301,0.0399832030726793
Saskatchewan,47,Saskatoon,9,0.264131578947368,10.037,0.219346557620768,1.83783783783784,68,1.04075387671836,38,11118.34853,299996,126924,117223,80820,39765,16760,16025,8295,32460,35875,13285,14880,7725,12450,7290,3490,1710,55220,100755,18960,6665,1110,127490,87680,24065,24315,23.5649329032337,6.3671641790357,8.06790291773062,87680,48380,26.9820647545396,0,0.022373631648422,0.0154135388471846,0.0377871704956066
Ontario,35,Simcoe Muskoka,3560,0.11674,3.5022,0.0967315838135925,2.82142857142857,79,1.97536517356936,30,10083.63947,547274,259233,212238,161630,85400,33850,30430,11970,69910,65910,26110,28415,11405,25800,15485,7725,2580,78995,87395,70215,52445,785,210840,148905,49320,42400,18.4100838933867,5.75273807620052,4.83717803041277,148905,91720,54.273459659898,0.00111644258634614,0.00980313334819487,0.0117491421116296,0.0226687180461707
Alberta,48,South,4831,0.300442592592593,16.2239,0.261822113486761,3.39583333333333,163,2.19366740834537,54,88261.5967,302467,122666,113303,81495,43210,14940,13715,9655,36410,33750,11850,12685,9175,11400,6810,3075,1495,46765,71255,27505,6350,1390,106500,83175,21735,23355,33.754283983661,8.23891456910028,11.0068014472388,83175,45090,3.42693777711819,0.00476415608975525,0.0156975802318931,0.0209510458992221,0.0414127822208704
Saskatchewan,47,South Central,11,0.373681818181818,28.7735,0.309193160328525,4.09615384615385,213,2.61750293325971,77,33222.8695,57836,27494,24323,16160,9165,2830,2590,1535,7925,6115,2210,2440,1460,2150,1245,570,260,9920,13955,3660,2890,160,20665,17845,4025,4160,50.666086787043,8.58745006836418,11.7464631445928,17845,8185,1.740849025699,0,0.0102531295386956,0.0196936164326717,0.0299467459713673
Saskatchewan,47,South East,12,0.354004242424242,58.4107,0.343596247152486,3.92857142857143,385,2.88621685728377,165,46268.22984,85052,41745,34668,24175,13175,4190,4160,2685,11435,9730,3385,3760,2520,3075,1755,805,515,13260,14830,11940,1770,240,28780,24695,5945,6795,97.1273645706127,22.2017693341021,27.6708660952851,24695,12740,1.83823760481259,0,0.0127333866340592,0.0194939566382919,0.032227343272351
British Columbia,59,South Vancouver Island,5941,0.240344444444444,6.4893,0.209744901398164,1.25,30,1.11885955759599,27,2366.78562,383360,183560,170156,106340,63880,20750,16650,5050,53530,37405,16735,15825,4850,15405,10370,4040,980,89670,56875,90935,3115,1220,152145,143200,31145,21655,17.2152822313982,4.55707309696781,3.22764467163403,143200,52800,161.974957410803,0.000127817195325543,0.00133816777963272,0.00373017529215359,0.00519616026711185
Saskatchewan,47,South West,13,0.452310714285714,25.3294,0.393426984212367,4.03448275862069,117,2.59993007181087,56,37074.74989,37101,17236,15051,10095,5805,1650,1755,855,5180,3885,1400,1640,850,1040,645,270,115,5910,8855,3030,820,200,12905,11090,2315,2605,37.3176391940424,6.58326171289274,9.09909909306485,11090,4920,1.0007080320185,0,0.0121560065766421,0.0140697016252931,0.0262257082019353
Manitoba,46,Southern Health,4605,0.257116,12.8558,0.242300522707842,3.34090909090909,147,2.71526501441158,50,33277.67124,194848,73631,67004,51800,24405,9165,9825,8445,21280,24895,7595,9205,8075,5710,3140,1570,990,21525,27465,21585,18530,400,67980,42805,12305,18270,27.7151542214777,8.22927256225915,11.0555732162632,42805,30575,5.85521740973844,0.000215552635900805,0.0240751765478732,0.0143496469042536,0.0386403760880276
Ontario,35,Southwestern,3575,0.099925,1.5988,0.0974445891713371,2.4375,39,2.09224879903923,16,3939.23346,199840,81963,79261,58260,30775,11500,10215,5780,25770,24150,9025,9550,5590,8350,4975,2475,875,27210,31250,18885,29125,150,79410,52980,16475,16015,9.59676275626992,3.00115331896623,3.40208392476386,52980,32490,50.7306820043106,0.000430344275420336,0.0117393915132106,0.00739091273018415,0.0195606485188151
Ontario,35,Sudbury,3561,0.432493939393939,14.2723,0.289585072894608,3.70833333333333,89,1.46789481185861,34,50813.97518,196427,97100,84314,57675,32520,11925,9810,3420,26270,21455,9175,9100,3200,9940,6240,2750,930,34745,68350,2655,4945,295,76245,61015,18165,13230,21.0179458493969,5.84058779750682,4.14146635309628,61015,31395,3.86560979148335,0.000325820788384489,0.00260656630707591,0.00800806406451252,0.0109404511599729
Quebec,24,Terres-Cries-de-la-Baie-James,2418,0.67141875,10.7427,0.595974738930051,5,35,4.27192112478852,17,3627.84337,17141,4830,4007,4225,1280,975,800,1170,645,2280,615,625,1025,1285,610,355,330,1560,5235,405,10,10,5660,2205,1580,1980,3.48704057479826,2.46379097691121,3.04916844829053,2205,3560,4.7248456594751,0.000583396534624584,0.00612566361355814,0.000116679306924917,0.00682573945510764
British Columbia,59,Thompson Cariboo Shuswap,5914,0.441648421052632,83.9132,0.333446571272529,3.36111111111111,242,2.66705843801202,190,186888.32268,228108,117023,97235,67650,41875,12145,9810,3825,35720,22145,9375,9085,3600,9785,6140,2810,885,42635,52035,22495,4230,985,79745,78355,18325,13570,69.3521051237971,21.4312284655859,11.216666410617,78355,31895,1.22055780012847,0.000302488295018149,0.00976291931891911,0.0060322303470286,0.0160976379609659
Ontario,35,Thunder Bay,3562,0.553902380952381,23.2639,0.346285806617216,2.94736842105263,56,1.43708905664848,43,120564.34123,151218,73818,64159,43045,23840,8995,7100,3130,18790,16030,6785,6435,2810,8235,5050,2220,945,28345,47110,9470,1155,310,58045,47135,14055,10190,18.7605686113431,9.05042363828897,7.18900775036789,47135,24245,1.25425145160892,0.000615006150061501,0.00706265127167401,0.014403047256279,0.0220807046780145
Ontario,35,Timiskaming,3563,0.391971428571429,10.9752,0.385069514545564,4.4375,71,4.25121965909775,28,16461.9015,33201,17661,14832,9785,5910,1790,1410,675,4995,3340,1405,1295,620,1420,890,370,130,6145,6435,4330,765,190,11720,11140,2665,2045,18.5653392697465,4.76154563160868,3.67311509864478,11140,4710,2.0168386987372,0.000542152344808891,0.00219872895394717,0.00352399024125779,0.00626487154001385
Ontario,35,Toronto,3595,0,0,0,1,1,1,1,634.43388,2731571,1179057,1112929,718750,344105,174600,143245,56795,250085,316075,133440,130765,51865,152595,94025,41160,17415,602855,882715,125,208240,3725,1094805,852940,268625,200045,0.64537949924713,0.203255877301171,0.151364623451699,852940,468670,4305.52510846363,0.0049711319969351,0.0277690017942056,0.027788404548152,0.0605285383392927
British Columbia,,Unknown HSDA - Northern HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Columbia,59,Vancouver,5932,0.123533333333333,0.3706,0.120529872580171,1,3,1,3,988.66212,649271,318575,290597,165055,90420,36715,29595,8325,72555,65980,29850,28115,8015,26525,17870,6860,1800,181260,188465,88415,1915,1850,280645,253815,54580,37930,1.94509019979187,0.608209797212075,0.446700002996059,253815,92510,656.716776000278,0.00101960506475724,0.0162551538571721,0.018080277726866,0.0353550366487953
Ontario,35,Waterloo,3565,0.0734428571428571,0.5141,0.0669225497707202,1.28571428571429,9,1.04208134480916,7,1385.33679,535154,214299,203832,149835,70605,33010,32135,14070,56535,69305,25775,30125,13405,23985,14070,7240,2680,82220,109485,82725,38385,685,231280,138755,47085,46210,3.94846212807455,1.33492666921977,1.71661120270568,138755,93295,386.298843619103,0.00245723660852764,0.0163149299080265,0.0149508365816195,0.0337230030981736
Ontario,35,Wellington Dufferin Guelph,3566,0.0910882352941177,1.5485,0.0804987992416972,2.58823529411765,44,1.77584947083801,17,5082.35571,296979,119383,112272,84625,41120,17685,17645,8170,34185,38665,14100,16695,7905,11770,6935,3600,1245,41885,60970,21505,43955,405,126835,76070,24635,25845,9.83679599986625,3.2911502414477,3.87205375868605,76070,50480,58.4333362215609,0.00168025348593672,0.0136171244431424,0.0125295054532475,0.0278268833823267
Newfoundland and Labrador,10,Western,1013,0.498488732394366,35.3927,0.45104882740864,3.62962962962963,196,3.15739807381678,71,37293.66156,82285,43255,36025,26230,16025,5835,3530,835,13225,8755,4695,3280,800,4235,2780,1110,345,13030,13090,8045,1795,825,23755,26255,8585,4425,47.8535093264764,13.7761464290929,7.37034424443071,26255,13010,2.20640710935867,4.86115330862247e-05,0.000376739381418241,0.00155556905875919,0.00198091997326366
Ontario,35,Windsor-Essex,3568,0.223266666666667,2.0094,0.198075608906312,1.5,12,1.22500394783345,9,1868.69277,398953,168569,159053,111320,54885,23655,21715,11040,42890,47985,17660,19920,10405,20450,12010,5990,2455,63515,80365,64555,4125,390,149435,106405,35660,32780,5.42512306532146,1.73343897464083,1.8414379600377,106405,68440,213.493093356379,0.00454690151471477,0.0268502806094954,0.01087095472399,0.0422681368482002
Manitoba,46,Winnipeg,4601,0.365425,1.4617,0.148164292541231,2,8,1.00498832681586,4,661.70499,720883,299791,286493,194105,94225,43240,38825,17810,72650,85950,33595,35955,16410,35500,21580,9650,4275,136065,290160,1930,20555,1390,314035,208715,64825,56640,2.28932310090899,0.820610077831803,0.890066821259209,208715,121465,1089.43261860546,0.000330150662451466,0.0236349033060843,0.0226264178791843,0.0465914718477201
Ontario,35,York,3570,0.05187,0.5187,0.0317448041235813,1,10,1,10,2097.55351,1109909,369928,357084,319530,119170,81010,88870,30480,93855,181750,66795,85345,29615,43935,25320,14220,4410,104345,132890,103745,209325,985,446945,198200,106335,119370,5.01594962374004,2.4521319393316,2.53191843692836,198200,225705,529.144546114583,0.0028074373664868,0.0216639382147545,0.0229685496738922,0.0474399252551335
Yukon,60,Yukon,6001,0.553883333333333,19.9398,0.438145130177845,5.22222222222222,188,2.85287394770586,36,483681.5905,35747,17768,15138,9840,5295,2065,1740,705,4120,3835,1590,1615,655,1870,1200,490,185,7470,13460,2215,0,270,15945,11590,3280,2455,17.6173022203196,4.60920191180533,2.77349586787509,11590,5735,0.0739060586594726,0.000307718130192743,0.00167846252832406,0.0117212633227963,0.0137074439813131
New Brunswick,13,Zone 1 (Moncton area),1301,0.291804,14.5902,0.258055495182934,2.82608695652174,130,1.7545398937187,50,9603.35891,209236,101187,89485,61935,36070,12920,9770,3135,29860,22470,10335,9120,2960,9600,6235,2540,815,37810,36345,30170,15725,1820,84060,67670,19110,12895,32.7657760964434,9.31113576683322,5.92308813672339,67670,32005,21.7877934127946,0.000133820183907167,0.00144812556156684,0.000721673134642222,0.00230361888011623
Nova Scotia,12,Zone 1 - Western,1201,0.336946341463415,13.8148,0.333537309132815,4.20689655172414,122,4.0258571016998,41,19164.96454,194289,103835,86717,60035,37820,11470,7830,2935,32120,19040,9100,7215,2740,8880,5735,2375,795,33740,27640,27535,9865,640,65680,65860,17210,10750,24.4996104652155,6.43589538584309,4.06449414894141,65860,27960,10.1377176876321,0.000277936476074302,0.000211025842945303,0.00101395344049329,0.00150291575951289
New Brunswick,13,Zone 2 (Saint John area),1302,0.330167307692308,17.1687,0.292941015146273,3,144,1.8171188657007,52,10864.00871,170537,81438,71966,50395,28210,10680,8240,3270,22630,19030,8385,7600,3095,8735,5605,2335,860,28285,31845,12655,19000,875,64375,50915,16325,11555,34.4641942664217,10.0322783504911,7.50352738308719,50915,27880,15.697428504731,0.000158323413687352,0.00113758304649431,0.000451514920515783,0.00174742138069744
Nova Scotia,12,Zone 2 - Northern,1202,0.274388461538462,7.1341,0.260884478051816,2.92307692307692,76,2.75881361803056,26,14570.7439,170333,86590,73632,51535,30320,10385,7800,3070,24900,17950,8000,7115,2850,8690,5415,2390,895,28335,21005,22170,16385,1430,60990,53235,15805,10860,16.4202592436161,5.21950179722,3.36023895916395,53235,26665,11.69006889209,0.000334638619645048,0.000416830561312253,0.0010156575648876,0.0017671267458449
New Brunswick,13,Zone 3 (Fredericton area),1303,0.341696,25.6272,0.308850049326634,3.625,261,2.91462477344162,75,23895.02125,174348,83036,73210,51655,28890,10820,8660,3330,24060,19915,8710,8080,3165,7670,4860,2130,730,28905,30510,24580,11170,975,67235,52965,15700,11975,48.8403098432484,15.0837431640323,11.0759469927193,52965,27675,7.29641535681832,0.000281047101199899,0.00107830316378737,0.00119301626631794,0.00255236653130521
Nova Scotia,12,Zone 3 - Eastern,1203,0.385159090909091,8.4735,0.346283052926964,4.18181818181818,92,2.97320934212513,22,16430.80442,158936,81672,69194,46895,27310,10160,6545,2855,20885,15510,7330,5660,2525,10535,6425,2820,1245,29325,37120,6190,4495,1440,49245,50210,16575,9430,13.7653059148567,4.84894466865307,3.38574941649021,50210,26005,9.67305044459899,0.00033346755926914,0.000169879700005033,0.00341017768158252,0.0039135249408567
New Brunswick,13,Zone 4 (Edmundston area),1304,0.401378125,12.8441,0.386947284144427,3.26666666666667,98,3.18589220303506,32,7651.39202,47760,22823,21077,14490,8800,2895,2195,610,7435,4955,2320,2065,550,2090,1375,540,135,8000,8645,6895,1780,325,17645,15435,4235,2750,20.1332137271387,5.85817858672539,4.00860768613592,15435,6985,6.24200143910546,0.000146566164154104,0.0080820770519263,0.00755862646566164,0.015787269681742
Nova Scotia,12,Zone 4 - Central,1204,0.251988888888889,2.2679,0.201141877988306,1.77777777777778,16,1.19463695238267,9,9118.39516,444803,206281,190513,126455,69845,27545,21415,7660,56715,48960,21755,19965,7240,20780,13135,5795,1855,89930,170705,1990,13135,2055,187885,146645,40685,29060,3.42213767441497,0.988061791418322,0.589800534166707,146645,69745,48.780842702588,0.0020278640207013,0.00087229627498016,0.00756514681780474,0.0104653071134862
New Brunswick,13,Zone 5 (Campbellton area),1305,0.39623125,6.3397,0.391232982178218,2.93333333333333,44,2.59081188118812,16,5526.37401,25250,12618,11512,7640,4840,1565,995,250,3955,2355,1245,900,220,1355,900,335,120,4770,2790,4755,250,305,8100,8725,2480,1240,10.9901139298026,3.16784313665936,1.84204293353799,8725,3720,4.56899948398534,0.0020990099009901,0.00510891089108911,0.000118811881188119,0.00732673267326733
New Brunswick,13,Zone 6 (Bathurst area),1306,0.40751724137931,11.818,0.388168400346877,3.62068965517241,105,3.48146111381374,29,5326.80708,94558,46205,41476,28925,17535,6610,3855,920,13800,9730,5310,3570,845,5380,3715,1295,370,17005,13130,13955,2220,745,30050,30805,10320,4785,19.5877585995497,6.44747191966239,2.9647694807879,30805,15105,17.7513468349599,1.05755197867975e-05,0.000274963514456736,0.00112100509740054,0.00140654413164407
New Brunswick,13,Zone 7 (Miramichi area),1307,0.354514285714286,7.4448,0.35660607586147,2.65,53,2.87136533287041,21,10429.98981,57595,27217,24576,17625,10345,3925,2540,805,8105,6095,3040,2325,715,3435,2230,885,310,9470,10230,6110,1310,480,18130,17575,6155,3350,13.2946523430537,4.1414093004747,2.56393835647158,17575,9505,5.52205716872124,3.47252365656741e-05,0.000104175709697022,0.000538241166767949,0.000677142113030645
