"cases","cumulative_cases","date_report","province","date","moving_avg_seven_days"
378,1431540,"22-07-2021","Canada",2021-07-22,412.714285714286
590,1432130,"23-07-2021","Canada",2021-07-23,437.857142857143
329,1432459,"24-07-2021","Canada",2021-07-24,439.571428571429
265,1432724,"25-07-2021","Canada",2021-07-25,437.142857142857
1075,1433799,"26-07-2021","Canada",2021-07-26,498.142857142857
559,1434358,"27-07-2021","Canada",2021-07-27,532
796,1435154,"28-07-2021","Canada",2021-07-28,570.285714285714
904,1436058,"29-07-2021","Canada",2021-07-29,645.428571428571
935,1436993,"30-07-2021","Canada",2021-07-30,694.714285714286
368,1437361,"31-07-2021","Canada",2021-07-31,700.285714285714
273,1437634,"01-08-2021","Canada",2021-08-01,701.428571428571
223,1437857,"02-08-2021","Canada",2021-08-02,579.714285714286
2366,1440223,"03-08-2021","Canada",2021-08-03,837.857142857143
985,1441208,"04-08-2021","Canada",2021-08-04,864.857142857143
1532,1442740,"05-08-2021","Canada",2021-08-05,954.571428571429
1574,1444314,"06-08-2021","Canada",2021-08-06,1045.85714285714
555,1444869,"07-08-2021","Canada",2021-08-07,1072.57142857143
583,1445452,"08-08-2021","Canada",2021-08-08,1116.85714285714
3226,1448678,"09-08-2021","Canada",2021-08-09,1545.85714285714
1338,1450016,"10-08-2021","Canada",2021-08-10,1399
1971,1451987,"11-08-2021","Canada",2021-08-11,1539.85714285714
2126,1454113,"12-08-2021","Canada",2021-08-12,1624.71428571429
2464,1456577,"13-08-2021","Canada",2021-08-13,1751.85714285714
858,1457435,"14-08-2021","Canada",2021-08-14,1795.14285714286
706,1458141,"15-08-2021","Canada",2021-08-15,1812.71428571429
4438,1462579,"16-08-2021","Canada",2021-08-16,1985.85714285714
1876,1464455,"17-08-2021","Canada",2021-08-17,2062.71428571429
2522,1466977,"18-08-2021","Canada",2021-08-18,2141.42857142857
2871,1469848,"19-08-2021","Canada",2021-08-19,2247.85714285714
2972,1472820,"20-08-2021","Canada",2021-08-20,2320.42857142857
887,1473707,"21-08-2021","Canada",2021-08-21,2324.57142857143
833,1474540,"22-08-2021","Canada",2021-08-22,2342.71428571429
6036,1480576,"23-08-2021","Canada",2021-08-23,2571
2387,1482963,"24-08-2021","Canada",2021-08-24,2644
3152,1486115,"25-08-2021","Canada",2021-08-25,2734
3508,1489623,"26-08-2021","Canada",2021-08-26,2825
3797,1493420,"27-08-2021","Canada",2021-08-27,2942.85714285714
1269,1494689,"28-08-2021","Canada",2021-08-28,2997.42857142857
1017,1495706,"29-08-2021","Canada",2021-08-29,3023.71428571429
7418,1503124,"30-08-2021","Canada",2021-08-30,3221.14285714286
2926,1506050,"31-08-2021","Canada",2021-08-31,3298.14285714286
4022,1510072,"01-09-2021","Canada",2021-09-01,3422.42857142857
4000,1514072,"02-09-2021","Canada",2021-09-02,3492.71428571429
4268,1518340,"03-09-2021","Canada",2021-09-03,3560
1428,1519768,"04-09-2021","Canada",2021-09-04,3582.71428571429
1381,1521149,"05-09-2021","Canada",2021-09-05,3634.71428571429
1070,1522219,"06-09-2021","Canada",2021-09-06,2727.85714285714
10376,1532595,"07-09-2021","Canada",2021-09-07,3792.14285714286
3728,1536323,"08-09-2021","Canada",2021-09-08,3750.14285714286
4267,1540590,"09-09-2021","Canada",2021-09-09,3788.28571428571
4645,1545235,"10-09-2021","Canada",2021-09-10,3842.14285714286
1757,1546992,"11-09-2021","Canada",2021-09-11,3889.14285714286
1413,1548405,"12-09-2021","Canada",2021-09-12,3893.71428571429
9682,1558087,"13-09-2021","Canada",2021-09-13,5124
3998,1562085,"14-09-2021","Canada",2021-09-14,4212.85714285714
4475,1566560,"15-09-2021","Canada",2021-09-15,4319.57142857143
4666,1571226,"16-09-2021","Canada",2021-09-16,4376.57142857143
5094,1576320,"17-09-2021","Canada",2021-09-17,4440.71428571429
1725,1578045,"18-09-2021","Canada",2021-09-18,4436.14285714286
1673,1579718,"19-09-2021","Canada",2021-09-19,4473.28571428571
9192,1588910,"20-09-2021","Canada",2021-09-20,4403.28571428571
3742,1592652,"21-09-2021","Canada",2021-09-21,4366.71428571429
