Geo Code,Geo Name,Line Number
"4801003","Cypress County",2
"4801006","Medicine Hat",2249
"4801008","Forty Mile County No. 8",4496
"4801009","Foremost",6743
"4801014","Bow Island",8990
"4801018","Redcliff",11237
"4802001","Warner County No. 5",13484
"4802002","Coutts",15731
"4802004","Milk River",17978
"4802006","Warner",20225
"4802008","Raymond",22472
"4802009","Stirling",24719
"4802011","Lethbridge County",26966
"4802012","Lethbridge",29213
"4802013","Coalhurst",31460
"4802014","Nobleford",33707
"4802016","Barons",35954
"4802018","Picture Butte",38201
"4802019","Coaldale",40448
"4802021","Taber",42695
"4802022","Taber",44942
"4802023","Barnwell",47189
"4802029","Vauxhall",49436
"4802031","Newell County",51683
"4802034","Brooks",53930
"4802036","Duchess",56177
"4802038","Rosemary",58424
"4802039","Bassano",60671
"4803001","Cardston County",62918
"4803002","Magrath",65165
"4803003","Improvement District No. 4 Waterton",67412
"4803004","Cardston",69659
"4803006","Glenwood",71906
"4803008","Hill Spring",74153
"4803011","Pincher Creek No. 9",76400
"4803014","Pincher Creek",78647
"4803016","Cowley",80894
"4803018","Willow Creek No. 26",83141
"4803019","Fort Macleod",85388
"4803021","Granum",87635
"4803022","Claresholm",89882
"4803024","Stavely",92129
"4803026","Nanton",94376
"4803801","Piikani 147",96623
"4803802","Blood 148",98870
"4803803","Blood 148A",101117
"4804001","Acadia No. 34",103364
"4804004","Special Area No. 2",105611
"4804006","Empress",107858
"4804011","Hanna",110105
"4804012","Special Area No. 3",112352
"4804014","Oyen",114599
"4804016","Cereal",116846
"4804019","Youngstown",119093
"4804020","Special Area No. 4",121340
"4804021","Veteran",123587
"4804022","Consort",125834
"4805001","Vulcan County",128081
"4805002","Carmangay",130328
"4805004","Champion",132575
"4805006","Vulcan",134822
"4805008","Lomond",137069
"4805009","Milo",139316
"4805011","Arrowwood",141563
"4805012","Wheatland County",143810
"4805018","Strathmore",146057
"4805019","Hussar",148304
"4805021","Standard",150551
"4805022","Rockyford",152798
