Geo Code,Geo Name,Line Number
"2401023","Les Îles-de-la-Madeleine",2
"2401042","Grosse-Île",2249
"2402005","Percé",4496
"2402010","Sainte-Thérèse-de-Gaspé",6743
"2402015","Grande-Rivière",8990
"2402028","Chandler",11237
"2402047","Port-Daniel--Gascons",13484
"2402902","Mont-Alexandre",15731
"2403005","Gaspé",17978
"2403010","Cloridorme",20225
"2403015","Petite-Vallée",22472
"2403020","Grande-Vallée",24719
"2403025","Murdochville",26966
"2403902","Rivière-Saint-Jean",29213
"2403904","Collines-du-Basque",31460
"2404005","Sainte-Madeleine-de-la-Rivière-Madeleine",33707
"2404010","Saint-Maxime-du-Mont-Louis",35954
"2404015","Mont-Saint-Pierre",38201
"2404020","Rivière-à-Claude",40448
"2404025","Marsoui",42695
"2404030","La Martre",44942
"2404037","Sainte-Anne-des-Monts",47189
"2404047","Cap-Chat",49436
"2404902","Mont-Albert",51683
"2404904","Coulée-des-Adolphe",53930
"2405010","Shigawake",56177
"2405015","Saint-Godefroi",58424
"2405020","Hope Town",60671
"2405025","Hope",62918
"2405032","Paspébiac",65165
"2405040","New Carlisle",67412
"2405045","Bonaventure",69659
"2405050","Saint-Elzéar",71906
"2405055","Saint-Siméon",74153
"2405060","Caplan",76400
"2405065","Saint-Alphonse",78647
"2405070","New Richmond",80894
"2405077","Cascapédia--Saint-Jules",83141
"2405902","Rivière-Bonaventure",85388
"2406005","Maria",87635
"2406013","Carleton-sur-Mer",89882
"2406020","Nouvelle",92129
"2406025","Escuminac",94376
"2406030","Pointe-à-la-Croix",96623
"2406035","Ristigouche-Partie-Sud-Est",98870
"2406040","Saint-André-de-Restigouche",101117
"2406045","Matapédia",103364
"2406050","Saint-Alexis-de-Matapédia",105611
"2406055","Saint-François-d'Assise",107858
"2406060","L'Ascension-de-Patapédia",110105
"2406802","Gesgapegiag",112352
"2406804","Listuguj",114599
"2406902","Rivière-Nouvelle",116846
"2406904","Ruisseau-Ferguson",119093
"2407005","Sainte-Marguerite-Marie",121340
"2407010","Sainte-Florence",123587
"2407018","Causapscal",125834
"2407025","Albertville",128081
"2407030","Saint-Léon-le-Grand",130328
"2407035","Saint-Zénon-du-Lac-Humqui",132575
"2407040","Sainte-Irène",134822
"2407047","Amqui",137069
"2407057","Lac-au-Saumon",139316
"2407065","Saint-Alexandre-des-Lacs",141563
"2407070","Saint-Tharcisius",143810
"2407075","Saint-Vianney",146057
"2407080","Val-Brillant",148304
"2407085","Sayabec",150551
"2407090","Saint-Cléophas",152798
"2407095","Saint-Moïse",155045
"2407100","Saint-Noël",157292
"2407105","Saint-Damase",159539
"2407902","Routhierville",161786
"2407904","Rivière-Vaseuse",164033
"2407906","Rivière-Patapédia-Est",166280
"2407908","Lac-Casault",168527
"2407910","Ruisseau-des-Mineurs",170774
"2407912","Lac-Alfred",173021
"2407914","Lac-Matapédia",175268
"2408005","Les Méchins",177515
"2408010","Saint-Jean-de-Cherbourg",179762
"2408015","Grosses-Roches",182009
"2408023","Sainte-Félicité",184256
"2408030","Saint-Adelme",186503
"2408035","Saint-René-de-Matane",188750
"2408040","Sainte-Paule",190997
"2408053","Matane",193244
"2408065","Saint-Léandre",195491
"2408073","Saint-Ulric",197738
"2408080","Baie-des-Sables",199985
"2408902","Rivière-Bonjour",202232
"2409005","La Rédemption",204479
"2409010","Saint-Charles-Garnier",206726
"2409015","Les Hauteurs",208973
"2409020","Sainte-Jeanne-d'Arc",211220
"2409025","Saint-Gabriel-de-Rimouski",213467
"2409030","Saint-Donat",215714
"2409035","Sainte-Angèle-de-Mérici",217961
"2409040","Padoue",220208
"2409048","Métis-sur-Mer",222455
"2409055","Saint-Octave-de-Métis",224702
"2409060","Grand-Métis",226949
"2409065","Price",229196
"2409070","Saint-Joseph-de-Lepage",231443
"2409077","Mont-Joli",233690
"2409085","Sainte-Flavie",235937
"2409092","Sainte-Luce",238184
"2409902","Lac-des-Eaux-Mortes",240431
"2409904","Lac-à-la-Croix",242678
"2410005","Esprit-Saint",244925
"2410010","La Trinité-des-Monts",247172
"2410015","Saint-Narcisse-de-Rimouski",249419
"2410025","Saint-Marcellin",251666
"2410030","Saint-Anaclet-de-Lessard",253913
"2410043","Rimouski",256160
"2410060","Saint-Valérien",258407
"2410070","Saint-Fabien",260654
"2410075","Saint-Eugène-de-Ladrière",262901
"2410902","Lac-Huron",265148
"2411005","Saint-Clément",267395
"2411010","Saint-Jean-de-Dieu",269642
"2411015","Sainte-Rita",271889
"2411020","Saint-Guy",274136
"2411025","Saint-Médard",276383
"2411030","Sainte-Françoise",278630
"2411035","Saint-Éloi",280877
"2411040","Trois-Pistoles",283124
"2411045","Notre-Dame-des-Neiges",285371
"2411050","Saint-Mathieu-de-Rioux",287618
"2411055","Saint-Simon",289865
"2411902","Lac-Boisbouscache",292112
"2412005","Saint-Cyprien",294359
"2412010","Saint-Hubert-de-Rivière-du-Loup",296606
"2412015","Saint-Antonin",298853
"2412020","Saint-Modeste",301100
"2412025","Saint-François-Xavier-de-Viger",303347
"2412030","Saint-Épiphane",305594
"2412035","Saint-Paul-de-la-Croix",307841
"2412043","L'Isle-Verte",310088
"2412045","Notre-Dame-des-Sept-Douleurs",312335
"2412057","Cacouna",314582
"2412065","Saint-Arsène",316829
"2412072","Rivière-du-Loup",319076
"2412080","Notre-Dame-du-Portage",321323
"2413005","Dégelis",323570
"2413010","Saint-Jean-de-la-Lande",325817
"2413015","Packington",328064
"2413020","Saint-Marc-du-Lac-Long",330311
"2413025","Rivière-Bleue",332558
"2413030","Saint-Eusèbe",334805
"2413040","Saint-Juste-du-Lac",337052
"2413045","Auclair",339299
"2413050","Lejeune",341546
"2413055","Biencourt",343793
"2413060","Lac-des-Aigles",346040
"2413065","Saint-Michel-du-Squatec",348287
"2413073","Témiscouata-sur-le-Lac",350534
"2413075","Saint-Pierre-de-Lamy",352781
"2413080","Saint-Louis-du-Ha! Ha!",355028
"2413085","Saint-Elzéar-de-Témiscouata",357275
"2413090","Saint-Honoré-de-Témiscouata",359522
"2413095","Pohénégamook",361769
"2413100","Saint-Athanase",364016
"2414005","Mont-Carmel",366263
"2414010","Saint-Bruno-de-Kamouraska",368510
"2414018","Saint-Pascal",370757
"2414025","Sainte-Hélène-de-Kamouraska",373004
"2414030","Saint-Joseph-de-Kamouraska",375251
"2414035","Saint-Alexandre-de-Kamouraska",377498
"2414040","Saint-André",379745
"2414045","Saint-Germain",381992
"2414050","Kamouraska",384239
"2414055","Saint-Denis-De La Bouteillerie",386486
"2414060","Saint-Philippe-de-Néri",388733
"2414065","Rivière-Ouelle",390980
"2414070","Saint-Pacôme",393227
"2414075","Saint-Gabriel-Lalemant",395474
"2414080","Saint-Onésime-d'Ixworth",397721
"2414085","La Pocatière",399968
"2414090","Sainte-Anne-de-la-Pocatière",402215
"2414902","Picard",404462
"2414904","Petit-Lac-Sainte-Anne",406709
"2415005","Saint-Irénée",408956
"2415013","La Malbaie",411203
"2415025","Notre-Dame-des-Monts",413450
"2415030","Saint-Aimé-des-Lacs",415697
"2415035","Clermont",417944
"2415058","Saint-Siméon",420191
"2415065","Baie-Sainte-Catherine",422438
"2415902","Mont-Élie",424685
"2415904","Sagard",426932
"2416005","Petite-Rivière-Saint-François",429179
"2416013","Baie-Saint-Paul",431426
"2416023","L'Isle-aux-Coudres",433673
"2416048","Les Éboulements",435920
"2416050","Saint-Hilarion",438167
"2416055","Saint-Urbain",440414
"2416902","Lac-Pikauba",442661
"2417005","Saint-Omer",444908
"2417010","Saint-Pamphile",447155
"2417015","Saint-Adalbert",449402
"2417020","Saint-Marcel",451649
"2417025","Sainte-Félicité",453896
"2417030","Sainte-Perpétue",456143
"2417035","Tourville",458390
"2417040","Saint-Damase-de-L'Islet",460637
"2417045","Saint-Cyrille-de-Lessard",462884
"2417055","Saint-Aubert",465131
"2417060","Sainte-Louise",467378
"2417065","Saint-Roch-des-Aulnaies",469625
