Date,PHU ID,PHU name,Agegroup,At least one dose_cumulative,Second_dose_cumulative,fully_vaccinated_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated
2021-09-03,2234,HALDIMAND-NORFOLK,18-29yrs,9071,7577,,15900,0.5705,0.4766
2021-09-03,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",18-29yrs,15744,13179,,22520,0.6991,0.5852
2021-09-03,2236,HALTON REGION,18-29yrs,70742,64142,,95648,0.7396,0.6706
2021-09-03,2238,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,14443,11413,,22375,0.6455,0.5101
2021-09-03,5183,HURON PERTH,18-29yrs,13620,11589,,20393,0.6679,0.5683
2021-09-03,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",18-29yrs,25324,21733,,34068,0.7433,0.6379
2021-09-03,2242,LAMBTON COUNTY,18-29yrs,12101,10259,,18558,0.6521,0.5528
2021-09-03,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",18-29yrs,16122,13773,,21695,0.7431,0.6348
2021-09-03,2244,MIDDLESEX-LONDON,18-29yrs,70719,60370,,88180,0.802,0.6846
2021-09-03,2246,NIAGARA REGION,18-29yrs,51209,41915,,70592,0.7254,0.5938
2021-09-03,2247,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,11318,9357,,17552,0.6448,0.5331
2021-09-03,2249,NORTHWESTERN,18-29yrs,10406,8691,,13990,0.7438,0.6212
2021-09-03,2253,PEEL REGION,18-29yrs,252998,206228,,278974,0.9069,0.7392
2021-09-03,2255,PETERBOROUGH COUNTY-CITY,18-29yrs,15599,13133,,21688,0.7192,0.6055
2021-09-03,2256,PORCUPINE,18-29yrs,8692,6818,,12232,0.7106,0.5574
2021-09-03,2257,RENFREW COUNTY AND DISTRICT,18-29yrs,9155,7677,,14861,0.616,0.5166
2021-09-03,2260,SIMCOE MUSKOKA DISTRICT,18-29yrs,62315,51974,,87904,0.7089,0.5913
2021-09-03,4913,SOUTHWESTERN,18-29yrs,20052,16970,,30393,0.6598,0.5584
2021-09-03,2261,SUDBURY AND DISTRICT,18-29yrs,20607,17042,,29436,0.7001,0.579
2021-09-03,2262,THUNDER BAY DISTRICT,18-29yrs,18746,15808,,22251,0.8425,0.7104
2021-09-03,2263,TIMISKAMING,18-29yrs,2753,2229,,4360,0.6315,0.5113
2021-09-03,3895,TORONTO,18-29yrs,430301,378049,,585930,0.7344,0.6452
2021-09-03,9999,UNKNOWN,18-29yrs,2495,571,,0,,
2021-09-03,2265,WATERLOO REGION,18-29yrs,88667,77370,,99244,0.8934,0.7796
2021-09-03,2266,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,37283,32917,,50230,0.7422,0.6553
2021-09-03,2268,WINDSOR-ESSEX COUNTY,18-29yrs,51742,43706,,72405,0.7146,0.6036
2021-09-03,2270,YORK REGION,18-29yrs,144537,130593,,198762,0.7272,0.657
2021-09-03,2226,ALGOMA DISTRICT,30-39yrs,9517,8303,,12062,0.789,0.6884
2021-09-03,2227,BRANT COUNTY,30-39yrs,15322,13669,,19698,0.7778,0.6939
2021-09-03,2240,CHATHAM-KENT,30-39yrs,8077,6849,,11594,0.6967,0.5907
2021-09-03,2237,CITY OF HAMILTON,30-39yrs,62265,55123,,84056,0.7408,0.6558
2021-09-03,2251,CITY OF OTTAWA,30-39yrs,121988,110701,,158259,0.7708,0.6995
2021-09-03,2230,DURHAM REGION,30-39yrs,79289,72372,,93632,0.8468,0.7729
2021-09-03,2258,EASTERN ONTARIO,30-39yrs,18510,16076,,21920,0.8444,0.7334
2021-09-03,2233,GREY BRUCE,30-39yrs,14157,12632,,17931,0.7895,0.7045
2021-09-03,2234,HALDIMAND-NORFOLK,30-39yrs,8935,7625,,11852,0.7539,0.6434
2021-09-03,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",30-39yrs,14645,12621,,17429,0.8403,0.7241
2021-09-03,2236,HALTON REGION,30-39yrs,63729,59003,,80648,0.7902,0.7316
2021-09-03,2238,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,12606,10603,,17863,0.7057,0.5936
2021-09-03,5183,HURON PERTH,30-39yrs,12046,10624,,14728,0.8179,0.7213
2021-09-03,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",30-39yrs,21108,18649,,29909,0.7057,0.6235
2021-09-03,2242,LAMBTON COUNTY,30-39yrs,10828,9580,,14493,0.7471,0.661
2021-09-03,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",30-39yrs,15758,13909,,16449,0.958,0.8456
2021-09-03,2244,MIDDLESEX-LONDON,30-39yrs,56665,49884,,73436,0.7716,0.6793
2021-09-03,2246,NIAGARA REGION,30-39yrs,42505,36480,,54175,0.7846,0.6734
2021-09-03,2247,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,10443,8905,,14543,0.7181,0.6123
2021-09-03,2249,NORTHWESTERN,30-39yrs,8680,7525,,9958,0.8717,0.7557
2021-09-03,2253,PEEL REGION,30-39yrs,180410,158609,,235513,0.766,0.6735
2021-09-03,2255,PETERBOROUGH COUNTY-CITY,30-39yrs,13481,11743,,18338,0.7351,0.6404
2021-09-03,2256,PORCUPINE,30-39yrs,7070,5894,,9754,0.7248,0.6042
2021-09-03,2257,RENFREW COUNTY AND DISTRICT,30-39yrs,8436,7411,,13489,0.6254,0.5494
2021-09-03,2260,SIMCOE MUSKOKA DISTRICT,30-39yrs,57352,49691,,74380,0.7711,0.6681
2021-09-03,4913,SOUTHWESTERN,30-39yrs,19791,17374,,24409,0.8108,0.7118
2021-09-03,2261,SUDBURY AND DISTRICT,30-39yrs,17018,14630,,24368,0.6984,0.6004
2021-09-03,2262,THUNDER BAY DISTRICT,30-39yrs,15345,13459,,18511,0.829,0.7271
2021-09-03,2263,TIMISKAMING,30-39yrs,2503,2174,,3297,0.7593,0.6595
2021-09-03,3895,TORONTO,30-39yrs,411711,376742,,528595,0.7789,0.7127
2021-09-03,9999,UNKNOWN,30-39yrs,1471,356,,0,,
2021-09-03,2265,WATERLOO REGION,30-39yrs,70640,63534,,84990,0.8312,0.7475
2021-09-03,2266,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,33490,30310,,42188,0.7938,0.7185
2021-09-03,2268,WINDSOR-ESSEX COUNTY,30-39yrs,38424,33442,,48477,0.7926,0.6899
2021-09-03,2270,YORK REGION,30-39yrs,119861,110161,,155115,0.7727,0.7102
2021-09-03,2226,ALGOMA DISTRICT,40-49yrs,9700,8740,,11665,0.8315,0.7492
2021-09-03,2227,BRANT COUNTY,40-49yrs,15741,14494,,18896,0.833,0.767
2021-09-03,2240,CHATHAM-KENT,40-49yrs,8757,7830,,11350,0.7715,0.6899
2021-09-03,2237,CITY OF HAMILTON,40-49yrs,56573,51369,,71673,0.7893,0.7167
2021-09-03,2251,CITY OF OTTAWA,40-49yrs,119159,111307,,134815,0.8839,0.8256
2021-09-03,2230,DURHAM REGION,40-49yrs,80125,75181,,93719,0.8549,0.8022
2021-09-03,2258,EASTERN ONTARIO,40-49yrs,19244,17555,,23559,0.8168,0.7452
2021-09-03,2233,GREY BRUCE,40-49yrs,13833,12792,,16555,0.8356,0.7727
2021-09-03,2234,HALDIMAND-NORFOLK,40-49yrs,9184,8174,,11715,0.7839,0.6977
2021-09-03,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",40-49yrs,15095,13648,,17924,0.8422,0.7614
2021-09-03,2236,HALTON REGION,40-49yrs,79740,75701,,88209,0.904,0.8582
2021-09-03,2238,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,13722,12113,,17924,0.7656,0.6758
2021-09-03,5183,HURON PERTH,40-49yrs,12191,11201,,14709,0.8288,0.7615
2021-09-03,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",40-49yrs,19706,18070,,24416,0.8071,0.7401
2021-09-03,2242,LAMBTON COUNTY,40-49yrs,10785,9871,,13713,0.7865,0.7198
2021-09-03,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",40-49yrs,16551,15299,,18360,0.9015,0.8333
2021-09-03,2244,MIDDLESEX-LONDON,40-49yrs,51668,47169,,59863,0.8631,0.7879
2021-09-03,2246,NIAGARA REGION,40-49yrs,44021,39711,,52093,0.845,0.7623
2021-09-03,2247,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,10932,9848,,13844,0.7896,0.7113
2021-09-03,2249,NORTHWESTERN,40-49yrs,8130,7263,,9699,0.8383,0.7489
2021-09-03,2253,PEEL REGION,40-49yrs,169298,155257,,220945,0.7662,0.7027
2021-09-03,2255,PETERBOROUGH COUNTY-CITY,40-49yrs,12308,11195,,14923,0.8248,0.7502
2021-09-03,2256,PORCUPINE,40-49yrs,7496,6614,,9835,0.7622,0.6725
2021-09-03,2257,RENFREW COUNTY AND DISTRICT,40-49yrs,8527,7769,,11851,0.7195,0.6555
2021-09-03,2260,SIMCOE MUSKOKA DISTRICT,40-49yrs,57792,52555,,72346,0.7988,0.7264
2021-09-03,4913,SOUTHWESTERN,40-49yrs,20419,18673,,25213,0.8099,0.7406
2021-09-03,2261,SUDBURY AND DISTRICT,40-49yrs,18617,16794,,23893,0.7792,0.7029
2021-09-03,2262,THUNDER BAY DISTRICT,40-49yrs,14450,13182,,17224,0.839,0.7653
2021-09-03,2263,TIMISKAMING,40-49yrs,2721,2476,,3499,0.7777,0.7077
2021-09-03,3895,TORONTO,40-49yrs,325811,303606,,423307,0.7697,0.7172
2021-09-03,9999,UNKNOWN,40-49yrs,864,256,,0,,
2021-09-03,2265,WATERLOO REGION,40-49yrs,63936,59492,,76587,0.8348,0.7768
2021-09-03,2266,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,32531,30458,,38968,0.8348,0.7816
2021-09-03,2268,WINDSOR-ESSEX COUNTY,40-49yrs,41143,37386,,50811,0.8097,0.7358
2021-09-03,2270,YORK REGION,40-49yrs,140685,132541,,162480,0.8659,0.8157
2021-09-03,2226,ALGOMA DISTRICT,50-59yrs,13236,12335,,16446,0.8048,0.75
2021-09-03,2227,BRANT COUNTY,50-59yrs,17796,16864,,21321,0.8347,0.791
2021-09-03,2240,CHATHAM-KENT,50-59yrs,11890,11065,,15450,0.7696,0.7162
2021-09-03,2237,CITY OF HAMILTON,50-59yrs,66367,62122,,80704,0.8224,0.7698
2021-09-03,2251,CITY OF OTTAWA,50-59yrs,128081,121899,,139786,0.9163,0.872
2021-09-03,2230,DURHAM REGION,50-59yrs,89073,85168,,104381,0.8533,0.8159
2021-09-03,2258,EASTERN ONTARIO,50-59yrs,26367,24867,,32885,0.8018,0.7562
2021-09-03,2233,GREY BRUCE,50-59yrs,18798,17799,,24279,0.7742,0.7331
2021-09-03,2234,HALDIMAND-NORFOLK,50-59yrs,12756,11959,,17361,0.7348,0.6888
2021-09-03,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",50-59yrs,22898,21447,,30845,0.7424,0.6953
2021-09-03,2236,HALTON REGION,50-59yrs,77963,74909,,85689,0.9098,0.8742
2021-09-03,2238,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,19861,18400,,26066,0.762,0.7059
2021-09-03,5183,HURON PERTH,50-59yrs,15829,15021,,19413,0.8154,0.7738
2021-09-03,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",50-59yrs,24845,23426,,29814,0.8333,0.7857
2021-09-03,2242,LAMBTON COUNTY,50-59yrs,13700,12965,,18136,0.7554,0.7149
2021-09-03,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",50-59yrs,23928,22762,,28235,0.8475,0.8062
2021-09-03,2244,MIDDLESEX-LONDON,50-59yrs,56494,53024,,66854,0.845,0.7931
2021-09-03,2246,NIAGARA REGION,50-59yrs,56678,52707,,70296,0.8063,0.7498
2021-09-03,2247,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,15730,14677,,20038,0.785,0.7325
2021-09-03,2249,NORTHWESTERN,50-59yrs,9476,8777,,11842,0.8002,0.7412
2021-09-03,2253,PEEL REGION,50-59yrs,184646,174357,,217659,0.8483,0.8011
2021-09-03,2255,PETERBOROUGH COUNTY-CITY,50-59yrs,15671,14691,,20821,0.7527,0.7056
2021-09-03,2256,PORCUPINE,50-59yrs,9896,9116,,11988,0.8255,0.7604
2021-09-03,2257,RENFREW COUNTY AND DISTRICT,50-59yrs,12178,11458,,15489,0.7862,0.7398
2021-09-03,2260,SIMCOE MUSKOKA DISTRICT,50-59yrs,72427,67967,,92219,0.7854,0.737
2021-09-03,4913,SOUTHWESTERN,50-59yrs,24585,23194,,29933,0.8213,0.7749
2021-09-03,2261,SUDBURY AND DISTRICT,50-59yrs,23722,22142,,28981,0.8185,0.764
2021-09-03,2262,THUNDER BAY DISTRICT,50-59yrs,18334,17213,,20955,0.8749,0.8214
2021-09-03,2263,TIMISKAMING,50-59yrs,3711,3493,,4828,0.7686,0.7234
2021-09-03,3895,TORONTO,50-59yrs,342905,324062,,394894,0.8683,0.8206
2021-09-03,9999,UNKNOWN,50-59yrs,770,306,,0,,
2021-09-03,2265,WATERLOO REGION,50-59yrs,66395,63026,,78016,0.851,0.8079
2021-09-03,2266,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,37819,36103,,44023,0.8591,0.8201
2021-09-03,2268,WINDSOR-ESSEX COUNTY,50-59yrs,49515,46372,,60800,0.8144,0.7627
2021-09-03,2270,YORK REGION,50-59yrs,156097,149231,,180487,0.8649,0.8268
2021-09-03,2226,ALGOMA DISTRICT,60-69yrs,17552,16945,,18604,0.9435,0.9108
2021-09-03,2227,BRANT COUNTY,60-69yrs,18535,17915,,19812,0.9355,0.9042
2021-09-03,2240,CHATHAM-KENT,60-69yrs,14783,14270,,15770,0.9374,0.9049
2021-09-03,2237,CITY OF HAMILTON,60-69yrs,64044,61425,,72258,0.8863,0.8501
2021-09-03,2251,CITY OF OTTAWA,60-69yrs,111374,107859,,118913,0.9366,0.907
2021-09-03,2230,DURHAM REGION,60-69yrs,76273,74082,,83972,0.9083,0.8822
2021-09-03,2258,EASTERN ONTARIO,60-69yrs,29993,28982,,31360,0.9564,0.9242
2021-09-03,2233,GREY BRUCE,60-69yrs,25737,25057,,27440,0.9379,0.9132
2021-09-03,2234,HALDIMAND-NORFOLK,60-69yrs,15834,15386,,18117,0.874,0.8493
2021-09-03,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",60-69yrs,31517,30502,,32828,0.9601,0.9291
2021-09-03,2236,HALTON REGION,60-69yrs,58725,57163,,64619,0.9088,0.8846
2021-09-03,2238,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,25393,24307,,26203,0.9691,0.9276
2021-09-03,5183,HURON PERTH,60-69yrs,20029,19481,,19835,1.01,0.9822
2021-09-03,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",60-69yrs,27766,26836,,28261,0.9825,0.9496
2021-09-03,2242,LAMBTON COUNTY,60-69yrs,17801,17309,,20502,0.8683,0.8443
2021-09-03,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",60-69yrs,29413,28593,,28428,1.035,1.006
2021-09-03,2244,MIDDLESEX-LONDON,60-69yrs,55779,53787,,60813,0.9172,0.8845
2021-09-03,2246,NIAGARA REGION,60-69yrs,61933,59487,,66878,0.9261,0.8895
2021-09-03,2247,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,19427,18745,,20502,0.9476,0.9143
2021-09-03,2249,NORTHWESTERN,60-69yrs,10327,9805,,11530,0.8956,0.8504
2021-09-03,2253,PEEL REGION,60-69yrs,147436,141586,,167934,0.8779,0.8431
2021-09-03,2255,PETERBOROUGH COUNTY-CITY,60-69yrs,20950,20280,,22051,0.9501,0.9197
2021-09-03,2256,PORCUPINE,60-69yrs,10903,10374,,12077,0.9028,0.859
2021-09-03,2257,RENFREW COUNTY AND DISTRICT,60-69yrs,15339,14860,,15644,0.9805,0.9499
2021-09-03,2260,SIMCOE MUSKOKA DISTRICT,60-69yrs,76154,73519,,79793,0.9544,0.9214
2021-09-03,4913,SOUTHWESTERN,60-69yrs,26087,25305,,27383,0.9527,0.9241
2021-09-03,2261,SUDBURY AND DISTRICT,60-69yrs,26362,25436,,28512,0.9246,0.8921
2021-09-03,2262,THUNDER BAY DISTRICT,60-69yrs,20846,20062,,22248,0.937,0.9018
2021-09-03,2263,TIMISKAMING,60-69yrs,4820,4646,,5410,0.8909,0.8588
2021-09-03,3895,TORONTO,60-69yrs,296535,284257,,327676,0.905,0.8675
2021-09-03,9999,UNKNOWN,60-69yrs,701,252,,0,,
2021-09-03,2265,WATERLOO REGION,60-69yrs,57782,55802,,64550,0.8952,0.8645
2021-09-03,2266,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,34784,33745,,37194,0.9352,0.9073
2021-09-03,2268,WINDSOR-ESSEX COUNTY,60-69yrs,49167,47387,,54082,0.9091,0.8762
2021-09-03,2270,YORK REGION,60-69yrs,126174,122253,,143847,0.8771,0.8499
2021-09-03,2226,ALGOMA DISTRICT,70-79yrs,12758,12471,,12699,1.005,0.9821
2021-09-03,2227,BRANT COUNTY,70-79yrs,12808,12534,,12716,1.007,0.9857
2021-09-03,2240,CHATHAM-KENT,70-79yrs,10558,10335,,10558,1,0.9789
2021-09-03,2237,CITY OF HAMILTON,70-79yrs,42763,41517,,45295,0.9441,0.9166
2021-09-03,2251,CITY OF OTTAWA,70-79yrs,74210,72531,,75781,0.9793,0.9571
2021-09-03,2230,DURHAM REGION,70-79yrs,47689,46770,,50080,0.9523,0.9339
2021-09-03,2258,EASTERN ONTARIO,70-79yrs,20513,20076,,20776,0.9873,0.9663
2021-09-03,2233,GREY BRUCE,70-79yrs,18817,18487,,19403,0.9698,0.9528
2021-09-03,2234,HALDIMAND-NORFOLK,70-79yrs,11435,11213,,11809,0.9683,0.9495
2021-09-03,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",70-79yrs,23868,23351,,24747,0.9645,0.9436
2021-09-03,2236,HALTON REGION,70-79yrs,41762,40959,,43839,0.9526,0.9343
2021-09-03,2238,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18426,17956,,18608,0.9902,0.965
2021-09-03,5183,HURON PERTH,70-79yrs,14880,14625,,13697,1.086,1.068
2021-09-03,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",70-79yrs,19944,19568,,19981,0.9981,0.9793
2021-09-03,2242,LAMBTON COUNTY,70-79yrs,12961,12745,,13758,0.9421,0.9264
2021-09-03,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",70-79yrs,21452,21106,,20048,1.07,1.053
2021-09-03,2244,MIDDLESEX-LONDON,70-79yrs,38428,37556,,40094,0.9584,0.9367
2021-09-03,2246,NIAGARA REGION,70-79yrs,46459,45317,,48175,0.9644,0.9407
2021-09-03,2247,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,13539,13248,,14235,0.9511,0.9307
2021-09-03,2249,NORTHWESTERN,70-79yrs,6166,5953,,6718,0.9179,0.8862
2021-09-03,2253,PEEL REGION,70-79yrs,89741,87141,,102369,0.8766,0.8512
2021-09-03,2255,PETERBOROUGH COUNTY-CITY,70-79yrs,15953,15687,,15695,1.016,0.9995
2021-09-03,2256,PORCUPINE,70-79yrs,6652,6424,,6754,0.9848,0.9511
2021-09-03,2257,RENFREW COUNTY AND DISTRICT,70-79yrs,10767,10534,,10814,0.9957,0.9741
2021-09-03,2260,SIMCOE MUSKOKA DISTRICT,70-79yrs,52350,51257,,54104,0.9676,0.9474
2021-09-03,4913,SOUTHWESTERN,70-79yrs,18866,18500,,18637,1.012,0.9926
2021-09-03,2261,SUDBURY AND DISTRICT,70-79yrs,18048,17612,,18552,0.9728,0.9493
2021-09-03,2262,THUNDER BAY DISTRICT,70-79yrs,13652,13362,,13660,0.9994,0.9782
2021-09-03,2263,TIMISKAMING,70-79yrs,3410,3338,,3541,0.9631,0.9427
2021-09-03,3895,TORONTO,70-79yrs,189476,183568,,202795,0.9343,0.9052
2021-09-03,9999,UNKNOWN,70-79yrs,276,151,,0,,
2021-09-03,2265,WATERLOO REGION,70-79yrs,38233,37383,,40380,0.9468,0.9258
2021-09-03,2266,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23006,22611,,23504,0.9788,0.962
2021-09-03,2268,WINDSOR-ESSEX COUNTY,70-79yrs,34085,33211,,35970,0.9476,0.9233
2021-09-03,2270,YORK REGION,70-79yrs,82291,80282,,90111,0.9132,0.8909
2021-09-03,2226,ALGOMA DISTRICT,80+,7633,7423,,7929,0.9627,0.9362
2021-09-03,2227,BRANT COUNTY,80+,7241,7022,,7044,1.028,0.9968
2021-09-03,2240,CHATHAM-KENT,80+,6252,6085,,6269,0.9973,0.9706
2021-09-03,2237,CITY OF HAMILTON,80+,27666,26668,,28319,0.9769,0.9417
2021-09-03,2251,CITY OF OTTAWA,80+,43805,42545,,42388,1.033,1.004
2021-09-03,2230,DURHAM REGION,80+,27108,26326,,26420,1.026,0.9964
2021-09-03,2258,EASTERN ONTARIO,80+,11062,10715,,11219,0.986,0.9551
2021-09-03,2233,GREY BRUCE,80+,10290,9978,,11147,0.9231,0.8951
2021-09-03,2234,HALDIMAND-NORFOLK,80+,6024,5867,,6382,0.9439,0.9193
2021-09-03,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",80+,13199,12809,,14112,0.9353,0.9077
2021-09-03,2236,HALTON REGION,80+,27017,26372,,25542,1.058,1.032
2021-09-03,2238,HASTINGS & PRINCE EDWARD COUNTIES,80+,10339,10011,,10614,0.9741,0.9432
2021-09-03,5183,HURON PERTH,80+,8856,8694,,8279,1.07,1.05
2021-09-03,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",80+,11477,11191,,11314,1.014,0.9891
2021-09-03,2242,LAMBTON COUNTY,80+,7359,7193,,8068,0.9121,0.8915
2021-09-03,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",80+,11268,10971,,10669,1.056,1.028
2021-09-03,2244,MIDDLESEX-LONDON,80+,23655,22889,,23219,1.019,0.9858
2021-09-03,2246,NIAGARA REGION,80+,28663,27745,,29120,0.9843,0.9528
2021-09-03,2247,NORTH BAY PARRY SOUND DISTRICT,80+,7875,7655,,7885,0.9988,0.9709
2021-09-03,2249,NORTHWESTERN,80+,3221,3074,,3618,0.8902,0.8496
2021-09-03,2253,PEEL REGION,80+,47920,46108,,50535,0.9483,0.9124
2021-09-03,2255,PETERBOROUGH COUNTY-CITY,80+,9306,9116,,9476,0.9821,0.962
2021-09-03,2256,PORCUPINE,80+,3705,3549,,3632,1.02,0.9773
2021-09-03,2257,RENFREW COUNTY AND DISTRICT,80+,6123,5964,,6453,0.9489,0.9242
2021-09-03,2260,SIMCOE MUSKOKA DISTRICT,80+,30118,29274,,30142,0.9992,0.9712
2021-09-03,4913,SOUTHWESTERN,80+,10480,10236,,10908,0.9608,0.9384
2021-09-03,2261,SUDBURY AND DISTRICT,80+,10515,10211,,10028,1.049,1.018
2021-09-03,2262,THUNDER BAY DISTRICT,80+,8032,7778,,7894,1.018,0.9853
2021-09-03,2263,TIMISKAMING,80+,1939,1873,,1974,0.9824,0.9489
2021-09-03,3895,TORONTO,80+,129189,124314,,144579,0.8936,0.8598
2021-09-03,9999,UNKNOWN,80+,63,42,,0,,
2021-09-03,2265,WATERLOO REGION,80+,22860,22227,,22488,1.017,0.9884
2021-09-03,2266,WELLINGTON-DUFFERIN-GUELPH,80+,13925,13543,,12749,1.092,1.062
2021-09-03,2268,WINDSOR-ESSEX COUNTY,80+,19918,19264,,20462,0.9734,0.9415
2021-09-03,2270,YORK REGION,80+,47980,46445,,48390,0.9915,0.9598
2021-09-03,2226,ALGOMA DISTRICT,Adults_18plus,81206,75150,,94913,0.8556,0.7918
2021-09-03,2227,BRANT COUNTY,Adults_18plus,104298,97069,,123546,0.8442,0.7857
2021-09-03,2240,CHATHAM-KENT,Adults_18plus,69374,63958,,85975,0.8069,0.7439
2021-09-03,2237,CITY OF HAMILTON,Adults_18plus,389447,357087,,482542,0.8071,0.74
2021-09-03,2251,CITY OF OTTAWA,Adults_18plus,740055,690059,,856529,0.864,0.8056
2021-09-03,2230,DURHAM REGION,Adults_18plus,484690,456168,,566267,0.8559,0.8056
2021-09-03,2258,EASTERN ONTARIO,Adults_18plus,144400,133908,,169549,0.8517,0.7898
2021-09-03,2233,GREY BRUCE,Adults_18plus,115655,108812,,138881,0.8328,0.7835
2021-09-03,2234,HALDIMAND-NORFOLK,Adults_18plus,73239,67801,,93135,0.7864,0.728
2021-09-03,2235,"HALIBURTON, KAWARTHA, PINE RIDGE",Adults_18plus,136966,127557,,160405,0.8539,0.7952
2021-09-03,2236,HALTON REGION,Adults_18plus,419678,398249,,484194,0.8668,0.8225
2021-09-03,2238,HASTINGS & PRINCE EDWARD COUNTIES,Adults_18plus,114790,104803,,139653,0.822,0.7505
2021-09-03,5183,HURON PERTH,Adults_18plus,97451,91235,,111054,0.8775,0.8215
2021-09-03,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",Adults_18plus,150170,139473,,177763,0.8448,0.7846
2021-09-03,2242,LAMBTON COUNTY,Adults_18plus,85535,79922,,107228,0.7977,0.7453
2021-09-03,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT",Adults_18plus,134492,126413,,143884,0.9347,0.8786
2021-09-03,2244,MIDDLESEX-LONDON,Adults_18plus,353408,324679,,412459,0.8568,0.7872
2021-09-03,2246,NIAGARA REGION,Adults_18plus,331468,303362,,391329,0.847,0.7752
2021-09-03,2247,NORTH BAY PARRY SOUND DISTRICT,Adults_18plus,89264,82435,,108600,0.822,0.7591
2021-09-03,2249,NORTHWESTERN,Adults_18plus,56406,51088,,67354,0.8375,0.7585
2021-09-03,2253,PEEL REGION,Adults_18plus,1072449,969286,,1273929,0.8418,0.7609
2021-09-03,2255,PETERBOROUGH COUNTY-CITY,Adults_18plus,103268,95845,,122992,0.8396,0.7793
2021-09-03,2256,PORCUPINE,Adults_18plus,54414,48789,,66273,0.8211,0.7362
2021-09-03,2257,RENFREW COUNTY AND DISTRICT,Adults_18plus,70525,65673,,88601,0.796,0.7412
2021-09-03,2260,SIMCOE MUSKOKA DISTRICT,Adults_18plus,408508,376237,,490888,0.8322,0.7664
2021-09-03,4913,SOUTHWESTERN,Adults_18plus,140280,130252,,166876,0.8406,0.7805
2021-09-03,2261,SUDBURY AND DISTRICT,Adults_18plus,134889,123867,,163770,0.8236,0.7563
2021-09-03,2262,THUNDER BAY DISTRICT,Adults_18plus,109405,100864,,122742,0.8913,0.8218
2021-09-03,2263,TIMISKAMING,Adults_18plus,21857,20229,,26908,0.8123,0.7518
2021-09-03,3895,TORONTO,Adults_18plus,2125928,1974598,,2607776,0.8152,0.7572
2021-09-03,9999,UNKNOWN,Adults_18plus,6640,1934,,0,,
2021-09-03,2265,WATERLOO REGION,Adults_18plus,408513,378834,,466255,0.8762,0.8125
2021-09-03,2266,WELLINGTON-DUFFERIN-GUELPH,Adults_18plus,212838,199687,,248856,0.8553,0.8024
2021-09-03,2268,WINDSOR-ESSEX COUNTY,Adults_18plus,283994,260768,,343007,0.828,0.7602
2021-09-03,2270,YORK REGION,Adults_18plus,817625,771506,,979192,0.835,0.7879
2021-09-03,2226,ALGOMA DISTRICT,Ontario_12plus,85848,78974,,101417,0.8465,0.7787
2021-09-03,2227,BRANT COUNTY,Ontario_12plus,111661,103344,,134281,0.8315,0.7696
2021-09-03,2240,CHATHAM-KENT,Ontario_12plus,73449,67218,,93208,0.788,0.7212
2021-09-03,2237,CITY OF HAMILTON,Ontario_12plus,415925,378392,,519560,0.8005,0.7283
2021-09-03,2251,CITY OF OTTAWA,Ontario_12plus,798646,739661,,922751,0.8655,0.8016
