date,HR,cases,province
2020-02-07,Abitibi-Temiscamingue,0,Quebec
2020-02-07,Cote-Nord,0,Quebec
2020-02-07,Nord-du-Quebec,0,Quebec
2020-02-07,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-07,Chaudiere-Appalaches,0,Quebec
2020-02-07,Laval,0,Quebec
2020-02-07,Lanaudiere,0,Quebec
2020-02-07,Laurentides,0,Quebec
2020-02-07,Monteregie,0,Quebec
2020-02-07,Nunavik,0,Quebec
2020-02-07,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-08,Bas-Saint-Laurent,0,Quebec
2020-02-08,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-08,Capitale-Nationale,0,Quebec
2020-02-08,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-08,Estrie,0,Quebec
2020-02-08,Montreal,0,Quebec
2020-02-08,Outaouais,0,Quebec
2020-02-08,Abitibi-Temiscamingue,0,Quebec
2020-02-08,Cote-Nord,0,Quebec
2020-02-08,Nord-du-Quebec,0,Quebec
2020-02-08,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-08,Chaudiere-Appalaches,0,Quebec
2020-02-08,Laval,0,Quebec
2020-02-08,Lanaudiere,0,Quebec
2020-02-08,Laurentides,0,Quebec
2020-02-08,Monteregie,0,Quebec
2020-02-08,Nunavik,0,Quebec
2020-02-08,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-09,Bas-Saint-Laurent,0,Quebec
2020-02-09,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-09,Capitale-Nationale,0,Quebec
2020-02-09,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-09,Estrie,0,Quebec
2020-02-09,Montreal,0,Quebec
2020-02-09,Outaouais,0,Quebec
2020-02-09,Abitibi-Temiscamingue,0,Quebec
2020-02-09,Cote-Nord,0,Quebec
2020-02-09,Nord-du-Quebec,0,Quebec
2020-02-09,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-09,Chaudiere-Appalaches,0,Quebec
2020-02-09,Laval,0,Quebec
2020-02-09,Lanaudiere,0,Quebec
2020-02-09,Laurentides,0,Quebec
2020-02-09,Monteregie,0,Quebec
2020-02-09,Nunavik,0,Quebec
2020-02-09,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-10,Bas-Saint-Laurent,0,Quebec
2020-02-10,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-10,Capitale-Nationale,0,Quebec
2020-02-10,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-10,Estrie,0,Quebec
2020-02-10,Montreal,0,Quebec
2020-02-10,Outaouais,0,Quebec
2020-02-10,Abitibi-Temiscamingue,0,Quebec
2020-02-10,Cote-Nord,0,Quebec
2020-02-10,Nord-du-Quebec,0,Quebec
2020-02-10,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-10,Chaudiere-Appalaches,0,Quebec
2020-02-10,Laval,0,Quebec
2020-02-10,Lanaudiere,0,Quebec
2020-02-10,Laurentides,0,Quebec
2020-02-10,Monteregie,0,Quebec
2020-02-10,Nunavik,0,Quebec
2020-02-10,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-11,Bas-Saint-Laurent,0,Quebec
2020-02-11,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-11,Capitale-Nationale,0,Quebec
2020-02-11,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-11,Estrie,0,Quebec
2020-02-11,Montreal,0,Quebec
2020-02-11,Outaouais,0,Quebec
2020-02-11,Abitibi-Temiscamingue,0,Quebec
2020-02-11,Cote-Nord,0,Quebec
2020-02-11,Nord-du-Quebec,0,Quebec
2020-02-11,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-11,Chaudiere-Appalaches,0,Quebec
2020-02-11,Laval,0,Quebec
2020-02-11,Lanaudiere,0,Quebec
2020-02-11,Laurentides,0,Quebec
2020-02-11,Monteregie,0,Quebec
2020-02-11,Nunavik,0,Quebec
2020-02-11,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-12,Bas-Saint-Laurent,0,Quebec
2020-02-12,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-12,Capitale-Nationale,0,Quebec
2020-02-12,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-12,Estrie,0,Quebec
2020-02-12,Montreal,0,Quebec
2020-02-12,Outaouais,0,Quebec
2020-02-12,Abitibi-Temiscamingue,0,Quebec
2020-02-12,Cote-Nord,0,Quebec
2020-02-12,Nord-du-Quebec,0,Quebec
2020-02-12,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-12,Chaudiere-Appalaches,0,Quebec
2020-02-12,Laval,0,Quebec
2020-02-12,Lanaudiere,0,Quebec
2020-02-12,Laurentides,0,Quebec
2020-02-12,Monteregie,0,Quebec
2020-02-12,Nunavik,0,Quebec
2020-02-12,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-13,Bas-Saint-Laurent,0,Quebec
2020-02-13,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-13,Capitale-Nationale,0,Quebec
2020-02-13,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-13,Estrie,0,Quebec
2020-02-13,Montreal,0,Quebec
2020-02-13,Outaouais,0,Quebec
2020-02-13,Abitibi-Temiscamingue,0,Quebec
2020-02-13,Cote-Nord,0,Quebec
2020-02-13,Nord-du-Quebec,0,Quebec
2020-02-13,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-13,Chaudiere-Appalaches,0,Quebec
2020-02-13,Laval,0,Quebec
2020-02-13,Lanaudiere,0,Quebec
2020-02-13,Laurentides,0,Quebec
2020-02-13,Monteregie,0,Quebec
2020-02-13,Nunavik,0,Quebec
2020-02-13,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-14,Bas-Saint-Laurent,0,Quebec
2020-02-14,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-14,Capitale-Nationale,0,Quebec
2020-02-14,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-14,Estrie,0,Quebec
2020-02-14,Montreal,0,Quebec
2020-02-14,Outaouais,0,Quebec
2020-02-14,Abitibi-Temiscamingue,0,Quebec
2020-02-14,Cote-Nord,0,Quebec
2020-02-14,Nord-du-Quebec,0,Quebec
2020-02-14,Gaspesie-Iles-de-la-Madeleine,0,Quebec
2020-02-14,Chaudiere-Appalaches,0,Quebec
2020-02-14,Laval,0,Quebec
2020-02-14,Lanaudiere,0,Quebec
2020-02-14,Laurentides,0,Quebec
2020-02-14,Monteregie,0,Quebec
2020-02-14,Nunavik,0,Quebec
2020-02-14,Terres-Cries-de-la-Baie-James,0,Quebec
2020-02-15,Bas-Saint-Laurent,0,Quebec
2020-02-15,Saguenay-Lac-Saint-Jean,0,Quebec
2020-02-15,Capitale-Nationale,0,Quebec
2020-02-15,Mauricie et Centre-du-Quebec,0,Quebec
2020-02-15,Estrie,0,Quebec
2020-02-15,Montreal,0,Quebec
2020-02-15,Outaouais,0,Quebec
2020-02-15,Abitibi-Temiscamingue,0,Quebec
2020-02-15,Cote-Nord,0,Quebec
2020-02-15,Nord-du-Quebec,0,Quebec
2020-02-15,Gaspesie-Iles-de-la-Madeleine,0,Quebec
