Date,Agegroup,Percent_at_least_one_dose
2021-03-13,80+,0.35
2021-03-13,Ontario_12plus,0.0649
2021-03-14,12-17yrs,0.001
2021-03-14,18-29yrs,0.036
2021-03-14,30-39yrs,0.054
2021-03-14,40-49yrs,0.061
2021-03-14,50-59yrs,0.066
2021-03-14,60-69yrs,0.073
2021-03-14,70-79yrs,0.044
2021-03-14,80+,0.371
2021-03-14,Ontario_12plus,0.068
2021-03-15,12-17yrs,0.001
2021-03-15,18-29yrs,0.037
2021-03-15,30-39yrs,0.055
2021-03-15,40-49yrs,0.062
2021-03-15,50-59yrs,0.066
2021-03-15,60-69yrs,0.08
2021-03-15,70-79yrs,0.045
2021-03-15,80+,0.388
2021-03-15,Ontario_12plus,0.0703
2021-03-16,12-17yrs,0.001
2021-03-16,18-29yrs,0.038
2021-03-16,30-39yrs,0.056
2021-03-16,40-49yrs,0.063
2021-03-16,50-59yrs,0.068
2021-03-16,60-69yrs,0.091
2021-03-16,70-79yrs,0.047
2021-03-16,80+,0.415
2021-03-16,Ontario_12plus,0.0741
2021-03-17,12-17yrs,0.001
2021-03-17,18-29yrs,0.039
2021-03-17,30-39yrs,0.057
2021-03-17,40-49yrs,0.065
2021-03-17,50-59yrs,0.07
2021-03-17,60-69yrs,0.102
2021-03-17,70-79yrs,0.05
2021-03-17,80+,0.444
2021-03-17,Ontario_12plus,0.0784
2021-03-18,12-17yrs,0.001
2021-03-18,18-29yrs,0.04
2021-03-18,30-39yrs,0.059
2021-03-18,40-49yrs,0.066
2021-03-18,50-59yrs,0.071
2021-03-18,60-69yrs,0.111
2021-03-18,70-79yrs,0.053
2021-03-18,80+,0.48
2021-03-18,Ontario_12plus,0.0828
2021-03-19,12-17yrs,0.001
2021-03-19,18-29yrs,0.041
2021-03-19,30-39yrs,0.06
2021-03-19,40-49yrs,0.068
2021-03-19,50-59yrs,0.073
2021-03-19,60-69yrs,0.121
2021-03-19,70-79yrs,0.056
2021-03-19,80+,0.517
2021-03-19,Ontario_12plus,0.0873
2021-03-20,12-17yrs,0.001
2021-03-20,18-29yrs,0.042
2021-03-20,30-39yrs,0.062
2021-03-20,40-49yrs,0.07
2021-03-20,50-59yrs,0.075
2021-03-20,60-69yrs,0.129
2021-03-20,70-79yrs,0.061
2021-03-20,80+,0.552
2021-03-20,Ontario_12plus,0.0917
2021-03-21,12-17yrs,0.001
2021-03-21,18-29yrs,0.043
2021-03-21,30-39yrs,0.063
2021-03-21,40-49yrs,0.071
2021-03-21,50-59yrs,0.076
2021-03-21,60-69yrs,0.136
2021-03-21,70-79yrs,0.065
2021-03-21,80+,0.577
2021-03-21,Ontario_12plus,0.0948
2021-03-22,12-17yrs,0.001
2021-03-22,18-29yrs,0.043
2021-03-22,30-39yrs,0.063
2021-03-22,40-49yrs,0.072
2021-03-22,50-59yrs,0.077
2021-03-22,60-69yrs,0.14
2021-03-22,70-79yrs,0.069
2021-03-22,80+,0.594
2021-03-22,Ontario_12plus,0.0971
2021-03-23,12-17yrs,0.001
2021-03-23,18-29yrs,0.044
2021-03-23,30-39yrs,0.064
2021-03-23,40-49yrs,0.073
2021-03-23,50-59yrs,0.078
2021-03-23,60-69yrs,0.145
2021-03-23,70-79yrs,0.078
2021-03-23,80+,0.623
2021-03-23,Ontario_12plus,0.1008
2021-03-24,12-17yrs,0.001
2021-03-24,18-29yrs,0.045
2021-03-24,30-39yrs,0.066
2021-03-24,40-49yrs,0.075
2021-03-24,50-59yrs,0.08
2021-03-24,60-69yrs,0.151
2021-03-24,70-79yrs,0.099
2021-03-24,80+,0.658
2021-03-24,Ontario_12plus,0.1063
2021-03-25,12-17yrs,0.001
2021-03-25,18-29yrs,0.046
2021-03-25,30-39yrs,0.068
2021-03-25,40-49yrs,0.077
2021-03-25,50-59yrs,0.082
2021-03-25,60-69yrs,0.156
2021-03-25,70-79yrs,0.125
2021-03-25,80+,0.693
2021-03-25,Ontario_12plus,0.1123
2021-03-26,12-17yrs,0.001
2021-03-26,18-29yrs,0.047
2021-03-26,30-39yrs,0.069
2021-03-26,40-49yrs,0.079
2021-03-26,50-59yrs,0.084
2021-03-26,60-69yrs,0.161
2021-03-26,70-79yrs,0.158
2021-03-26,80+,0.723
2021-03-26,Ontario_12plus,0.1185
2021-03-27,12-17yrs,0.002
2021-03-27,18-29yrs,0.049
2021-03-27,30-39yrs,0.071
2021-03-27,40-49yrs,0.081
2021-03-27,50-59yrs,0.086
2021-03-27,60-69yrs,0.165
2021-03-27,70-79yrs,0.191
2021-03-27,80+,0.745
2021-03-27,Ontario_12plus,0.1243
2021-03-28,12-17yrs,0.002
2021-03-28,18-29yrs,0.05
2021-03-28,30-39yrs,0.072
2021-03-28,40-49yrs,0.082
2021-03-28,50-59yrs,0.088
2021-03-28,60-69yrs,0.169
2021-03-28,70-79yrs,0.219
2021-03-28,80+,0.762
2021-03-28,Ontario_12plus,0.1292
2021-03-29,12-17yrs,0.002
2021-03-29,18-29yrs,0.05
2021-03-29,30-39yrs,0.073
2021-03-29,40-49yrs,0.083
2021-03-29,50-59yrs,0.09
2021-03-29,60-69yrs,0.171
2021-03-29,70-79yrs,0.245
2021-03-29,80+,0.772
2021-03-29,Ontario_12plus,0.1329
2021-03-30,12-17yrs,0.002
2021-03-30,18-29yrs,0.051
2021-03-30,30-39yrs,0.074
2021-03-30,40-49yrs,0.085
2021-03-30,50-59yrs,0.091
2021-03-30,60-69yrs,0.175
2021-03-30,70-79yrs,0.28
2021-03-30,80+,0.788
2021-03-30,Ontario_12plus,0.1381
2021-03-31,12-17yrs,0.002
2021-03-31,18-29yrs,0.053
2021-03-31,30-39yrs,0.076
2021-03-31,40-49yrs,0.087
2021-03-31,50-59yrs,0.093
2021-03-31,60-69yrs,0.178
2021-03-31,70-79yrs,0.326
2021-03-31,80+,0.804
2021-03-31,Ontario_12plus,0.1448
2021-04-01,12-17yrs,0.002
2021-04-01,18-29yrs,0.054
2021-04-01,30-39yrs,0.078
2021-04-01,40-49yrs,0.089
2021-04-01,50-59yrs,0.096
2021-04-01,60-69yrs,0.182
2021-04-01,70-79yrs,0.372
2021-04-01,80+,0.816
2021-04-01,Ontario_12plus,0.1511
2021-04-02,12-17yrs,0.002
2021-04-02,18-29yrs,0.055
2021-04-02,30-39yrs,0.079
2021-04-02,40-49yrs,0.091
2021-04-02,50-59yrs,0.098
2021-04-02,60-69yrs,0.187
2021-04-02,70-79yrs,0.419
2021-04-02,80+,0.826
2021-04-02,Ontario_12plus,0.1577
2021-04-03,12-17yrs,0.002
2021-04-03,18-29yrs,0.056
2021-04-03,30-39yrs,0.08
2021-04-03,40-49yrs,0.092
2021-04-03,50-59yrs,0.1
2021-04-03,60-69yrs,0.192
2021-04-03,70-79yrs,0.451
2021-04-03,80+,0.832
2021-04-03,Ontario_12plus,0.1621
2021-04-04,12-17yrs,0.002
2021-04-04,18-29yrs,0.057
2021-04-04,30-39yrs,0.081
2021-04-04,40-49yrs,0.093
2021-04-04,50-59yrs,0.103
2021-04-04,60-69yrs,0.2
2021-04-04,70-79yrs,0.481
2021-04-04,80+,0.838
2021-04-04,Ontario_12plus,0.1674
2021-04-05,12-17yrs,0.002
2021-04-05,18-29yrs,0.057
2021-04-05,30-39yrs,0.082
2021-04-05,40-49yrs,0.094
2021-04-05,50-59yrs,0.105
2021-04-05,60-69yrs,0.21
2021-04-05,70-79yrs,0.501
2021-04-05,80+,0.842
2021-04-05,Ontario_12plus,0.1714
2021-04-06,12-17yrs,0.002
2021-04-06,18-29yrs,0.058
2021-04-06,30-39yrs,0.083
2021-04-06,40-49yrs,0.095
2021-04-06,50-59yrs,0.11
2021-04-06,60-69yrs,0.224
2021-04-06,70-79yrs,0.527
2021-04-06,80+,0.847
2021-04-06,Ontario_12plus,0.1772
2021-04-07,12-17yrs,0.002
2021-04-07,18-29yrs,0.059
2021-04-07,30-39yrs,0.084
2021-04-07,40-49yrs,0.097
2021-04-07,50-59yrs,0.118
2021-04-07,60-69yrs,0.245
2021-04-07,70-79yrs,0.558
2021-04-07,80+,0.855
2021-04-07,Ontario_12plus,0.1851
2021-04-08,12-17yrs,0.002
2021-04-08,18-29yrs,0.06
2021-04-08,30-39yrs,0.086
2021-04-08,40-49yrs,0.099
2021-04-08,50-59yrs,0.126
2021-04-08,60-69yrs,0.269
2021-04-08,70-79yrs,0.587
2021-04-08,80+,0.861
2021-04-08,Ontario_12plus,0.1934
2021-04-09,12-17yrs,0.002
2021-04-09,18-29yrs,0.061
2021-04-09,30-39yrs,0.088
2021-04-09,40-49yrs,0.102
2021-04-09,50-59yrs,0.135
2021-04-09,60-69yrs,0.29
2021-04-09,70-79yrs,0.614
2021-04-09,80+,0.866
2021-04-09,Ontario_12plus,0.2013
2021-04-10,12-17yrs,0.002
2021-04-10,18-29yrs,0.063
2021-04-10,30-39yrs,0.09
2021-04-10,40-49yrs,0.104
2021-04-10,50-59yrs,0.145
2021-04-10,60-69yrs,0.312
2021-04-10,70-79yrs,0.638
2021-04-10,80+,0.871
2021-04-10,Ontario_12plus,0.2092
2021-04-11,12-17yrs,0.002
2021-04-11,18-29yrs,0.064
2021-04-11,30-39yrs,0.092
2021-04-11,40-49yrs,0.107
2021-04-11,50-59yrs,0.155
2021-04-11,60-69yrs,0.329
2021-04-11,70-79yrs,0.662
2021-04-11,80+,0.874
2021-04-11,Ontario_12plus,0.2163
2021-04-12,12-17yrs,0.002
2021-04-12,18-29yrs,0.065
2021-04-12,30-39yrs,0.093
2021-04-12,40-49yrs,0.109
2021-04-12,50-59yrs,0.163
2021-04-12,60-69yrs,0.345
2021-04-12,70-79yrs,0.677
2021-04-12,80+,0.877
2021-04-12,Ontario_12plus,0.222
2021-04-13,12-17yrs,0.002
2021-04-13,18-29yrs,0.066
2021-04-13,30-39yrs,0.095
2021-04-13,40-49yrs,0.112
2021-04-13,50-59yrs,0.174
2021-04-13,60-69yrs,0.365
2021-04-13,70-79yrs,0.695
2021-04-13,80+,0.88
2021-04-13,Ontario_12plus,0.2291
2021-04-14,12-17yrs,0.003
2021-04-14,18-29yrs,0.067
2021-04-14,30-39yrs,0.097
2021-04-14,40-49yrs,0.115
2021-04-14,50-59yrs,0.188
2021-04-14,60-69yrs,0.388
2021-04-14,70-79yrs,0.716
2021-04-14,80+,0.883
2021-04-14,Ontario_12plus,0.2376
2021-04-15,12-17yrs,0.003
2021-04-15,18-29yrs,0.069
2021-04-15,30-39yrs,0.099
2021-04-15,40-49yrs,0.119
2021-04-15,50-59yrs,0.201
2021-04-15,60-69yrs,0.412
2021-04-15,70-79yrs,0.732
2021-04-15,80+,0.886
2021-04-15,Ontario_12plus,0.2459
2021-04-16,12-17yrs,0.003
2021-04-16,18-29yrs,0.071
2021-04-16,30-39yrs,0.102
2021-04-16,40-49yrs,0.122
2021-04-16,50-59yrs,0.216
2021-04-16,60-69yrs,0.434
2021-04-16,70-79yrs,0.751
2021-04-16,80+,0.889
2021-04-16,Ontario_12plus,0.2543
2021-04-17,12-17yrs,0.003
2021-04-17,18-29yrs,0.072
2021-04-17,30-39yrs,0.104
2021-04-17,40-49yrs,0.126
2021-04-17,50-59yrs,0.231
2021-04-17,60-69yrs,0.457
2021-04-17,70-79yrs,0.764
2021-04-17,80+,0.892
2021-04-17,Ontario_12plus,0.2624
2021-04-18,12-17yrs,0.003
2021-04-18,18-29yrs,0.074
2021-04-18,30-39yrs,0.107
2021-04-18,40-49yrs,0.13
2021-04-18,50-59yrs,0.244
2021-04-18,60-69yrs,0.475
2021-04-18,70-79yrs,0.773
2021-04-18,80+,0.894
2021-04-18,Ontario_12plus,0.2689
2021-04-19,12-17yrs,0.003
2021-04-19,18-29yrs,0.075
2021-04-19,30-39yrs,0.109
2021-04-19,40-49yrs,0.132
2021-04-19,50-59yrs,0.254
2021-04-19,60-69yrs,0.489
2021-04-19,70-79yrs,0.778
2021-04-19,80+,0.895
2021-04-19,Ontario_12plus,0.274
2021-04-20,12-17yrs,0.003
2021-04-20,18-29yrs,0.077
2021-04-20,30-39yrs,0.111
2021-04-20,40-49yrs,0.137
2021-04-20,50-59yrs,0.269
2021-04-20,60-69yrs,0.509
2021-04-20,70-79yrs,0.785
2021-04-20,80+,0.897
2021-04-20,Ontario_12plus,0.2813
2021-04-21,12-17yrs,0.003
2021-04-21,18-29yrs,0.08
2021-04-21,30-39yrs,0.115
2021-04-21,40-49yrs,0.151
2021-04-21,50-59yrs,0.287
2021-04-21,60-69yrs,0.533
2021-04-21,70-79yrs,0.795
2021-04-21,80+,0.899
2021-04-21,Ontario_12plus,0.2916
2021-04-22,12-17yrs,0.003
2021-04-22,18-29yrs,0.083
2021-04-22,30-39yrs,0.119
2021-04-22,40-49yrs,0.167
2021-04-22,50-59yrs,0.304
2021-04-22,60-69yrs,0.557
2021-04-22,70-79yrs,0.803
2021-04-22,80+,0.901
2021-04-22,Ontario_12plus,0.3017
2021-04-23,12-17yrs,0.004
2021-04-23,18-29yrs,0.085
2021-04-23,30-39yrs,0.123
2021-04-23,40-49yrs,0.184
2021-04-23,50-59yrs,0.32
2021-04-23,60-69yrs,0.579
2021-04-23,70-79yrs,0.809
2021-04-23,80+,0.903
2021-04-23,Ontario_12plus,0.3116
2021-04-24,12-17yrs,0.004
2021-04-24,18-29yrs,0.088
2021-04-24,30-39yrs,0.127
2021-04-24,40-49yrs,0.201
2021-04-24,50-59yrs,0.337
2021-04-24,60-69yrs,0.598
2021-04-24,70-79yrs,0.816
2021-04-24,80+,0.905
2021-04-24,Ontario_12plus,0.3211
2021-04-25,12-17yrs,0.004
2021-04-25,18-29yrs,0.09
2021-04-25,30-39yrs,0.131
2021-04-25,40-49yrs,0.214
2021-04-25,50-59yrs,0.35
2021-04-25,60-69yrs,0.612
2021-04-25,70-79yrs,0.82
2021-04-25,80+,0.907
2021-04-25,Ontario_12plus,0.3285
2021-04-26,12-17yrs,0.004
2021-04-26,18-29yrs,0.092
2021-04-26,30-39yrs,0.134
2021-04-26,40-49yrs,0.222
2021-04-26,50-59yrs,0.359
2021-04-26,60-69yrs,0.622
2021-04-26,70-79yrs,0.823
2021-04-26,80+,0.908
2021-04-26,Ontario_12plus,0.3337
2021-04-27,12-17yrs,0.004
2021-04-27,18-29yrs,0.094
2021-04-27,30-39yrs,0.137
2021-04-27,40-49yrs,0.235
2021-04-27,50-59yrs,0.371
2021-04-27,60-69yrs,0.637
2021-04-27,70-79yrs,0.827
2021-04-27,80+,0.909
2021-04-27,Ontario_12plus,0.3409
2021-04-28,12-17yrs,0.004
2021-04-28,18-29yrs,0.097
2021-04-28,30-39yrs,0.142
2021-04-28,40-49yrs,0.25
2021-04-28,50-59yrs,0.384
2021-04-28,60-69yrs,0.656
2021-04-28,70-79yrs,0.833
2021-04-28,80+,0.911
2021-04-28,Ontario_12plus,0.3495
2021-04-29,12-17yrs,0.004
2021-04-29,18-29yrs,0.101
2021-04-29,30-39yrs,0.148
2021-04-29,40-49yrs,0.265
2021-04-29,50-59yrs,0.398
2021-04-29,60-69yrs,0.672
2021-04-29,70-79yrs,0.838
2021-04-29,80+,0.913
2021-04-29,Ontario_12plus,0.3584
2021-04-30,12-17yrs,0.004
2021-04-30,18-29yrs,0.105
2021-04-30,30-39yrs,0.154
2021-04-30,40-49yrs,0.279
2021-04-30,50-59yrs,0.41
2021-04-30,60-69yrs,0.687
2021-04-30,70-79yrs,0.843
2021-04-30,80+,0.915
2021-04-30,Ontario_12plus,0.3667
2021-05-01,12-17yrs,0.004
2021-05-01,18-29yrs,0.109
2021-05-01,30-39yrs,0.16
2021-05-01,40-49yrs,0.293
2021-05-01,50-59yrs,0.423
2021-05-01,60-69yrs,0.699
2021-05-01,70-79yrs,0.847
2021-05-01,80+,0.916
2021-05-01,Ontario_12plus,0.3747
2021-05-02,12-17yrs,0.005
2021-05-02,18-29yrs,0.113
2021-05-02,30-39yrs,0.165
2021-05-02,40-49yrs,0.303
2021-05-02,50-59yrs,0.433
2021-05-02,60-69yrs,0.706
2021-05-02,70-79yrs,0.85
2021-05-02,80+,0.918
2021-05-02,Ontario_12plus,0.3804
2021-05-03,12-17yrs,0.005
2021-05-03,18-29yrs,0.115
2021-05-03,30-39yrs,0.169
2021-05-03,40-49yrs,0.31
2021-05-03,50-59yrs,0.441
2021-05-03,60-69yrs,0.711
2021-05-03,70-79yrs,0.851
2021-05-03,80+,0.918
2021-05-03,Ontario_12plus,0.3846
2021-05-04,12-17yrs,0.005
2021-05-04,18-29yrs,0.12
2021-05-04,30-39yrs,0.175
2021-05-04,40-49yrs,0.323
2021-05-04,50-59yrs,0.452
2021-05-04,60-69yrs,0.718
2021-05-04,70-79yrs,0.854
2021-05-04,80+,0.92
2021-05-04,Ontario_12plus,0.3912
2021-05-05,12-17yrs,0.005
2021-05-05,18-29yrs,0.129
2021-05-05,30-39yrs,0.186
2021-05-05,40-49yrs,0.337
2021-05-05,50-59yrs,0.467
2021-05-05,60-69yrs,0.729
2021-05-05,70-79yrs,0.858
2021-05-05,80+,0.921
2021-05-05,Ontario_12plus,0.4012
2021-05-06,12-17yrs,0.005
2021-05-06,18-29yrs,0.14
2021-05-06,30-39yrs,0.199
2021-05-06,40-49yrs,0.352
2021-05-06,50-59yrs,0.481
2021-05-06,60-69yrs,0.739
2021-05-06,70-79yrs,0.862
2021-05-06,80+,0.923
2021-05-06,Ontario_12plus,0.4114
2021-05-07,12-17yrs,0.006
2021-05-07,18-29yrs,0.152
2021-05-07,30-39yrs,0.214
2021-05-07,40-49yrs,0.366
2021-05-07,50-59yrs,0.495
2021-05-07,60-69yrs,0.75
2021-05-07,70-79yrs,0.866
2021-05-07,80+,0.925
2021-05-07,Ontario_12plus,0.4223
2021-05-08,12-17yrs,0.006
2021-05-08,18-29yrs,0.164
2021-05-08,30-39yrs,0.229
2021-05-08,40-49yrs,0.38
2021-05-08,50-59yrs,0.509
2021-05-08,60-69yrs,0.758
2021-05-08,70-79yrs,0.869
2021-05-08,80+,0.926
2021-05-08,Ontario_12plus,0.4326
2021-05-09,12-17yrs,0.006
2021-05-09,18-29yrs,0.175
2021-05-09,30-39yrs,0.241
2021-05-09,40-49yrs,0.393
2021-05-09,50-59yrs,0.522
2021-05-09,60-69yrs,0.765
2021-05-09,70-79yrs,0.871
2021-05-09,80+,0.927
2021-05-09,Ontario_12plus,0.4418
2021-05-10,12-17yrs,0.007
2021-05-10,18-29yrs,0.186
2021-05-10,30-39yrs,0.252
2021-05-10,40-49yrs,0.402
2021-05-10,50-59yrs,0.532
2021-05-10,60-69yrs,0.768
2021-05-10,70-79yrs,0.872
2021-05-10,80+,0.928
2021-05-10,Ontario_12plus,0.449
2021-05-11,12-17yrs,0.007
2021-05-11,18-29yrs,0.197
2021-05-11,30-39yrs,0.264
2021-05-11,40-49yrs,0.411
2021-05-11,50-59yrs,0.542
2021-05-11,60-69yrs,0.774
2021-05-11,70-79yrs,0.874
2021-05-11,80+,0.929
2021-05-11,Ontario_12plus,0.4571
2021-05-12,12-17yrs,0.007
2021-05-12,18-29yrs,0.212
2021-05-12,30-39yrs,0.28
2021-05-12,40-49yrs,0.424
2021-05-12,50-59yrs,0.555
2021-05-12,60-69yrs,0.781
2021-05-12,70-79yrs,0.877
2021-05-12,80+,0.93
2021-05-12,Ontario_12plus,0.4675
2021-05-13,12-17yrs,0.008
2021-05-13,18-29yrs,0.226
2021-05-13,30-39yrs,0.295
2021-05-13,40-49yrs,0.436
2021-05-13,50-59yrs,0.568
2021-05-13,60-69yrs,0.788
2021-05-13,70-79yrs,0.88
2021-05-13,80+,0.931
2021-05-13,Ontario_12plus,0.4776
2021-05-14,12-17yrs,0.008
2021-05-14,18-29yrs,0.241
2021-05-14,30-39yrs,0.311
2021-05-14,40-49yrs,0.449
2021-05-14,50-59yrs,0.58
2021-05-14,60-69yrs,0.793
2021-05-14,70-79yrs,0.883
2021-05-14,80+,0.933
2021-05-14,Ontario_12plus,0.488
2021-05-15,12-17yrs,0.009
2021-05-15,18-29yrs,0.258
2021-05-15,30-39yrs,0.329
2021-05-15,40-49yrs,0.465
2021-05-15,50-59yrs,0.593
2021-05-15,60-69yrs,0.799
2021-05-15,70-79yrs,0.885
2021-05-15,80+,0.934
2021-05-15,Ontario_12plus,0.4992
2021-05-16,12-17yrs,0.009
2021-05-16,18-29yrs,0.273
2021-05-16,30-39yrs,0.344
2021-05-16,40-49yrs,0.479
2021-05-16,50-59yrs,0.604
2021-05-16,60-69yrs,0.804
2021-05-16,70-79yrs,0.887
2021-05-16,80+,0.935
2021-05-16,Ontario_12plus,0.5094
2021-05-17,12-17yrs,0.01
2021-05-17,18-29yrs,0.287
2021-05-17,30-39yrs,0.358
2021-05-17,40-49yrs,0.49
2021-05-17,50-59yrs,0.613
2021-05-17,60-69yrs,0.807
2021-05-17,70-79yrs,0.888
2021-05-17,80+,0.936
2021-05-17,Ontario_12plus,0.5177
2021-05-18,12-17yrs,0.012
2021-05-18,18-29yrs,0.3
2021-05-18,30-39yrs,0.37
2021-05-18,40-49yrs,0.5
2021-05-18,50-59yrs,0.621
2021-05-18,60-69yrs,0.809
2021-05-18,70-79yrs,0.889
2021-05-18,80+,0.936
2021-05-18,Ontario_12plus,0.5252
2021-05-19,12-17yrs,0.019
2021-05-19,18-29yrs,0.314
2021-05-19,30-39yrs,0.384
2021-05-19,40-49yrs,0.512
2021-05-19,50-59yrs,0.633
2021-05-19,60-69yrs,0.814
2021-05-19,70-79yrs,0.892
2021-05-19,80+,0.937
2021-05-19,Ontario_12plus,0.5352
2021-05-20,12-17yrs,0.03
2021-05-20,18-29yrs,0.327
2021-05-20,30-39yrs,0.398
2021-05-20,40-49yrs,0.524
2021-05-20,50-59yrs,0.644
2021-05-20,60-69yrs,0.817
2021-05-20,70-79yrs,0.893
2021-05-20,80+,0.938
2021-05-20,Ontario_12plus,0.5447
2021-05-21,12-17yrs,0.045
2021-05-21,18-29yrs,0.342
2021-05-21,30-39yrs,0.413
2021-05-21,40-49yrs,0.537
2021-05-21,50-59yrs,0.655
2021-05-21,60-69yrs,0.821
2021-05-21,70-79yrs,0.895
2021-05-21,80+,0.939
2021-05-21,Ontario_12plus,0.5552
2021-05-22,12-17yrs,0.058
2021-05-22,18-29yrs,0.36
2021-05-22,30-39yrs,0.433
2021-05-22,40-49yrs,0.555
2021-05-22,50-59yrs,0.667
2021-05-22,60-69yrs,0.825
2021-05-22,70-79yrs,0.897
2021-05-22,80+,0.94
2021-05-22,Ontario_12plus,0.5679
2021-05-23,12-17yrs,0.07
2021-05-23,18-29yrs,0.376
2021-05-23,30-39yrs,0.448
2021-05-23,40-49yrs,0.567
2021-05-23,50-59yrs,0.675
2021-05-23,60-69yrs,0.828
2021-05-23,70-79yrs,0.898
2021-05-23,80+,0.941
2021-05-23,Ontario_12plus,0.5778
2021-05-24,12-17yrs,0.085
2021-05-24,18-29yrs,0.387
2021-05-24,30-39yrs,0.459
2021-05-24,40-49yrs,0.574
2021-05-24,50-59yrs,0.68
2021-05-24,60-69yrs,0.829
2021-05-24,70-79yrs,0.899
2021-05-24,80+,0.942
2021-05-24,Ontario_12plus,0.5849
2021-05-25,12-17yrs,0.1
2021-05-25,18-29yrs,0.397
2021-05-25,30-39yrs,0.467
2021-05-25,40-49yrs,0.58
2021-05-25,50-59yrs,0.685
2021-05-25,60-69yrs,0.83
2021-05-25,70-79yrs,0.9
2021-05-25,80+,0.942
2021-05-25,Ontario_12plus,0.5911
2021-05-26,12-17yrs,0.118
2021-05-26,18-29yrs,0.409
2021-05-26,30-39yrs,0.479
2021-05-26,40-49yrs,0.589
2021-05-26,50-59yrs,0.693
2021-05-26,60-69yrs,0.833
2021-05-26,70-79yrs,0.901
2021-05-26,80+,0.943
2021-05-26,Ontario_12plus,0.5996
2021-05-27,12-17yrs,0.138
2021-05-27,18-29yrs,0.423
2021-05-27,30-39yrs,0.492
2021-05-27,40-49yrs,0.599
2021-05-27,50-59yrs,0.7
2021-05-27,60-69yrs,0.835
2021-05-27,70-79yrs,0.902
2021-05-27,80+,0.944
2021-05-27,Ontario_12plus,0.6086
2021-05-28,12-17yrs,0.157
2021-05-28,18-29yrs,0.438
2021-05-28,30-39yrs,0.506
2021-05-28,40-49yrs,0.61
2021-05-28,50-59yrs,0.708
2021-05-28,60-69yrs,0.839
2021-05-28,70-79yrs,0.904
2021-05-28,80+,0.945
2021-05-28,Ontario_12plus,0.6186
2021-05-29,12-17yrs,0.173
2021-05-29,18-29yrs,0.451
2021-05-29,30-39yrs,0.519
2021-05-29,40-49yrs,0.62
2021-05-29,50-59yrs,0.715
2021-05-29,60-69yrs,0.841
2021-05-29,70-79yrs,0.905
2021-05-29,80+,0.946
2021-05-29,Ontario_12plus,0.6274
2021-05-30,12-17yrs,0.196
2021-05-30,18-29yrs,0.465
2021-05-30,30-39yrs,0.531
2021-05-30,40-49yrs,0.629
2021-05-30,50-59yrs,0.721
2021-05-30,60-69yrs,0.844
2021-05-30,70-79yrs,0.906
2021-05-30,80+,0.946
2021-05-30,Ontario_12plus,0.6363
2021-05-31,12-17yrs,0.212
2021-05-31,18-29yrs,0.474
2021-05-31,30-39yrs,0.54
2021-05-31,40-49yrs,0.635
2021-05-31,50-59yrs,0.725
2021-05-31,60-69yrs,0.845
2021-05-31,70-79yrs,0.907
2021-05-31,80+,0.943
2021-05-31,Ontario_12plus,0.6422
2021-06-01,12-17yrs,0.225
2021-06-01,18-29yrs,0.485
2021-06-01,30-39yrs,0.55
2021-06-01,40-49yrs,0.642
2021-06-01,50-59yrs,0.729
2021-06-01,60-69yrs,0.847
2021-06-01,70-79yrs,0.908
2021-06-01,80+,0.944
2021-06-01,Ontario_12plus,0.6489
2021-06-02,12-17yrs,0.242
2021-06-02,18-29yrs,0.498
2021-06-02,30-39yrs,0.561
2021-06-02,40-49yrs,0.65
2021-06-02,50-59yrs,0.734
2021-06-02,60-69yrs,0.849
2021-06-02,70-79yrs,0.909
2021-06-02,80+,0.945
2021-06-02,Ontario_12plus,0.6564
2021-06-03,12-17yrs,0.262
2021-06-03,18-29yrs,0.509
2021-06-03,30-39yrs,0.571
2021-06-03,40-49yrs,0.658
2021-06-03,50-59yrs,0.738
2021-06-03,60-69yrs,0.851
2021-06-03,70-79yrs,0.91
2021-06-03,80+,0.946
2021-06-03,Ontario_12plus,0.6639
2021-06-04,12-17yrs,0.283
2021-06-04,18-29yrs,0.522
2021-06-04,30-39yrs,0.582
2021-06-04,40-49yrs,0.667
2021-06-04,50-59yrs,0.743
2021-06-04,60-69yrs,0.853
2021-06-04,70-79yrs,0.911
2021-06-04,80+,0.946
2021-06-04,Ontario_12plus,0.6721
2021-06-05,12-17yrs,0.304
2021-06-05,18-29yrs,0.535
2021-06-05,30-39yrs,0.594
2021-06-05,40-49yrs,0.675
2021-06-05,50-59yrs,0.747
2021-06-05,60-69yrs,0.855
2021-06-05,70-79yrs,0.913
2021-06-05,80+,0.947
2021-06-05,Ontario_12plus,0.6802
2021-06-06,12-17yrs,0.323
2021-06-06,18-29yrs,0.546
2021-06-06,30-39yrs,0.603
2021-06-06,40-49yrs,0.682
2021-06-06,50-59yrs,0.751
2021-06-06,60-69yrs,0.857
2021-06-06,70-79yrs,0.913
2021-06-06,80+,0.948
2021-06-06,Ontario_12plus,0.6871
2021-06-07,12-17yrs,0.339
2021-06-07,18-29yrs,0.553
2021-06-07,30-39yrs,0.609
2021-06-07,40-49yrs,0.687
2021-06-07,50-59yrs,0.753
2021-06-07,60-69yrs,0.858
2021-06-07,70-79yrs,0.914
2021-06-07,80+,0.948
2021-06-07,Ontario_12plus,0.6918
2021-06-08,12-17yrs,0.356
2021-06-08,18-29yrs,0.561
2021-06-08,30-39yrs,0.616
2021-06-08,40-49yrs,0.693
2021-06-08,50-59yrs,0.756
