pruid,prename,prfname,week_end,sex,age,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully,numtotal_partiallyrange,numtotal_fullyrange,prop_partiallyrange,prop_fullyrange
62,Nunavut,Nunavut,2021-02-27,m,0-17,0,0,0,0.00,0.00,0.00,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,m,18-69,3445,1132,2313,27.99,9.20,18.79,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,m,70-74,131,33,98,51.37,12.94,38.43,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,m,75-79,65,19,46,50.00,14.62,35.38,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,m,80+,46,9,37,40.71,7.96,32.74,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,m,All ages,3687,1193,2494,18.35,5.94,12.41,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,m,Not reported,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,m,Unknown,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Unknown,0-17,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Unknown,18-69,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Unknown,70-74,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Unknown,75-79,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Unknown,80+,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Unknown,All ages,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Unknown,Not reported,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Unknown,Unknown,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Not reported,0-17,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Not reported,18-69,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Not reported,70-74,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Not reported,75-79,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Not reported,80+,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Not reported,All ages,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Not reported,Not reported,0,0,0,na,na,na,,,,,,,,
62,Nunavut,Nunavut,2021-02-27,Not reported,Unknown,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,f,0-17,2280,1700,580,0.06,0.05,0.02,,,,,,,,
1,Canada,Canada,2021-03-06,f,18-69,812362,516351,296011,6.23,3.96,2.27,,,,,,,,
1,Canada,Canada,2021-03-06,f,70-74,53053,41108,11945,5.48,4.25,1.23,,,,,,,,
1,Canada,Canada,2021-03-06,f,75-79,74622,61897,12725,10.96,9.09,1.87,,,,,,,,
1,Canada,Canada,2021-03-06,f,80+,314038,227020,87018,30.87,22.31,8.55,,,,,,,,
1,Canada,Canada,2021-03-06,f,All ages,1258027,849401,408626,6.54,4.42,2.12,,,,,,,,
1,Canada,Canada,2021-03-06,f,Not reported,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,f,Unknown,1672,1325,347,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,m,0-17,924,701,223,0.03,0.02,0.01,,,,,,,,
1,Canada,Canada,2021-03-06,m,18-69,333466,225466,108000,2.54,1.72,0.82,,,,,,,,
1,Canada,Canada,2021-03-06,m,70-74,39995,30490,9505,4.51,3.44,1.07,,,,,,,,
1,Canada,Canada,2021-03-06,m,75-79,53265,44591,8674,8.88,7.43,1.45,,,,,,,,
1,Canada,Canada,2021-03-06,m,80+,160524,126216,34308,23.05,18.12,4.93,,,,,,,,
1,Canada,Canada,2021-03-06,m,All ages,589025,428178,160847,3.10,2.25,0.85,,,,,,,,
1,Canada,Canada,2021-03-06,m,Not reported,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,m,Unknown,851,714,137,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Unknown,0-17,10,5,5,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Unknown,18-69,3517,1999,1518,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Unknown,70-74,239,128,111,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Unknown,75-79,233,121,112,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Unknown,80+,1188,584,604,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Unknown,All ages,7739,3551,4188,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Unknown,Not reported,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Unknown,Unknown,2552,714,1838,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Not reported,0-17,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Not reported,18-69,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Not reported,70-74,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Not reported,75-79,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Not reported,80+,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Not reported,All ages,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Not reported,Not reported,0,0,0,na,na,na,,,,,,,,
1,Canada,Canada,2021-03-06,Not reported,Unknown,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,f,0-17,0,0,0,0.00,0.00,0.00,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,f,18-69,9937,5713,4224,5.52,3.17,2.35,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,f,70-74,357,253,104,2.05,1.45,0.60,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,f,75-79,779,575,204,6.69,4.94,1.75,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,f,80+,2366,1673,693,17.40,12.30,5.10,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,f,All ages,13446,8221,5225,5.10,3.12,1.98,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,f,Not reported,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,f,Unknown,7,7,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,m,0-17,0,0,0,0.00,0.00,0.00,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,m,18-69,3594,2098,1496,2.04,1.19,0.85,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,m,70-74,262,171,91,1.57,1.03,0.55,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,m,75-79,591,459,132,5.45,4.23,1.22,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,m,80+,1165,823,342,11.67,8.25,3.43,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,m,All ages,5622,3561,2061,2.19,1.39,0.80,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,m,Not reported,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,m,Unknown,10,10,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Unknown,0-17,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Unknown,18-69,189,146,43,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Unknown,70-74,10,10,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Unknown,75-79,6,6,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Unknown,80+,6,6,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Unknown,All ages,2019,169,1850,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Unknown,Not reported,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Unknown,Unknown,1808,1,1807,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Not reported,0-17,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Not reported,18-69,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Not reported,70-74,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Not reported,75-79,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Not reported,80+,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Not reported,All ages,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Not reported,Not reported,0,0,0,na,na,na,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,Not reported,Unknown,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,f,0-17,0,0,0,0.00,0.00,0.00,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,f,18-69,3618,758,2860,6.50,1.36,5.14,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,f,70-74,192,61,131,3.93,1.25,2.68,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,f,75-79,266,115,151,8.34,3.61,4.74,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,f,80+,1947,990,957,42.95,21.84,21.11,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,f,All ages,6023,1924,4099,7.26,2.32,4.94,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,f,Not reported,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,f,Unknown,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,m,0-17,6,6,0,0.04,0.04,0.00,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,m,18-69,1267,434,833,2.26,0.78,1.49,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,m,70-74,128,31,97,2.80,0.68,2.12,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,m,75-79,113,37,76,4.06,1.33,2.73,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,m,80+,1129,727,402,39.48,25.42,14.06,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,m,All ages,2643,1235,1408,3.25,1.52,1.73,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,m,Not reported,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,m,Unknown,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Unknown,0-17,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Unknown,18-69,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Unknown,70-74,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Unknown,75-79,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Unknown,80+,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Unknown,All ages,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Unknown,Not reported,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Unknown,Unknown,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Not reported,0-17,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Not reported,18-69,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Not reported,70-74,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Not reported,75-79,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Not reported,80+,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Not reported,All ages,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Not reported,Not reported,0,0,0,na,na,na,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,Not reported,Unknown,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,f,0-17,11,5,6,0.01,0.01,0.01,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,f,18-69,16044,6665,9379,4.66,1.94,2.73,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,f,70-74,404,198,206,1.31,0.64,0.67,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,f,75-79,352,161,191,1.65,0.76,0.90,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,f,80+,2040,1121,919,7.01,3.85,3.16,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,f,All ages,18851,8150,10701,3.72,1.61,2.11,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,f,Not reported,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,f,Unknown,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,m,0-17,1,0,1,0.00,0.00,<0.01,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,m,18-69,4851,1688,3163,1.45,0.50,0.95,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,m,70-74,259,112,147,0.91,0.39,0.52,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,m,75-79,245,113,132,1.32,0.61,0.71,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,m,80+,802,515,287,4.16,2.67,1.49,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,m,All ages,6158,2428,3730,1.27,0.50,0.77,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,m,Not reported,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,m,Unknown,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Unknown,0-17,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Unknown,18-69,1,0,1,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Unknown,70-74,1,0,1,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Unknown,75-79,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Unknown,80+,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Unknown,All ages,2,0,2,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Unknown,Not reported,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Unknown,Unknown,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Not reported,0-17,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Not reported,18-69,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Not reported,70-74,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Not reported,75-79,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Not reported,80+,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Not reported,All ages,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Not reported,Not reported,0,0,0,na,na,na,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,Not reported,Unknown,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,f,0-17,18,18,0,0.03,0.03,0.00,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,f,18-69,13029,5124,7905,4.90,1.93,2.97,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,f,70-74,702,541,161,2.78,2.14,0.64,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,f,75-79,559,437,122,3.32,2.60,0.73,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,f,80+,4161,3205,956,17.51,13.49,4.02,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,f,All ages,18640,9464,9176,4.68,2.38,2.30,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,f,Not reported,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,f,Unknown,171,139,32,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,m,0-17,6,6,0,0.01,0.01,0.00,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,m,18-69,4887,2566,2321,1.83,0.96,0.87,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,m,70-74,529,407,122,2.26,1.74,0.52,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,m,75-79,413,319,94,2.70,2.09,0.61,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,m,80+,1734,1329,405,10.87,8.33,2.54,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,m,All ages,7660,4702,2958,1.96,1.20,0.76,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,m,Not reported,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,m,Unknown,91,75,16,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Unknown,0-17,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Unknown,18-69,8,0,8,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Unknown,70-74,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Unknown,75-79,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Unknown,80+,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Unknown,All ages,8,0,8,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Unknown,Not reported,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Unknown,Unknown,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Not reported,0-17,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Not reported,18-69,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Not reported,70-74,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Not reported,75-79,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Not reported,80+,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Not reported,All ages,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Not reported,Not reported,0,0,0,na,na,na,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-06,Not reported,Unknown,0,0,0,na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,f,0-17,796,796,"",0.10,0.10,"",,,,,,,,
24,Quebec,Québec,2021-03-06,f,18-69,194350,194350,"",6.81,6.81,"",,,,,,,,
24,Quebec,Québec,2021-03-06,f,70-74,23510,23510,"",10.08,10.08,"",,,,,,,,
24,Quebec,Québec,2021-03-06,f,75-79,31272,31272,"",17.91,17.91,"",,,,,,,,
24,Quebec,Québec,2021-03-06,f,80+,118490,118490,"",46.65,46.65,"",,,,,,,,
24,Quebec,Québec,2021-03-06,f,All ages,368418,368418,"",8.57,8.57,"",,,,,,,,
24,Quebec,Québec,2021-03-06,f,Not reported,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,f,Unknown,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,m,0-17,303,303,"",0.04,0.04,"",,,,,,,,
24,Quebec,Québec,2021-03-06,m,18-69,83215,83215,"",2.83,2.83,"",,,,,,,,
24,Quebec,Québec,2021-03-06,m,70-74,16756,16756,"",7.63,7.63,"",,,,,,,,
24,Quebec,Québec,2021-03-06,m,75-79,18919,18919,"",12.12,12.12,"",,,,,,,,
24,Quebec,Québec,2021-03-06,m,80+,60235,60235,"",35.40,35.40,"",,,,,,,,
24,Quebec,Québec,2021-03-06,m,All ages,179428,179428,"",4.17,4.17,"",,,,,,,,
24,Quebec,Québec,2021-03-06,m,Not reported,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,m,Unknown,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Unknown,0-17,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Unknown,18-69,152,152,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Unknown,70-74,5,5,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Unknown,75-79,6,6,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Unknown,80+,22,22,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Unknown,All ages,185,185,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Unknown,Not reported,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Unknown,Unknown,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Not reported,0-17,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Not reported,18-69,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Not reported,70-74,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Not reported,75-79,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Not reported,80+,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Not reported,All ages,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Not reported,Not reported,0,0,"",na,na,na,,,,,,,,
24,Quebec,Québec,2021-03-06,Not reported,Unknown,0,0,"",na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,f,0-17,1083,661,422,0.08,0.05,0.03,,,,,,,,
35,Ontario,Ontario,2021-03-06,f,18-69,308647,172598,136049,6.03,3.37,2.66,,,,,,,,
35,Ontario,Ontario,2021-03-06,f,70-74,11600,6180,5420,3.14,1.67,1.47,,,,,,,,
35,Ontario,Ontario,2021-03-06,f,75-79,11269,5238,6031,4.33,2.01,2.32,,,,,,,,
35,Ontario,Ontario,2021-03-06,f,80+,92060,45158,46902,22.86,11.21,11.64,,,,,,,,
35,Ontario,Ontario,2021-03-06,f,All ages,426153,231014,195139,5.68,3.08,2.60,,,,,,,,
35,Ontario,Ontario,2021-03-06,f,Not reported,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,f,Unknown,1494,1179,315,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,m,0-17,436,267,169,0.03,0.02,0.01,,,,,,,,
35,Ontario,Ontario,2021-03-06,m,18-69,125684,76812,48872,2.46,1.51,0.96,,,,,,,,
35,Ontario,Ontario,2021-03-06,m,70-74,8341,4254,4087,2.54,1.30,1.25,,,,,,,,
35,Ontario,Ontario,2021-03-06,m,75-79,7188,3407,3781,3.23,1.53,1.70,,,,,,,,
35,Ontario,Ontario,2021-03-06,m,80+,45328,27965,17363,16.65,10.27,6.38,,,,,,,,
35,Ontario,Ontario,2021-03-06,m,All ages,187727,113334,74393,2.56,1.55,1.02,,,,,,,,
35,Ontario,Ontario,2021-03-06,m,Not reported,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,m,Unknown,750,629,121,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Unknown,0-17,10,5,5,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Unknown,18-69,3084,1645,1439,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Unknown,70-74,220,110,110,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Unknown,75-79,219,107,112,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Unknown,80+,1158,555,603,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Unknown,All ages,5435,3135,2300,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Unknown,Not reported,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Unknown,Unknown,744,713,31,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Not reported,0-17,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Not reported,18-69,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Not reported,70-74,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Not reported,75-79,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Not reported,80+,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Not reported,All ages,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Not reported,Not reported,0,0,0,na,na,na,,,,,,,,
35,Ontario,Ontario,2021-03-06,Not reported,Unknown,0,0,0,na,na,na,,,,,,,,
