date,HR,cases,province
2021-01-07,North Zone,189,Alberta
2021-01-07,South Zone,31,Alberta
2021-01-08,Calgary Zone,354,Alberta
2021-01-08,Central Zone,137,Alberta
2021-01-08,Edmonton Zone,294,Alberta
2021-01-08,North Zone,157,Alberta
2021-01-08,South Zone,40,Alberta
2021-01-09,Calgary Zone,342,Alberta
2021-01-09,Central Zone,88,Alberta
2021-01-09,Edmonton Zone,250,Alberta
2021-01-09,North Zone,108,Alberta
2021-01-09,South Zone,21,Alberta
2021-01-10,Calgary Zone,261,Alberta
2021-01-10,Central Zone,66,Alberta
2021-01-10,Edmonton Zone,185,Alberta
2021-01-10,North Zone,93,Alberta
2021-01-10,South Zone,22,Alberta
2021-01-11,Calgary Zone,260,Alberta
2021-01-11,Central Zone,31,Alberta
2021-01-11,Edmonton Zone,262,Alberta
2021-01-11,North Zone,98,Alberta
2021-01-11,South Zone,24,Alberta
2021-01-12,Calgary Zone,353,Alberta
2021-01-12,Central Zone,50,Alberta
2021-01-12,Edmonton Zone,303,Alberta
2021-01-12,North Zone,111,Alberta
2021-01-12,South Zone,50,Alberta
2021-01-13,Calgary Zone,369,Alberta
2021-01-13,Central Zone,83,Alberta
2021-01-13,Edmonton Zone,302,Alberta
2021-01-13,North Zone,168,Alberta
2021-01-13,South Zone,44,Alberta
2021-01-14,Calgary Zone,249,Alberta
2021-01-14,Central Zone,81,Alberta
2021-01-14,Edmonton Zone,259,Alberta
2021-01-14,North Zone,144,Alberta
2021-01-14,South Zone,46,Alberta
2021-01-15,Calgary Zone,266,Alberta
2021-01-15,Central Zone,74,Alberta
2021-01-15,Edmonton Zone,215,Alberta
2021-01-15,North Zone,117,Alberta
2021-01-15,South Zone,31,Alberta
2021-01-16,Calgary Zone,261,Alberta
2021-01-16,Central Zone,75,Alberta
2021-01-16,Edmonton Zone,250,Alberta
2021-01-16,North Zone,111,Alberta
2021-01-16,South Zone,46,Alberta
2021-01-17,Calgary Zone,179,Alberta
2021-01-17,Central Zone,33,Alberta
2021-01-17,Edmonton Zone,175,Alberta
2021-01-17,North Zone,56,Alberta
2021-01-17,South Zone,17,Alberta
2021-01-18,Calgary Zone,242,Alberta
2021-01-18,Central Zone,38,Alberta
2021-01-18,Edmonton Zone,110,Alberta
2021-01-18,North Zone,58,Alberta
2021-01-18,South Zone,14,Alberta
2021-01-19,Calgary Zone,249,Alberta
2021-01-19,Central Zone,52,Alberta
2021-01-19,Edmonton Zone,252,Alberta
2021-01-19,North Zone,77,Alberta
2021-01-19,South Zone,40,Alberta
2021-01-20,Calgary Zone,225,Alberta
2021-01-20,Central Zone,79,Alberta
2021-01-20,Edmonton Zone,227,Alberta
2021-01-20,North Zone,115,Alberta
2021-01-20,South Zone,25,Alberta
2021-01-21,Calgary Zone,273,Alberta
2021-01-21,Central Zone,32,Alberta
2021-01-21,Edmonton Zone,199,Alberta
2021-01-21,North Zone,98,Alberta
2021-01-21,South Zone,40,Alberta
2021-01-22,Calgary Zone,275,Alberta
2021-01-22,Central Zone,39,Alberta
2021-01-22,Edmonton Zone,169,Alberta
2021-01-22,North Zone,65,Alberta
2021-01-22,South Zone,19,Alberta
2021-01-23,Calgary Zone,162,Alberta
2021-01-23,Central Zone,54,Alberta
2021-01-23,Edmonton Zone,141,Alberta
2021-01-23,North Zone,75,Alberta
2021-01-23,South Zone,19,Alberta
2021-01-24,Calgary Zone,168,Alberta
2021-01-24,Central Zone,23,Alberta
2021-01-24,Edmonton Zone,116,Alberta
2021-01-24,North Zone,33,Alberta
2021-01-24,South Zone,18,Alberta
2021-01-25,Calgary Zone,167,Alberta
2021-01-25,Central Zone,28,Alberta
2021-01-25,Edmonton Zone,118,Alberta
2021-01-25,North Zone,40,Alberta
2021-01-25,South Zone,9,Alberta
2021-01-26,Calgary Zone,181,Alberta
2021-01-26,Central Zone,63,Alberta
2021-01-26,Edmonton Zone,136,Alberta
2021-01-26,North Zone,63,Alberta
2021-01-26,South Zone,25,Alberta
2021-01-27,Calgary Zone,197,Alberta
2021-01-27,Central Zone,38,Alberta
2021-01-27,Edmonton Zone,131,Alberta
2021-01-27,North Zone,77,Alberta
2021-01-27,South Zone,30,Alberta
2021-01-28,Calgary Zone,219,Alberta
2021-01-28,Central Zone,54,Alberta
2021-01-28,Edmonton Zone,152,Alberta
2021-01-28,North Zone,59,Alberta
2021-01-28,South Zone,35,Alberta
2021-01-29,Calgary Zone,176,Alberta
2021-01-29,Central Zone,37,Alberta
2021-01-29,Edmonton Zone,94,Alberta
2021-01-29,North Zone,59,Alberta
2021-01-29,South Zone,22,Alberta
2021-01-30,Calgary Zone,189,Alberta
2021-01-30,Central Zone,71,Alberta
2021-01-30,Edmonton Zone,104,Alberta
2021-01-30,North Zone,81,Alberta
2021-01-30,South Zone,23,Alberta
2021-01-31,Calgary Zone,124,Alberta
2021-01-31,Central Zone,50,Alberta
2021-01-31,Edmonton Zone,116,Alberta
2021-01-31,North Zone,47,Alberta
2021-01-31,South Zone,14,Alberta
2021-02-01,Calgary Zone,127,Alberta
2021-02-01,Central Zone,24,Alberta
2021-02-01,Edmonton Zone,81,Alberta
2021-02-01,North Zone,33,Alberta
2021-02-01,South Zone,15,Alberta
2021-02-02,Calgary Zone,209,Alberta
2021-02-02,Central Zone,53,Alberta
2021-02-02,Edmonton Zone,124,Alberta
2021-02-02,North Zone,44,Alberta
2021-02-02,South Zone,26,Alberta
2021-02-03,Calgary Zone,174,Alberta
2021-02-03,Central Zone,35,Alberta
2021-02-03,Edmonton Zone,119,Alberta
2021-02-03,North Zone,58,Alberta
2021-02-03,South Zone,17,Alberta
2021-02-04,Calgary Zone,156,Alberta
2021-02-04,Central Zone,40,Alberta
2021-02-04,Edmonton Zone,90,Alberta
2021-02-04,North Zone,75,Alberta
2021-02-04,South Zone,33,Alberta
2021-02-05,Calgary Zone,145,Alberta
2021-02-05,Central Zone,60,Alberta
2021-02-05,Edmonton Zone,80,Alberta
2021-02-05,North Zone,52,Alberta
2021-02-05,South Zone,24,Alberta
2021-02-06,Calgary Zone,115,Alberta
2021-02-06,Central Zone,67,Alberta
2021-02-06,Edmonton Zone,74,Alberta
2021-02-06,North Zone,69,Alberta
2021-02-06,South Zone,27,Alberta
2021-02-07,Calgary Zone,111,Alberta
2021-02-07,Central Zone,32,Alberta
2021-02-07,Edmonton Zone,74,Alberta
2021-02-07,North Zone,40,Alberta
2021-02-07,South Zone,11,Alberta
2021-02-08,Calgary Zone,98,Alberta
2021-02-08,Central Zone,32,Alberta
2021-02-08,Edmonton Zone,56,Alberta
2021-02-08,North Zone,13,Alberta
2021-02-08,South Zone,21,Alberta
2021-02-09,Calgary Zone,113,Alberta
2021-02-09,Central Zone,46,Alberta
2021-02-09,Edmonton Zone,97,Alberta
2021-02-09,North Zone,49,Alberta
2021-02-09,South Zone,31,Alberta
2021-02-10,Calgary Zone,143,Alberta
2021-02-10,Central Zone,59,Alberta
2021-02-10,Edmonton Zone,70,Alberta
2021-02-10,North Zone,61,Alberta
2021-02-10,South Zone,15,Alberta
2021-02-11,Calgary Zone,117,Alberta
2021-02-11,Central Zone,41,Alberta
2021-02-11,Edmonton Zone,60,Alberta
2021-02-11,North Zone,61,Alberta
2021-02-11,South Zone,39,Alberta
2021-02-12,Calgary Zone,108,Alberta
2021-02-12,Central Zone,58,Alberta
2021-02-12,Edmonton Zone,68,Alberta
2021-02-12,North Zone,40,Alberta
2021-02-12,South Zone,27,Alberta
2021-02-13,Calgary Zone,105,Alberta
2021-02-13,Central Zone,54,Alberta
2021-02-13,Edmonton Zone,41,Alberta
2021-02-13,North Zone,63,Alberta
2021-02-13,South Zone,24,Alberta
2021-02-14,Calgary Zone,87,Alberta
2021-02-14,Central Zone,46,Alberta
2021-02-14,Edmonton Zone,39,Alberta
2021-02-14,North Zone,54,Alberta
2021-02-14,South Zone,18,Alberta
2021-02-15,Calgary Zone,89,Alberta
2021-02-15,Central Zone,30,Alberta
2021-02-15,Edmonton Zone,45,Alberta
2021-02-15,North Zone,57,Alberta
2021-02-15,South Zone,39,Alberta
2021-02-16,Calgary Zone,110,Alberta
2021-02-16,Central Zone,53,Alberta
2021-02-16,Edmonton Zone,78,Alberta
2021-02-16,North Zone,32,Alberta
2021-02-16,South Zone,13,Alberta
2021-02-17,Calgary Zone,95,Alberta
2021-02-17,Central Zone,78,Alberta
2021-02-17,Edmonton Zone,84,Alberta
2021-02-17,North Zone,132,Alberta
2021-02-17,South Zone,30,Alberta
2021-02-18,Calgary Zone,104,Alberta
2021-02-18,Central Zone,80,Alberta
2021-02-18,Edmonton Zone,69,Alberta
2021-02-18,North Zone,59,Alberta
2021-02-18,South Zone,20,Alberta
2021-02-19,Calgary Zone,144,Alberta
2021-02-19,Central Zone,70,Alberta
2021-02-19,Edmonton Zone,46,Alberta
2021-02-19,North Zone,98,Alberta
2021-02-19,South Zone,24,Alberta
2021-02-20,Calgary Zone,114,Alberta
2021-02-20,Central Zone,44,Alberta
2021-02-20,Edmonton Zone,50,Alberta
2021-02-20,North Zone,100,Alberta
2021-02-20,South Zone,19,Alberta
2021-02-21,Calgary Zone,123,Alberta
2021-02-21,Central Zone,35,Alberta
2021-02-21,Edmonton Zone,48,Alberta
2021-02-21,North Zone,27,Alberta
2021-02-21,South Zone,36,Alberta
2021-02-22,Calgary Zone,95,Alberta
2021-02-22,Central Zone,35,Alberta
2021-02-22,Edmonton Zone,52,Alberta
2021-02-22,North Zone,68,Alberta
2021-02-22,South Zone,27,Alberta
2021-02-23,Calgary Zone,124,Alberta
2021-02-23,Central Zone,71,Alberta
2021-02-23,Edmonton Zone,101,Alberta
2021-02-23,North Zone,110,Alberta
2021-02-23,South Zone,19,Alberta
2021-02-24,Calgary Zone,106,Alberta
2021-02-24,Central Zone,55,Alberta
2021-02-24,Edmonton Zone,87,Alberta
2021-02-24,North Zone,139,Alberta
2021-02-24,South Zone,17,Alberta
2021-02-25,Calgary Zone,124,Alberta
2021-02-25,Central Zone,55,Alberta
2021-02-25,Edmonton Zone,82,Alberta
2021-02-25,North Zone,66,Alberta
2021-02-25,South Zone,28,Alberta
2021-02-26,Calgary Zone,144,Alberta
2021-02-26,Central Zone,40,Alberta
2021-02-26,Edmonton Zone,90,Alberta
2021-02-26,North Zone,110,Alberta
2021-02-26,South Zone,29,Alberta
2021-02-27,Calgary Zone,112,Alberta
2021-02-27,Central Zone,13,Alberta
2021-02-27,Edmonton Zone,84,Alberta
2021-02-27,North Zone,65,Alberta
2021-02-27,South Zone,27,Alberta
2021-02-28,Calgary Zone,87,Alberta
2021-02-28,Central Zone,30,Alberta
2021-02-28,Edmonton Zone,71,Alberta
2021-02-28,North Zone,66,Alberta
2021-02-28,South Zone,33,Alberta
2021-03-01,Calgary Zone,102,Alberta
2021-03-01,Central Zone,24,Alberta
2021-03-01,Edmonton Zone,77,Alberta
2021-03-01,North Zone,42,Alberta
2021-03-01,South Zone,17,Alberta
2021-03-02,Calgary Zone,151,Alberta
2021-03-02,Central Zone,30,Alberta
2021-03-02,Edmonton Zone,105,Alberta
2021-03-02,North Zone,84,Alberta
2021-03-02,South Zone,30,Alberta
2021-03-03,Calgary Zone,133,Alberta
2021-03-03,Central Zone,20,Alberta
2021-03-03,Edmonton Zone,96,Alberta
2021-03-03,North Zone,60,Alberta
2021-03-03,South Zone,24,Alberta
2021-03-04,Calgary Zone,140,Alberta
2021-03-04,Central Zone,54,Alberta
2021-03-04,Edmonton Zone,93,Alberta
2021-03-04,North Zone,94,Alberta
2021-03-04,South Zone,26,Alberta
2021-03-05,Calgary Zone,121,Alberta
2021-03-05,Central Zone,30,Alberta
2021-03-05,Edmonton Zone,97,Alberta
2021-03-05,North Zone,53,Alberta
2021-03-05,South Zone,36,Alberta
2021-03-06,Calgary Zone,96,Alberta
2021-03-06,Central Zone,21,Alberta
2021-03-06,Edmonton Zone,69,Alberta
2021-03-06,North Zone,77,Alberta
2021-03-06,South Zone,43,Alberta
2021-03-07,Calgary Zone,100,Alberta
2021-03-07,Central Zone,15,Alberta
2021-03-07,Edmonton Zone,54,Alberta
2021-03-07,North Zone,51,Alberta
2021-03-07,South Zone,31,Alberta
2021-03-08,Calgary Zone,96,Alberta
2021-03-08,Central Zone,23,Alberta
2021-03-08,Edmonton Zone,83,Alberta
2021-03-08,North Zone,24,Alberta
2021-03-08,South Zone,27,Alberta
2021-03-09,Calgary Zone,147,Alberta
2021-03-09,Central Zone,40,Alberta
2021-03-09,Edmonton Zone,83,Alberta
2021-03-09,North Zone,71,Alberta
2021-03-09,South Zone,45,Alberta
2021-03-10,Calgary Zone,136,Alberta
2021-03-10,Central Zone,63,Alberta
2021-03-10,Edmonton Zone,81,Alberta
2021-03-10,North Zone,59,Alberta
2021-03-10,South Zone,66,Alberta
2021-03-11,Calgary Zone,160,Alberta
2021-03-11,Central Zone,45,Alberta
2021-03-11,Edmonton Zone,98,Alberta
2021-03-11,North Zone,93,Alberta
2021-03-11,South Zone,52,Alberta
2021-03-12,Calgary Zone,178,Alberta
2021-03-12,Central Zone,38,Alberta
2021-03-12,Edmonton Zone,92,Alberta
2021-03-12,North Zone,55,Alberta
2021-03-12,South Zone,64,Alberta
2021-03-13,Calgary Zone,142,Alberta
2021-03-13,Central Zone,39,Alberta
2021-03-13,Edmonton Zone,72,Alberta
2021-03-13,North Zone,54,Alberta
2021-03-13,South Zone,69,Alberta
2021-03-14,Calgary Zone,131,Alberta
2021-03-14,Central Zone,26,Alberta
2021-03-14,Edmonton Zone,79,Alberta
2021-03-14,North Zone,74,Alberta
2021-03-14,South Zone,55,Alberta
2021-03-15,Calgary Zone,159,Alberta
2021-03-15,Central Zone,26,Alberta
2021-03-15,Edmonton Zone,86,Alberta
2021-03-15,North Zone,26,Alberta
2021-03-15,South Zone,53,Alberta
2021-03-16,Calgary Zone,210,Alberta
2021-03-16,Central Zone,52,Alberta
2021-03-16,Edmonton Zone,118,Alberta
2021-03-16,North Zone,75,Alberta
2021-03-16,South Zone,52,Alberta
2021-03-17,Calgary Zone,225,Alberta
2021-03-17,Central Zone,48,Alberta
2021-03-17,Edmonton Zone,149,Alberta
2021-03-17,North Zone,52,Alberta
2021-03-17,South Zone,43,Alberta
2021-03-18,Calgary Zone,304,Alberta
2021-03-18,Central Zone,73,Alberta
2021-03-18,Edmonton Zone,165,Alberta
2021-03-18,North Zone,74,Alberta
2021-03-18,South Zone,56,Alberta
2021-03-19,Calgary Zone,237,Alberta
2021-03-19,Central Zone,38,Alberta
2021-03-19,Edmonton Zone,95,Alberta
2021-03-19,North Zone,63,Alberta
2021-03-19,South Zone,91,Alberta
2021-03-20,Calgary Zone,241,Alberta
2021-03-20,Central Zone,50,Alberta
2021-03-20,Edmonton Zone,107,Alberta
2021-03-20,North Zone,72,Alberta
2021-03-20,South Zone,76,Alberta
2021-03-21,Calgary Zone,239,Alberta
2021-03-21,Central Zone,32,Alberta
2021-03-21,Edmonton Zone,93,Alberta
2021-03-21,North Zone,47,Alberta
2021-03-21,South Zone,44,Alberta
2021-03-22,Calgary Zone,266,Alberta
2021-03-22,Central Zone,36,Alberta
2021-03-22,Edmonton Zone,80,Alberta
2021-03-22,North Zone,39,Alberta
2021-03-22,South Zone,61,Alberta
2021-03-23,Calgary Zone,311,Alberta
2021-03-23,Central Zone,47,Alberta
2021-03-23,Edmonton Zone,168,Alberta
2021-03-23,North Zone,105,Alberta
2021-03-23,South Zone,44,Alberta
2021-03-24,Calgary Zone,343,Alberta
2021-03-24,Central Zone,99,Alberta
2021-03-24,Edmonton Zone,135,Alberta
2021-03-24,North Zone,102,Alberta
2021-03-24,South Zone,74,Alberta
2021-03-25,Calgary Zone,348,Alberta
2021-03-25,Central Zone,69,Alberta
2021-03-25,Edmonton Zone,133,Alberta
2021-03-25,North Zone,80,Alberta
2021-03-25,South Zone,80,Alberta
2021-03-26,Calgary Zone,314,Alberta
2021-03-26,Central Zone,55,Alberta
2021-03-26,Edmonton Zone,153,Alberta
2021-03-26,North Zone,82,Alberta
2021-03-26,South Zone,66,Alberta
2021-03-27,Calgary Zone,280,Alberta
2021-03-27,Central Zone,56,Alberta
2021-03-27,Edmonton Zone,172,Alberta
2021-03-27,North Zone,67,Alberta
2021-03-27,South Zone,61,Alberta
2021-03-28,Calgary Zone,291,Alberta
2021-03-28,Central Zone,46,Alberta
2021-03-28,Edmonton Zone,96,Alberta
2021-03-28,North Zone,62,Alberta
2021-03-28,South Zone,47,Alberta
2021-03-29,Calgary Zone,276,Alberta
2021-03-29,Central Zone,60,Alberta
2021-03-29,Edmonton Zone,138,Alberta
2021-03-29,North Zone,85,Alberta
2021-03-29,South Zone,61,Alberta
2021-03-30,Calgary Zone,378,Alberta
2021-03-30,Central Zone,77,Alberta
2021-03-30,Edmonton Zone,216,Alberta
2021-03-30,North Zone,131,Alberta
2021-03-30,South Zone,89,Alberta
2021-03-31,Calgary Zone,404,Alberta
2021-03-31,Central Zone,84,Alberta
2021-03-31,Edmonton Zone,186,Alberta
2021-03-31,North Zone,132,Alberta
2021-03-31,South Zone,71,Alberta
2021-04-01,Calgary Zone,498,Alberta
2021-04-01,Central Zone,76,Alberta
2021-04-01,Edmonton Zone,249,Alberta
2021-04-01,North Zone,173,Alberta
2021-04-01,South Zone,75,Alberta
2021-04-02,Calgary Zone,506,Alberta
2021-04-02,Central Zone,86,Alberta
2021-04-02,Edmonton Zone,238,Alberta
2021-04-02,North Zone,164,Alberta
2021-04-02,South Zone,65,Alberta
2021-04-03,Calgary Zone,477,Alberta
2021-04-03,Central Zone,49,Alberta
2021-04-03,Edmonton Zone,227,Alberta
2021-04-03,North Zone,124,Alberta
2021-04-03,South Zone,57,Alberta
2021-04-04,Calgary Zone,425,Alberta
2021-04-04,Central Zone,92,Alberta
2021-04-04,Edmonton Zone,184,Alberta
2021-04-04,North Zone,93,Alberta
2021-04-04,South Zone,75,Alberta
2021-04-05,Calgary Zone,464,Alberta
2021-04-05,Central Zone,74,Alberta
2021-04-05,Edmonton Zone,236,Alberta
2021-04-05,North Zone,109,Alberta
2021-04-05,South Zone,48,Alberta
2021-04-06,Calgary Zone,617,Alberta
2021-04-06,Central Zone,127,Alberta
2021-04-06,Edmonton Zone,345,Alberta
2021-04-06,North Zone,221,Alberta
2021-04-06,South Zone,47,Alberta
2021-04-07,Calgary Zone,635,Alberta
2021-04-07,Central Zone,90,Alberta
2021-04-07,Edmonton Zone,386,Alberta
2021-04-07,North Zone,176,Alberta
2021-04-07,South Zone,124,Alberta
2021-04-08,Calgary Zone,689,Alberta
2021-04-08,Central Zone,162,Alberta
2021-04-08,Edmonton Zone,399,Alberta
2021-04-08,North Zone,193,Alberta
2021-04-08,South Zone,89,Alberta
2021-04-09,Calgary Zone,576,Alberta
2021-04-09,Central Zone,133,Alberta
2021-04-09,Edmonton Zone,307,Alberta
2021-04-09,North Zone,194,Alberta
2021-04-09,South Zone,76,Alberta
2021-04-10,Calgary Zone,521,Alberta
2021-04-10,Central Zone,137,Alberta
2021-04-10,Edmonton Zone,323,Alberta
2021-04-10,North Zone,139,Alberta
2021-04-10,South Zone,49,Alberta
2021-04-11,Calgary Zone,492,Alberta
2021-04-11,Central Zone,110,Alberta
2021-04-11,Edmonton Zone,262,Alberta
2021-04-11,North Zone,166,Alberta
2021-04-11,South Zone,63,Alberta
2021-04-12,Calgary Zone,488,Alberta
2021-04-12,Central Zone,113,Alberta
2021-04-12,Edmonton Zone,250,Alberta
2021-04-12,North Zone,142,Alberta
2021-04-12,South Zone,57,Alberta
2021-04-13,Calgary Zone,626,Alberta
2021-04-13,Central Zone,122,Alberta
2021-04-13,Edmonton Zone,416,Alberta
2021-04-13,North Zone,208,Alberta
2021-04-13,South Zone,54,Alberta
2021-04-14,Calgary Zone,649,Alberta
2021-04-14,Central Zone,188,Alberta
2021-04-14,Edmonton Zone,450,Alberta
2021-04-14,North Zone,260,Alberta
2021-04-14,South Zone,98,Alberta
2021-04-15,Calgary Zone,619,Alberta
2021-04-15,Central Zone,229,Alberta
2021-04-15,Edmonton Zone,440,Alberta
2021-04-15,North Zone,266,Alberta
2021-04-15,South Zone,51,Alberta
2021-04-16,Calgary Zone,676,Alberta
2021-04-16,Central Zone,161,Alberta
2021-04-16,Edmonton Zone,404,Alberta
2021-04-16,North Zone,195,Alberta
2021-04-16,South Zone,66,Alberta
2021-04-17,Calgary Zone,688,Alberta
2021-04-17,Central Zone,186,Alberta
2021-04-17,Edmonton Zone,389,Alberta
2021-04-17,North Zone,154,Alberta
2021-04-17,South Zone,54,Alberta
2021-04-18,Calgary Zone,562,Alberta
2021-04-18,Central Zone,139,Alberta
2021-04-18,Edmonton Zone,308,Alberta
2021-04-18,North Zone,269,Alberta
2021-04-18,South Zone,80,Alberta
2021-04-19,Calgary Zone,642,Alberta
2021-04-19,Central Zone,116,Alberta
2021-04-19,Edmonton Zone,367,Alberta
2021-04-19,North Zone,133,Alberta
2021-04-19,South Zone,88,Alberta
2021-04-20,Calgary Zone,776,Alberta
2021-04-20,Central Zone,152,Alberta
2021-04-20,Edmonton Zone,516,Alberta
2021-04-20,North Zone,208,Alberta
2021-04-20,South Zone,76,Alberta
2021-04-21,Calgary Zone,766,Alberta
2021-04-21,Central Zone,202,Alberta
2021-04-21,Edmonton Zone,476,Alberta
2021-04-21,North Zone,295,Alberta
2021-04-21,South Zone,101,Alberta
2021-04-22,Calgary Zone,683,Alberta
2021-04-22,Central Zone,169,Alberta
2021-04-22,Edmonton Zone,536,Alberta
2021-04-22,North Zone,201,Alberta
2021-04-22,South Zone,76,Alberta
2021-04-23,Calgary Zone,480,Alberta
2021-04-23,Central Zone,207,Alberta
2021-04-23,Edmonton Zone,528,Alberta
2021-04-23,North Zone,233,Alberta
2021-04-23,South Zone,66,Alberta
2021-04-24,Calgary Zone,559,Alberta
2021-04-24,Central Zone,162,Alberta
2021-04-24,Edmonton Zone,418,Alberta
2021-04-24,North Zone,235,Alberta
2021-04-24,South Zone,69,Alberta
2021-04-25,Calgary Zone,539,Alberta
2021-04-25,Central Zone,280,Alberta
2021-04-25,Edmonton Zone,429,Alberta
2021-04-25,North Zone,164,Alberta
2021-04-25,South Zone,81,Alberta
2021-04-26,Calgary Zone,754,Alberta
2021-04-26,Central Zone,166,Alberta
2021-04-26,Edmonton Zone,246,Alberta
2021-04-26,North Zone,306,Alberta
2021-04-26,South Zone,81,Alberta
2021-04-27,Calgary Zone,870,Alberta
2021-04-27,Central Zone,156,Alberta
2021-04-27,Edmonton Zone,492,Alberta
2021-04-27,North Zone,219,Alberta
2021-04-27,South Zone,99,Alberta
2021-04-28,Calgary Zone,777,Alberta
2021-04-28,Central Zone,276,Alberta
2021-04-28,Edmonton Zone,569,Alberta
2021-04-28,North Zone,320,Alberta
2021-04-28,South Zone,114,Alberta
2021-04-29,Calgary Zone,851,Alberta
2021-04-29,Central Zone,220,Alberta
2021-04-29,Edmonton Zone,498,Alberta
2021-04-29,North Zone,332,Alberta
2021-04-29,South Zone,97,Alberta
2021-04-30,Calgary Zone,1016,Alberta
2021-04-30,Central Zone,307,Alberta
2021-04-30,Edmonton Zone,546,Alberta
2021-04-30,North Zone,402,Alberta
2021-04-30,South Zone,135,Alberta
2021-05-01,Calgary Zone,755,Alberta
2021-05-01,Central Zone,280,Alberta
2021-05-01,Edmonton Zone,352,Alberta
2021-05-01,North Zone,214,Alberta
2021-05-01,South Zone,96,Alberta
2021-05-02,Calgary Zone,975,Alberta
2021-05-02,Central Zone,260,Alberta
2021-05-02,Edmonton Zone,302,Alberta
2021-05-02,North Zone,310,Alberta
2021-05-02,South Zone,120,Alberta
2021-05-03,Calgary Zone,692,Alberta
2021-05-03,Central Zone,204,Alberta
2021-05-03,Edmonton Zone,493,Alberta
2021-05-03,North Zone,306,Alberta
2021-05-03,South Zone,93,Alberta
2021-05-04,Calgary Zone,1149,Alberta
2021-05-04,Central Zone,217,Alberta
2021-05-04,Edmonton Zone,544,Alberta
2021-05-04,North Zone,260,Alberta
2021-05-04,South Zone,110,Alberta
2021-05-05,Calgary Zone,1091,Alberta
2021-05-05,Central Zone,188,Alberta
2021-05-05,Edmonton Zone,453,Alberta
2021-05-05,North Zone,329,Alberta
2021-05-05,South Zone,113,Alberta
2021-05-06,Calgary Zone,840,Alberta
2021-05-06,Central Zone,199,Alberta
2021-05-06,Edmonton Zone,458,Alberta
2021-05-06,North Zone,362,Alberta
2021-05-06,South Zone,89,Alberta
2021-05-07,Calgary Zone,956,Alberta
2021-05-07,Central Zone,246,Alberta
2021-05-07,Edmonton Zone,457,Alberta
2021-05-07,North Zone,292,Alberta
2021-05-07,South Zone,101,Alberta
2021-05-08,Calgary Zone,851,Alberta
2021-05-08,Central Zone,147,Alberta
2021-05-08,Edmonton Zone,340,Alberta
2021-05-08,North Zone,179,Alberta
2021-05-08,South Zone,66,Alberta
2021-05-09,Calgary Zone,784,Alberta
2021-05-09,Central Zone,140,Alberta
2021-05-09,Edmonton Zone,363,Alberta
2021-05-09,North Zone,202,Alberta
2021-05-09,South Zone,70,Alberta
2021-05-10,Calgary Zone,728,Alberta
2021-05-10,Central Zone,163,Alberta
2021-05-10,Edmonton Zone,301,Alberta
2021-05-10,North Zone,226,Alberta
2021-05-10,South Zone,93,Alberta
2021-05-11,Calgary Zone,854,Alberta
2021-05-11,Central Zone,209,Alberta
2021-05-11,Edmonton Zone,381,Alberta
2021-05-11,North Zone,284,Alberta
2021-05-11,South Zone,83,Alberta
2021-05-12,Calgary Zone,758,Alberta
2021-05-12,Central Zone,150,Alberta
2021-05-12,Edmonton Zone,376,Alberta
2021-05-12,North Zone,249,Alberta
2021-05-12,South Zone,60,Alberta
2021-05-13,Calgary Zone,701,Alberta
2021-05-13,Central Zone,121,Alberta
2021-05-13,Edmonton Zone,324,Alberta
2021-05-13,North Zone,261,Alberta
2021-05-13,South Zone,75,Alberta
2021-05-14,Calgary Zone,489,Alberta
2021-05-14,Central Zone,155,Alberta
2021-05-14,Edmonton Zone,337,Alberta
2021-05-14,North Zone,201,Alberta
2021-05-14,South Zone,55,Alberta
2021-05-15,Calgary Zone,503,Alberta
2021-05-15,Central Zone,124,Alberta
2021-05-15,Edmonton Zone,274,Alberta
2021-05-15,North Zone,174,Alberta
2021-05-15,South Zone,53,Alberta
2021-05-16,Calgary Zone,286,Alberta
2021-05-16,Central Zone,88,Alberta
2021-05-16,Edmonton Zone,195,Alberta
2021-05-16,North Zone,108,Alberta
2021-05-16,South Zone,41,Alberta
2021-05-17,Calgary Zone,372,Alberta
2021-05-17,Central Zone,100,Alberta
2021-05-17,Edmonton Zone,260,Alberta
2021-05-17,North Zone,139,Alberta
2021-05-17,South Zone,49,Alberta
2021-05-18,Calgary Zone,361,Alberta
2021-05-18,Central Zone,106,Alberta
2021-05-18,Edmonton Zone,286,Alberta
2021-05-18,North Zone,146,Alberta
2021-05-18,South Zone,57,Alberta
2021-05-19,Calgary Zone,355,Alberta
2021-05-19,Central Zone,73,Alberta
2021-05-19,Edmonton Zone,202,Alberta
2021-05-19,North Zone,154,Alberta
2021-05-19,South Zone,45,Alberta
2021-05-20,Calgary Zone,320,Alberta
2021-05-20,Central Zone,103,Alberta
2021-05-20,Edmonton Zone,177,Alberta
2021-05-20,North Zone,113,Alberta
2021-05-20,South Zone,45,Alberta
2021-05-21,Calgary Zone,266,Alberta
2021-05-21,Central Zone,62,Alberta
2021-05-21,Edmonton Zone,155,Alberta
2021-05-21,North Zone,97,Alberta
2021-05-21,South Zone,57,Alberta
2021-05-22,Calgary Zone,219,Alberta
2021-05-22,Central Zone,74,Alberta
2021-05-22,Edmonton Zone,135,Alberta
2021-05-22,North Zone,88,Alberta
2021-05-22,South Zone,37,Alberta
2021-05-23,Calgary Zone,178,Alberta
2021-05-23,Central Zone,60,Alberta
