date,HR,cases,province
2020-08-23,Calgary Zone,28,Alberta
2020-08-23,Edmonton Zone,30,Alberta
2020-08-23,North Zone,11,Alberta
2020-08-23,South Zone,1,Alberta
2020-08-24,Calgary Zone,17,Alberta
2020-08-24,Central Zone,2,Alberta
2020-08-24,Edmonton Zone,37,Alberta
2020-08-24,North Zone,15,Alberta
2020-08-24,South Zone,2,Alberta
2020-08-25,Calgary Zone,46,Alberta
2020-08-25,Central Zone,1,Alberta
2020-08-25,Edmonton Zone,64,Alberta
2020-08-25,North Zone,12,Alberta
2020-08-25,South Zone,2,Alberta
2020-08-26,Calgary Zone,36,Alberta
2020-08-26,Central Zone,2,Alberta
2020-08-26,Edmonton Zone,47,Alberta
2020-08-26,North Zone,19,Alberta
2020-08-27,Calgary Zone,96,Alberta
2020-08-27,Central Zone,1,Alberta
2020-08-27,Edmonton Zone,33,Alberta
2020-08-27,North Zone,20,Alberta
2020-08-27,South Zone,3,Alberta
2020-08-28,Calgary Zone,82,Alberta
2020-08-28,Edmonton Zone,46,Alberta
2020-08-28,North Zone,9,Alberta
2020-08-28,South Zone,5,Alberta
2020-08-29,Calgary Zone,70,Alberta
2020-08-29,Central Zone,8,Alberta
2020-08-29,Edmonton Zone,74,Alberta
2020-08-29,North Zone,27,Alberta
2020-08-29,South Zone,2,Alberta
2020-08-30,Calgary Zone,32,Alberta
2020-08-30,Central Zone,5,Alberta
2020-08-30,Edmonton Zone,54,Alberta
2020-08-30,North Zone,15,Alberta
2020-08-30,South Zone,3,Alberta
2020-08-31,Calgary Zone,66,Alberta
2020-08-31,Central Zone,2,Alberta
2020-08-31,Edmonton Zone,59,Alberta
2020-08-31,North Zone,20,Alberta
2020-08-31,South Zone,5,Alberta
2020-09-01,Calgary Zone,32,Alberta
2020-09-01,Central Zone,8,Alberta
2020-09-01,Edmonton Zone,49,Alberta
2020-09-01,North Zone,18,Alberta
2020-09-01,South Zone,2,Alberta
2020-09-02,Calgary Zone,52,Alberta
2020-09-02,Central Zone,10,Alberta
2020-09-02,Edmonton Zone,44,Alberta
2020-09-02,North Zone,21,Alberta
2020-09-02,South Zone,5,Alberta
2020-09-03,Calgary Zone,52,Alberta
2020-09-03,Central Zone,5,Alberta
2020-09-03,Edmonton Zone,77,Alberta
2020-09-03,North Zone,21,Alberta
2020-09-03,South Zone,2,Alberta
2020-09-04,Calgary Zone,65,Alberta
2020-09-04,Central Zone,1,Alberta
2020-09-04,Edmonton Zone,69,Alberta
2020-09-04,North Zone,31,Alberta
2020-09-04,South Zone,3,Alberta
2020-09-05,Calgary Zone,47,Alberta
2020-09-05,Central Zone,5,Alberta
2020-09-05,Edmonton Zone,84,Alberta
2020-09-05,North Zone,28,Alberta
2020-09-05,South Zone,4,Alberta
2020-09-06,Calgary Zone,47,Alberta
2020-09-06,Central Zone,2,Alberta
2020-09-06,Edmonton Zone,61,Alberta
2020-09-06,North Zone,21,Alberta
2020-09-06,South Zone,3,Alberta
2020-09-07,Calgary Zone,46,Alberta
2020-09-07,Central Zone,7,Alberta
2020-09-07,Edmonton Zone,64,Alberta
2020-09-07,North Zone,29,Alberta
2020-09-07,South Zone,1,Alberta
2020-09-08,Calgary Zone,29,Alberta
2020-09-08,Edmonton Zone,46,Alberta
2020-09-08,North Zone,17,Alberta
2020-09-08,South Zone,5,Alberta
2020-09-09,Calgary Zone,27,Alberta
2020-09-09,Central Zone,1,Alberta
2020-09-09,Edmonton Zone,60,Alberta
2020-09-09,North Zone,22,Alberta
2020-09-09,South Zone,3,Alberta
2020-09-10,Calgary Zone,28,Alberta
2020-09-10,Central Zone,2,Alberta
2020-09-10,Edmonton Zone,57,Alberta
2020-09-10,North Zone,26,Alberta
2020-09-10,South Zone,3,Alberta
2020-09-11,Calgary Zone,46,Alberta
2020-09-11,Central Zone,7,Alberta
2020-09-11,Edmonton Zone,34,Alberta
2020-09-11,North Zone,25,Alberta
2020-09-11,South Zone,3,Alberta
2020-09-12,Calgary Zone,49,Alberta
2020-09-12,Central Zone,5,Alberta
2020-09-12,Edmonton Zone,87,Alberta
2020-09-12,North Zone,23,Alberta
2020-09-12,South Zone,2,Alberta
2020-09-13,Calgary Zone,55,Alberta
2020-09-13,Central Zone,2,Alberta
2020-09-13,Edmonton Zone,69,Alberta
2020-09-13,North Zone,11,Alberta
2020-09-14,Calgary Zone,31,Alberta
2020-09-14,Central Zone,1,Alberta
2020-09-14,Edmonton Zone,67,Alberta
2020-09-14,North Zone,22,Alberta
2020-09-14,South Zone,2,Alberta
2020-09-15,Calgary Zone,47,Alberta
2020-09-15,Central Zone,1,Alberta
2020-09-15,Edmonton Zone,112,Alberta
2020-09-15,North Zone,7,Alberta
2020-09-15,South Zone,3,Alberta
2020-09-16,Calgary Zone,42,Alberta
2020-09-16,Central Zone,1,Alberta
2020-09-16,Edmonton Zone,102,Alberta
2020-09-16,North Zone,27,Alberta
2020-09-16,South Zone,10,Alberta
2020-09-17,Calgary Zone,48,Alberta
2020-09-17,Edmonton Zone,52,Alberta
2020-09-17,North Zone,22,Alberta
2020-09-17,South Zone,3,Alberta
2020-09-18,Calgary Zone,35,Alberta
2020-09-18,Central Zone,3,Alberta
2020-09-18,Edmonton Zone,90,Alberta
2020-09-18,North Zone,7,Alberta
2020-09-18,South Zone,2,Alberta
2020-09-19,Calgary Zone,37,Alberta
2020-09-19,Central Zone,1,Alberta
2020-09-19,Edmonton Zone,72,Alberta
2020-09-19,North Zone,3,Alberta
2020-09-19,South Zone,7,Alberta
2020-09-20,Calgary Zone,43,Alberta
2020-09-20,Central Zone,4,Alberta
2020-09-20,Edmonton Zone,86,Alberta
2020-09-20,North Zone,16,Alberta
2020-09-20,South Zone,3,Alberta
2020-09-21,Calgary Zone,60,Alberta
2020-09-21,Central Zone,3,Alberta
2020-09-21,Edmonton Zone,76,Alberta
2020-09-21,North Zone,14,Alberta
2020-09-21,South Zone,3,Alberta
2020-09-22,Calgary Zone,33,Alberta
2020-09-22,Edmonton Zone,80,Alberta
2020-09-22,North Zone,11,Alberta
2020-09-22,South Zone,4,Alberta
2020-09-23,Calgary Zone,63,Alberta
2020-09-23,Central Zone,2,Alberta
2020-09-23,Edmonton Zone,54,Alberta
2020-09-23,North Zone,7,Alberta
2020-09-23,South Zone,3,Alberta
2020-09-24,Calgary Zone,41,Alberta
2020-09-24,Central Zone,1,Alberta
2020-09-24,Edmonton Zone,69,Alberta
2020-09-24,North Zone,12,Alberta
2020-09-24,South Zone,1,Alberta
2020-09-25,Calgary Zone,68,Alberta
2020-09-25,Central Zone,1,Alberta
2020-09-25,Edmonton Zone,90,Alberta
2020-09-25,North Zone,13,Alberta
2020-09-25,South Zone,3,Alberta
2020-09-26,Calgary Zone,58,Alberta
2020-09-26,Central Zone,2,Alberta
2020-09-26,Edmonton Zone,85,Alberta
2020-09-26,North Zone,8,Alberta
2020-09-26,South Zone,2,Alberta
2020-09-27,Calgary Zone,43,Alberta
2020-09-27,Central Zone,2,Alberta
2020-09-27,Edmonton Zone,72,Alberta
2020-09-27,North Zone,3,Alberta
2020-09-27,South Zone,1,Alberta
2020-09-28,Calgary Zone,61,Alberta
2020-09-28,Edmonton Zone,60,Alberta
2020-09-28,North Zone,6,Alberta
2020-09-29,Calgary Zone,44,Alberta
2020-09-29,Central Zone,2,Alberta
2020-09-29,Edmonton Zone,118,Alberta
2020-09-29,North Zone,11,Alberta
2020-09-30,Calgary Zone,34,Alberta
2020-09-30,Central Zone,3,Alberta
2020-09-30,Edmonton Zone,103,Alberta
2020-09-30,North Zone,13,Alberta
2020-09-30,South Zone,1,Alberta
2020-10-01,Calgary Zone,36,Alberta
2020-10-01,Central Zone,4,Alberta
2020-10-01,Edmonton Zone,96,Alberta
2020-10-01,North Zone,8,Alberta
2020-10-01,South Zone,3,Alberta
2020-10-02,Calgary Zone,72,Alberta
2020-10-02,Central Zone,1,Alberta
2020-10-02,Edmonton Zone,126,Alberta
2020-10-02,North Zone,21,Alberta
2020-10-02,South Zone,2,Alberta
2020-10-03,Calgary Zone,54,Alberta
2020-10-03,Central Zone,5,Alberta
2020-10-03,Edmonton Zone,115,Alberta
2020-10-03,North Zone,8,Alberta
2020-10-03,South Zone,14,Alberta
2020-10-04,Calgary Zone,53,Alberta
2020-10-04,Central Zone,4,Alberta
2020-10-04,Edmonton Zone,125,Alberta
2020-10-04,North Zone,4,Alberta
2020-10-04,South Zone,27,Alberta
2020-10-05,Calgary Zone,52,Alberta
2020-10-05,Central Zone,6,Alberta
2020-10-05,Edmonton Zone,123,Alberta
2020-10-05,North Zone,9,Alberta
2020-10-05,South Zone,16,Alberta
2020-10-06,Calgary Zone,47,Alberta
2020-10-06,Central Zone,7,Alberta
2020-10-06,Edmonton Zone,164,Alberta
2020-10-06,North Zone,11,Alberta
2020-10-06,South Zone,14,Alberta
2020-10-07,Calgary Zone,55,Alberta
2020-10-07,Central Zone,8,Alberta
2020-10-07,Edmonton Zone,137,Alberta
2020-10-07,North Zone,10,Alberta
2020-10-07,South Zone,8,Alberta
2020-10-08,Calgary Zone,44,Alberta
2020-10-08,Central Zone,6,Alberta
2020-10-08,Edmonton Zone,113,Alberta
2020-10-08,North Zone,10,Alberta
2020-10-08,South Zone,13,Alberta
2020-10-09,Calgary Zone,74,Alberta
2020-10-09,Central Zone,17,Alberta
2020-10-09,Edmonton Zone,138,Alberta
2020-10-09,North Zone,13,Alberta
2020-10-09,South Zone,16,Alberta
2020-10-10,Calgary Zone,72,Alberta
2020-10-10,Central Zone,19,Alberta
2020-10-10,Edmonton Zone,122,Alberta
2020-10-10,North Zone,17,Alberta
2020-10-10,South Zone,20,Alberta
2020-10-11,Calgary Zone,74,Alberta
2020-10-11,Central Zone,16,Alberta
2020-10-11,Edmonton Zone,132,Alberta
2020-10-11,North Zone,10,Alberta
2020-10-11,South Zone,9,Alberta
2020-10-12,Calgary Zone,69,Alberta
2020-10-12,Central Zone,16,Alberta
2020-10-12,Edmonton Zone,111,Alberta
2020-10-12,North Zone,9,Alberta
2020-10-12,South Zone,16,Alberta
2020-10-13,Calgary Zone,72,Alberta
2020-10-13,Central Zone,4,Alberta
2020-10-13,Edmonton Zone,126,Alberta
2020-10-13,North Zone,8,Alberta
2020-10-13,South Zone,32,Alberta
2020-10-14,Calgary Zone,78,Alberta
2020-10-14,Central Zone,11,Alberta
2020-10-14,Edmonton Zone,120,Alberta
2020-10-14,North Zone,14,Alberta
2020-10-14,South Zone,19,Alberta
2020-10-15,Calgary Zone,94,Alberta
2020-10-15,Central Zone,18,Alberta
2020-10-15,Edmonton Zone,169,Alberta
2020-10-15,North Zone,23,Alberta
2020-10-15,South Zone,15,Alberta
2020-10-16,Calgary Zone,103,Alberta
2020-10-16,Central Zone,9,Alberta
2020-10-16,Edmonton Zone,152,Alberta
2020-10-16,North Zone,22,Alberta
2020-10-16,South Zone,21,Alberta
2020-10-17,Calgary Zone,111,Alberta
2020-10-17,Central Zone,14,Alberta
2020-10-17,Edmonton Zone,85,Alberta
2020-10-17,North Zone,7,Alberta
2020-10-17,South Zone,8,Alberta
2020-10-18,Calgary Zone,112,Alberta
2020-10-18,Central Zone,6,Alberta
2020-10-18,Edmonton Zone,202,Alberta
2020-10-18,North Zone,34,Alberta
2020-10-18,South Zone,16,Alberta
2020-10-19,Calgary Zone,126,Alberta
2020-10-19,Central Zone,6,Alberta
2020-10-19,Edmonton Zone,151,Alberta
2020-10-19,North Zone,24,Alberta
2020-10-19,South Zone,17,Alberta
2020-10-20,Calgary Zone,181,Alberta
2020-10-20,Central Zone,8,Alberta
2020-10-20,Edmonton Zone,174,Alberta
2020-10-20,North Zone,10,Alberta
2020-10-20,South Zone,19,Alberta
2020-10-21,Calgary Zone,165,Alberta
2020-10-21,Central Zone,9,Alberta
2020-10-21,Edmonton Zone,219,Alberta
2020-10-21,North Zone,30,Alberta
2020-10-21,South Zone,13,Alberta
2020-10-22,Calgary Zone,150,Alberta
2020-10-22,Central Zone,22,Alberta
2020-10-22,Edmonton Zone,187,Alberta
2020-10-22,North Zone,37,Alberta
2020-10-22,South Zone,46,Alberta
2020-10-23,Calgary Zone,159,Alberta
2020-10-23,Central Zone,11,Alberta
2020-10-23,Edmonton Zone,180,Alberta
2020-10-23,North Zone,26,Alberta
2020-10-23,South Zone,14,Alberta
2020-10-24,Calgary Zone,155,Alberta
2020-10-24,Central Zone,23,Alberta
2020-10-24,Edmonton Zone,312,Alberta
2020-10-24,North Zone,52,Alberta
2020-10-24,South Zone,36,Alberta
2020-10-25,Calgary Zone,158,Alberta
2020-10-25,Central Zone,19,Alberta
2020-10-25,Edmonton Zone,265,Alberta
2020-10-25,North Zone,33,Alberta
2020-10-25,South Zone,26,Alberta
2020-10-26,Calgary Zone,214,Alberta
2020-10-26,Central Zone,8,Alberta
2020-10-26,Edmonton Zone,157,Alberta
2020-10-26,North Zone,21,Alberta
2020-10-26,South Zone,16,Alberta
2020-10-27,Calgary Zone,206,Alberta
2020-10-27,Central Zone,11,Alberta
2020-10-27,Edmonton Zone,145,Alberta
2020-10-27,North Zone,22,Alberta
2020-10-27,South Zone,23,Alberta
2020-10-28,Calgary Zone,214,Alberta
2020-10-28,Central Zone,20,Alberta
2020-10-28,Edmonton Zone,193,Alberta
2020-10-28,North Zone,32,Alberta
2020-10-28,South Zone,20,Alberta
2020-10-29,Calgary Zone,282,Alberta
2020-10-29,Central Zone,31,Alberta
2020-10-29,Edmonton Zone,211,Alberta
2020-10-29,North Zone,44,Alberta
2020-10-29,South Zone,46,Alberta
2020-10-30,Calgary Zone,288,Alberta
2020-10-30,Central Zone,28,Alberta
2020-10-30,Edmonton Zone,200,Alberta
2020-10-30,North Zone,31,Alberta
2020-10-30,South Zone,42,Alberta
2020-10-31,Calgary Zone,246,Alberta
2020-10-31,Central Zone,22,Alberta
2020-10-31,Edmonton Zone,167,Alberta
2020-10-31,North Zone,56,Alberta
2020-10-31,South Zone,33,Alberta
2020-11-01,Calgary Zone,220,Alberta
2020-11-01,Central Zone,31,Alberta
2020-11-01,Edmonton Zone,292,Alberta
2020-11-01,North Zone,35,Alberta
2020-11-01,South Zone,27,Alberta
2020-11-02,Calgary Zone,213,Alberta
2020-11-02,Central Zone,8,Alberta
2020-11-02,Edmonton Zone,294,Alberta
2020-11-02,North Zone,31,Alberta
2020-11-02,South Zone,25,Alberta
2020-11-03,Calgary Zone,207,Alberta
2020-11-03,Central Zone,17,Alberta
2020-11-03,Edmonton Zone,263,Alberta
2020-11-03,North Zone,19,Alberta
2020-11-03,South Zone,31,Alberta
2020-11-04,Calgary Zone,319,Alberta
2020-11-04,Central Zone,27,Alberta
2020-11-04,Edmonton Zone,315,Alberta
2020-11-04,North Zone,50,Alberta
2020-11-04,South Zone,60,Alberta
2020-11-05,Calgary Zone,291,Alberta
2020-11-05,Central Zone,28,Alberta
2020-11-05,Edmonton Zone,296,Alberta
2020-11-05,North Zone,55,Alberta
2020-11-05,South Zone,66,Alberta
2020-11-06,Calgary Zone,327,Alberta
2020-11-06,Central Zone,45,Alberta
2020-11-06,Edmonton Zone,350,Alberta
2020-11-06,North Zone,50,Alberta
2020-11-06,South Zone,53,Alberta
2020-11-07,Calgary Zone,288,Alberta
2020-11-07,Central Zone,25,Alberta
2020-11-07,Edmonton Zone,226,Alberta
2020-11-07,North Zone,56,Alberta
2020-11-07,South Zone,45,Alberta
2020-11-08,Calgary Zone,238,Alberta
2020-11-08,Central Zone,30,Alberta
2020-11-08,Edmonton Zone,281,Alberta
2020-11-08,North Zone,43,Alberta
2020-11-08,South Zone,39,Alberta
2020-11-09,Calgary Zone,309,Alberta
2020-11-09,Central Zone,13,Alberta
2020-11-09,Edmonton Zone,340,Alberta
2020-11-09,North Zone,42,Alberta
2020-11-09,South Zone,20,Alberta
2020-11-10,Calgary Zone,295,Alberta
2020-11-10,Central Zone,31,Alberta
2020-11-10,Edmonton Zone,244,Alberta
2020-11-10,North Zone,42,Alberta
2020-11-10,South Zone,63,Alberta
2020-11-11,Calgary Zone,333,Alberta
2020-11-11,Central Zone,54,Alberta
2020-11-11,Edmonton Zone,380,Alberta
2020-11-11,North Zone,48,Alberta
2020-11-11,South Zone,40,Alberta
2020-11-12,Calgary Zone,337,Alberta
2020-11-12,Central Zone,42,Alberta
2020-11-12,Edmonton Zone,396,Alberta
2020-11-12,North Zone,81,Alberta
2020-11-12,South Zone,40,Alberta
2020-11-13,Calgary Zone,413,Alberta
2020-11-13,Central Zone,55,Alberta
2020-11-13,Edmonton Zone,420,Alberta
2020-11-13,North Zone,67,Alberta
2020-11-13,South Zone,62,Alberta
2020-11-14,Calgary Zone,432,Alberta
2020-11-14,Central Zone,50,Alberta
2020-11-14,Edmonton Zone,402,Alberta
2020-11-14,North Zone,71,Alberta
2020-11-14,South Zone,28,Alberta
2020-11-15,Calgary Zone,357,Alberta
2020-11-15,Central Zone,46,Alberta
2020-11-15,Edmonton Zone,334,Alberta
2020-11-15,North Zone,64,Alberta
2020-11-15,South Zone,51,Alberta
2020-11-16,Calgary Zone,346,Alberta
2020-11-16,Central Zone,20,Alberta
2020-11-16,Edmonton Zone,312,Alberta
2020-11-16,North Zone,41,Alberta
2020-11-16,South Zone,47,Alberta
2020-11-17,Calgary Zone,295,Alberta
2020-11-17,Central Zone,37,Alberta
2020-11-17,Edmonton Zone,332,Alberta
2020-11-17,North Zone,30,Alberta
2020-11-17,South Zone,35,Alberta
2020-11-18,Calgary Zone,362,Alberta
2020-11-18,Central Zone,89,Alberta
2020-11-18,Edmonton Zone,521,Alberta
2020-11-18,North Zone,61,Alberta
2020-11-18,South Zone,69,Alberta
2020-11-19,Calgary Zone,410,Alberta
2020-11-19,Central Zone,83,Alberta
2020-11-19,Edmonton Zone,503,Alberta
2020-11-19,North Zone,56,Alberta
2020-11-19,South Zone,88,Alberta
2020-11-20,Calgary Zone,435,Alberta
2020-11-20,Central Zone,73,Alberta
2020-11-20,Edmonton Zone,712,Alberta
2020-11-20,North Zone,51,Alberta
2020-11-20,South Zone,63,Alberta
2020-11-21,Calgary Zone,472,Alberta
2020-11-21,Central Zone,131,Alberta
2020-11-21,Edmonton Zone,836,Alberta
2020-11-21,North Zone,71,Alberta
2020-11-21,South Zone,52,Alberta
2020-11-22,Calgary Zone,457,Alberta
2020-11-22,Central Zone,109,Alberta
2020-11-22,Edmonton Zone,802,Alberta
2020-11-22,North Zone,94,Alberta
2020-11-22,South Zone,67,Alberta
2020-11-23,Calgary Zone,419,Alberta
2020-11-23,Central Zone,66,Alberta
2020-11-23,Edmonton Zone,525,Alberta
2020-11-23,North Zone,79,Alberta
2020-11-23,South Zone,31,Alberta
2020-11-24,Calgary Zone,450,Alberta
2020-11-24,Central Zone,87,Alberta
2020-11-24,Edmonton Zone,570,Alberta
2020-11-24,North Zone,107,Alberta
2020-11-24,South Zone,57,Alberta
2020-11-25,Calgary Zone,420,Alberta
2020-11-25,Central Zone,118,Alberta
2020-11-25,Edmonton Zone,453,Alberta
2020-11-25,North Zone,45,Alberta
2020-11-25,South Zone,48,Alberta
2020-11-26,Calgary Zone,425,Alberta
2020-11-26,Central Zone,69,Alberta
2020-11-26,Edmonton Zone,644,Alberta
2020-11-26,North Zone,48,Alberta
2020-11-26,South Zone,43,Alberta
2020-11-27,Calgary Zone,649,Alberta
2020-11-27,Central Zone,109,Alberta
2020-11-27,Edmonton Zone,812,Alberta
2020-11-27,North Zone,99,Alberta
2020-11-27,South Zone,46,Alberta
2020-11-28,Calgary Zone,650,Alberta
2020-11-28,Central Zone,132,Alberta
2020-11-28,Edmonton Zone,671,Alberta
2020-11-28,North Zone,92,Alberta
2020-11-28,South Zone,49,Alberta
2020-11-29,Calgary Zone,737,Alberta
2020-11-29,Central Zone,197,Alberta
2020-11-29,Edmonton Zone,618,Alberta
2020-11-29,North Zone,73,Alberta
2020-11-29,South Zone,86,Alberta
2020-11-30,Calgary Zone,434,Alberta
2020-11-30,Central Zone,91,Alberta
2020-11-30,Edmonton Zone,655,Alberta
2020-11-30,North Zone,96,Alberta
2020-11-30,South Zone,41,Alberta
2020-12-01,Calgary Zone,633,Alberta
2020-12-01,Central Zone,62,Alberta
2020-12-01,Edmonton Zone,814,Alberta
2020-12-01,North Zone,134,Alberta
2020-12-01,South Zone,53,Alberta
2020-12-02,Calgary Zone,599,Alberta
2020-12-02,Central Zone,115,Alberta
2020-12-02,Edmonton Zone,997,Alberta
2020-12-02,North Zone,91,Alberta
2020-12-02,South Zone,49,Alberta
2020-12-03,Calgary Zone,676,Alberta
2020-12-03,Central Zone,120,Alberta
2020-12-03,Edmonton Zone,823,Alberta
2020-12-03,North Zone,126,Alberta
2020-12-03,South Zone,49,Alberta
2020-12-04,Calgary Zone,765,Alberta
2020-12-04,Central Zone,176,Alberta
2020-12-04,Edmonton Zone,805,Alberta
2020-12-04,North Zone,93,Alberta
2020-12-04,South Zone,42,Alberta
2020-12-05,Calgary Zone,760,Alberta
2020-12-05,Central Zone,116,Alberta
2020-12-05,Edmonton Zone,764,Alberta
2020-12-05,North Zone,124,Alberta
2020-12-05,South Zone,65,Alberta
2020-12-06,Calgary Zone,590,Alberta
2020-12-06,Central Zone,142,Alberta
2020-12-06,Edmonton Zone,823,Alberta
2020-12-06,North Zone,116,Alberta
2020-12-06,South Zone,54,Alberta
2020-12-07,Calgary Zone,591,Alberta
2020-12-07,Central Zone,178,Alberta
2020-12-07,Edmonton Zone,799,Alberta
2020-12-07,North Zone,164,Alberta
2020-12-07,South Zone,62,Alberta
2020-12-08,Calgary Zone,546,Alberta
2020-12-08,Central Zone,96,Alberta
2020-12-08,Edmonton Zone,714,Alberta
2020-12-08,North Zone,105,Alberta
2020-12-08,South Zone,33,Alberta
2020-12-09,Calgary Zone,376,Alberta
2020-12-09,Central Zone,118,Alberta
2020-12-09,Edmonton Zone,944,Alberta
2020-12-09,North Zone,120,Alberta
2020-12-09,South Zone,38,Alberta
2020-12-10,Calgary Zone,496,Alberta
2020-12-10,Central Zone,156,Alberta
2020-12-10,Edmonton Zone,929,Alberta
2020-12-10,North Zone,101,Alberta
2020-12-10,South Zone,64,Alberta
2020-12-11,Calgary Zone,554,Alberta
2020-12-11,Central Zone,133,Alberta
2020-12-11,Edmonton Zone,740,Alberta
2020-12-11,North Zone,122,Alberta
2020-12-11,South Zone,48,Alberta
2020-12-12,Calgary Zone,615,Alberta
2020-12-12,Central Zone,146,Alberta
2020-12-12,Edmonton Zone,814,Alberta
2020-12-12,North Zone,114,Alberta
2020-12-12,South Zone,20,Alberta
2020-12-13,Calgary Zone,620,Alberta
2020-12-13,Central Zone,109,Alberta
2020-12-13,Edmonton Zone,1005,Alberta
2020-12-13,North Zone,96,Alberta
2020-12-13,South Zone,35,Alberta
2020-12-14,Calgary Zone,501,Alberta
2020-12-14,Central Zone,86,Alberta
2020-12-14,Edmonton Zone,581,Alberta
2020-12-14,North Zone,128,Alberta
2020-12-14,South Zone,45,Alberta
2020-12-15,Calgary Zone,462,Alberta
2020-12-15,Central Zone,105,Alberta
2020-12-15,Edmonton Zone,571,Alberta
2020-12-15,North Zone,102,Alberta
2020-12-15,South Zone,47,Alberta
2020-12-16,Calgary Zone,555,Alberta
2020-12-16,Central Zone,134,Alberta
2020-12-16,Edmonton Zone,776,Alberta
2020-12-16,North Zone,89,Alberta
2020-12-16,South Zone,39,Alberta
2020-12-17,Calgary Zone,543,Alberta
2020-12-17,Central Zone,138,Alberta
2020-12-17,Edmonton Zone,669,Alberta
2020-12-17,North Zone,79,Alberta
2020-12-17,South Zone,31,Alberta
2020-12-18,Calgary Zone,546,Alberta
2020-12-18,Central Zone,132,Alberta
2020-12-18,Edmonton Zone,591,Alberta
2020-12-18,North Zone,73,Alberta
2020-12-18,South Zone,27,Alberta
2020-12-19,Calgary Zone,457,Alberta
2020-12-19,Central Zone,129,Alberta
2020-12-19,Edmonton Zone,608,Alberta
2020-12-19,North Zone,72,Alberta
2020-12-19,South Zone,42,Alberta
2020-12-20,Calgary Zone,448,Alberta
2020-12-20,Central Zone,147,Alberta
2020-12-20,Edmonton Zone,546,Alberta
2020-12-20,North Zone,89,Alberta
2020-12-20,South Zone,21,Alberta
2020-12-21,Calgary Zone,341,Alberta
2020-12-21,Central Zone,99,Alberta
2020-12-21,Edmonton Zone,473,Alberta
2020-12-21,North Zone,118,Alberta
2020-12-21,South Zone,21,Alberta
2020-12-22,Calgary Zone,481,Alberta
2020-12-22,Central Zone,99,Alberta
2020-12-22,Edmonton Zone,652,Alberta
2020-12-22,North Zone,84,Alberta
2020-12-22,South Zone,20,Alberta
2020-12-23,Calgary Zone,335,Alberta
2020-12-23,Central Zone,110,Alberta
2020-12-23,Edmonton Zone,554,Alberta
2020-12-23,North Zone,115,Alberta
2020-12-23,South Zone,16,Alberta
2020-12-24,Calgary Zone,318,Alberta
2020-12-24,Central Zone,143,Alberta
2020-12-24,Edmonton Zone,617,Alberta
2020-12-24,North Zone,111,Alberta
2020-12-24,South Zone,50,Alberta
2020-12-25,Calgary Zone,295,Alberta
2020-12-25,Central Zone,136,Alberta
2020-12-25,Edmonton Zone,370,Alberta
2020-12-25,North Zone,86,Alberta
2020-12-25,South Zone,17,Alberta
2020-12-26,Calgary Zone,191,Alberta
2020-12-26,Central Zone,53,Alberta
2020-12-26,Edmonton Zone,190,Alberta
2020-12-26,North Zone,43,Alberta
2020-12-26,South Zone,8,Alberta
2020-12-27,Calgary Zone,372,Alberta
2020-12-27,Central Zone,135,Alberta
2020-12-27,Edmonton Zone,380,Alberta
2020-12-27,North Zone,58,Alberta
2020-12-27,South Zone,10,Alberta
2020-12-28,Calgary Zone,309,Alberta
2020-12-28,Central Zone,124,Alberta
2020-12-28,Edmonton Zone,340,Alberta
2020-12-28,North Zone,104,Alberta
2020-12-28,South Zone,19,Alberta
2020-12-29,Calgary Zone,416,Alberta
2020-12-29,Central Zone,113,Alberta
2020-12-29,Edmonton Zone,705,Alberta
2020-12-29,North Zone,100,Alberta
2020-12-29,South Zone,30,Alberta
2020-12-30,Calgary Zone,432,Alberta
2020-12-30,Central Zone,122,Alberta
2020-12-30,Edmonton Zone,530,Alberta
2020-12-30,North Zone,174,Alberta
2020-12-30,South Zone,5,Alberta
2020-12-31,Calgary Zone,477,Alberta
2020-12-31,Central Zone,149,Alberta
2020-12-31,Edmonton Zone,582,Alberta
2020-12-31,North Zone,101,Alberta
2020-12-31,South Zone,51,Alberta
2021-01-01,Calgary Zone,236,Alberta
2021-01-01,Central Zone,180,Alberta
2021-01-01,Edmonton Zone,330,Alberta
2021-01-01,North Zone,160,Alberta
2021-01-01,South Zone,15,Alberta
2021-01-02,Calgary Zone,113,Alberta
2021-01-02,Central Zone,76,Alberta
2021-01-02,Edmonton Zone,179,Alberta
2021-01-02,North Zone,65,Alberta
2021-01-02,South Zone,33,Alberta
2021-01-03,Calgary Zone,548,Alberta
2021-01-03,Central Zone,97,Alberta
2021-01-03,Edmonton Zone,347,Alberta
2021-01-03,North Zone,130,Alberta
2021-01-03,South Zone,17,Alberta
2021-01-04,Calgary Zone,300,Alberta
2021-01-04,Central Zone,73,Alberta
2021-01-04,Edmonton Zone,351,Alberta
2021-01-04,North Zone,131,Alberta
2021-01-04,South Zone,22,Alberta
2021-01-05,Calgary Zone,435,Alberta
2021-01-05,Central Zone,127,Alberta
2021-01-05,Edmonton Zone,437,Alberta
2021-01-05,North Zone,120,Alberta
2021-01-05,South Zone,29,Alberta
2021-01-06,Calgary Zone,409,Alberta
2021-01-06,Central Zone,91,Alberta
2021-01-06,Edmonton Zone,321,Alberta
2021-01-06,North Zone,125,Alberta
2021-01-06,South Zone,20,Alberta
2021-01-07,Calgary Zone,390,Alberta
2021-01-07,Central Zone,137,Alberta
2021-01-07,Edmonton Zone,429,Alberta
