date,wave,HR,province,cases
2021-06-09,2,East Kootenay,British Columbia,9
2021-06-09,2,Kootenay Boundary,British Columbia,1
2021-06-09,2,Okanagan,British Columbia,27
2021-06-09,2,Thompson Cariboo Shuswap,British Columbia,4
2021-06-09,2,Northeast,British Columbia,5
2021-06-09,2,Northern Interior,British Columbia,4
2021-06-09,2,Northwest,British Columbia,0
2021-06-09,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-09,2,Richmond,British Columbia,2
2021-06-09,2,Vancouver,British Columbia,16
2021-06-09,2,Central Vancouver Island,British Columbia,4
2021-06-09,2,North Vancouver Island,British Columbia,0
2021-06-09,2,South Vancouver Island,British Columbia,7
2021-06-10,2,Fraser East,British Columbia,10
2021-06-10,2,Fraser North,British Columbia,27
2021-06-10,2,Fraser South,British Columbia,32
2021-06-10,2,East Kootenay,British Columbia,3
2021-06-10,2,Kootenay Boundary,British Columbia,4
2021-06-10,2,Okanagan,British Columbia,23
2021-06-10,2,Thompson Cariboo Shuswap,British Columbia,1
2021-06-10,2,Northeast,British Columbia,5
2021-06-10,2,Northern Interior,British Columbia,5
2021-06-10,2,Northwest,British Columbia,0
2021-06-10,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-10,2,Richmond,British Columbia,5
2021-06-10,2,Vancouver,British Columbia,19
2021-06-10,2,Central Vancouver Island,British Columbia,1
2021-06-10,2,North Vancouver Island,British Columbia,0
2021-06-10,2,South Vancouver Island,British Columbia,7
2021-06-11,2,Fraser East,British Columbia,6
2021-06-11,2,Fraser North,British Columbia,15
2021-06-11,2,Fraser South,British Columbia,24
2021-06-11,2,East Kootenay,British Columbia,2
2021-06-11,2,Kootenay Boundary,British Columbia,1
2021-06-11,2,Okanagan,British Columbia,16
2021-06-11,2,Thompson Cariboo Shuswap,British Columbia,9
2021-06-11,2,Northeast,British Columbia,10
2021-06-11,2,Northern Interior,British Columbia,5
2021-06-11,2,Northwest,British Columbia,0
2021-06-11,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-11,2,Richmond,British Columbia,4
2021-06-11,2,Vancouver,British Columbia,10
2021-06-11,2,Central Vancouver Island,British Columbia,0
2021-06-11,2,North Vancouver Island,British Columbia,0
2021-06-11,2,South Vancouver Island,British Columbia,4
2021-06-12,2,Fraser East,British Columbia,17
2021-06-12,2,Fraser North,British Columbia,29
2021-06-12,2,Fraser South,British Columbia,20
2021-06-12,2,East Kootenay,British Columbia,2
2021-06-12,2,Kootenay Boundary,British Columbia,1
2021-06-12,2,Okanagan,British Columbia,15
2021-06-12,2,Thompson Cariboo Shuswap,British Columbia,7
2021-06-12,2,Northeast,British Columbia,1
2021-06-12,2,Northern Interior,British Columbia,2
2021-06-12,2,Northwest,British Columbia,0
2021-06-12,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-12,2,Richmond,British Columbia,4
2021-06-12,2,Vancouver,British Columbia,13
2021-06-12,2,Central Vancouver Island,British Columbia,1
2021-06-12,2,North Vancouver Island,British Columbia,1
2021-06-12,2,South Vancouver Island,British Columbia,3
2021-06-13,2,Fraser East,British Columbia,13
2021-06-13,2,Fraser North,British Columbia,6
2021-06-13,2,Fraser South,British Columbia,22
2021-06-13,2,East Kootenay,British Columbia,3
2021-06-13,2,Kootenay Boundary,British Columbia,2
2021-06-13,2,Okanagan,British Columbia,11
2021-06-13,2,Thompson Cariboo Shuswap,British Columbia,0
2021-06-13,2,Northeast,British Columbia,0
2021-06-13,2,Northern Interior,British Columbia,0
2021-06-13,2,Northwest,British Columbia,0
2021-06-13,2,North Shore/Coast Garibaldi,British Columbia,1
2021-06-13,2,Richmond,British Columbia,3
2021-06-13,2,Vancouver,British Columbia,8
2021-06-13,2,Central Vancouver Island,British Columbia,0
2021-06-13,2,North Vancouver Island,British Columbia,0
2021-06-13,2,South Vancouver Island,British Columbia,2
2021-06-14,2,Fraser East,British Columbia,10
2021-06-14,2,Fraser North,British Columbia,12
2021-06-14,2,Fraser South,British Columbia,27
2021-06-14,2,East Kootenay,British Columbia,4
2021-06-14,2,Kootenay Boundary,British Columbia,1
2021-06-14,2,Okanagan,British Columbia,15
2021-06-14,2,Thompson Cariboo Shuswap,British Columbia,3
2021-06-14,2,Northeast,British Columbia,1
2021-06-14,2,Northern Interior,British Columbia,0
2021-06-14,2,Northwest,British Columbia,0
2021-06-14,2,North Shore/Coast Garibaldi,British Columbia,6
2021-06-14,2,Richmond,British Columbia,4
2021-06-14,2,Vancouver,British Columbia,19
2021-06-14,2,Central Vancouver Island,British Columbia,1
2021-06-14,2,North Vancouver Island,British Columbia,0
2021-06-14,2,South Vancouver Island,British Columbia,3
2021-06-15,2,Fraser East,British Columbia,14
2021-06-15,2,Fraser North,British Columbia,18
2021-06-15,2,Fraser South,British Columbia,24
2021-06-15,2,East Kootenay,British Columbia,9
2021-06-15,2,Kootenay Boundary,British Columbia,1
2021-06-15,2,Okanagan,British Columbia,19
2021-06-15,2,Thompson Cariboo Shuswap,British Columbia,3
2021-06-15,2,Northeast,British Columbia,0
2021-06-15,2,Northern Interior,British Columbia,0
2021-06-15,2,Northwest,British Columbia,0
2021-06-15,2,North Shore/Coast Garibaldi,British Columbia,3
2021-06-15,2,Richmond,British Columbia,3
2021-06-15,2,Vancouver,British Columbia,10
2021-06-15,2,Central Vancouver Island,British Columbia,0
2021-06-15,2,North Vancouver Island,British Columbia,0
2021-06-15,2,South Vancouver Island,British Columbia,5
2021-06-16,2,Fraser East,British Columbia,15
2021-06-16,2,Fraser North,British Columbia,15
2021-06-16,2,Fraser South,British Columbia,22
2021-06-16,2,East Kootenay,British Columbia,13
2021-06-16,2,Kootenay Boundary,British Columbia,0
2021-06-16,2,Okanagan,British Columbia,20
2021-06-16,2,Thompson Cariboo Shuswap,British Columbia,5
2021-06-16,2,Northeast,British Columbia,2
2021-06-16,2,Northern Interior,British Columbia,2
2021-06-16,2,Northwest,British Columbia,0
2021-06-16,2,North Shore/Coast Garibaldi,British Columbia,3
2021-06-16,2,Richmond,British Columbia,3
2021-06-16,2,Vancouver,British Columbia,20
2021-06-16,2,Central Vancouver Island,British Columbia,1
2021-06-16,2,North Vancouver Island,British Columbia,1
2021-06-16,2,South Vancouver Island,British Columbia,2
2021-06-17,2,Fraser East,British Columbia,12
2021-06-17,2,Fraser North,British Columbia,14
2021-06-17,2,Fraser South,British Columbia,39
2021-06-17,2,East Kootenay,British Columbia,12
2021-06-17,2,Kootenay Boundary,British Columbia,0
2021-06-17,2,Okanagan,British Columbia,6
2021-06-17,2,Thompson Cariboo Shuswap,British Columbia,5
2021-06-17,2,Northeast,British Columbia,3
2021-06-17,2,Northern Interior,British Columbia,3
2021-06-17,2,Northwest,British Columbia,0
2021-06-17,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-17,2,Richmond,British Columbia,2
2021-06-17,2,Vancouver,British Columbia,12
2021-06-17,2,Central Vancouver Island,British Columbia,1
2021-06-17,2,North Vancouver Island,British Columbia,0
2021-06-17,2,South Vancouver Island,British Columbia,3
2021-06-18,2,Fraser East,British Columbia,13
2021-06-18,2,Fraser North,British Columbia,14
2021-06-18,2,Fraser South,British Columbia,10
2021-06-18,2,East Kootenay,British Columbia,5
2021-06-18,2,Kootenay Boundary,British Columbia,0
2021-06-18,2,Okanagan,British Columbia,15
2021-06-18,2,Thompson Cariboo Shuswap,British Columbia,2
2021-06-18,2,Northeast,British Columbia,6
2021-06-18,2,Northern Interior,British Columbia,2
2021-06-18,2,Northwest,British Columbia,1
2021-06-18,2,North Shore/Coast Garibaldi,British Columbia,3
2021-06-18,2,Richmond,British Columbia,3
2021-06-18,2,Vancouver,British Columbia,17
2021-06-18,2,Central Vancouver Island,British Columbia,0
2021-06-18,2,North Vancouver Island,British Columbia,0
2021-06-18,2,South Vancouver Island,British Columbia,1
2021-06-19,2,Fraser East,British Columbia,15
2021-06-19,2,Fraser North,British Columbia,18
2021-06-19,2,Fraser South,British Columbia,9
2021-06-19,2,East Kootenay,British Columbia,4
2021-06-19,2,Kootenay Boundary,British Columbia,0
2021-06-19,2,Okanagan,British Columbia,21
2021-06-19,2,Thompson Cariboo Shuswap,British Columbia,4
2021-06-19,2,Northeast,British Columbia,1
2021-06-19,2,Northern Interior,British Columbia,0
2021-06-19,2,Northwest,British Columbia,1
2021-06-19,2,North Shore/Coast Garibaldi,British Columbia,3
2021-06-19,2,Richmond,British Columbia,2
2021-06-19,2,Vancouver,British Columbia,9
2021-06-19,2,Central Vancouver Island,British Columbia,3
2021-06-19,2,North Vancouver Island,British Columbia,0
2021-06-19,2,South Vancouver Island,British Columbia,0
2021-06-20,2,Fraser East,British Columbia,5
2021-06-20,2,Fraser North,British Columbia,6
2021-06-20,2,Fraser South,British Columbia,5
2021-06-20,2,East Kootenay,British Columbia,3
2021-06-20,2,Kootenay Boundary,British Columbia,0
2021-06-20,2,Okanagan,British Columbia,10
2021-06-20,2,Thompson Cariboo Shuswap,British Columbia,1
2021-06-20,2,Northeast,British Columbia,1
2021-06-20,2,Northern Interior,British Columbia,0
2021-06-20,2,Northwest,British Columbia,0
2021-06-20,2,North Shore/Coast Garibaldi,British Columbia,1
2021-06-20,2,Richmond,British Columbia,2
2021-06-20,2,Vancouver,British Columbia,9
2021-06-20,2,Central Vancouver Island,British Columbia,2
2021-06-20,2,North Vancouver Island,British Columbia,0
2021-06-20,2,South Vancouver Island,British Columbia,0
2021-06-21,2,Fraser East,British Columbia,7
2021-06-21,2,Fraser North,British Columbia,6
2021-06-21,2,Fraser South,British Columbia,2
2021-06-21,2,East Kootenay,British Columbia,12
2021-06-21,2,Kootenay Boundary,British Columbia,0
2021-06-21,2,Okanagan,British Columbia,10
2021-06-21,2,Thompson Cariboo Shuswap,British Columbia,1
2021-06-21,2,Northeast,British Columbia,3
2021-06-21,2,Northern Interior,British Columbia,1
2021-06-21,2,Northwest,British Columbia,0
2021-06-21,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-21,2,Richmond,British Columbia,1
2021-06-21,2,Vancouver,British Columbia,8
2021-06-21,2,Central Vancouver Island,British Columbia,2
2021-06-21,2,North Vancouver Island,British Columbia,0
2021-06-21,2,South Vancouver Island,British Columbia,2
2021-06-22,2,Fraser East,British Columbia,17
2021-06-22,2,Fraser North,British Columbia,8
2021-06-22,2,Fraser South,British Columbia,25
2021-06-22,2,East Kootenay,British Columbia,4
2021-06-22,2,Kootenay Boundary,British Columbia,0
2021-06-22,2,Okanagan,British Columbia,11
2021-06-22,2,Thompson Cariboo Shuswap,British Columbia,1
2021-06-22,2,Northeast,British Columbia,0
2021-06-22,2,Northern Interior,British Columbia,0
2021-06-22,2,Northwest,British Columbia,0
2021-06-22,2,North Shore/Coast Garibaldi,British Columbia,0
2021-06-22,2,Richmond,British Columbia,4
2021-06-22,2,Vancouver,British Columbia,9
2021-06-22,2,Central Vancouver Island,British Columbia,4
2021-06-22,2,North Vancouver Island,British Columbia,0
2021-06-22,2,South Vancouver Island,British Columbia,0
2021-06-23,2,Fraser East,British Columbia,14
2021-06-23,2,Fraser North,British Columbia,12
2021-06-23,2,Fraser South,British Columbia,17
2021-06-23,2,East Kootenay,British Columbia,4
2021-06-23,2,Kootenay Boundary,British Columbia,0
2021-06-23,2,Okanagan,British Columbia,4
2021-06-23,2,Thompson Cariboo Shuswap,British Columbia,3
2021-06-23,2,Northeast,British Columbia,2
2021-06-23,2,Northern Interior,British Columbia,0
2021-06-23,2,Northwest,British Columbia,0
2021-06-23,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-23,2,Richmond,British Columbia,3
2021-06-23,2,Vancouver,British Columbia,9
2021-06-23,2,Central Vancouver Island,British Columbia,3
2021-06-23,2,North Vancouver Island,British Columbia,0
2021-06-23,2,South Vancouver Island,British Columbia,1
2021-06-24,2,Fraser East,British Columbia,15
2021-06-24,2,Fraser North,British Columbia,6
2021-06-24,2,Fraser South,British Columbia,13
2021-06-24,2,East Kootenay,British Columbia,2
2021-06-24,2,Kootenay Boundary,British Columbia,0
2021-06-24,2,Okanagan,British Columbia,8
2021-06-24,2,Thompson Cariboo Shuswap,British Columbia,0
2021-06-24,2,Northeast,British Columbia,1
2021-06-24,2,Northern Interior,British Columbia,0
2021-06-24,2,Northwest,British Columbia,0
2021-06-24,2,North Shore/Coast Garibaldi,British Columbia,3
2021-06-24,2,Richmond,British Columbia,1
2021-06-24,2,Vancouver,British Columbia,20
2021-06-24,2,Central Vancouver Island,British Columbia,0
2021-06-24,2,North Vancouver Island,British Columbia,0
2021-06-24,2,South Vancouver Island,British Columbia,4
2021-06-25,2,Fraser East,British Columbia,6
2021-06-25,2,Fraser North,British Columbia,6
2021-06-25,2,Fraser South,British Columbia,17
2021-06-25,2,East Kootenay,British Columbia,1
2021-06-25,2,Kootenay Boundary,British Columbia,0
2021-06-25,2,Okanagan,British Columbia,9
2021-06-25,2,Thompson Cariboo Shuswap,British Columbia,3
2021-06-25,2,Northeast,British Columbia,0
2021-06-25,2,Northern Interior,British Columbia,0
2021-06-25,2,Northwest,British Columbia,0
2021-06-25,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-25,2,Richmond,British Columbia,3
2021-06-25,2,Vancouver,British Columbia,4
2021-06-25,2,Central Vancouver Island,British Columbia,2
2021-06-25,2,North Vancouver Island,British Columbia,0
2021-06-25,2,South Vancouver Island,British Columbia,0
2021-06-26,2,Fraser East,British Columbia,6
2021-06-26,2,Fraser North,British Columbia,11
2021-06-26,2,Fraser South,British Columbia,8
2021-06-26,2,East Kootenay,British Columbia,3
2021-06-26,2,Kootenay Boundary,British Columbia,1
2021-06-26,2,Okanagan,British Columbia,7
2021-06-26,2,Thompson Cariboo Shuswap,British Columbia,3
2021-06-26,2,Northeast,British Columbia,0
2021-06-26,2,Northern Interior,British Columbia,0
2021-06-26,2,Northwest,British Columbia,0
2021-06-26,2,North Shore/Coast Garibaldi,British Columbia,1
2021-06-26,2,Richmond,British Columbia,2
2021-06-26,2,Vancouver,British Columbia,10
2021-06-26,2,Central Vancouver Island,British Columbia,0
2021-06-26,2,North Vancouver Island,British Columbia,0
2021-06-26,2,South Vancouver Island,British Columbia,0
2021-06-27,2,Fraser East,British Columbia,0
2021-06-27,2,Fraser North,British Columbia,7
2021-06-27,2,Fraser South,British Columbia,12
2021-06-27,2,East Kootenay,British Columbia,1
2021-06-27,2,Kootenay Boundary,British Columbia,0
2021-06-27,2,Okanagan,British Columbia,11
2021-06-27,2,Thompson Cariboo Shuswap,British Columbia,0
2021-06-27,2,Northeast,British Columbia,0
2021-06-27,2,Northern Interior,British Columbia,0
2021-06-27,2,Northwest,British Columbia,0
2021-06-27,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-27,2,Richmond,British Columbia,0
2021-06-27,2,Vancouver,British Columbia,5
2021-06-27,2,Central Vancouver Island,British Columbia,1
2021-06-27,2,North Vancouver Island,British Columbia,0
2021-06-27,2,South Vancouver Island,British Columbia,0
2021-06-28,2,Fraser East,British Columbia,3
2021-06-28,2,Fraser North,British Columbia,5
2021-06-28,2,Fraser South,British Columbia,1
2021-06-28,2,East Kootenay,British Columbia,2
2021-06-28,2,Kootenay Boundary,British Columbia,2
2021-06-28,2,Okanagan,British Columbia,7
2021-06-28,2,Thompson Cariboo Shuswap,British Columbia,2
2021-06-28,2,Northeast,British Columbia,1
2021-06-28,2,Northern Interior,British Columbia,0
2021-06-28,2,Northwest,British Columbia,0
2021-06-28,2,North Shore/Coast Garibaldi,British Columbia,0
2021-06-28,2,Richmond,British Columbia,1
2021-06-28,2,Vancouver,British Columbia,5
2021-06-28,2,Central Vancouver Island,British Columbia,3
2021-06-28,2,North Vancouver Island,British Columbia,0
2021-06-28,2,South Vancouver Island,British Columbia,0
2021-06-29,2,Fraser East,British Columbia,6
2021-06-29,2,Fraser North,British Columbia,7
2021-06-29,2,Fraser South,British Columbia,9
2021-06-29,2,East Kootenay,British Columbia,2
2021-06-29,2,Kootenay Boundary,British Columbia,0
2021-06-29,2,Okanagan,British Columbia,9
2021-06-29,2,Thompson Cariboo Shuswap,British Columbia,1
2021-06-29,2,Northeast,British Columbia,1
2021-06-29,2,Northern Interior,British Columbia,0
2021-06-29,2,Northwest,British Columbia,0
2021-06-29,2,North Shore/Coast Garibaldi,British Columbia,3
2021-06-29,2,Richmond,British Columbia,0
2021-06-29,2,Vancouver,British Columbia,7
2021-06-29,2,Central Vancouver Island,British Columbia,0
2021-06-29,2,North Vancouver Island,British Columbia,0
2021-06-29,2,South Vancouver Island,British Columbia,1
2021-06-30,2,Fraser East,British Columbia,7
2021-06-30,2,Fraser North,British Columbia,5
2021-06-30,2,Fraser South,British Columbia,6
2021-06-30,2,East Kootenay,British Columbia,1
2021-06-30,2,Kootenay Boundary,British Columbia,7
2021-06-30,2,Okanagan,British Columbia,9
2021-06-30,2,Thompson Cariboo Shuswap,British Columbia,7
2021-06-30,2,Northeast,British Columbia,1
2021-06-30,2,Northern Interior,British Columbia,1
2021-06-30,2,Northwest,British Columbia,0
2021-06-30,2,North Shore/Coast Garibaldi,British Columbia,2
2021-06-30,2,Richmond,British Columbia,0
2021-06-30,2,Vancouver,British Columbia,2
2021-06-30,2,Central Vancouver Island,British Columbia,0
2021-06-30,2,North Vancouver Island,British Columbia,0
2021-06-30,2,South Vancouver Island,British Columbia,0
2021-07-01,2,Fraser East,British Columbia,1
2021-07-01,2,Fraser North,British Columbia,9
2021-07-01,2,Fraser South,British Columbia,6
2021-07-01,2,East Kootenay,British Columbia,1
2021-07-01,2,Kootenay Boundary,British Columbia,0
2021-07-01,2,Okanagan,British Columbia,4
2021-07-01,2,Thompson Cariboo Shuswap,British Columbia,1
2021-07-01,2,Northeast,British Columbia,0
2021-07-01,2,Northern Interior,British Columbia,0
2021-07-01,2,Northwest,British Columbia,0
2021-07-01,2,North Shore/Coast Garibaldi,British Columbia,2
2021-07-01,2,Richmond,British Columbia,1
2021-07-01,2,Vancouver,British Columbia,10
2021-07-01,2,Central Vancouver Island,British Columbia,0
2021-07-01,2,North Vancouver Island,British Columbia,0
2021-07-01,2,South Vancouver Island,British Columbia,0
2021-07-02,2,Fraser East,British Columbia,4
