province,HRUID2018,HR,pruid,wave,incidence,VIs,PROV_vaxx_AL1D,EIs,LIs,PHU_population,is_cma,is_ca,is_miz_strong,is_miz_moderate,is_miz_weak,is_miz_none,LTCHs,PROV_population,PHU_pop_density,group_0_to_4,group_5_to_19,group_20_to_49,group_50_to_64,group_65_plus,interaction_children_school_closures,interaction_popdensity_cma,interaction_popdensity_ca,interaction_popdensity_strong,interaction_popdensity_moderate,interaction_popdensity_weak,interaction_popdensity_none,interaction_lockdown_0_to_4,interaction_lockdown_5_to_19,interaction_lockdown_20_to_49,interaction_lockdown_50_to_64,interaction_lockdown_65_plus,previous_wave_incidence,interaction_vaccination_0_to_4,interaction_vaccination_5_to_19,interaction_vaccination_20_to_49,interaction_vaccination_50_to_64,interaction_vaccination_65_plus,log_previous_wave_incidence
Newfoundland and Labrador,1014,Labrador-Grenfell,10,3,6,2,794854,2,2,36505,0,0,0,3,16,0,0,524630,0.123821914286216,2070,6550,14530,8180,5175,13100,0,0,0,0.371465742858647,1.98115062857945,0,4140,13100,29060,16360,10350,2,3136.20604997808,9923.74378133161,22014.0453653051,12393.316661266,7840.5151249452,0.693147180559945
Prince Edward Island,1100,Prince Edward Island,11,3,91,2,243542,0,2,142810,0,26,37,42,1,0,56,142810,23.710763594554,6955,24305,50530,33245,27775,0,0,616.479853458405,877.2982529985,995.85207097127,23.710763594554,0,13910,48610,101060,66490,55550,81,11860.7563195855,41448.6962397591,86171.6774735663,56694.5857432953,47366.2842237939,4.39444915467244
Nova Scotia,1201,Zone 1 - Western,12,3,193,2,1449894,1,2,194245,0,3,3,8,15,0,38,968460,9.72345222562363,7895,28435,60285,50525,47105,28435,0,29.1703566768709,29.1703566768709,77.787617804989,145.851783384354,0,15790,56870,120570,101050,94210,45,11819.7066786444,42570.4065113686,90253.4537203395,75641.6314044979,70521.5051421845,3.80666248977032
Nova Scotia,1202,Zone 2 - Northern,12,3,173,2,1449894,1,2,170405,0,12,6,6,2,0,29,968460,12.9790044061906,7895,28085,56755,42220,35450,28085,0,155.748052874287,77.8740264371434,77.8740264371434,25.9580088123811,0,15790,56170,113510,84440,70900,71,11819.7066786444,42046.4169815997,84968.6450343845,63208.1084195527,53072.6538008798,4.26267987704132
Nova Scotia,1203,Zone 3 - Eastern,12,3,540,2,1449894,1,2,159005,0,3,0,9,10,0,31,968460,9.42531097039231,6695,24410,49575,40765,37560,24410,0,28.2759329111769,0,84.8277987335308,94.2531097039231,0,13390,48820,99150,81530,75120,29,10023.1711480082,36544.5269190261,74219.3741094108,61029.8090886562,56231.5621089152,3.36729582998647
Nova Scotia,1204,Zone 4 - Central,12,3,3351,2,1449894,1,2,444805,6,0,2,1,0,0,34,968460,47.0602749508889,21920,70255,182395,99605,70630,70255,282.361649705333,0,94.1205499017778,47.0602749508889,0,0,43840,140510,364790,199210,141260,404,32816.7156929558,105179.669754042,273065.915092002,149119.934607521,105741.087107366,6.00141487796115
New Brunswick,1301,Zone 1 (Moncton area),13,3,156,2,1104816,2,2,209205,15,0,12,16,3,0,78,779140,20.0447968365566,9850,32105,78710,48300,40240,64210,300.671952548349,0,240.53756203868,320.716749384906,60.1343905096699,0,19700,64210,157420,96600,80480,305,13967.2428575096,45524.7037502888,111610.323382191,68489.1197987525,57060.0865569731,5.72031177660741
New Brunswick,1302,Zone 2 (Saint John area),13,3,76,2,1104816,2,2,170410,18,0,2,20,8,0,16,779140,15.2247764274202,8335,28700,60410,40630,32335,57400,274.045975693564,0,30.4495528548405,304.495528548405,121.798211419362,0,16670,57400,120820,81260,64670,195,11818.9816464307,40696.4335036065,85661.0295453962,57613.1042944785,45850.8424159971,5.27299955856375
New Brunswick,1303,Zone 3 (Fredericton area),13,3,210,2,1104816,2,2,174245,0,17,12,24,19,0,16,779140,7.13017666471549,9015,29355,65770,38850,31255,58710,0,121.213003300163,85.5621199765859,171.124239953172,135.473356629594,0,18030,58710,131540,77700,62510,186,12783.2177015684,41625.219703776,93261.4784505994,55089.0746207357,44319.4086813666,5.2257466737132
New Brunswick,1304,Zone 4 (Edmundston area),13,3,339,2,1104816,2,2,47805,0,11,7,5,7,0,5,779140,6.01793532441259,1935,6955,15465,13115,10335,13910,0,66.1972885685385,42.1255472708881,30.089676622063,42.1255472708881,0,3870,13910,30930,26230,20670,408,2743.81877454629,9862.14965218061,21929.2802833894,18596.9939163693,14654.9700438946,6.01126717440416
New Brunswick,1305,Zone 5 (Campbellton area),13,3,3,2,1104816,2,2,25355,0,5,6,4,0,0,2,779140,4.54144630087003,835,3275,7470,7290,6485,6550,0,22.7072315043502,27.2486778052202,18.1657852034801,0,0,1670,6550,14940,14580,12970,129,1184.02515594117,4643.93100084709,10592.4166645276,10337.1777087558,9195.6923787766,4.85981240436167
New Brunswick,1306,Zone 6 (Bathurst area),13,3,106,2,1104816,2,2,94530,0,8,2,12,7,0,9,779140,19.4856385666275,3255,12220,30600,26305,22150,24440,0,155.88510853302,38.971277133255,233.82766279953,136.399469966393,0,6510,24440,61200,52610,44300,26,4615.57111687245,17327.8891085042,43390.6224811972,37300.3373976436,31408.5715019124,3.25809653802148
New Brunswick,1307,Zone 7 (Miramichi area),13,3,30,2,1104816,2,2,57590,0,11,5,4,0,0,6,779140,5.42400040925866,2295,8460,19000,15065,12770,16920,0,59.6640045018452,27.1200020462933,21.6960016370346,0,0,4590,16920,38000,30130,25540,7,3254.29668608979,11996.2309212722,26941.8897759068,21362.0826038966,18107.7859178068,1.94591014905531
Quebec,2401,Bas-Saint-Laurent,24,3,2475,2,12295194,2,2,197360,0,15,23,62,6,0,17,8164140,8.64552244251855,9195,28765,61240,51440,46720,57530,0,129.682836637778,198.847016177927,536.02239143615,51.8731346551113,0,18390,57530,122480,102880,93440,1468,13847.6690539359,43320.0870403986,92227.4336990792,77468.6347073911,70360.3151930271,7.29165620917446
Quebec,2402,Saguenay-Lac-Saint-Jean,24,3,2218,2,12295194,2,2,276200,9,5,15,15,5,0,22,8164140,2.61357395167357,14040,42195,91845,70630,57490,84390,23.5221655650622,13.0678697583679,39.2036092751036,39.2036092751036,13.0678697583679,0,28080,84390,183690,141260,114980,8467,21144.2385554388,63545.6656585997,138318.560550162,106368.772732952,86579.9340849128,9.04393153364228
Quebec,2403,Capitale-Nationale,24,3,10541,2,12295194,2,2,729935,24,0,11,15,8,0,57,8164140,37.0313977538318,38270,104920,276665,163390,146690,209840,888.753546091962,0,407.345375292149,555.470966307476,296.251182030654,0,76540,209840,553330,326780,293380,20351,57634.6160624389,158009.509204889,416657.461534222,246065.32318897,220915.124907216,9.92088532971255
Quebec,2404,Mauricie et du Centre-du-Quebec,24,3,2473,2,12295194,2,2,508385,7,15,42,57,2,0,40,8164140,10.7420988303274,25390,77180,169155,124090,112570,154360,75.1946918122918,161.131482454911,451.168150873751,612.299633328662,21.4841976606548,0,50780,154360,338310,248180,225140,10646,38237.3373876489,116233.072059029,254747.412595815,186879.527232507,169530.408417788,9.2729395137327
Quebec,2405,Estrie,24,3,3469,2,12295194,2,2,472600,11,6,41,52,8,0,30,8164140,35.2210506500113,24605,76635,162845,110565,97950,153270,387.431557150124,211.326303900068,1444.06307665046,1831.49463380059,281.76840520009,0,49210,153270,325690,221130,195900,10415,37055.1274684168,115412.302115103,245244.553245045,166510.87862408,147512.689922025,9.25100235369507
Quebec,2406,Montreal,24,3,29313,2,12295194,2,2,1942065,16,0,0,0,0,0,163,8164140,3771.2027847891,109740,292560,847395,368695,323675,585120,60339.2445566257,0,0,0,0,0,219480,585120,1694790,737390,647350,76428,165268.428708964,440595.329898801,1276176.7828124,555254.632065349,487454.516697411,11.2441044001594
Quebec,2407,Outaouais,24,3,6365,2,12295194,2,2,382575,15,0,15,28,7,0,18,8164140,10.9995892131012,22660,66470,147425,87735,58285,132940,164.993838196518,0,164.993838196518,307.988497966833,76.9971244917082,0,45320,132940,294850,175470,116570,5546,34125.9576685358,100103.81316097,222022.034831593,132128.900973036,87777.2040031161,8.62083222617572
Quebec,2408,Abitibi-Temiscamingue,24,3,326,2,12295194,2,2,146670,0,3,8,40,16,0,15,8164140,2.24966840050452,8325,24880,51615,35940,25910,49760,0,6.74900520151357,17.9973472040362,89.9867360201809,35.9946944080724,0,16650,49760,103230,71880,51820,643,12537.4491434493,37469.2774401223,77732.1846893855,54125.6363021702,39020.4573341467,6.46614472423762
Quebec,2409,Cote-Nord,24,3,224,2,12295194,2,2,92410,0,8,6,10,11,0,10,8164140,0.348842007151677,4915,15560,32595,23140,16200,31120,0,2.79073605721342,2.09305204291007,3.48842007151677,3.83726207866845,0,9830,31120,65190,46280,32400,227,7401.98949430069,23433.3583990475,49088.0666463338,34848.8376191491,24397.1983331986,5.4249500174814
Quebec,2410,Nord-du-Quebec,24,3,22,2,12295194,2,2,14255,0,0,0,3,2,0,2,8164140,0.0427962484569776,810,2450,5445,3515,2035,4900,0,0,0,0.128388745370933,0.0855924969139551,0,1620,4900,10890,7030,4070,80,1219.85991665993,3689.69974792201,8200.16943976953,5293.58963834525,3064.70979062094,4.38202663467388
Quebec,2411,Gaspesie-Iles-de-la-Madeleine,24,3,361,2,12295194,2,2,90320,0,2,4,11,18,0,13,8164140,4.38050469027901,3540,11780,26665,25665,22670,23560,0,8.76100938055802,17.522018761116,48.1855515930691,78.8490844250222,0,7080,23560,53330,51330,45340,1499,5331.23963577303,17740.6787879679,40157.4872564655,38651.4873593545,34141.0176675069,7.3125534981026
Quebec,2412,Chaudiere-Appalaches,24,3,7616,2,12295194,2,2,420260,5,6,42,71,9,0,33,8164140,26.9692880698788,23335,68410,145165,98860,84490,136820,134.846440349394,161.815728419273,1132.71009893491,1914.81945296139,242.723592628909,0,46670,136820,290330,197720,168980,11133,35142.5075990858,103025.452961365,218618.475064122,148883.149828396,127241.93130691,9.31766894972871
Quebec,2413,Laval,24,3,7526,2,12295194,2,2,423000,1,0,0,0,0,0,28,8164140,1663.19919614566,22420,76585,161415,89990,72590,153170,1663.19919614566,0,0,0,0,0,44840,153170,322830,179980,145180,18311,33764.5176932292,115337.002120248,243090.973392176,135524.930741021,109320.532531289,9.81525725114171
Quebec,2414,Lanaudiere,24,3,4014,2,12295194,2,2,494755,10,4,31,13,1,0,23,8164140,36.185118150689,27825,86245,180055,116150,84480,172490,361.85118150689,144.740472602756,1121.73866267136,470.406535958957,36.185118150689,0,55650,172490,360110,232300,168960,15634,41904.4471371143,129884.96112634,271162.811474326,174921.888049446,127226.871307939,9.65720330878028
Quebec,2415,Laurentides,24,3,4868,2,12295194,2,2,589540,19,2,16,31,6,0,43,8164140,25.7354976939307,31205,100665,213295,141600,102775,201330,488.974456184683,51.4709953878614,411.767963102891,797.800428511851,154.412986163584,0,62410,201330,426590,283200,205550,12363,46994.7267893495,151601.479642681,321222.248054296,213249.585430921,154779.139425586,9.42246342000693
Quebec,2416,Monteregie,24,3,10038,2,12295194,2,2,1353460,47,8,73,17,1,0,81,8164140,151.346902350401,75365,233700,501890,303635,238870,467400,7113.30441046883,1210.77521880321,11048.3238715792,2572.89733995681,151.346902350401,0,150730,467400,1003780,607270,477740,32781,113499.682245772,351952.175954846,755846.288361052,457274.278759306,359738.19542291,10.3976043582389
Quebec,2417,Nunavik,24,3,5,2,12295194,2,2,13195,0,0,0,0,5,0,5,8164140,0.0274228742012836,1625,4110,5500,1465,495,8220,0,0,0,0,0.137114371006418,0,3250,8220,11000,2930,990,25,2447.24983280542,6189.65957712631,8282.99943411064,2206.28984926765,745.469949069957,3.2188758248682
Quebec,2418,Terres-Cries-de-la-Baie-James,24,3,0,2,12295194,2,2,17155,0,0,0,0,7,0,3,8164140,2.98251433857751,1660,5230,7280,2060,925,10460,0,0,0,0,20.8776003700426,0,3320,10460,14560,4120,1850,107,2499.9598292043,7876.37946189066,10963.6792509683,3102.35978804871,1393.0499048277,4.67282883446191
Ontario,3526,Algoma,35,3,208,2,20538206,1,2,118840,0,7,9,9,2,0,16,13819525,2.25856039530403,5505,16990,37995,30300,28050,16990,0,15.8099227671282,20.3270435577363,20.3270435577363,4.51712079060806,0,11010,33980,75990,60600,56100,168,8181.38279210031,25250.0805881534,56467.1460828068,45031.0442507973,41687.1548262332,5.12396397940326
Ontario,3527,Brant,35,3,2191,2,20538206,1,2,134345,3,0,0,2,0,0,22,13819525,111.514457019181,7510,24305,49370,29505,23655,24305,334.543371057543,0,0,223.028914038362,0,0,15020,48610,98740,59010,47310,1531,11161.1598126564,36121.4366506808,73372.3648403256,43849.536654118,35155.4241502512,7.33367639565768
Ontario,3530,Durham,35,3,13628,2,20538206,1,2,645855,6,0,2,0,0,0,47,13819525,235.856963914405,35685,123460,252340,141575,92795,123460,1415.14178348643,0,471.71392782881,0,0,0,71370,246920,504680,283150,185590,9883,53034.0862735876,183482.928158529,375020.914397564,210404.953458965,137909.430734414,9.19857138837618
Ontario,3533,Grey Bruce,35,3,1258,2,20538206,1,2,205435,0,2,4,12,5,0,41,13819525,21.3518221378866,10695,32045,62975,50805,48915,32045,0,42.7036442757731,85.4072885515462,256.221865654639,106.759110689433,0,21390,64090,125950,101610,97830,574,15894.6210647616,47624.4162711815,93591.7495608568,75505.0232066587,72696.1560900248,6.35262939631957
Ontario,3534,Haldimand-Norfolk,35,3,1330,2,20538206,1,2,109660,0,1,1,0,0,0,19,13819525,35.9374467447185,5630,18360,35790,27210,22670,18360,0,35.9374467447185,35.9374467447185,0,0,0,11260,36720,71580,54420,45340,916,8367.15442679832,27286.1377044435,53190.1344467339,40438.7694410626,33691.5436688309,6.82001636467413
Ontario,3535,Haliburton Kawartha Pine Ridge,35,3,1197,2,20538206,1,2,254550,0,4,4,6,0,0,38,13819525,24.8081036068835,10035,35920,74665,67580,66350,35920,0,99.2324144275339,99.2324144275339,148.848621641301,0,0,20070,71840,149330,135160,132700,801,14913.7468335561,53383.3369468198,110965.112837815,100435.576583131,98607.5836977031,6.68586094706836
Ontario,3536,Halton,35,3,8507,2,20538206,1,2,609590,5,0,0,0,0,0,53,13819525,598.204396666977,33645,126045,237750,122170,89980,126045,2991.02198333489,0,0,0,0,0,67290,252090,475500,244340,179960,8176,50002.2931953161,187324.685564084,353337.649195613,181565.764888446,133725.853521015,9.00895831244349
Ontario,3537,Hamilton,35,3,11198,2,20538206,1,2,536920,1,0,0,0,0,0,60,13819525,444.031410220279,28275,90970,208660,116110,92905,90970,444.031410220279,0,0,0,0,0,56550,181940,417320,232220,185810,9363,42021.5437686896,135197.164867823,310104.874368692,172559.556038286,138072.909772948,9.14452103093889
Ontario,3538,Hastings Prince Edward,35,3,754,2,20538206,1,2,161205,4,0,10,4,0,0,34,13819525,20.9297235028714,7655,24990,52300,39815,36445,24990,83.7188940114856,0,209.297235028714,83.7188940114856,0,0,15310,49980,104600,79630,72890,345,11376.6549089061,37139.4652088259,77726.8519576469,59171.9810840098,54163.5778125515,5.84354441703136
Ontario,3539,Huron Perth,35,3,634,2,20538206,1,2,136115,0,1,3,9,2,0,29,13819525,22.9837830287173,7835,24340,45260,30910,27770,24340,0,22.9837830287173,68.9513490861518,206.854047258455,45.9675660574346,0,15670,48680,90520,61820,55540,1262,11644.1660628712,36173.4527083963,67264.193491455,45937.6098281236,41271.0263645096,7.14045304310116
Ontario,3540,Chatham-Kent,35,3,553,2,20538206,1,2,102050,0,2,0,0,0,0,19,13819525,38.611151342669,5275,17585,33405,24335,21450,17585,0,77.2223026853379,0,0,0,0,10550,35170,66810,48670,42900,1115,7839.56298425597,26134.3535693159,49645.6116566959,36166.0218430084,31878.4125141783,7.01660968389422
Ontario,3541,Kingston Frontenac Lennox and Addington,35,3,869,2,20538206,1,2,193330,4,0,3,2,0,0,26,13819525,25.8309578111536,9020,30045,71120,44195,38950,30045,103.323831244615,0,77.4928734334609,51.6619156223073,0,0,18040,60090,142240,88390,77900,593,13405.2811598083,44652.0701160134,105696.629277779,65681.419163828,57886.4413718995,6.38519439899773
Ontario,3542,Lambton,35,3,1592,2,20538206,1,2,126690,0,5,5,3,0,0,17,13819525,39.4548062440183,6125,20445,42425,30375,27320,20445,0,197.274031220092,197.274031220092,118.364418732055,0,0,12250,40890,84850,60750,54640,1736,9102.81010020243,30384.8085712063,63050.8928165042,45142.5072316161,40602.2484795968,7.4593388952203
Ontario,3543,Leeds Grenville and Lanark,35,3,909,2,20538206,1,2,169205,1,6,10,5,0,0,35,13819525,23.9810918830058,7405,26395,53455,43480,38470,26395,23.9810918830058,143.886551298035,239.810918830058,119.905459415029,0,0,14810,52790,106910,86960,76940,492,11005.11163951,39227.5383828315,79443.3818622565,64618.8054133554,57173.0782946592,6.19847871649231
Ontario,3544,Middlesex-London,35,3,6558,2,20538206,1,2,455330,5,0,5,1,0,0,51,13819525,129.244033576924,24160,77910,180785,95770,76705,77910,646.220167884618,0,646.220167884618,129.244033576924,0,0,48320,155820,361570,191540,153410,5463,35905.9415544311,115787.744474575,268677.799831036,142330.795640226,113996.905916086,8.60575336839572
Ontario,3546,Niagara,35,3,7800,2,20538206,1,2,447940,11,0,1,0,0,0,64,13819525,225.278278883608,20785,71710,156555,103035,95855,71710,2478.06106771969,0,225.278278883608,0,0,0,41570,143420,313110,206070,191710,7671,30890.1074175849,106573.471393554,232667.826161174,153127.843048875,142457.120351821,8.9452022639593
Ontario,3547,North Bay Parry Sound,35,3,375,2,20538206,1,2,123745,0,8,3,22,4,0,16,13819525,6.32308852918847,5485,18525,40475,31515,27745,18525,0,50.5847082335078,18.9692655875654,139.107947642146,25.2923541167539,0,10970,37050,80950,63030,55490,224,8151.65933054863,27531.3562622449,60152.8553152153,46836.744540062,41233.87203757,5.41164605185504
Ontario,3549,Northwestern,35,3,663,2,20538206,1,2,87990,0,1,4,3,25,0,10,13819525,0.156770117116966,5275,16495,30155,21020,15045,16495,0,0.156770117116966,0.627080468467866,0.470310351350899,3.91925292792416,0,10550,32990,60310,42040,30090,388,7839.56298425597,24514.4249147492,44815.5491545476,31239.3580908172,22359.4739522523,5.96100533962327
Ontario,3551,Ottawa,35,3,13286,2,20538206,1,2,934225,1,0,0,0,0,0,111,13819525,312.917225006138,48870,164000,382255,194965,144135,164000,312.917225006138,0,0,0,0,0,97740,328000,764510,389930,288270,11973,72629.2783015335,243732.384723788,568097.089771899,289751.734071178,214209.55653758,9.39040939371684
Ontario,3553,Peel,35,3,49765,2,20538206,1,2,1442900,4,0,0,0,0,0,70,13819525,897.369797404117,79365,287345,599615,291565,185010,287345,3589.47918961647,0,0,0,0,0,158730,574690,1199230,583130,370020,53497,117950.12630246,427044.402978395,891131.669915573,433316.0533658,274956.881083829,10.8873808565455
Ontario,3555,Peterborough,35,3,1012,2,20538206,1,2,213660,7,1,3,1,0,0,35,13819525,27.2209440577488,9750,31365,69460,52465,50620,31365,190.546608404241,27.2209440577488,81.6628321732462,27.2209440577488,0,0,19500,62730,138920,104930,101240,517,14490.1875064447,46613.8185784244,103229.58196899,77972.0705154483,75230.0811873056,6.24804287450843
Ontario,3556,Porcupine,35,3,1792,2,20538206,1,2,103080,0,1,1,8,7,0,16,13819525,0.16383822063566,5740,17720,35650,25725,18245,17720,0,0.16383822063566,0.16383822063566,1.31070576508528,1.14686754444962,0,11480,35440,71300,51450,36490,259,8530.63346533256,26334.9869347897,52982.0702158721,38231.8024208502,27115.2278005214,5.55682806169954
Ontario,3557,Renfrew,35,3,429,2,20538206,1,2,103585,0,5,5,10,0,0,19,13819525,6.11766023054743,5680,16295,35795,24125,21690,16295,0,30.5883011527372,30.5883011527372,61.1766023054743,0,0,11360,32590,71590,48250,43380,290,8441.46308067752,24217.1902992324,53197.5653121218,35853.9254967157,32235.0940527985,5.66988092298052
Ontario,3558,Eastern,35,3,1978,2,20538206,1,2,202780,2,3,8,2,0,0,50,13819525,36.4095322985024,10585,33450,68520,50065,40160,33450,72.8190645970048,109.228596895507,291.276258388019,72.8190645970048,0,0,21170,66900,137040,100130,80320,2460,15731.1420262274,49712.4894451872,101832.579276061,74405.2551292465,59684.7107957763,7.80791662892641
Ontario,3560,Simcoe Muskoka,35,3,6056,2,20538206,1,2,547245,5,6,8,7,2,0,81,13819525,51.9708916691631,26940,92800,196340,127175,103990,92800,259.854458345815,311.825350014978,415.767133353304,363.796241684141,103.941783338326,0,53880,185600,392680,254350,207980,5712,40037.5027101149,137916.861599802,291795.222052856,189004.061141754,154547.138337968,8.65032450401942
Ontario,3561,Sudbury,35,3,1565,2,20538206,1,2,196320,4,0,4,7,9,0,22,13819525,3.79344195982096,9755,31525,70945,46510,37585,31525,15.1737678392838,0,15.1737678392838,26.5540937187467,34.1409776383886,0,19510,63050,141890,93020,75170,517,14497.6183718326,46851.6062708378,105436.548989202,69121.9098384351,55857.8151209973,6.24804287450843
Ontario,3562,Thunder Bay,35,3,1919,2,20538206,1,2,151200,8,0,2,3,6,0,18,13819525,1.25942189528218,7705,24570,54515,35795,28615,24570,10.0753751622575,0,2.51884379056436,3.77826568584655,7.55653137169309,0,15410,49140,109030,71590,57230,1328,11450.9635627853,36515.2725162406,81018.7253244956,53197.5653121218,42526.8426150682,7.19142933003638
Ontario,3563,Timiskaming,35,3,117,2,20538206,1,2,33185,0,0,1,7,8,0,7,13819525,1.96250437035196,1665,5250,10715,8295,7260,5250,0,0,1.96250437035196,13.7375305924638,15.7000349628157,0,3330,10500,21430,16590,14520,73,2474.47817417748,7802.40865731637,15924.3445263133,12327.8056785599,10789.6165432604,4.29045944114839
Ontario,3565,Waterloo,35,3,7736,2,20538206,1,2,535160,6,0,1,0,0,0,56,13819525,367.556215866009,30400,98605,222070,106900,77185,98605,2205.33729519605,0,367.556215866009,0,0,0,60800,197210,444140,213800,154370,9078,45179.6615585557,146544.096315177,330034.455339095,158871.901993737,114710.268993326,9.11360918301641
Ontario,3566,Wellington Dufferin Guelph,35,3,3636,2,20538206,1,2,297000,5,1,7,4,0,0,39,13819525,55.8522175388154,16795,54885,113905,63670,47745,54885,279.261087694077,55.8522175388154,390.965522771708,223.408870155261,0,0,33590,109770,227810,127340,95490,4128,24960.2768380245,81568.6093632017,169282.544402214,94624.6398497778,70957.3335892515,8.3255483071614
Ontario,3568,Windsor-Essex,35,3,4031,2,20538206,1,2,399010,5,2,1,0,0,0,48,13819525,200.392598548077,20175,71810,149235,87310,70480,71810,1001.96299274039,400.785197096155,200.392598548077,0,0,0,40350,143620,298470,174620,140960,10604,29983.5418402586,106722.088701312,221789.039233259,129757.771403865,104745.478508125,9.26898656740892
Ontario,3570,York,35,3,24426,2,20538206,1,2,1109930,10,0,0,0,0,0,63,13819525,506.578699579387,57225,213260,438820,238695,161930,213260,5065.78699579387,0,0,0,0,0,114450,426520,877640,477390,323860,25053,85046.2543647484,316941.270525579,652162.469905442,354742.08275393,240656.006453189,10.1287488598213
Ontario,3575,Southwestern,35,3,1462,2,20538206,1,2,199890,3,3,10,0,0,0,33,13819525,48.0109110167168,11580,37165,70515,43785,36845,37165,144.03273305015,144.03273305015,480.109110167168,0,0,0,23160,74330,141030,87570,73690,2350,17209.8842384235,55233.622428412,104797.494565841,65072.0882020185,54758.0470435851,7.76217060713821
Ontario,3595,Toronto,35,3,72740,2,20538206,1,2,2731560,1,0,0,0,0,0,206,13819525,4107.56319868383,136000,407655,1221900,539075,426930,407655,4107.56319868383,0,0,0,0,0,272000,815310,2443800,1078150,853860,78723,202119.538551434,605845.885942534,1815954.88349998,801158.751798633,634491.872012967,11.2736906407561
Manitoba,4601,Winnipeg,46,3,16099,2,1859134,2,2,720885,3,0,0,0,1,0,2,1292920,1100.99722608453,39885,125800,298005,144270,112925,251600,3302.9916782536,0,0,0,1100.99722608453,0,79770,251600,596010,288540,225850,17345,57352.0090879559,180892.133465334,428511.607578195,207450.779769823,162378.729503759,9.76105955940385
Manitoba,4602,Prairie Mountain,46,3,1933,2,1859134,2,2,174440,0,5,1,23,37,0,1,1292920,1.16915547737125,11345,32620,61210,35505,33760,65240,0,5.84577738685624,1.16915547737125,26.8905759795387,43.2587526627362,0,22690,65240,122420,71010,67520,2016,16313.3645005105,46905.4164836185,88015.9577854778,51053.8569052996,48544.6615722551,7.60887062919126
Manitoba,4603,Interlake-Eastern,46,3,1597,2,1859134,2,2,130615,4,0,10,14,12,0,1,1292920,1.11186823985243,7540,24240,43100,31590,24145,48480,4.44747295940974,0,11.1186823985243,15.5661553579341,13.3424188782292,0,15080,48480,86200,63180,48290,2347,10842.0245336138,34855.5271478514,61974.9678247688,45424.3441666925,34718.923390465,7.76089319585102
Manitoba,4604,Northern,46,3,3183,2,1859134,2,2,72080,0,1,1,2,19,0,0,1292920,0.170174810370316,7610,20225,28000,11010,5235,40450,0,0.170174810370316,0.170174810370316,0.340349620740631,3.233321397036,0,15220,40450,56000,22020,10470,4771,10942.6799337933,29082.2209804164,40262.1600717755,15831.6565139374,7527.58599913374,8.47031120551611
Manitoba,4605,Southern Health,46,3,2805,2,1859134,2,2,194900,5,5,9,20,5,0,1,1292920,5.88039427679946,15590,44880,72195,35845,26390,89760,29.4019713839973,29.4019713839973,52.9235484911952,117.607885535989,29.4019713839973,0,31180,89760,144390,71690,52780,4704,22417.3955542493,64534.490857903,103811.665942208,51542.7545633141,37947.0858676484,8.45616848957846
Saskatchewan,1,Far North Central,47,3,38,2,1472460,2,2,3670,0,0,0,1,3,0,2,1099965,0.0120068035039494,285,975,1395,625,390,1950,0,0,0,0.0120068035039494,0.0360204105118483,0,570,1950,2790,1250,780,318,381.513139054425,1305.17652834408,1867.40641747692,836.651620733387,522.070611337634,5.76205138278018
Saskatchewan,2,Far North East,47,3,338,2,1472460,2,2,21500,0,0,0,1,13,0,2,1099965,0.0703012429220545,2250,6390,8275,3055,1530,12780,0,0,0,0.0703012429220545,0.913916157986708,0,4500,12780,16550,6110,3060,1098,3011.94583464019,8553.92617037815,11077.26745851,4089.5531221448,2048.12316755533,7.00124562206948
Saskatchewan,3,Far North West,47,3,478,2,1472460,2,2,26445,0,0,2,11,8,0,4,1099965,0.0831457932873653,2425,6945,9730,4545,2800,13890,0,0,0.166291586574731,0.914603726161019,0.665166346298923,0,4850,13890,19460,9090,5600,630,3246.20828844554,9296.8728095894,13024.9924315774,6084.13058597319,3748.19926088557,6.44571981938558
Saskatchewan,4,North Central,47,3,358,2,1472460,2,2,83285,0,7,11,31,2,0,10,1099965,0.252659347197106,5850,18085,29265,16800,13285,36170,0,1.76861543037974,2.77925281916816,7.83243976311028,0.505318694394211,0,11700,36170,58530,33600,26570,755,7831.0591700645,24209.3512975413,39175.3754892201,22489.1955653134,17783.8668503089,6.62671774924903
Saskatchewan,5,North East,47,3,283,2,1472460,2,2,39460,0,0,0,9,18,0,5,1099965,1.13205993230778,2415,7750,12455,8470,8370,15500,0,0,0,10.18853939077,20.37707878154,0,4830,15500,24910,16940,16740,739,3232.82186251381,10374.480097094,16672.7934979749,11338.3027641789,11204.4385048615,6.6052979209482
Saskatchewan,6,North West,47,3,190,2,1472460,2,2,74590,0,8,10,35,10,0,5,1099965,2.37215139828605,5670,16080,27575,14375,10890,32160,0,18.9772111862884,23.7215139828605,83.0252989400119,23.7215139828605,0,11340,32160,55150,28750,21780,451,7590.10350329329,21525.3728982286,36913.069506757,19242.9872768679,14577.8178396585,6.11146733950268
Saskatchewan,7,Central East,47,3,219,2,1472460,2,2,93790,0,4,12,43,39,0,22,1099965,1.88915755188474,5285,16705,29575,21250,20975,33410,0,7.55663020753896,22.6698906226169,81.2337747310438,73.6771445235049,0,10570,33410,59150,42500,41950,189,7074.72610492152,22362.024518962,39590.3546931039,28446.1551049352,28078.0283918125,5.24174701505964
