province,HRUID2018,HR,pruid,wave,incidence,VIs,PROV_vaxx_AL1D,EIs,LIs,PHU_population,is_cma,is_ca,is_miz_strong,is_miz_moderate,is_miz_weak,is_miz_none,LTCHs,PROV_population,PHU_pop_density,group_0_to_4,group_5_to_19,group_20_to_49,group_50_to_64,group_65_plus,interaction_children_school_closures,interaction_popdensity_cma,interaction_popdensity_ca,interaction_popdensity_strong,interaction_popdensity_moderate,interaction_popdensity_weak,interaction_popdensity_none,interaction_lockdown_0_to_4,interaction_lockdown_5_to_19,interaction_lockdown_20_to_49,interaction_lockdown_50_to_64,interaction_lockdown_65_plus,previous_wave_incidence,interaction_vaccination_0_to_4,interaction_vaccination_5_to_19,interaction_vaccination_20_to_49,interaction_vaccination_50_to_64,interaction_vaccination_65_plus,log_previous_wave_incidence
Newfoundland and Labrador,1012,Central,10,1,11,0,0,1,1,92705,0,5,11,38,11,0,0,524630,1.96542391331451,3265,13425,28935,24975,22105,13425,0,9.82711956657255,21.6196630464596,74.6861087059514,21.6196630464596,0,3265,13425,28935,24975,22105,0,0,0,0,0,0,0
Newfoundland and Labrador,1013,Western,10,1,4,0,0,1,1,82235,0,12,3,32,7,0,0,524630,2.25232044774498,3035,11600,26145,22495,18960,11600,0,27.0278453729398,6.75696134323495,72.0742543278395,15.7662431342149,0,3035,11600,26145,22495,18960,0,0,0,0,0,0,0
Newfoundland and Labrador,1014,Labrador-Grenfell,10,1,6,0,0,1,1,36505,0,0,0,3,16,0,0,524630,0.123821914286216,2070,6550,14530,8180,5175,6550,0,0,0,0.371465742858647,1.98115062857945,0,2070,6550,14530,8180,5175,0,0,0,0,0,0,0
Northwest Territories,6101,Northwest Territories,61,1,5,0,0,1,1,41710,0,1,0,0,0,40,0,41710,0.0326568941838404,3130,8440,18830,8105,3205,8440,0,0.0326568941838404,0,0,0,1.30627576735362,3130,8440,18830,8105,3205,0,0,0,0,0,0,0
Nova Scotia,1201,Zone 1 - Western,12,1,54,0,0,1,1,194245,0,3,3,8,15,0,38,968460,9.72345222562363,7895,28435,60285,50525,47105,28435,0,29.1703566768709,29.1703566768709,77.787617804989,145.851783384354,0,7895,28435,60285,50525,47105,0,0,0,0,0,0,0
Nova Scotia,1202,Zone 2 - Northern,12,1,57,0,0,1,1,170405,0,12,6,6,2,0,29,968460,12.9790044061906,7895,28085,56755,42220,35450,28085,0,155.748052874287,77.8740264371434,77.8740264371434,25.9580088123811,0,7895,28085,56755,42220,35450,0,0,0,0,0,0,0
Nova Scotia,1203,Zone 3 - Eastern,12,1,53,0,0,1,1,159005,0,3,0,9,10,0,31,968460,9.42531097039231,6695,24410,49575,40765,37560,24410,0,28.2759329111769,0,84.8277987335308,94.2531097039231,0,6695,24410,49575,40765,37560,0,0,0,0,0,0,0
Nova Scotia,1204,Zone 4 - Central,12,1,903,0,0,1,1,444805,6,0,2,1,0,0,34,968460,47.0602749508889,21920,70255,182395,99605,70630,70255,282.361649705333,0,94.1205499017778,47.0602749508889,0,0,21920,70255,182395,99605,70630,0,0,0,0,0,0,0
Nunavut,6201,Nunavut,62,1,0,0,0,1,1,35980,0,0,0,0,0,31,0,35980,0.01789545241092,4165,10670,15510,4240,1395,10670,0,0,0,0,0,0.554759024738521,4165,10670,15510,4240,1395,0,0,0,0,0,0,0
Ontario,3526,Algoma,35,1,26,0,0,1,1,118840,0,7,9,9,2,0,16,13819525,2.25856039530403,5505,16990,37995,30300,28050,16990,0,15.8099227671282,20.3270435577363,20.3270435577363,4.51712079060806,0,5505,16990,37995,30300,28050,0,0,0,0,0,0,0
Ontario,3527,Brant,35,1,150,0,0,1,1,134345,3,0,0,2,0,0,22,13819525,111.514457019181,7510,24305,49370,29505,23655,24305,334.543371057543,0,0,223.028914038362,0,0,7510,24305,49370,29505,23655,0,0,0,0,0,0,0
Ontario,3530,Durham,35,1,1776,0,0,1,1,645855,6,0,2,0,0,0,47,13819525,235.856963914405,35685,123460,252340,141575,92795,123460,1415.14178348643,0,471.71392782881,0,0,0,35685,123460,252340,141575,92795,0,0,0,0,0,0,0
Ontario,3533,Grey Bruce,35,1,110,0,0,1,1,205435,0,2,4,12,5,0,41,13819525,21.3518221378866,10695,32045,62975,50805,48915,32045,0,42.7036442757731,85.4072885515462,256.221865654639,106.759110689433,0,10695,32045,62975,50805,48915,0,0,0,0,0,0,0
Ontario,3534,Haldimand-Norfolk,35,1,445,0,0,1,1,109660,0,1,1,0,0,0,19,13819525,35.9374467447185,5630,18360,35790,27210,22670,18360,0,35.9374467447185,35.9374467447185,0,0,0,5630,18360,35790,27210,22670,0,0,0,0,0,0,0
Ontario,3535,Haliburton Kawartha Pine Ridge,35,1,203,0,0,1,1,254550,0,4,4,6,0,0,38,13819525,24.8081036068835,10035,35920,74665,67580,66350,35920,0,99.2324144275339,99.2324144275339,148.848621641301,0,0,10035,35920,74665,67580,66350,0,0,0,0,0,0,0
Ontario,3536,Halton,35,1,810,0,0,1,1,609590,5,0,0,0,0,0,53,13819525,598.204396666977,33645,126045,237750,122170,89980,126045,2991.02198333489,0,0,0,0,0,33645,126045,237750,122170,89980,0,0,0,0,0,0,0
Ontario,3537,Hamilton,35,1,857,0,0,1,1,536920,1,0,0,0,0,0,60,13819525,444.031410220279,28275,90970,208660,116110,92905,90970,444.031410220279,0,0,0,0,0,28275,90970,208660,116110,92905,0,0,0,0,0,0,0
Ontario,3538,Hastings Prince Edward,35,1,42,0,0,1,1,161205,4,0,10,4,0,0,34,13819525,20.9297235028714,7655,24990,52300,39815,36445,24990,83.7188940114856,0,209.297235028714,83.7188940114856,0,0,7655,24990,52300,39815,36445,0,0,0,0,0,0,0
Ontario,3539,Huron Perth,35,1,65,0,0,1,1,136115,0,1,3,9,2,0,29,13819525,22.9837830287173,7835,24340,45260,30910,27770,24340,0,22.9837830287173,68.9513490861518,206.854047258455,45.9675660574346,0,7835,24340,45260,30910,27770,0,0,0,0,0,0,0
Ontario,3540,Chatham-Kent,35,1,227,0,0,1,1,102050,0,2,0,0,0,0,19,13819525,38.611151342669,5275,17585,33405,24335,21450,17585,0,77.2223026853379,0,0,0,0,5275,17585,33405,24335,21450,0,0,0,0,0,0,0
Ontario,3541,Kingston Frontenac Lennox and Addington,35,1,105,0,0,1,1,193330,4,0,3,2,0,0,26,13819525,25.8309578111536,9020,30045,71120,44195,38950,30045,103.323831244615,0,77.4928734334609,51.6619156223073,0,0,9020,30045,71120,44195,38950,0,0,0,0,0,0,0
Ontario,3542,Lambton,35,1,299,0,0,1,1,126690,0,5,5,3,0,0,17,13819525,39.4548062440183,6125,20445,42425,30375,27320,20445,0,197.274031220092,197.274031220092,118.364418732055,0,0,6125,20445,42425,30375,27320,0,0,0,0,0,0,0
Ontario,3543,Leeds Grenville and Lanark,35,1,355,0,0,1,1,169205,1,6,10,5,0,0,35,13819525,23.9810918830058,7405,26395,53455,43480,38470,26395,23.9810918830058,143.886551298035,239.810918830058,119.905459415029,0,0,7405,26395,53455,43480,38470,0,0,0,0,0,0,0
Ontario,3544,Middlesex-London,35,1,657,0,0,1,1,455330,5,0,5,1,0,0,51,13819525,129.244033576924,24160,77910,180785,95770,76705,77910,646.220167884618,0,646.220167884618,129.244033576924,0,0,24160,77910,180785,95770,76705,0,0,0,0,0,0,0
Ontario,3546,Niagara,35,1,835,0,0,1,1,447940,11,0,1,0,0,0,64,13819525,225.278278883608,20785,71710,156555,103035,95855,71710,2478.06106771969,0,225.278278883608,0,0,0,20785,71710,156555,103035,95855,0,0,0,0,0,0,0
Ontario,3547,North Bay Parry Sound,35,1,35,0,0,1,1,123745,0,8,3,22,4,0,16,13819525,6.32308852918847,5485,18525,40475,31515,27745,18525,0,50.5847082335078,18.9692655875654,139.107947642146,25.2923541167539,0,5485,18525,40475,31515,27745,0,0,0,0,0,0,0
Ontario,3549,Northwestern,35,1,43,0,0,1,1,87990,0,1,4,3,25,0,10,13819525,0.156770117116966,5275,16495,30155,21020,15045,16495,0,0.156770117116966,0.627080468467866,0.470310351350899,3.91925292792416,0,5275,16495,30155,21020,15045,0,0,0,0,0,0,0
Ontario,3551,Ottawa,35,1,2444,0,0,1,1,934225,1,0,0,0,0,0,111,13819525,312.917225006138,48870,164000,382255,194965,144135,164000,312.917225006138,0,0,0,0,0,48870,164000,382255,194965,144135,0,0,0,0,0,0,0
Ontario,3553,Peel,35,1,6472,0,0,1,1,1442900,4,0,0,0,0,0,70,13819525,897.369797404117,79365,287345,599615,291565,185010,287345,3589.47918961647,0,0,0,0,0,79365,287345,599615,291565,185010,0,0,0,0,0,0,0
Ontario,3555,Peterborough,35,1,93,0,0,1,1,213660,7,1,3,1,0,0,35,13819525,27.2209440577488,9750,31365,69460,52465,50620,31365,190.546608404241,27.2209440577488,81.6628321732462,27.2209440577488,0,0,9750,31365,69460,52465,50620,0,0,0,0,0,0,0
Ontario,3556,Porcupine,35,1,69,0,0,1,1,103080,0,1,1,8,7,0,16,13819525,0.16383822063566,5740,17720,35650,25725,18245,17720,0,0.16383822063566,0.16383822063566,1.31070576508528,1.14686754444962,0,5740,17720,35650,25725,18245,0,0,0,0,0,0,0
Ontario,3557,Renfrew,35,1,31,0,0,1,1,103585,0,5,5,10,0,0,19,13819525,6.11766023054743,5680,16295,35795,24125,21690,16295,0,30.5883011527372,30.5883011527372,61.1766023054743,0,0,5680,16295,35795,24125,21690,0,0,0,0,0,0,0
Ontario,3558,Eastern,35,1,172,0,0,1,1,202780,2,3,8,2,0,0,50,13819525,36.4095322985024,10585,33450,68520,50065,40160,33450,72.8190645970048,109.228596895507,291.276258388019,72.8190645970048,0,0,10585,33450,68520,50065,40160,0,0,0,0,0,0,0
Ontario,3560,Simcoe Muskoka,35,1,649,0,0,1,1,547245,5,6,8,7,2,0,81,13819525,51.9708916691631,26940,92800,196340,127175,103990,92800,259.854458345815,311.825350014978,415.767133353304,363.796241684141,103.941783338326,0,26940,92800,196340,127175,103990,0,0,0,0,0,0,0
Ontario,3561,Sudbury,35,1,70,0,0,1,1,196320,4,0,4,7,9,0,22,13819525,3.79344195982096,9755,31525,70945,46510,37585,31525,15.1737678392838,0,15.1737678392838,26.5540937187467,34.1409776383886,0,9755,31525,70945,46510,37585,0,0,0,0,0,0,0
Ontario,3562,Thunder Bay,35,1,94,0,0,1,1,151200,8,0,2,3,6,0,18,13819525,1.25942189528218,7705,24570,54515,35795,28615,24570,10.0753751622575,0,2.51884379056436,3.77826568584655,7.55653137169309,0,7705,24570,54515,35795,28615,0,0,0,0,0,0,0
Ontario,3563,Timiskaming,35,1,18,0,0,1,1,33185,0,0,1,7,8,0,7,13819525,1.96250437035196,1665,5250,10715,8295,7260,5250,0,0,1.96250437035196,13.7375305924638,15.7000349628157,0,1665,5250,10715,8295,7260,0,0,0,0,0,0,0
Ontario,3565,Waterloo,35,1,1351,0,0,1,1,535160,6,0,1,0,0,0,56,13819525,367.556215866009,30400,98605,222070,106900,77185,98605,2205.33729519605,0,367.556215866009,0,0,0,30400,98605,222070,106900,77185,0,0,0,0,0,0,0
Ontario,3566,Wellington Dufferin Guelph,35,1,526,0,0,1,1,297000,5,1,7,4,0,0,39,13819525,55.8522175388154,16795,54885,113905,63670,47745,54885,279.261087694077,55.8522175388154,390.965522771708,223.408870155261,0,0,16795,54885,113905,63670,47745,0,0,0,0,0,0,0
Ontario,3568,Windsor-Essex,35,1,2232,0,0,1,1,399010,5,2,1,0,0,0,48,13819525,200.392598548077,20175,71810,149235,87310,70480,71810,1001.96299274039,400.785197096155,200.392598548077,0,0,0,20175,71810,149235,87310,70480,0,0,0,0,0,0,0
Ontario,3570,York,35,1,3204,0,0,1,1,1109930,10,0,0,0,0,0,63,13819525,506.578699579387,57225,213260,438820,238695,161930,213260,5065.78699579387,0,0,0,0,0,57225,213260,438820,238695,161930,0,0,0,0,0,0,0
Ontario,3575,Southwestern,35,1,114,0,0,1,1,199890,3,3,10,0,0,0,33,13819525,48.0109110167168,11580,37165,70515,43785,36845,37165,144.03273305015,144.03273305015,480.109110167168,0,0,0,11580,37165,70515,43785,36845,0,0,0,0,0,0,0
Ontario,3595,Toronto,35,1,13995,0,0,1,1,2731560,1,0,0,0,0,0,206,13819525,4107.56319868383,136000,407655,1221900,539075,426930,407655,4107.56319868383,0,0,0,0,0,136000,407655,1221900,539075,426930,0,0,0,0,0,0,0
Prince Edward Island,1100,Prince Edward Island,11,1,36,0,0,1,1,142810,0,26,37,42,1,0,56,142810,23.710763594554,6955,24305,50530,33245,27775,24305,0,616.479853458405,877.2982529985,995.85207097127,23.710763594554,0,6955,24305,50530,33245,27775,0,0,0,0,0,0,0
Quebec,2401,Bas-Saint-Laurent,24,1,65,0,0,1,1,197360,0,15,23,62,6,0,17,8164140,8.64552244251855,9195,28765,61240,51440,46720,28765,0,129.682836637778,198.847016177927,536.02239143615,51.8731346551113,0,9195,28765,61240,51440,46720,0,0,0,0,0,0,0
Quebec,2402,Saguenay-Lac-Saint-Jean,24,1,363,0,0,1,1,276200,9,5,15,15,5,0,22,8164140,2.61357395167357,14040,42195,91845,70630,57490,42195,23.5221655650622,13.0678697583679,39.2036092751036,39.2036092751036,13.0678697583679,0,14040,42195,91845,70630,57490,0,0,0,0,0,0,0
Quebec,2403,Capitale-Nationale,24,1,1972,0,0,1,1,729935,24,0,11,15,8,0,57,8164140,37.0313977538318,38270,104920,276665,163390,146690,104920,888.753546091962,0,407.345375292149,555.470966307476,296.251182030654,0,38270,104920,276665,163390,146690,0,0,0,0,0,0,0
Quebec,2404,Mauricie et du Centre-du-Quebec,24,1,2076,0,0,1,1,508385,7,15,42,57,2,0,40,8164140,10.7420988303274,25390,77180,169155,124090,112570,77180,75.1946918122918,161.131482454911,451.168150873751,612.299633328662,21.4841976606548,0,25390,77180,169155,124090,112570,0,0,0,0,0,0,0
Quebec,2405,Estrie,24,1,1047,0,0,1,1,472600,11,6,41,52,8,0,30,8164140,35.2210506500113,24605,76635,162845,110565,97950,76635,387.431557150124,211.326303900068,1444.06307665046,1831.49463380059,281.76840520009,0,24605,76635,162845,110565,97950,0,0,0,0,0,0,0
Quebec,2406,Montreal,24,1,28720,0,0,1,1,1942065,16,0,0,0,0,0,163,8164140,3771.2027847891,109740,292560,847395,368695,323675,292560,60339.2445566257,0,0,0,0,0,109740,292560,847395,368695,323675,0,0,0,0,0,0,0
Quebec,2407,Outaouais,24,1,654,0,0,1,1,382575,15,0,15,28,7,0,18,8164140,10.9995892131012,22660,66470,147425,87735,58285,66470,164.993838196518,0,164.993838196518,307.988497966833,76.9971244917082,0,22660,66470,147425,87735,58285,0,0,0,0,0,0,0
Quebec,2408,Abitibi-Temiscamingue,24,1,178,0,0,1,1,146670,0,3,8,40,16,0,15,8164140,2.24966840050452,8325,24880,51615,35940,25910,24880,0,6.74900520151357,17.9973472040362,89.9867360201809,35.9946944080724,0,8325,24880,51615,35940,25910,0,0,0,0,0,0,0
Quebec,2409,Cote-Nord,24,1,126,0,0,1,1,92410,0,8,6,10,11,0,10,8164140,0.348842007151677,4915,15560,32595,23140,16200,15560,0,2.79073605721342,2.09305204291007,3.48842007151677,3.83726207866845,0,4915,15560,32595,23140,16200,0,0,0,0,0,0,0
Quebec,2410,Nord-du-Quebec,24,1,9,0,0,1,1,14255,0,0,0,3,2,0,2,8164140,0.0427962484569776,810,2450,5445,3515,2035,2450,0,0,0,0.128388745370933,0.0855924969139551,0,810,2450,5445,3515,2035,0,0,0,0,0,0,0
Quebec,2411,Gaspesie-Iles-de-la-Madeleine,24,1,198,0,0,1,1,90320,0,2,4,11,18,0,13,8164140,4.38050469027901,3540,11780,26665,25665,22670,11780,0,8.76100938055802,17.522018761116,48.1855515930691,78.8490844250222,0,3540,11780,26665,25665,22670,0,0,0,0,0,0,0
Quebec,2412,Chaudiere-Appalaches,24,1,546,0,0,1,1,420260,5,6,42,71,9,0,33,8164140,26.9692880698788,23335,68410,145165,98860,84490,68410,134.846440349394,161.815728419273,1132.71009893491,1914.81945296139,242.723592628909,0,23335,68410,145165,98860,84490,0,0,0,0,0,0,0
Quebec,2413,Laval,24,1,6005,0,0,1,1,423000,1,0,0,0,0,0,28,8164140,1663.19919614566,22420,76585,161415,89990,72590,76585,1663.19919614566,0,0,0,0,0,22420,76585,161415,89990,72590,0,0,0,0,0,0,0
Quebec,2414,Lanaudiere,24,1,4476,0,0,1,1,494755,10,4,31,13,1,0,23,8164140,36.185118150689,27825,86245,180055,116150,84480,86245,361.85118150689,144.740472602756,1121.73866267136,470.406535958957,36.185118150689,0,27825,86245,180055,116150,84480,0,0,0,0,0,0,0
Quebec,2415,Laurentides,24,1,3813,0,0,1,1,589540,19,2,16,31,6,0,43,8164140,25.7354976939307,31205,100665,213295,141600,102775,100665,488.974456184683,51.4709953878614,411.767963102891,797.800428511851,154.412986163584,0,31205,100665,213295,141600,102775,0,0,0,0,0,0,0
Quebec,2416,Monteregie,24,1,8706,0,0,1,1,1353460,47,8,73,17,1,0,81,8164140,151.346902350401,75365,233700,501890,303635,238870,233700,7113.30441046883,1210.77521880321,11048.3238715792,2572.89733995681,151.346902350401,0,75365,233700,501890,303635,238870,0,0,0,0,0,0,0
Quebec,2417,Nunavik,24,1,18,0,0,1,1,13195,0,0,0,0,5,0,5,8164140,0.0274228742012836,1625,4110,5500,1465,495,4110,0,0,0,0,0.137114371006418,0,1625,4110,5500,1465,495,0,0,0,0,0,0,0
Quebec,2418,Terres-Cries-de-la-Baie-James,24,1,10,0,0,1,1,17155,0,0,0,0,7,0,3,8164140,2.98251433857751,1660,5230,7280,2060,925,5230,0,0,0,0,20.8776003700426,0,1660,5230,7280,2060,925,0,0,0,0,0,0,0
Yukon,6001,Yukon,60,1,14,0,0,1,1,35745,0,7,0,0,0,29,6,35745,0.0784420227250235,2130,6050,15020,8335,4210,6050,0,0.549094159075164,0,0,0,2.27481865902568,2130,6050,15020,8335,4210,0,0,0,0,0,0,0
Newfoundland and Labrador,1011,Eastern,10,2,628,1,20872,2,2,313185,13,5,23,53,11,0,1,524630,14.7231806282352,14100,48445,120990,73630,56020,96890,191.401348167058,73.615903141176,338.63315444941,780.328573296466,161.954986910587,0,28200,96890,241980,147260,112040,245,0,0,4813.49385281055,2929.31277281131,2228.71250214437,5.50125821054473
Newfoundland and Labrador,1012,Central,10,2,33,1,20872,2,2,92705,0,5,11,38,11,0,0,524630,1.96542391331451,3265,13425,28935,24975,22105,26850,0,9.82711956657255,21.6196630464596,74.6861087059514,21.6196630464596,0,6530,26850,57870,49950,44210,11,0,0,1151.15666279092,993.611116405848,879.430379505556,2.39789527279837
Newfoundland and Labrador,1013,Western,10,2,33,1,20872,2,2,82235,0,12,3,32,7,0,0,524630,2.25232044774498,3035,11600,26145,22495,18960,23200,0,27.0278453729398,6.75696134323495,72.0742543278395,15.7662431342149,0,6070,23200,52290,44990,37920,4,0,0,1040.15866420144,894.946228770753,754.308979661857,1.38629436111989
Newfoundland and Labrador,1014,Labrador-Grenfell,10,2,2,1,20872,2,2,36505,0,0,0,3,16,0,0,524630,0.123821914286216,2070,6550,14530,8180,5175,13100,0,0,0,0.371465742858647,1.98115062857945,0,4140,13100,29060,16360,10350,6,0,0,578.06484570078,325.434992280274,205.883384480491,1.79175946922806
Prince Edward Island,1100,Prince Edward Island,11,2,81,1,12900,0,2,142810,0,26,37,42,1,0,56,142810,23.710763594554,6955,24305,50530,33245,27775,0,0,616.479853458405,877.2982529985,995.85207097127,23.710763594554,0,13910,48610,101060,66490,55550,36,0,0,4564.36524052938,3003.01449478328,2508.91044044535,3.58351893845611
Nova Scotia,1201,Zone 1 - Western,12,2,45,1,29830,0,2,194245,0,3,3,8,15,0,38,968460,9.72345222562363,7895,28435,60285,50525,47105,0,0,29.1703566768709,29.1703566768709,77.787617804989,145.851783384354,0,15790,56870,120570,101050,94210,54,0,0,1856.86713958243,1556.24470809326,1450.90365115751,3.98898404656427
Nova Scotia,1202,Zone 2 - Northern,12,2,71,1,29830,0,2,170405,0,12,6,6,2,0,29,968460,12.9790044061906,7895,28085,56755,42220,35450,0,0,155.748052874287,77.8740264371434,77.8740264371434,25.9580088123811,0,15790,56170,113510,84440,70900,57,0,0,1748.1379199967,1300.43842801974,1091.91241765277,4.04305126783455
Nova Scotia,1203,Zone 3 - Eastern,12,2,29,1,29830,0,2,159005,0,3,0,9,10,0,31,968460,9.42531097039231,6695,24410,49575,40765,37560,0,0,28.2759329111769,0,84.8277987335308,94.2531097039231,0,13390,48820,99150,81530,75120,53,0,0,1526.98330338889,1255.62227660409,1156.90353757512,3.97029191355212
Nova Scotia,1204,Zone 4 - Central,12,2,404,1,29830,0,2,444805,6,0,2,1,0,0,34,968460,47.0602749508889,21920,70255,182395,99605,70630,0,282.361649705333,0,94.1205499017778,47.0602749508889,0,0,43840,140510,364790,199210,141260,903,0,0,5618.03569584702,3067.98127955724,2175.50843607377,6.80572255341699
New Brunswick,1301,Zone 1 (Moncton area),13,2,305,1,30522,2,2,209205,15,0,12,16,3,0,78,779140,20.0447968365566,9850,32105,78710,48300,40240,64210,300.671952548349,0,240.53756203868,320.716749384906,60.1343905096699,0,19700,64210,157420,96600,80480,29,0,0,3083.38247298303,1892.10231794029,1576.36019200657,3.36729582998647
New Brunswick,1302,Zone 2 (Saint John area),13,2,195,1,30522,2,2,170410,18,0,2,20,8,0,16,779140,15.2247764274202,8335,28700,60410,40630,32335,57400,274.045975693564,0,30.4495528548405,304.495528548405,121.798211419362,0,16670,57400,120820,81260,64670,27,0,0,2366.49898606156,1591.63803680982,1266.69003003311,3.29583686600433
New Brunswick,1303,Zone 3 (Fredericton area),13,2,186,1,30522,2,2,174245,0,17,12,24,19,0,16,779140,7.13017666471549,9015,29355,65770,38850,31255,58710,0,121.213003300163,85.5621199765859,171.124239953172,135.473356629594,0,18030,58710,131540,77700,62510,51,0,0,2576.47141720358,1521.90838616937,1224.38215211644,3.93182563272433
New Brunswick,1304,Zone 4 (Edmundston area),13,2,408,1,30522,2,2,47805,0,11,7,5,7,0,5,779140,6.01793532441259,1935,6955,15465,13115,10335,13910,0,66.1972885685385,42.1255472708881,30.089676622063,42.1255472708881,0,3870,13910,30930,26230,20670,7,0,0,605.825307390199,513.766498960392,404.862887285982,1.94591014905531
New Brunswick,1305,Zone 5 (Campbellton area),13,2,129,1,30522,2,2,25355,0,5,6,4,0,0,2,779140,4.54144630087003,835,3275,7470,7290,6485,6550,0,22.7072315043502,27.2486778052202,18.1657852034801,0,0,1670,6550,14940,14580,12970,53,0,0,292.629488923685,285.578175937572,254.043137305234,3.97029191355212
New Brunswick,1306,Zone 6 (Bathurst area),13,2,26,1,30522,2,2,94530,0,8,2,12,7,0,9,779140,19.4856385666275,3255,12220,30600,26305,22150,24440,0,155.88510853302,38.971277133255,233.82766279953,136.399469966393,0,6510,24440,61200,52610,44300,1,0,0,1198.72320763919,1030.47104499833,867.703236902226,0
New Brunswick,1307,Zone 7 (Miramichi area),13,2,7,1,30522,2,2,57590,0,11,5,4,0,0,6,779140,5.42400040925866,2295,8460,19000,15065,12770,16920,0,59.6640045018452,27.1200020462933,21.6960016370346,0,0,4590,16920,38000,30130,25540,2,0,0,744.30525964525,590.155722976615,500.251482403676,0.693147180559945
Quebec,2401,Bas-Saint-Laurent,24,2,1468,1,691958,2,2,197360,0,15,23,62,6,0,17,8164140,8.64552244251855,9195,28765,61240,51440,46720,57530,0,129.682836637778,198.847016177927,536.02239143615,51.8731346551113,0,18390,57530,122480,102880,93440,65,0,0,5190.4435641721,4359.83698466709,3959.78973412999,4.17438726989564
Quebec,2402,Saguenay-Lac-Saint-Jean,24,2,8467,1,691958,2,2,276200,9,5,15,15,5,0,22,8164140,2.61357395167357,14040,42195,91845,70630,57490,84390,23.5221655650622,13.0678697583679,39.2036092751036,39.2036092751036,13.0678697583679,0,28080,84390,183690,141260,114980,363,0,0,7784.39400965687,5986.30027657537,4872.60941385131,5.89440283426485
Quebec,2403,Capitale-Nationale,24,2,20351,1,691958,2,2,729935,24,0,11,15,8,0,57,8164140,37.0313977538318,38270,104920,276665,163390,146690,209840,888.753546091962,0,407.345375292149,555.470966307476,296.251182030654,0,76540,209840,553330,326780,293380,1972,0,0,23448.9560529339,13848.2458189105,12432.8244028152,7.58680353516258
Quebec,2404,Mauricie et du Centre-du-Quebec,24,2,10646,1,691958,2,2,508385,7,15,42,57,2,0,40,8164140,10.7420988303274,25390,77180,169155,124090,112570,154360,75.1946918122918,161.131482454911,451.168150873751,612.299633328662,21.4841976606548,0,50780,154360,338310,248180,225140,2076,0,0,14336.8628526703,10517.3439235486,9540.95741376312,7.63819824428578
Quebec,2405,Estrie,24,2,10415,1,691958,2,2,472600,11,6,41,52,8,0,30,8164140,35.2210506500113,24605,76635,162845,110565,97950,153270,387.431557150124,211.326303900068,1444.06307665046,1831.49463380059,281.76840520009,0,49210,153270,325690,221130,195900,1047,0,0,13802.0539223972,9371.02208805826,8301.82800637912,6.95368421087054
Quebec,2406,Montreal,24,2,76428,1,691958,2,2,1942065,16,0,0,0,0,0,163,8164140,3771.2027847891,109740,292560,847395,368695,323675,585120,60339.2445566257,0,0,0,0,0,219480,585120,1694790,737390,647350,28720,0,0,71821.6186162903,31249.0298806733,27433.3249613554,10.2653490231622
Quebec,2407,Outaouais,24,2,5546,1,691958,2,2,382575,15,0,15,28,7,0,18,8164140,10.9995892131012,22660,66470,147425,87735,58285,132940,164.993838196518,0,164.993838196518,307.988497966833,76.9971244917082,0,45320,132940,294850,175470,116570,654,0,0,12495.1198962781,7436.04778090528,4939.99025371931,6.4831073514572
Quebec,2408,Abitibi-Temiscamingue,24,2,643,1,691958,2,2,146670,0,3,8,40,16,0,15,8164140,2.24966840050452,8325,24880,51615,35940,25910,49760,0,6.74900520151357,17.9973472040362,89.9867360201809,35.9946944080724,0,16650,49760,103230,71880,51820,178,0,0,4374.6692450154,3046.12249667448,2196.02208928313,5.18178355029209
Quebec,2409,Cote-Nord,24,2,227,1,691958,2,2,92410,0,8,6,10,11,0,10,8164140,0.348842007151677,4915,15560,32595,23140,16200,31120,0,2.79073605721342,2.09305204291007,3.48842007151677,3.83726207866845,0,9830,31120,65190,46280,32400,126,0,0,2762.61443458833,1961.24859691284,1373.04352938583,4.83628190695148
Quebec,2410,Nord-du-Quebec,24,2,80,1,691958,2,2,14255,0,0,0,3,2,0,2,8164140,0.0427962484569776,810,2450,5445,3515,2035,4900,0,0,0,0.128388745370933,0.0855924969139551,0,1620,4900,10890,7030,4070,9,0,0,461.495186265792,297.916543567357,172.477998907417,2.19722457733622
Quebec,2411,Gaspesie-Iles-de-la-Madeleine,24,2,1499,1,691958,2,2,90320,0,2,4,11,18,0,13,8164140,4.38050469027901,3540,11780,26665,25665,22670,23560,0,8.76100938055802,17.522018761116,48.1855515930691,78.8490844250222,0,7080,23560,53330,51330,45340,198,0,0,2260.01269821439,2175.25692479551,1921.41338340597,5.28826703069454
Quebec,2412,Chaudiere-Appalaches,24,2,11133,1,691958,2,2,420260,5,6,42,71,9,0,33,8164140,26.9692880698788,23335,68410,145165,98860,84490,136820,134.846440349394,161.815728419273,1132.71009893491,1914.81945296139,242.723592628909,0,46670,136820,290330,197720,168980,546,0,0,12303.5718483515,8378.9557601903,7161.01529616102,6.30261897574491
Quebec,2413,Laval,24,2,18311,1,691958,2,2,423000,1,0,0,0,0,0,28,8164140,1663.19919614566,22420,76585,161415,89990,72590,153170,1663.19919614566,0,0,0,0,0,44840,153170,322830,179980,145180,6005,0,0,13680.8531664082,7627.17204996485,6152.42159247637,8.70034773451408
