date,HR,cases,province
2020-08-21,North Central,0,Saskatchewan
2020-08-21,North Central,0,Saskatchewan
2020-08-21,North East,0,Saskatchewan
2020-08-21,North East,0,Saskatchewan
2020-08-21,North East,1,Saskatchewan
2020-08-21,Saskatoon,1,Saskatchewan
2020-08-21,Central West,0,Saskatchewan
2020-08-21,Central West,0,Saskatchewan
2020-08-21,Central East,0,Saskatchewan
2020-08-21,Central East,0,Saskatchewan
2020-08-21,Central East,0,Saskatchewan
2020-08-21,Central East,0,Saskatchewan
2020-08-21,Central East,0,Saskatchewan
2020-08-21,Regina,0,Saskatchewan
2020-08-21,South West,1,Saskatchewan
2020-08-21,South West,1,Saskatchewan
2020-08-21,South Central,0,Saskatchewan
2020-08-21,South Central,0,Saskatchewan
2020-08-21,South East,0,Saskatchewan
2020-08-21,South East,0,Saskatchewan
2020-08-21,South East,0,Saskatchewan
2020-08-21,South East,0,Saskatchewan
2020-08-22,Far North West,0,Saskatchewan
2020-08-22,Far North West,0,Saskatchewan
2020-08-22,Far North Central,0,Saskatchewan
2020-08-22,Far North East,0,Saskatchewan
2020-08-22,Far North East,0,Saskatchewan
2020-08-22,North West,0,Saskatchewan
2020-08-22,North West,0,Saskatchewan
2020-08-22,North West,0,Saskatchewan
2020-08-22,North West,0,Saskatchewan
2020-08-22,North Central,0,Saskatchewan
2020-08-22,North Central,0,Saskatchewan
2020-08-22,North Central,0,Saskatchewan
2020-08-22,North East,0,Saskatchewan
2020-08-22,North East,0,Saskatchewan
2020-08-22,North East,0,Saskatchewan
2020-08-22,Saskatoon,1,Saskatchewan
2020-08-22,Central West,0,Saskatchewan
2020-08-22,Central West,0,Saskatchewan
2020-08-22,Central East,0,Saskatchewan
2020-08-22,Central East,0,Saskatchewan
2020-08-22,Central East,0,Saskatchewan
2020-08-22,Central East,0,Saskatchewan
2020-08-22,Central East,0,Saskatchewan
2020-08-22,Regina,0,Saskatchewan
2020-08-22,South West,1,Saskatchewan
2020-08-22,South West,0,Saskatchewan
2020-08-22,South Central,0,Saskatchewan
2020-08-22,South Central,0,Saskatchewan
2020-08-22,South East,0,Saskatchewan
2020-08-22,South East,0,Saskatchewan
2020-08-22,South East,0,Saskatchewan
2020-08-22,South East,0,Saskatchewan
2020-08-23,Far North West,0,Saskatchewan
2020-08-23,Far North West,0,Saskatchewan
2020-08-23,Far North Central,0,Saskatchewan
2020-08-23,Far North East,0,Saskatchewan
2020-08-23,Far North East,0,Saskatchewan
2020-08-23,North West,0,Saskatchewan
2020-08-23,North West,0,Saskatchewan
2020-08-23,North West,0,Saskatchewan
2020-08-23,North West,0,Saskatchewan
2020-08-23,North Central,0,Saskatchewan
2020-08-23,North Central,1,Saskatchewan
2020-08-23,North Central,0,Saskatchewan
2020-08-23,North East,0,Saskatchewan
2020-08-23,North East,0,Saskatchewan
2020-08-23,North East,0,Saskatchewan
