avaccine,cumulative_avaccine,date_vaccine_administered,province
5179,94373,2021-03-30,Nova Scotia
6459,100832,2021-03-31,Nova Scotia
5791,106623,2021-04-01,Nova Scotia
4780,111403,2021-04-02,Nova Scotia
0,111403,2021-04-03,Nova Scotia
0,111403,2021-04-04,Nova Scotia
2068,113471,2021-04-05,Nova Scotia
2965,116436,2021-04-06,Nova Scotia
6730,123166,2021-04-07,Nova Scotia
6643,129809,2021-04-08,Nova Scotia
8539,138348,2021-04-09,Nova Scotia
0,138348,2021-04-10,Nova Scotia
0,138348,2021-04-11,Nova Scotia
11775,150123,2021-04-12,Nova Scotia
7467,157590,2021-04-13,Nova Scotia
12261,169851,2021-04-14,Nova Scotia
13016,182867,2021-04-15,Nova Scotia
11925,194792,2021-04-16,Nova Scotia
0,194792,2021-04-17,Nova Scotia
0,194792,2021-04-18,Nova Scotia
12771,207563,2021-04-19,Nova Scotia
10455,218018,2021-04-20,Nova Scotia
12783,230801,2021-04-21,Nova Scotia
16511,247312,2021-04-22,Nova Scotia
13476,260788,2021-04-23,Nova Scotia
0,260788,2021-04-24,Nova Scotia
0,260788,2021-04-25,Nova Scotia
15287,276075,2021-04-26,Nova Scotia
7516,283591,2021-04-27,Nova Scotia
10172,293763,2021-04-28,Nova Scotia
10424,304187,2021-04-29,Nova Scotia
8306,312493,2021-04-30,Nova Scotia
0,312493,2021-05-01,Nova Scotia
0,312493,2021-05-02,Nova Scotia
8417,320910,2021-05-03,Nova Scotia
4308,325218,2021-05-04,Nova Scotia
9557,334775,2021-05-05,Nova Scotia
12508,347283,2021-05-06,Nova Scotia
9695,356978,2021-05-07,Nova Scotia
0,356978,2021-05-08,Nova Scotia
0,356978,2021-05-09,Nova Scotia
9111,366089,2021-05-10,Nova Scotia
8814,374903,2021-05-11,Nova Scotia
12780,387683,2021-05-12,Nova Scotia
15050,402733,2021-05-13,Nova Scotia
12837,415570,2021-05-14,Nova Scotia
0,415570,2021-05-15,Nova Scotia
0,415570,2021-05-16,Nova Scotia
15286,430856,2021-05-17,Nova Scotia
5198,436054,2021-05-18,Nova Scotia
6481,442535,2021-05-19,Nova Scotia
20991,463526,2021-05-20,Nova Scotia
20023,483549,2021-05-21,Nova Scotia
0,483549,2021-05-22,Nova Scotia
0,483549,2021-05-23,Nova Scotia
0,483549,2021-05-24,Nova Scotia
26505,510054,2021-05-25,Nova Scotia
10999,521053,2021-05-26,Nova Scotia
21143,542196,2021-05-27,Nova Scotia
18647,560843,2021-05-28,Nova Scotia
0,560843,2021-05-29,Nova Scotia
0,560843,2021-05-30,Nova Scotia
23030,583873,2021-05-31,Nova Scotia
5118,588991,2021-06-01,Nova Scotia
5717,594708,2021-06-02,Nova Scotia
13780,608488,2021-06-03,Nova Scotia
13173,621661,2021-06-04,Nova Scotia
0,621661,2021-06-05,Nova Scotia
0,621661,2021-06-06,Nova Scotia
16250,637911,2021-06-07,Nova Scotia
4807,642718,2021-06-08,Nova Scotia
4886,647604,2021-06-09,Nova Scotia
16236,663840,2021-06-10,Nova Scotia
14775,678615,2021-06-11,Nova Scotia
0,678615,2021-06-12,Nova Scotia
0,678615,2021-06-13,Nova Scotia
20364,698979,2021-06-14,Nova Scotia
6586,705565,2021-06-15,Nova Scotia
9505,715070,2021-06-16,Nova Scotia
19938,735008,2021-06-17,Nova Scotia
17591,752599,2021-06-18,Nova Scotia
0,752599,2021-06-19,Nova Scotia
0,752599,2021-06-20,Nova Scotia
23303,775902,2021-06-21,Nova Scotia
14612,790514,2021-06-22,Nova Scotia
18199,808713,2021-06-23,Nova Scotia
19988,828701,2021-06-24,Nova Scotia
19129,847830,2021-06-25,Nova Scotia
0,847830,2021-06-26,Nova Scotia
0,847830,2021-06-27,Nova Scotia
28387,876217,2021-06-28,Nova Scotia
22030,898247,2021-06-29,Nova Scotia
27815,926062,2021-06-30,Nova Scotia
0,926062,2021-07-01,Nova Scotia
35591,961653,2021-07-02,Nova Scotia
0,961653,2021-07-03,Nova Scotia
0,961653,2021-07-04,Nova Scotia
32213,993866,2021-07-05,Nova Scotia
17173,1011039,2021-07-06,Nova Scotia
24548,1035587,2021-07-07,Nova Scotia
26831,1062418,2021-07-08,Nova Scotia
22849,1085267,2021-07-09,Nova Scotia
0,1085267,2021-07-10,Nova Scotia
0,1085267,2021-07-11,Nova Scotia
32059,1117326,2021-07-12,Nova Scotia
17265,1134591,2021-07-13,Nova Scotia
20194,1154785,2021-07-14,Nova Scotia
21226,1176011,2021-07-15,Nova Scotia
17497,1193508,2021-07-16,Nova Scotia
0,1193508,2021-07-17,Nova Scotia
0,1193508,2021-07-18,Nova Scotia
16652,1210160,2021-07-19,Nova Scotia
0,1210160,2021-07-20,Nova Scotia
29954,1240114,2021-07-21,Nova Scotia
16673,1256787,2021-07-22,Nova Scotia
15161,1271948,2021-07-23,Nova Scotia
0,1271948,2021-07-24,Nova Scotia
0,1271948,2021-07-25,Nova Scotia
20225,1292173,2021-07-26,Nova Scotia
11563,1303736,2021-07-27,Nova Scotia
13821,1317557,2021-07-28,Nova Scotia
15403,1332960,2021-07-29,Nova Scotia
12441,1345401,2021-07-30,Nova Scotia
0,1345401,2021-07-31,Nova Scotia
0,1345401,2021-08-01,Nova Scotia
0,1345401,2021-08-02,Nova Scotia
15259,1360660,2021-08-03,Nova Scotia
10242,1370902,2021-08-04,Nova Scotia
8762,1379664,2021-08-05,Nova Scotia
7568,1387232,2021-08-06,Nova Scotia
0,1387232,2021-08-07,Nova Scotia
0,1387232,2021-08-08,Nova Scotia
7779,1395011,2021-08-09,Nova Scotia
2504,1397515,2021-08-10,Nova Scotia
3151,1400666,2021-08-11,Nova Scotia
2951,1403617,2021-08-12,Nova Scotia
0,1403617,2021-08-13,Nova Scotia
0,1403617,2021-08-14,Nova Scotia
0,1403617,2021-08-15,Nova Scotia
6122,1409739,2021-08-16,Nova Scotia
1644,1411383,2021-08-17,Nova Scotia
0,0,2020-12-14,Nunavut
0,0,2020-12-15,Nunavut
0,0,2020-12-16,Nunavut
0,0,2020-12-17,Nunavut
0,0,2020-12-18,Nunavut
0,0,2020-12-19,Nunavut
0,0,2020-12-20,Nunavut
0,0,2020-12-21,Nunavut
0,0,2020-12-22,Nunavut
0,0,2020-12-23,Nunavut
0,0,2020-12-24,Nunavut
0,0,2020-12-25,Nunavut
0,0,2020-12-26,Nunavut
0,0,2020-12-27,Nunavut
0,0,2020-12-28,Nunavut
0,0,2020-12-29,Nunavut
0,0,2020-12-30,Nunavut
0,0,2020-12-31,Nunavut
0,0,2021-01-01,Nunavut
0,0,2021-01-02,Nunavut
0,0,2021-01-03,Nunavut
0,0,2021-01-04,Nunavut
0,0,2021-01-05,Nunavut
29,29,2021-01-06,Nunavut
0,29,2021-01-07,Nunavut
0,29,2021-01-08,Nunavut
0,29,2021-01-09,Nunavut
0,29,2021-01-10,Nunavut
0,29,2021-01-11,Nunavut
0,29,2021-01-12,Nunavut
371,400,2021-01-13,Nunavut
121,521,2021-01-14,Nunavut
462,983,2021-01-15,Nunavut
0,983,2021-01-16,Nunavut
0,983,2021-01-17,Nunavut
1158,2141,2021-01-18,Nunavut
404,2545,2021-01-19,Nunavut
0,2545,2021-01-20,Nunavut
830,3375,2021-01-21,Nunavut
447,3822,2021-01-22,Nunavut
0,3822,2021-01-23,Nunavut
0,3822,2021-01-24,Nunavut
636,4458,2021-01-25,Nunavut
265,4723,2021-01-26,Nunavut
207,4930,2021-01-27,Nunavut
294,5224,2021-01-28,Nunavut
92,5316,2021-01-29,Nunavut
0,5316,2021-01-30,Nunavut
0,5316,2021-01-31,Nunavut
148,5464,2021-02-01,Nunavut
42,5506,2021-02-02,Nunavut
13,5519,2021-02-03,Nunavut
49,5568,2021-02-04,Nunavut
81,5649,2021-02-05,Nunavut
0,5649,2021-02-06,Nunavut
0,5649,2021-02-07,Nunavut
203,5852,2021-02-08,Nunavut
87,5939,2021-02-09,Nunavut
187,6126,2021-02-10,Nunavut
59,6185,2021-02-11,Nunavut
20,6205,2021-02-12,Nunavut
0,6205,2021-02-13,Nunavut
0,6205,2021-02-14,Nunavut
0,6205,2021-02-15,Nunavut
440,6645,2021-02-16,Nunavut
160,6805,2021-02-17,Nunavut
45,6850,2021-02-18,Nunavut
65,6915,2021-02-19,Nunavut
0,6915,2021-02-20,Nunavut
0,6915,2021-02-21,Nunavut
62,6977,2021-02-22,Nunavut
34,7011,2021-02-23,Nunavut
62,7073,2021-02-24,Nunavut
184,7257,2021-02-25,Nunavut
19,7276,2021-02-26,Nunavut
0,7276,2021-02-27,Nunavut
0,7276,2021-02-28,Nunavut
126,7402,2021-03-01,Nunavut
664,8066,2021-03-02,Nunavut
5327,13393,2021-03-03,Nunavut
360,13753,2021-03-04,Nunavut
158,13911,2021-03-05,Nunavut
0,13911,2021-03-06,Nunavut
0,13911,2021-03-07,Nunavut
753,14664,2021-03-08,Nunavut
279,14943,2021-03-09,Nunavut
476,15419,2021-03-10,Nunavut
253,15672,2021-03-11,Nunavut
217,15889,2021-03-12,Nunavut
0,15889,2021-03-13,Nunavut
0,15889,2021-03-14,Nunavut
429,16318,2021-03-15,Nunavut
555,16873,2021-03-16,Nunavut
569,17442,2021-03-17,Nunavut
369,17811,2021-03-18,Nunavut
186,17997,2021-03-19,Nunavut
0,17997,2021-03-20,Nunavut
0,17997,2021-03-21,Nunavut
240,18237,2021-03-22,Nunavut
482,18719,2021-03-23,Nunavut
394,19113,2021-03-24,Nunavut
381,19494,2021-03-25,Nunavut
175,19669,2021-03-26,Nunavut
0,19669,2021-03-27,Nunavut
0,19669,2021-03-28,Nunavut
332,20001,2021-03-29,Nunavut
568,20569,2021-03-30,Nunavut
246,20815,2021-03-31,Nunavut
197,21012,2021-04-01,Nunavut
0,21012,2021-04-02,Nunavut
0,21012,2021-04-03,Nunavut
0,21012,2021-04-04,Nunavut
0,21012,2021-04-05,Nunavut
751,21763,2021-04-06,Nunavut
535,22298,2021-04-07,Nunavut
0,22298,2021-04-08,Nunavut
567,22865,2021-04-09,Nunavut
0,22865,2021-04-10,Nunavut
0,22865,2021-04-11,Nunavut
331,23196,2021-04-12,Nunavut
373,23569,2021-04-13,Nunavut
323,23892,2021-04-14,Nunavut
173,24065,2021-04-15,Nunavut
404,24469,2021-04-16,Nunavut
0,24469,2021-04-17,Nunavut
0,24469,2021-04-18,Nunavut
719,25188,2021-04-19,Nunavut
487,25675,2021-04-20,Nunavut
489,26164,2021-04-21,Nunavut
408,26572,2021-04-22,Nunavut
283,26855,2021-04-23,Nunavut
0,26855,2021-04-24,Nunavut
0,26855,2021-04-25,Nunavut
489,27344,2021-04-26,Nunavut
0,27344,2021-04-27,Nunavut
469,27813,2021-04-28,Nunavut
249,28062,2021-04-29,Nunavut
189,28251,2021-04-30,Nunavut
0,28251,2021-05-01,Nunavut
0,28251,2021-05-02,Nunavut
333,28584,2021-05-03,Nunavut
128,28712,2021-05-04,Nunavut
125,28837,2021-05-05,Nunavut
126,28963,2021-05-06,Nunavut
133,29096,2021-05-07,Nunavut
0,29096,2021-05-08,Nunavut
0,29096,2021-05-09,Nunavut
201,29297,2021-05-10,Nunavut
105,29402,2021-05-11,Nunavut
-97,29305,2021-05-12,Nunavut
0,29305,2021-05-13,Nunavut
0,29305,2021-05-14,Nunavut
0,29305,2021-05-15,Nunavut
0,29305,2021-05-16,Nunavut
0,29305,2021-05-17,Nunavut
720,30025,2021-05-18,Nunavut
0,30025,2021-05-19,Nunavut
0,30025,2021-05-20,Nunavut
0,30025,2021-05-21,Nunavut
0,30025,2021-05-22,Nunavut
0,30025,2021-05-23,Nunavut
0,30025,2021-05-24,Nunavut
1132,31157,2021-05-25,Nunavut
0,31157,2021-05-26,Nunavut
0,31157,2021-05-27,Nunavut
0,31157,2021-05-28,Nunavut
0,31157,2021-05-29,Nunavut
0,31157,2021-05-30,Nunavut
0,31157,2021-05-31,Nunavut
1039,32196,2021-06-01,Nunavut
0,32196,2021-06-02,Nunavut
0,32196,2021-06-03,Nunavut
0,32196,2021-06-04,Nunavut
0,32196,2021-06-05,Nunavut
0,32196,2021-06-06,Nunavut
0,32196,2021-06-07,Nunavut
0,32196,2021-06-08,Nunavut
0,32196,2021-06-09,Nunavut
0,32196,2021-06-10,Nunavut
0,32196,2021-06-11,Nunavut
0,32196,2021-06-12,Nunavut
0,32196,2021-06-13,Nunavut
0,32196,2021-06-14,Nunavut
0,32196,2021-06-15,Nunavut
0,32196,2021-06-16,Nunavut
998,33194,2021-06-17,Nunavut
0,33194,2021-06-18,Nunavut
0,33194,2021-06-19,Nunavut
0,33194,2021-06-20,Nunavut
0,33194,2021-06-21,Nunavut
0,33194,2021-06-22,Nunavut
2497,35691,2021-06-23,Nunavut
0,35691,2021-06-24,Nunavut
0,35691,2021-06-25,Nunavut
0,35691,2021-06-26,Nunavut
0,35691,2021-06-27,Nunavut
0,35691,2021-06-28,Nunavut
1453,37144,2021-06-29,Nunavut
0,37144,2021-06-30,Nunavut
0,37144,2021-07-01,Nunavut
0,37144,2021-07-02,Nunavut
0,37144,2021-07-03,Nunavut
0,37144,2021-07-04,Nunavut
0,37144,2021-07-05,Nunavut
818,37962,2021-07-06,Nunavut
0,37962,2021-07-07,Nunavut
0,37962,2021-07-08,Nunavut
0,37962,2021-07-09,Nunavut
0,37962,2021-07-10,Nunavut
0,37962,2021-07-11,Nunavut
0,37962,2021-07-12,Nunavut
1282,39244,2021-07-13,Nunavut
0,39244,2021-07-14,Nunavut
0,39244,2021-07-15,Nunavut
0,39244,2021-07-16,Nunavut
0,39244,2021-07-17,Nunavut
0,39244,2021-07-18,Nunavut
0,39244,2021-07-19,Nunavut
2006,41250,2021-07-20,Nunavut
0,41250,2021-07-21,Nunavut
0,41250,2021-07-22,Nunavut
0,41250,2021-07-23,Nunavut
0,41250,2021-07-24,Nunavut
0,41250,2021-07-25,Nunavut
0,41250,2021-07-26,Nunavut
782,42032,2021-07-27,Nunavut
0,42032,2021-07-28,Nunavut
0,42032,2021-07-29,Nunavut
0,42032,2021-07-30,Nunavut
0,42032,2021-07-31,Nunavut
0,42032,2021-08-01,Nunavut
0,42032,2021-08-02,Nunavut
0,42032,2021-08-03,Nunavut
683,42715,2021-08-04,Nunavut
0,42715,2021-08-05,Nunavut
0,42715,2021-08-06,Nunavut
0,42715,2021-08-07,Nunavut
0,42715,2021-08-08,Nunavut
0,42715,2021-08-09,Nunavut
423,43138,2021-08-10,Nunavut
0,43138,2021-08-11,Nunavut
0,43138,2021-08-12,Nunavut
0,43138,2021-08-13,Nunavut
0,43138,2021-08-14,Nunavut
0,43138,2021-08-15,Nunavut
0,43138,2021-08-16,Nunavut
490,43628,2021-08-17,Nunavut
0,0,2020-12-14,NWT
0,0,2020-12-15,NWT
0,0,2020-12-16,NWT
0,0,2020-12-17,NWT
0,0,2020-12-18,NWT
0,0,2020-12-19,NWT
0,0,2020-12-20,NWT
0,0,2020-12-21,NWT
0,0,2020-12-22,NWT
0,0,2020-12-23,NWT
0,0,2020-12-24,NWT
0,0,2020-12-25,NWT
0,0,2020-12-26,NWT
0,0,2020-12-27,NWT
0,0,2020-12-28,NWT
0,0,2020-12-29,NWT
0,0,2020-12-30,NWT
2,2,2020-12-31,NWT
0,2,2021-01-01,NWT
0,2,2021-01-02,NWT
0,2,2021-01-03,NWT
0,2,2021-01-04,NWT
128,130,2021-01-05,NWT
0,130,2021-01-06,NWT
0,130,2021-01-07,NWT
32,162,2021-01-08,NWT
0,162,2021-01-09,NWT
0,162,2021-01-10,NWT
0,162,2021-01-11,NWT
350,512,2021-01-12,NWT
0,512,2021-01-13,NWT
0,512,2021-01-14,NWT
0,512,2021-01-15,NWT
0,512,2021-01-16,NWT
0,512,2021-01-17,NWT
1381,1893,2021-01-18,NWT
0,1893,2021-01-19,NWT
0,1893,2021-01-20,NWT
0,1893,2021-01-21,NWT
0,1893,2021-01-22,NWT
0,1893,2021-01-23,NWT
0,1893,2021-01-24,NWT
0,1893,2021-01-25,NWT
7578,9471,2021-01-26,NWT
0,9471,2021-01-27,NWT
0,9471,2021-01-28,NWT
0,9471,2021-01-29,NWT
0,9471,2021-01-30,NWT
0,9471,2021-01-31,NWT
0,9471,2021-02-01,NWT
2895,12366,2021-02-02,NWT
0,12366,2021-02-03,NWT
0,12366,2021-02-04,NWT
0,12366,2021-02-05,NWT
0,12366,2021-02-06,NWT
0,12366,2021-02-07,NWT
0,12366,2021-02-08,NWT
766,13132,2021-02-09,NWT
0,13132,2021-02-10,NWT
0,13132,2021-02-11,NWT
0,13132,2021-02-12,NWT
0,13132,2021-02-13,NWT
0,13132,2021-02-14,NWT
1025,14157,2021-02-15,NWT
0,14157,2021-02-16,NWT
0,14157,2021-02-17,NWT
0,14157,2021-02-18,NWT
0,14157,2021-02-19,NWT
0,14157,2021-02-20,NWT
0,14157,2021-02-21,NWT
0,14157,2021-02-22,NWT
2297,16454,2021-02-23,NWT
0,16454,2021-02-24,NWT
0,16454,2021-02-25,NWT
0,16454,2021-02-26,NWT
0,16454,2021-02-27,NWT
0,16454,2021-02-28,NWT
0,16454,2021-03-01,NWT
3321,19775,2021-03-02,NWT
0,19775,2021-03-03,NWT
0,19775,2021-03-04,NWT
0,19775,2021-03-05,NWT
0,19775,2021-03-06,NWT
0,19775,2021-03-07,NWT
0,19775,2021-03-08,NWT
8433,28208,2021-03-09,NWT
0,28208,2021-03-10,NWT
0,28208,2021-03-11,NWT
0,28208,2021-03-12,NWT
0,28208,2021-03-13,NWT
0,28208,2021-03-14,NWT
3866,32074,2021-03-15,NWT
0,32074,2021-03-16,NWT
0,32074,2021-03-17,NWT
0,32074,2021-03-18,NWT
0,32074,2021-03-19,NWT
0,32074,2021-03-20,NWT
0,32074,2021-03-21,NWT
3323,35397,2021-03-22,NWT
0,35397,2021-03-23,NWT
0,35397,2021-03-24,NWT
0,35397,2021-03-25,NWT
0,35397,2021-03-26,NWT
0,35397,2021-03-27,NWT
0,35397,2021-03-28,NWT
2258,37655,2021-03-29,NWT
0,37655,2021-03-30,NWT
0,37655,2021-03-31,NWT
0,37655,2021-04-01,NWT
0,37655,2021-04-02,NWT
0,37655,2021-04-03,NWT
0,37655,2021-04-04,NWT
0,37655,2021-04-05,NWT
919,38574,2021-04-06,NWT
0,38574,2021-04-07,NWT
0,38574,2021-04-08,NWT
0,38574,2021-04-09,NWT
0,38574,2021-04-10,NWT
0,38574,2021-04-11,NWT
2643,41217,2021-04-12,NWT
0,41217,2021-04-13,NWT
0,41217,2021-04-14,NWT
0,41217,2021-04-15,NWT
0,41217,2021-04-16,NWT
0,41217,2021-04-17,NWT
0,41217,2021-04-18,NWT
3429,44646,2021-04-19,NWT
0,44646,2021-04-20,NWT
0,44646,2021-04-21,NWT
0,44646,2021-04-22,NWT
0,44646,2021-04-23,NWT
0,44646,2021-04-24,NWT
0,44646,2021-04-25,NWT
2154,46800,2021-04-26,NWT
0,46800,2021-04-27,NWT
0,46800,2021-04-28,NWT
0,46800,2021-04-29,NWT
0,46800,2021-04-30,NWT
0,46800,2021-05-01,NWT
0,46800,2021-05-02,NWT
1207,48007,2021-05-03,NWT
0,48007,2021-05-04,NWT
0,48007,2021-05-05,NWT
0,48007,2021-05-06,NWT
0,48007,2021-05-07,NWT
0,48007,2021-05-08,NWT
0,48007,2021-05-09,NWT
1804,49811,2021-05-10,NWT
0,49811,2021-05-11,NWT
0,49811,2021-05-12,NWT
0,49811,2021-05-13,NWT
0,49811,2021-05-14,NWT
0,49811,2021-05-15,NWT
0,49811,2021-05-16,NWT
1509,51320,2021-05-17,NWT
0,51320,2021-05-18,NWT
0,51320,2021-05-19,NWT
0,51320,2021-05-20,NWT
0,51320,2021-05-21,NWT
0,51320,2021-05-22,NWT
0,51320,2021-05-23,NWT
0,51320,2021-05-24,NWT
917,52237,2021-05-25,NWT
0,52237,2021-05-26,NWT
0,52237,2021-05-27,NWT
0,52237,2021-05-28,NWT
0,52237,2021-05-29,NWT
0,52237,2021-05-30,NWT
1264,53501,2021-05-31,NWT
0,53501,2021-06-01,NWT
0,53501,2021-06-02,NWT
0,53501,2021-06-03,NWT
0,53501,2021-06-04,NWT
0,53501,2021-06-05,NWT
0,53501,2021-06-06,NWT
0,53501,2021-06-07,NWT
1577,55078,2021-06-08,NWT
0,55078,2021-06-09,NWT
0,55078,2021-06-10,NWT
0,55078,2021-06-11,NWT
0,55078,2021-06-12,NWT
0,55078,2021-06-13,NWT
0,55078,2021-06-14,NWT
2137,57215,2021-06-15,NWT
0,57215,2021-06-16,NWT
0,57215,2021-06-17,NWT
0,57215,2021-06-18,NWT
0,57215,2021-06-19,NWT
0,57215,2021-06-20,NWT
0,57215,2021-06-21,NWT
1625,58840,2021-06-22,NWT
0,58840,2021-06-23,NWT
0,58840,2021-06-24,NWT
0,58840,2021-06-25,NWT
0,58840,2021-06-26,NWT
0,58840,2021-06-27,NWT
1213,60053,2021-06-28,NWT
0,60053,2021-06-29,NWT
0,60053,2021-06-30,NWT
0,60053,2021-07-01,NWT
0,60053,2021-07-02,NWT
0,60053,2021-07-03,NWT
0,60053,2021-07-04,NWT
823,60876,2021-07-05,NWT
0,60876,2021-07-06,NWT
0,60876,2021-07-07,NWT
0,60876,2021-07-08,NWT
0,60876,2021-07-09,NWT
0,60876,2021-07-10,NWT
0,60876,2021-07-11,NWT
865,61741,2021-07-12,NWT
0,61741,2021-07-13,NWT
0,61741,2021-07-14,NWT
0,61741,2021-07-15,NWT
0,61741,2021-07-16,NWT
0,61741,2021-07-17,NWT
0,61741,2021-07-18,NWT
984,62725,2021-07-19,NWT
0,62725,2021-07-20,NWT
0,62725,2021-07-21,NWT
0,62725,2021-07-22,NWT
0,62725,2021-07-23,NWT
0,62725,2021-07-24,NWT
0,62725,2021-07-25,NWT
839,63564,2021-07-26,NWT
0,63564,2021-07-27,NWT
0,63564,2021-07-28,NWT
0,63564,2021-07-29,NWT
0,63564,2021-07-30,NWT
0,63564,2021-07-31,NWT
0,63564,2021-08-01,NWT
0,63564,2021-08-02,NWT
0,63564,2021-08-03,NWT
732,64296,2021-08-04,NWT
0,64296,2021-08-05,NWT
0,64296,2021-08-06,NWT
0,64296,2021-08-07,NWT
0,64296,2021-08-08,NWT
433,64729,2021-08-09,NWT
0,64729,2021-08-10,NWT
0,64729,2021-08-11,NWT
0,64729,2021-08-12,NWT
0,64729,2021-08-13,NWT
0,64729,2021-08-14,NWT
0,64729,2021-08-15,NWT
738,65467,2021-08-16,NWT
0,65467,2021-08-17,NWT
5,5,2020-12-14,Ontario
426,431,2020-12-15,Ontario
544,975,2020-12-16,Ontario
941,1916,2020-12-17,Ontario
384,2300,2020-12-18,Ontario
559,2859,2020-12-19,Ontario
128,2987,2020-12-20,Ontario
422,3409,2020-12-21,Ontario
1841,5250,2020-12-22,Ontario
3468,8718,2020-12-23,Ontario
2038,10756,2020-12-24,Ontario
302,11058,2020-12-25,Ontario
0,11058,2020-12-26,Ontario
169,11227,2020-12-27,Ontario
1973,13200,2020-12-28,Ontario
4848,18048,2020-12-29,Ontario
555,18603,2020-12-30,Ontario
4899,23502,2020-12-31,Ontario
5373,28875,2021-01-01,Ontario
4316,33191,2021-01-02,Ontario
4360,37551,2021-01-03,Ontario
4868,42419,2021-01-04,Ontario
7611,50030,2021-01-05,Ontario
10350,60380,2021-01-06,Ontario
12251,72631,2021-01-07,Ontario
14932,87563,2021-01-08,Ontario
15700,103263,2021-01-09,Ontario
9983,113246,2021-01-10,Ontario
8859,122105,2021-01-11,Ontario
11448,133553,2021-01-12,Ontario
11231,144784,2021-01-13,Ontario
14237,159021,2021-01-14,Ontario
15609,174630,2021-01-15,Ontario
14460,189090,2021-01-16,Ontario
11007,200097,2021-01-17,Ontario
9691,209788,2021-01-18,Ontario
14346,224134,2021-01-19,Ontario
13784,237918,2021-01-20,Ontario
15899,253817,2021-01-21,Ontario
11168,264985,2021-01-22,Ontario
11161,276146,2021-01-23,Ontario
4427,280573,2021-01-24,Ontario
5537,286110,2021-01-25,Ontario
9707,295817,2021-01-26,Ontario
9513,305330,2021-01-27,Ontario
11910,317240,2021-01-28,Ontario
10215,327455,2021-01-29,Ontario
9373,336828,2021-01-30,Ontario
2816,339644,2021-01-31,Ontario
2256,341900,2021-02-01,Ontario
2715,344615,2021-02-02,Ontario
3716,348331,2021-02-03,Ontario
6724,355055,2021-02-04,Ontario
7694,362749,2021-02-05,Ontario
9917,372666,2021-02-06,Ontario
6518,379184,2021-02-07,Ontario
6987,386171,2021-02-08,Ontario
12462,398633,2021-02-09,Ontario
13486,412119,2021-02-10,Ontario
14717,426836,2021-02-11,Ontario
15605,442441,2021-02-12,Ontario
14506,456947,2021-02-13,Ontario
10679,467626,2021-02-14,Ontario
0,467626,2021-02-15,Ontario
12751,480377,2021-02-16,Ontario
9107,489484,2021-02-17,Ontario
12383,501867,2021-02-18,Ontario
16967,518834,2021-02-19,Ontario
21295,540129,2021-02-20,Ontario
16404,556533,2021-02-21,Ontario
12922,569455,2021-02-22,Ontario
16252,585707,2021-02-23,Ontario
17141,602848,2021-02-24,Ontario
19112,621960,2021-02-25,Ontario
21805,643765,2021-02-26,Ontario
24339,668104,2021-02-27,Ontario
19167,687271,2021-02-28,Ontario
17424,704695,2021-03-01,Ontario
22326,727021,2021-03-02,Ontario
27398,754419,2021-03-03,Ontario
30409,784828,2021-03-04,Ontario
35886,820714,2021-03-05,Ontario
39698,860412,2021-03-06,Ontario
30192,890604,2021-03-07,Ontario
21882,912486,2021-03-08,Ontario
31047,943533,2021-03-09,Ontario
35264,978797,2021-03-10,Ontario
40610,1019407,2021-03-11,Ontario
43503,1062910,2021-03-12,Ontario
53586,1116496,2021-03-13,Ontario
41859,1158355,2021-03-14,Ontario
33198,1191553,2021-03-15,Ontario
51579,1243132,2021-03-16,Ontario
58202,1301334,2021-03-17,Ontario
58119,1359453,2021-03-18,Ontario
61146,1420599,2021-03-19,Ontario
60283,1480882,2021-03-20,Ontario
40823,1521705,2021-03-21,Ontario
31335,1553040,2021-03-22,Ontario
50659,1603699,2021-03-23,Ontario
72451,1676150,2021-03-24,Ontario
79446,1755596,2021-03-25,Ontario
82996,1838592,2021-03-26,Ontario
77740,1916332,2021-03-27,Ontario
64950,1981282,2021-03-28,Ontario
50453,2031735,2021-03-29,Ontario
70645,2102380,2021-03-30,Ontario
89873,2192253,2021-03-31,Ontario
84060,2276313,2021-04-01,Ontario
0,2276313,2021-04-02,Ontario
147750,2424063,2021-04-03,Ontario
0,2424063,2021-04-04,Ontario
121577,2545640,2021-04-05,Ontario
76199,2621839,2021-04-06,Ontario
104382,2726221,2021-04-07,Ontario
108563,2834784,2021-04-08,Ontario
105382,2940166,2021-04-09,Ontario
104783,3044949,2021-04-10,Ontario
94794,3139743,2021-04-11,Ontario
74722,3214465,2021-04-12,Ontario
95692,3310157,2021-04-13,Ontario
112817,3422974,2021-04-14,Ontario
105430,3528404,2021-04-15,Ontario
115634,3644038,2021-04-16,Ontario
107278,3751316,2021-04-17,Ontario
86565,3837881,2021-04-18,Ontario
66897,3904778,2021-04-19,Ontario
90409,3995187,2021-04-20,Ontario
136695,4131882,2021-04-21,Ontario
134920,4266802,2021-04-22,Ontario
133872,4400674,2021-04-23,Ontario
126694,4527368,2021-04-24,Ontario
99235,4626603,2021-04-25,Ontario
69608,4696211,2021-04-26,Ontario
94819,4791030,2021-04-27,Ontario
116173,4907203,2021-04-28,Ontario
120567,5027770,2021-04-29,Ontario
112214,5139984,2021-04-30,Ontario
107700,5247684,2021-05-01,Ontario
76685,5324369,2021-05-02,Ontario
53880,5378249,2021-05-03,Ontario
88871,5467120,2021-05-04,Ontario
132603,5599723,2021-05-05,Ontario
141038,5740761,2021-05-06,Ontario
144724,5885485,2021-05-07,Ontario
