cases,cumulative_cases,date_report,health_region,province
2,397,2021-05-01,Zone 1 (Moncton area),New Brunswick
1,398,2021-05-02,Zone 1 (Moncton area),New Brunswick
1,399,2021-05-03,Zone 1 (Moncton area),New Brunswick
1,400,2021-05-04,Zone 1 (Moncton area),New Brunswick
3,403,2021-05-05,Zone 1 (Moncton area),New Brunswick
0,403,2021-05-06,Zone 1 (Moncton area),New Brunswick
3,406,2021-05-07,Zone 1 (Moncton area),New Brunswick
2,408,2021-05-08,Zone 1 (Moncton area),New Brunswick
3,411,2021-05-09,Zone 1 (Moncton area),New Brunswick
3,414,2021-05-10,Zone 1 (Moncton area),New Brunswick
0,414,2021-05-11,Zone 1 (Moncton area),New Brunswick
2,416,2021-05-12,Zone 1 (Moncton area),New Brunswick
2,418,2021-05-13,Zone 1 (Moncton area),New Brunswick
0,418,2021-05-14,Zone 1 (Moncton area),New Brunswick
0,418,2021-05-15,Zone 1 (Moncton area),New Brunswick
2,420,2021-05-16,Zone 1 (Moncton area),New Brunswick
0,420,2021-05-17,Zone 1 (Moncton area),New Brunswick
0,420,2021-05-18,Zone 1 (Moncton area),New Brunswick
0,420,2021-05-19,Zone 1 (Moncton area),New Brunswick
2,422,2021-05-20,Zone 1 (Moncton area),New Brunswick
1,423,2021-05-21,Zone 1 (Moncton area),New Brunswick
0,423,2021-05-22,Zone 1 (Moncton area),New Brunswick
2,425,2021-05-23,Zone 1 (Moncton area),New Brunswick
4,429,2021-05-24,Zone 1 (Moncton area),New Brunswick
6,435,2021-05-25,Zone 1 (Moncton area),New Brunswick
6,441,2021-05-26,Zone 1 (Moncton area),New Brunswick
3,444,2021-05-27,Zone 1 (Moncton area),New Brunswick
1,445,2021-05-28,Zone 1 (Moncton area),New Brunswick
5,450,2021-05-29,Zone 1 (Moncton area),New Brunswick
5,455,2021-05-30,Zone 1 (Moncton area),New Brunswick
5,460,2021-05-31,Zone 1 (Moncton area),New Brunswick
0,460,2021-06-01,Zone 1 (Moncton area),New Brunswick
3,463,2021-06-02,Zone 1 (Moncton area),New Brunswick
3,466,2021-06-03,Zone 1 (Moncton area),New Brunswick
2,468,2021-06-04,Zone 1 (Moncton area),New Brunswick
3,471,2021-06-05,Zone 1 (Moncton area),New Brunswick
0,471,2021-06-06,Zone 1 (Moncton area),New Brunswick
0,471,2021-06-07,Zone 1 (Moncton area),New Brunswick
0,471,2021-06-08,Zone 1 (Moncton area),New Brunswick
2,473,2021-06-09,Zone 1 (Moncton area),New Brunswick
1,474,2021-06-10,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-11,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-12,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-13,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-14,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-15,Zone 1 (Moncton area),New Brunswick
1,475,2021-06-16,Zone 1 (Moncton area),New Brunswick
0,475,2021-06-17,Zone 1 (Moncton area),New Brunswick
-1,474,2021-06-18,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-19,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-20,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-21,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-22,Zone 1 (Moncton area),New Brunswick
0,474,2021-06-23,Zone 1 (Moncton area),New Brunswick
1,475,2021-06-24,Zone 1 (Moncton area),New Brunswick
0,475,2021-06-25,Zone 1 (Moncton area),New Brunswick
0,475,2021-06-26,Zone 1 (Moncton area),New Brunswick
0,475,2021-06-27,Zone 1 (Moncton area),New Brunswick
1,476,2021-06-28,Zone 1 (Moncton area),New Brunswick
2,478,2021-06-29,Zone 1 (Moncton area),New Brunswick
2,480,2021-06-30,Zone 1 (Moncton area),New Brunswick
0,480,2021-07-01,Zone 1 (Moncton area),New Brunswick
2,482,2021-07-02,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-03,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-04,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-05,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-06,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-07,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-08,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-09,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-10,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-11,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-12,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-13,Zone 1 (Moncton area),New Brunswick
0,482,2021-07-14,Zone 1 (Moncton area),New Brunswick
6,488,2021-07-15,Zone 1 (Moncton area),New Brunswick
2,490,2021-07-16,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-17,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-18,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-19,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-20,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-21,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-22,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-23,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-24,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-25,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-26,Zone 1 (Moncton area),New Brunswick
0,490,2021-07-27,Zone 1 (Moncton area),New Brunswick
2,492,2021-07-28,Zone 1 (Moncton area),New Brunswick
0,492,2021-07-29,Zone 1 (Moncton area),New Brunswick
5,497,2021-07-30,Zone 1 (Moncton area),New Brunswick
0,497,2021-07-31,Zone 1 (Moncton area),New Brunswick
17,514,2021-08-01,Zone 1 (Moncton area),New Brunswick
0,514,2021-08-02,Zone 1 (Moncton area),New Brunswick
6,520,2021-08-03,Zone 1 (Moncton area),New Brunswick
2,522,2021-08-04,Zone 1 (Moncton area),New Brunswick
9,531,2021-08-05,Zone 1 (Moncton area),New Brunswick
5,536,2021-08-06,Zone 1 (Moncton area),New Brunswick
0,536,2021-08-07,Zone 1 (Moncton area),New Brunswick
16,552,2021-08-08,Zone 1 (Moncton area),New Brunswick
2,554,2021-08-09,Zone 1 (Moncton area),New Brunswick
8,562,2021-08-10,Zone 1 (Moncton area),New Brunswick
11,573,2021-08-11,Zone 1 (Moncton area),New Brunswick
9,582,2021-08-12,Zone 1 (Moncton area),New Brunswick
10,592,2021-08-13,Zone 1 (Moncton area),New Brunswick
0,592,2021-08-14,Zone 1 (Moncton area),New Brunswick
0,592,2021-08-15,Zone 1 (Moncton area),New Brunswick
32,624,2021-08-16,Zone 1 (Moncton area),New Brunswick
12,636,2021-08-17,Zone 1 (Moncton area),New Brunswick
8,644,2021-08-18,Zone 1 (Moncton area),New Brunswick
16,660,2021-08-19,Zone 1 (Moncton area),New Brunswick
10,670,2021-08-20,Zone 1 (Moncton area),New Brunswick
0,670,2021-08-21,Zone 1 (Moncton area),New Brunswick
0,670,2021-08-22,Zone 1 (Moncton area),New Brunswick
0,0,2020-01-25,Zone 2 (Saint John area),New Brunswick
0,0,2020-01-26,Zone 2 (Saint John area),New Brunswick
0,0,2020-01-27,Zone 2 (Saint John area),New Brunswick
0,0,2020-01-28,Zone 2 (Saint John area),New Brunswick
0,0,2020-01-29,Zone 2 (Saint John area),New Brunswick
0,0,2020-01-30,Zone 2 (Saint John area),New Brunswick
0,0,2020-01-31,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-01,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-02,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-03,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-04,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-05,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-06,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-07,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-08,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-09,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-10,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-11,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-12,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-13,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-14,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-15,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-16,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-17,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-18,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-19,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-20,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-21,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-22,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-23,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-24,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-25,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-26,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-27,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-28,Zone 2 (Saint John area),New Brunswick
0,0,2020-02-29,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-01,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-02,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-03,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-04,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-05,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-06,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-07,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-08,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-09,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-10,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-11,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-12,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-13,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-14,Zone 2 (Saint John area),New Brunswick
0,0,2020-03-15,Zone 2 (Saint John area),New Brunswick
1,1,2020-03-16,Zone 2 (Saint John area),New Brunswick
0,1,2020-03-17,Zone 2 (Saint John area),New Brunswick
0,1,2020-03-18,Zone 2 (Saint John area),New Brunswick
0,1,2020-03-19,Zone 2 (Saint John area),New Brunswick
0,1,2020-03-20,Zone 2 (Saint John area),New Brunswick
5,6,2020-03-21,Zone 2 (Saint John area),New Brunswick
0,6,2020-03-22,Zone 2 (Saint John area),New Brunswick
0,6,2020-03-23,Zone 2 (Saint John area),New Brunswick
0,6,2020-03-24,Zone 2 (Saint John area),New Brunswick
3,9,2020-03-25,Zone 2 (Saint John area),New Brunswick
1,10,2020-03-26,Zone 2 (Saint John area),New Brunswick
1,11,2020-03-27,Zone 2 (Saint John area),New Brunswick
4,15,2020-03-28,Zone 2 (Saint John area),New Brunswick
2,17,2020-03-29,Zone 2 (Saint John area),New Brunswick
1,18,2020-03-30,Zone 2 (Saint John area),New Brunswick
0,18,2020-03-31,Zone 2 (Saint John area),New Brunswick
3,21,2020-04-01,Zone 2 (Saint John area),New Brunswick
1,22,2020-04-02,Zone 2 (Saint John area),New Brunswick
0,22,2020-04-03,Zone 2 (Saint John area),New Brunswick
0,22,2020-04-04,Zone 2 (Saint John area),New Brunswick
1,23,2020-04-05,Zone 2 (Saint John area),New Brunswick
0,23,2020-04-06,Zone 2 (Saint John area),New Brunswick
0,23,2020-04-07,Zone 2 (Saint John area),New Brunswick
0,23,2020-04-08,Zone 2 (Saint John area),New Brunswick
0,23,2020-04-09,Zone 2 (Saint John area),New Brunswick
1,24,2020-04-10,Zone 2 (Saint John area),New Brunswick
0,24,2020-04-11,Zone 2 (Saint John area),New Brunswick
2,26,2020-04-12,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-13,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-14,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-15,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-16,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-17,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-18,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-19,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-20,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-21,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-22,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-23,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-24,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-25,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-26,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-27,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-28,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-29,Zone 2 (Saint John area),New Brunswick
0,26,2020-04-30,Zone 2 (Saint John area),New Brunswick
0,26,2020-05-01,Zone 2 (Saint John area),New Brunswick
0,26,2020-05-02,Zone 2 (Saint John area),New Brunswick
0,26,2020-05-03,Zone 2 (Saint John area),New Brunswick
0,26,2020-05-04,Zone 2 (Saint John area),New Brunswick
0,26,2020-05-05,Zone 2 (Saint John area),New Brunswick
1,27,2020-05-06,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-07,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-08,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-09,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-10,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-11,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-12,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-13,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-14,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-15,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-16,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-17,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-18,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-19,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-20,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-21,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-22,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-23,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-24,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-25,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-26,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-27,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-28,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-29,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-30,Zone 2 (Saint John area),New Brunswick
0,27,2020-05-31,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-01,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-02,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-03,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-04,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-05,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-06,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-07,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-08,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-09,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-10,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-11,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-12,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-13,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-14,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-15,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-16,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-17,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-18,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-19,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-20,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-21,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-22,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-23,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-24,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-25,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-26,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-27,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-28,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-29,Zone 2 (Saint John area),New Brunswick
0,27,2020-06-30,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-01,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-02,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-03,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-04,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-05,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-06,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-07,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-08,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-09,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-10,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-11,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-12,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-13,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-14,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-15,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-16,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-17,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-18,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-19,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-20,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-21,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-22,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-23,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-24,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-25,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-26,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-27,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-28,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-29,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-30,Zone 2 (Saint John area),New Brunswick
0,27,2020-07-31,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-01,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-02,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-03,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-04,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-05,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-06,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-07,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-08,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-09,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-10,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-11,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-12,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-13,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-14,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-15,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-16,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-17,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-18,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-19,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-20,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-21,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-22,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-23,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-24,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-25,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-26,Zone 2 (Saint John area),New Brunswick
0,27,2020-08-27,Zone 2 (Saint John area),New Brunswick
1,28,2020-08-28,Zone 2 (Saint John area),New Brunswick
0,28,2020-08-29,Zone 2 (Saint John area),New Brunswick
0,28,2020-08-30,Zone 2 (Saint John area),New Brunswick
0,28,2020-08-31,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-01,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-02,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-03,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-04,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-05,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-06,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-07,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-08,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-09,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-10,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-11,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-12,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-13,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-14,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-15,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-16,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-17,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-18,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-19,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-20,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-21,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-22,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-23,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-24,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-25,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-26,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-27,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-28,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-29,Zone 2 (Saint John area),New Brunswick
0,28,2020-09-30,Zone 2 (Saint John area),New Brunswick
0,28,2020-10-01,Zone 2 (Saint John area),New Brunswick
0,28,2020-10-02,Zone 2 (Saint John area),New Brunswick
1,29,2020-10-03,Zone 2 (Saint John area),New Brunswick
0,29,2020-10-04,Zone 2 (Saint John area),New Brunswick
1,30,2020-10-05,Zone 2 (Saint John area),New Brunswick
0,30,2020-10-06,Zone 2 (Saint John area),New Brunswick
0,30,2020-10-07,Zone 2 (Saint John area),New Brunswick
1,31,2020-10-08,Zone 2 (Saint John area),New Brunswick
0,31,2020-10-09,Zone 2 (Saint John area),New Brunswick
0,31,2020-10-10,Zone 2 (Saint John area),New Brunswick
0,31,2020-10-11,Zone 2 (Saint John area),New Brunswick
0,31,2020-10-12,Zone 2 (Saint John area),New Brunswick
0,31,2020-10-13,Zone 2 (Saint John area),New Brunswick
0,31,2020-10-14,Zone 2 (Saint John area),New Brunswick
0,31,2020-10-15,Zone 2 (Saint John area),New Brunswick
0,31,2020-10-16,Zone 2 (Saint John area),New Brunswick
1,32,2020-10-17,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-18,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-19,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-20,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-21,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-22,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-23,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-24,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-25,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-26,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-27,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-28,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-29,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-30,Zone 2 (Saint John area),New Brunswick
0,32,2020-10-31,Zone 2 (Saint John area),New Brunswick
0,32,2020-11-01,Zone 2 (Saint John area),New Brunswick
0,32,2020-11-02,Zone 2 (Saint John area),New Brunswick
0,32,2020-11-03,Zone 2 (Saint John area),New Brunswick
1,33,2020-11-04,Zone 2 (Saint John area),New Brunswick
0,33,2020-11-05,Zone 2 (Saint John area),New Brunswick
0,33,2020-11-06,Zone 2 (Saint John area),New Brunswick
0,33,2020-11-07,Zone 2 (Saint John area),New Brunswick
0,33,2020-11-08,Zone 2 (Saint John area),New Brunswick
0,33,2020-11-09,Zone 2 (Saint John area),New Brunswick
0,33,2020-11-10,Zone 2 (Saint John area),New Brunswick
0,33,2020-11-11,Zone 2 (Saint John area),New Brunswick
1,34,2020-11-12,Zone 2 (Saint John area),New Brunswick
1,35,2020-11-13,Zone 2 (Saint John area),New Brunswick
1,36,2020-11-14,Zone 2 (Saint John area),New Brunswick
1,37,2020-11-15,Zone 2 (Saint John area),New Brunswick
0,37,2020-11-16,Zone 2 (Saint John area),New Brunswick
0,37,2020-11-17,Zone 2 (Saint John area),New Brunswick
2,39,2020-11-18,Zone 2 (Saint John area),New Brunswick
1,40,2020-11-19,Zone 2 (Saint John area),New Brunswick
7,47,2020-11-20,Zone 2 (Saint John area),New Brunswick
16,63,2020-11-21,Zone 2 (Saint John area),New Brunswick
5,68,2020-11-22,Zone 2 (Saint John area),New Brunswick
11,79,2020-11-23,Zone 2 (Saint John area),New Brunswick
3,82,2020-11-24,Zone 2 (Saint John area),New Brunswick
2,84,2020-11-25,Zone 2 (Saint John area),New Brunswick
8,92,2020-11-26,Zone 2 (Saint John area),New Brunswick
7,99,2020-11-27,Zone 2 (Saint John area),New Brunswick
0,99,2020-11-28,Zone 2 (Saint John area),New Brunswick
9,108,2020-11-29,Zone 2 (Saint John area),New Brunswick
2,110,2020-11-30,Zone 2 (Saint John area),New Brunswick
4,114,2020-12-01,Zone 2 (Saint John area),New Brunswick
1,115,2020-12-02,Zone 2 (Saint John area),New Brunswick
3,118,2020-12-03,Zone 2 (Saint John area),New Brunswick
2,120,2020-12-04,Zone 2 (Saint John area),New Brunswick
1,121,2020-12-05,Zone 2 (Saint John area),New Brunswick
2,123,2020-12-06,Zone 2 (Saint John area),New Brunswick
0,123,2020-12-07,Zone 2 (Saint John area),New Brunswick
1,124,2020-12-08,Zone 2 (Saint John area),New Brunswick
1,125,2020-12-09,Zone 2 (Saint John area),New Brunswick
1,126,2020-12-10,Zone 2 (Saint John area),New Brunswick
0,126,2020-12-11,Zone 2 (Saint John area),New Brunswick
1,127,2020-12-12,Zone 2 (Saint John area),New Brunswick
0,127,2020-12-13,Zone 2 (Saint John area),New Brunswick
0,127,2020-12-14,Zone 2 (Saint John area),New Brunswick
0,127,2020-12-15,Zone 2 (Saint John area),New Brunswick
0,127,2020-12-16,Zone 2 (Saint John area),New Brunswick
1,128,2020-12-17,Zone 2 (Saint John area),New Brunswick
0,128,2020-12-18,Zone 2 (Saint John area),New Brunswick
0,128,2020-12-19,Zone 2 (Saint John area),New Brunswick
0,128,2020-12-20,Zone 2 (Saint John area),New Brunswick
0,128,2020-12-21,Zone 2 (Saint John area),New Brunswick
0,128,2020-12-22,Zone 2 (Saint John area),New Brunswick
0,128,2020-12-23,Zone 2 (Saint John area),New Brunswick
0,128,2020-12-24,Zone 2 (Saint John area),New Brunswick
1,129,2020-12-25,Zone 2 (Saint John area),New Brunswick
