date,HR,cases,province,HRUID2018
2021-01-31,Peterborough,4,Ontario,3555
2021-02-01,Peterborough,4,Ontario,3555
2021-02-02,Peterborough,-1,Ontario,3555
2021-02-03,Peterborough,1,Ontario,3555
2021-02-04,Peterborough,7,Ontario,3555
2021-02-05,Peterborough,3,Ontario,3555
2021-02-06,Peterborough,0,Ontario,3555
2021-02-07,Peterborough,3,Ontario,3555
2021-02-08,Peterborough,0,Ontario,3555
2021-02-09,Peterborough,0,Ontario,3555
2021-02-10,Peterborough,2,Ontario,3555
2021-02-11,Peterborough,1,Ontario,3555
2021-02-12,Peterborough,3,Ontario,3555
2021-02-13,Peterborough,0,Ontario,3555
2021-02-14,Peterborough,6,Ontario,3555
2021-02-15,Peterborough,5,Ontario,3555
2021-02-16,Peterborough,3,Ontario,3555
2021-02-17,Peterborough,6,Ontario,3555
2021-02-18,Peterborough,9,Ontario,3555
2021-02-19,Peterborough,4,Ontario,3555
2021-02-20,Peterborough,6,Ontario,3555
2021-02-21,Peterborough,4,Ontario,3555
2021-02-22,Peterborough,-1,Ontario,3555
2021-02-23,Peterborough,0,Ontario,3555
2021-02-24,Peterborough,5,Ontario,3555
2021-02-25,Peterborough,4,Ontario,3555
2021-02-26,Peterborough,4,Ontario,3555
2021-02-27,Peterborough,4,Ontario,3555
2021-02-28,Peterborough,7,Ontario,3555
2021-03-01,Peterborough,12,Ontario,3555
2021-03-02,Peterborough,4,Ontario,3555
2021-03-03,Peterborough,18,Ontario,3555
2021-03-04,Peterborough,9,Ontario,3555
2021-03-05,Peterborough,15,Ontario,3555
2021-03-06,Peterborough,8,Ontario,3555
2021-03-07,Peterborough,12,Ontario,3555
2021-03-08,Peterborough,9,Ontario,3555
2021-03-09,Peterborough,0,Ontario,3555
2021-03-10,Peterborough,16,Ontario,3555
2021-03-11,Peterborough,8,Ontario,3555
2021-03-12,Peterborough,4,Ontario,3555
2021-03-13,Peterborough,13,Ontario,3555
2021-03-14,Peterborough,3,Ontario,3555
2021-03-15,Peterborough,5,Ontario,3555
2021-03-16,Peterborough,1,Ontario,3555
2021-03-17,Peterborough,10,Ontario,3555
2021-03-18,Peterborough,9,Ontario,3555
2021-03-19,Peterborough,6,Ontario,3555
2021-03-20,Peterborough,10,Ontario,3555
2021-03-21,Peterborough,9,Ontario,3555
2021-03-22,Peterborough,1,Ontario,3555
2021-03-23,Peterborough,1,Ontario,3555
2021-03-24,Peterborough,9,Ontario,3555
2021-03-25,Peterborough,1,Ontario,3555
2021-03-26,Peterborough,11,Ontario,3555
2021-03-27,Peterborough,7,Ontario,3555
2021-03-28,Peterborough,2,Ontario,3555
2021-03-29,Peterborough,7,Ontario,3555
2021-03-30,Peterborough,3,Ontario,3555
2021-03-31,Peterborough,5,Ontario,3555
2021-04-01,Peterborough,9,Ontario,3555
2021-04-02,Peterborough,8,Ontario,3555
2021-04-03,Peterborough,9,Ontario,3555
2021-04-04,Peterborough,22,Ontario,3555
2021-04-05,Peterborough,9,Ontario,3555
2021-04-06,Peterborough,2,Ontario,3555
2021-04-07,Peterborough,10,Ontario,3555
2021-04-08,Peterborough,14,Ontario,3555
2021-04-09,Peterborough,10,Ontario,3555
2021-04-10,Peterborough,17,Ontario,3555
2021-04-11,Peterborough,16,Ontario,3555
2021-04-12,Peterborough,13,Ontario,3555
2021-04-13,Peterborough,7,Ontario,3555
2021-04-14,Peterborough,14,Ontario,3555
2021-04-15,Peterborough,18,Ontario,3555
2021-04-16,Peterborough,28,Ontario,3555
2021-04-17,Peterborough,12,Ontario,3555
2021-04-18,Peterborough,15,Ontario,3555
2021-04-19,Peterborough,16,Ontario,3555
2021-04-20,Peterborough,4,Ontario,3555
2021-04-21,Peterborough,11,Ontario,3555
2021-04-22,Peterborough,9,Ontario,3555
2021-04-23,Peterborough,9,Ontario,3555
2021-04-24,Peterborough,8,Ontario,3555
2021-04-25,Peterborough,14,Ontario,3555
2021-04-26,Peterborough,10,Ontario,3555
2021-04-27,Peterborough,5,Ontario,3555
2021-04-28,Peterborough,10,Ontario,3555
2021-04-29,Peterborough,15,Ontario,3555
2021-04-30,Peterborough,13,Ontario,3555
2021-05-01,Peterborough,1,Ontario,3555
2021-05-02,Peterborough,11,Ontario,3555
2021-05-03,Peterborough,9,Ontario,3555
2021-05-04,Peterborough,5,Ontario,3555
2021-05-05,Peterborough,12,Ontario,3555
2021-05-06,Peterborough,10,Ontario,3555
2021-05-07,Peterborough,6,Ontario,3555
2021-05-08,Peterborough,7,Ontario,3555
2021-05-09,Peterborough,10,Ontario,3555
2021-05-10,Peterborough,11,Ontario,3555
2021-05-11,Peterborough,1,Ontario,3555
2021-05-12,Peterborough,11,Ontario,3555
2021-05-13,Peterborough,10,Ontario,3555
2021-05-14,Peterborough,23,Ontario,3555
2021-05-15,Peterborough,17,Ontario,3555
2021-05-16,Peterborough,6,Ontario,3555
2021-05-17,Peterborough,20,Ontario,3555
2021-05-18,Peterborough,5,Ontario,3555
2021-05-19,Peterborough,12,Ontario,3555
2021-05-20,Peterborough,19,Ontario,3555
2021-05-21,Peterborough,5,Ontario,3555
2021-05-22,Peterborough,13,Ontario,3555
2021-05-23,Peterborough,12,Ontario,3555
2021-05-24,Peterborough,2,Ontario,3555
2021-05-25,Peterborough,2,Ontario,3555
2021-05-26,Peterborough,11,Ontario,3555
2021-05-27,Peterborough,4,Ontario,3555
2021-05-28,Peterborough,14,Ontario,3555
2021-05-29,Peterborough,5,Ontario,3555
2021-05-30,Peterborough,6,Ontario,3555
2021-05-31,Peterborough,1,Ontario,3555
2021-06-01,Peterborough,1,Ontario,3555
2021-06-02,Peterborough,3,Ontario,3555
2021-06-03,Peterborough,7,Ontario,3555
2021-06-04,Peterborough,4,Ontario,3555
2021-06-05,Peterborough,6,Ontario,3555
2021-06-06,Peterborough,3,Ontario,3555
2021-06-07,Peterborough,3,Ontario,3555
2021-06-08,Peterborough,1,Ontario,3555
2021-06-09,Peterborough,1,Ontario,3555
2021-06-10,Peterborough,9,Ontario,3555
2021-06-11,Peterborough,1,Ontario,3555
2021-06-12,Peterborough,9,Ontario,3555
2021-06-13,Peterborough,1,Ontario,3555
2021-06-14,Peterborough,5,Ontario,3555
2021-06-15,Peterborough,1,Ontario,3555
2021-06-16,Peterborough,8,Ontario,3555
2021-06-17,Peterborough,1,Ontario,3555
2021-06-18,Peterborough,4,Ontario,3555
2021-06-19,Peterborough,-1,Ontario,3555
2021-06-20,Peterborough,3,Ontario,3555
2021-06-21,Peterborough,1,Ontario,3555
2021-06-22,Peterborough,4,Ontario,3555
2021-06-23,Peterborough,3,Ontario,3555
2021-06-24,Peterborough,0,Ontario,3555
2021-06-25,Peterborough,1,Ontario,3555
2021-06-26,Peterborough,0,Ontario,3555
2021-06-27,Peterborough,0,Ontario,3555
2021-06-28,Peterborough,1,Ontario,3555
2021-06-29,Peterborough,1,Ontario,3555
2021-06-30,Peterborough,3,Ontario,3555
2021-07-01,Peterborough,2,Ontario,3555
2021-07-02,Peterborough,8,Ontario,3555
2021-07-03,Peterborough,1,Ontario,3555
2021-07-04,Peterborough,1,Ontario,3555
2021-07-05,Peterborough,1,Ontario,3555
2021-07-06,Peterborough,5,Ontario,3555
2021-07-07,Peterborough,5,Ontario,3555
2021-07-08,Peterborough,9,Ontario,3555
2021-07-09,Peterborough,0,Ontario,3555
2021-07-10,Peterborough,0,Ontario,3555
2021-07-11,Peterborough,0,Ontario,3555
2021-07-12,Peterborough,8,Ontario,3555
2021-07-13,Peterborough,0,Ontario,3555
2021-07-14,Peterborough,1,Ontario,3555
2021-07-15,Peterborough,0,Ontario,3555
2021-07-16,Peterborough,0,Ontario,3555
2021-07-17,Peterborough,0,Ontario,3555
2021-07-18,Peterborough,1,Ontario,3555
2021-07-19,Peterborough,1,Ontario,3555
2021-07-20,Peterborough,0,Ontario,3555
2021-07-21,Peterborough,2,Ontario,3555
2021-07-22,Peterborough,0,Ontario,3555
2021-07-23,Peterborough,1,Ontario,3555
2021-07-24,Peterborough,0,Ontario,3555
2021-07-25,Peterborough,1,Ontario,3555
2021-07-26,Peterborough,0,Ontario,3555
2021-07-27,Peterborough,0,Ontario,3555
2021-07-28,Peterborough,3,Ontario,3555
2021-07-29,Peterborough,2,Ontario,3555
2021-07-30,Peterborough,4,Ontario,3555
2021-07-31,Peterborough,3,Ontario,3555
2021-08-01,Peterborough,2,Ontario,3555
2021-08-02,Peterborough,0,Ontario,3555
2021-08-03,Peterborough,0,Ontario,3555
2021-08-04,Peterborough,0,Ontario,3555
2021-08-05,Peterborough,0,Ontario,3555
2021-08-06,Peterborough,1,Ontario,3555
2021-08-07,Peterborough,0,Ontario,3555
2021-08-08,Peterborough,1,Ontario,3555
2021-08-09,Peterborough,0,Ontario,3555
2021-08-10,Peterborough,0,Ontario,3555
2021-08-11,Peterborough,1,Ontario,3555
2021-08-12,Peterborough,1,Ontario,3555
2021-08-13,Peterborough,-1,Ontario,3555
2021-08-14,Peterborough,3,Ontario,3555
2021-08-15,Peterborough,0,Ontario,3555
2021-08-16,Peterborough,1,Ontario,3555
2021-08-17,Peterborough,0,Ontario,3555
2021-08-18,Peterborough,1,Ontario,3555
2021-08-19,Peterborough,2,Ontario,3555
2021-08-20,Peterborough,4,Ontario,3555
2021-08-21,Peterborough,3,Ontario,3555
2021-08-22,Peterborough,2,Ontario,3555
2021-08-23,Peterborough,2,Ontario,3555
2020-03-24,Porcupine,,Ontario,3556
2020-03-25,Porcupine,0,Ontario,3556
2020-03-26,Porcupine,3,Ontario,3556
2020-03-27,Porcupine,0,Ontario,3556
2020-03-28,Porcupine,,Ontario,3556
2020-03-29,Porcupine,,Ontario,3556
2020-03-30,Porcupine,6,Ontario,3556
2020-03-31,Porcupine,0,Ontario,3556
2020-04-01,Porcupine,5,Ontario,3556
2020-04-02,Porcupine,3,Ontario,3556
2020-04-03,Porcupine,6,Ontario,3556
2020-04-04,Porcupine,4,Ontario,3556
2020-04-05,Porcupine,1,Ontario,3556
2020-04-06,Porcupine,0,Ontario,3556
2020-04-07,Porcupine,1,Ontario,3556
2020-04-08,Porcupine,1,Ontario,3556
2020-04-09,Porcupine,2,Ontario,3556
2020-04-10,Porcupine,5,Ontario,3556
2020-04-11,Porcupine,0,Ontario,3556
2020-04-12,Porcupine,2,Ontario,3556
2020-04-13,Porcupine,-1,Ontario,3556
2020-04-14,Porcupine,0,Ontario,3556
2020-04-15,Porcupine,0,Ontario,3556
2020-04-16,Porcupine,3,Ontario,3556
2020-04-17,Porcupine,4,Ontario,3556
2020-04-18,Porcupine,2,Ontario,3556
2020-04-19,Porcupine,0,Ontario,3556
2020-04-20,Porcupine,1,Ontario,3556
2020-04-21,Porcupine,0,Ontario,3556
2020-04-22,Porcupine,3,Ontario,3556
2020-04-23,Porcupine,1,Ontario,3556
2020-04-24,Porcupine,1,Ontario,3556
2020-04-25,Porcupine,1,Ontario,3556
2020-04-26,Porcupine,1,Ontario,3556
2020-04-27,Porcupine,1,Ontario,3556
2020-04-28,Porcupine,0,Ontario,3556
2020-04-29,Porcupine,1,Ontario,3556
2020-04-30,Porcupine,1,Ontario,3556
2020-05-01,Porcupine,0,Ontario,3556
2020-05-02,Porcupine,0,Ontario,3556
2020-05-03,Porcupine,0,Ontario,3556
2020-05-04,Porcupine,2,Ontario,3556
2020-05-05,Porcupine,0,Ontario,3556
2020-05-06,Porcupine,1,Ontario,3556
2020-05-07,Porcupine,0,Ontario,3556
2020-05-08,Porcupine,1,Ontario,3556
2020-05-09,Porcupine,1,Ontario,3556
2020-05-10,Porcupine,0,Ontario,3556
2020-05-11,Porcupine,0,Ontario,3556
2020-05-12,Porcupine,1,Ontario,3556
2020-05-13,Porcupine,0,Ontario,3556
2020-05-14,Porcupine,0,Ontario,3556
2020-05-15,Porcupine,0,Ontario,3556
2020-05-16,Porcupine,0,Ontario,3556
2020-05-17,Porcupine,0,Ontario,3556
2020-05-18,Porcupine,0,Ontario,3556
2020-05-19,Porcupine,0,Ontario,3556
2020-05-20,Porcupine,0,Ontario,3556
2020-05-21,Porcupine,0,Ontario,3556
2020-05-22,Porcupine,0,Ontario,3556
2020-05-23,Porcupine,0,Ontario,3556
2020-05-24,Porcupine,0,Ontario,3556
2020-05-25,Porcupine,0,Ontario,3556
2020-05-26,Porcupine,0,Ontario,3556
2020-05-27,Porcupine,0,Ontario,3556
2020-05-28,Porcupine,0,Ontario,3556
2020-05-29,Porcupine,0,Ontario,3556
2020-05-30,Porcupine,0,Ontario,3556
2020-05-31,Porcupine,0,Ontario,3556
2020-06-01,Porcupine,0,Ontario,3556
2020-06-02,Porcupine,0,Ontario,3556
2020-06-03,Porcupine,0,Ontario,3556
2020-06-04,Porcupine,0,Ontario,3556
2020-06-05,Porcupine,0,Ontario,3556
2020-06-06,Porcupine,0,Ontario,3556
2020-06-07,Porcupine,0,Ontario,3556
2020-06-08,Porcupine,0,Ontario,3556
2020-06-09,Porcupine,0,Ontario,3556
2020-06-10,Porcupine,0,Ontario,3556
2020-06-11,Porcupine,0,Ontario,3556
2020-06-12,Porcupine,0,Ontario,3556
2020-06-13,Porcupine,0,Ontario,3556
2020-06-14,Porcupine,0,Ontario,3556
2020-06-15,Porcupine,0,Ontario,3556
2020-06-16,Porcupine,0,Ontario,3556
2020-06-17,Porcupine,0,Ontario,3556
2020-06-18,Porcupine,0,Ontario,3556
2020-06-19,Porcupine,0,Ontario,3556
2020-06-20,Porcupine,0,Ontario,3556
2020-06-21,Porcupine,1,Ontario,3556
2020-06-22,Porcupine,0,Ontario,3556
2020-06-23,Porcupine,1,Ontario,3556
2020-06-24,Porcupine,0,Ontario,3556
2020-06-25,Porcupine,0,Ontario,3556
2020-06-26,Porcupine,0,Ontario,3556
2020-06-27,Porcupine,0,Ontario,3556
2020-06-28,Porcupine,0,Ontario,3556
2020-06-29,Porcupine,0,Ontario,3556
2020-06-30,Porcupine,0,Ontario,3556
2020-07-01,Porcupine,0,Ontario,3556
2020-07-02,Porcupine,0,Ontario,3556
2020-07-03,Porcupine,0,Ontario,3556
2020-07-04,Porcupine,0,Ontario,3556
2020-07-05,Porcupine,0,Ontario,3556
2020-07-06,Porcupine,0,Ontario,3556
2020-07-07,Porcupine,0,Ontario,3556
2020-07-08,Porcupine,0,Ontario,3556
2020-07-09,Porcupine,0,Ontario,3556
2020-07-10,Porcupine,0,Ontario,3556
2020-07-11,Porcupine,0,Ontario,3556
2020-07-12,Porcupine,1,Ontario,3556
2020-07-13,Porcupine,0,Ontario,3556
2020-07-14,Porcupine,0,Ontario,3556
2020-07-15,Porcupine,0,Ontario,3556
2020-07-16,Porcupine,1,Ontario,3556
2020-07-17,Porcupine,0,Ontario,3556
2020-07-18,Porcupine,0,Ontario,3556
2020-07-19,Porcupine,0,Ontario,3556
2020-07-20,Porcupine,0,Ontario,3556
2020-07-21,Porcupine,0,Ontario,3556
2020-07-22,Porcupine,0,Ontario,3556
2020-07-23,Porcupine,0,Ontario,3556
2020-07-24,Porcupine,1,Ontario,3556
2020-07-25,Porcupine,0,Ontario,3556
2020-07-26,Porcupine,0,Ontario,3556
2020-07-27,Porcupine,0,Ontario,3556
2020-07-28,Porcupine,0,Ontario,3556
2020-07-29,Porcupine,0,Ontario,3556
2020-07-30,Porcupine,0,Ontario,3556
2020-07-31,Porcupine,0,Ontario,3556
2020-08-01,Porcupine,0,Ontario,3556
2020-08-02,Porcupine,1,Ontario,3556
2020-08-03,Porcupine,0,Ontario,3556
2020-08-04,Porcupine,0,Ontario,3556
2020-08-05,Porcupine,0,Ontario,3556
2020-08-06,Porcupine,1,Ontario,3556
2020-08-07,Porcupine,0,Ontario,3556
2020-08-08,Porcupine,0,Ontario,3556
2020-08-09,Porcupine,0,Ontario,3556
2020-08-10,Porcupine,0,Ontario,3556
2020-08-11,Porcupine,0,Ontario,3556
2020-08-12,Porcupine,0,Ontario,3556
2020-08-13,Porcupine,0,Ontario,3556
2020-08-14,Porcupine,0,Ontario,3556
2020-08-15,Porcupine,0,Ontario,3556
2020-08-16,Porcupine,0,Ontario,3556
2020-08-17,Porcupine,0,Ontario,3556
2020-08-18,Porcupine,0,Ontario,3556
2020-08-19,Porcupine,0,Ontario,3556
2020-08-20,Porcupine,0,Ontario,3556
2020-08-21,Porcupine,0,Ontario,3556
2020-08-22,Porcupine,0,Ontario,3556
2020-08-23,Porcupine,0,Ontario,3556
2020-08-24,Porcupine,0,Ontario,3556
2020-08-25,Porcupine,0,Ontario,3556
2020-08-26,Porcupine,0,Ontario,3556
2020-08-27,Porcupine,1,Ontario,3556
2020-08-28,Porcupine,0,Ontario,3556
2020-08-29,Porcupine,0,Ontario,3556
2020-08-30,Porcupine,0,Ontario,3556
2020-08-31,Porcupine,0,Ontario,3556
2020-09-01,Porcupine,0,Ontario,3556
2020-09-02,Porcupine,0,Ontario,3556
2020-09-03,Porcupine,0,Ontario,3556
2020-09-04,Porcupine,1,Ontario,3556
2020-09-05,Porcupine,0,Ontario,3556
2020-09-06,Porcupine,0,Ontario,3556
2020-09-07,Porcupine,0,Ontario,3556
2020-09-08,Porcupine,0,Ontario,3556
2020-09-09,Porcupine,0,Ontario,3556
2020-09-10,Porcupine,0,Ontario,3556
2020-09-11,Porcupine,0,Ontario,3556
2020-09-12,Porcupine,1,Ontario,3556
2020-09-13,Porcupine,1,Ontario,3556
2020-09-14,Porcupine,0,Ontario,3556
2020-09-15,Porcupine,0,Ontario,3556
2020-09-16,Porcupine,1,Ontario,3556
2020-09-17,Porcupine,1,Ontario,3556
2020-09-18,Porcupine,1,Ontario,3556
2020-09-19,Porcupine,1,Ontario,3556
2020-09-20,Porcupine,0,Ontario,3556
2020-09-21,Porcupine,0,Ontario,3556
2020-09-22,Porcupine,1,Ontario,3556
2020-09-23,Porcupine,0,Ontario,3556
2020-09-24,Porcupine,0,Ontario,3556
2020-09-25,Porcupine,0,Ontario,3556
2020-09-26,Porcupine,1,Ontario,3556
2020-09-27,Porcupine,0,Ontario,3556
2020-09-28,Porcupine,1,Ontario,3556
2020-09-29,Porcupine,-1,Ontario,3556
2020-09-30,Porcupine,1,Ontario,3556
2020-10-01,Porcupine,0,Ontario,3556
2020-10-02,Porcupine,0,Ontario,3556
2020-10-03,Porcupine,1,Ontario,3556
2020-10-04,Porcupine,0,Ontario,3556
2020-10-05,Porcupine,0,Ontario,3556
2020-10-06,Porcupine,0,Ontario,3556
2020-10-07,Porcupine,1,Ontario,3556
2020-10-08,Porcupine,0,Ontario,3556
2020-10-09,Porcupine,0,Ontario,3556
2020-10-10,Porcupine,0,Ontario,3556
2020-10-11,Porcupine,1,Ontario,3556
2020-10-12,Porcupine,0,Ontario,3556
2020-10-13,Porcupine,1,Ontario,3556
2020-10-14,Porcupine,0,Ontario,3556
2020-10-15,Porcupine,1,Ontario,3556
2020-10-16,Porcupine,1,Ontario,3556
2020-10-17,Porcupine,0,Ontario,3556
2020-10-18,Porcupine,1,Ontario,3556
2020-10-19,Porcupine,1,Ontario,3556
2020-10-20,Porcupine,0,Ontario,3556
2020-10-21,Porcupine,0,Ontario,3556
2020-10-22,Porcupine,1,Ontario,3556
2020-10-23,Porcupine,0,Ontario,3556
2020-10-24,Porcupine,1,Ontario,3556
2020-10-25,Porcupine,0,Ontario,3556
2020-10-26,Porcupine,2,Ontario,3556
2020-10-27,Porcupine,0,Ontario,3556
2020-10-28,Porcupine,0,Ontario,3556
2020-10-29,Porcupine,1,Ontario,3556
2020-10-30,Porcupine,0,Ontario,3556
2020-10-31,Porcupine,2,Ontario,3556
2020-11-01,Porcupine,0,Ontario,3556
2020-11-02,Porcupine,1,Ontario,3556
2020-11-03,Porcupine,0,Ontario,3556
2020-11-04,Porcupine,0,Ontario,3556
2020-11-05,Porcupine,0,Ontario,3556
2020-11-06,Porcupine,0,Ontario,3556
2020-11-07,Porcupine,0,Ontario,3556
2020-11-08,Porcupine,1,Ontario,3556
2020-11-09,Porcupine,0,Ontario,3556
2020-11-10,Porcupine,1,Ontario,3556
2020-11-11,Porcupine,0,Ontario,3556
2020-11-12,Porcupine,1,Ontario,3556
2020-11-13,Porcupine,0,Ontario,3556
2020-11-14,Porcupine,0,Ontario,3556
2020-11-15,Porcupine,1,Ontario,3556
2020-11-16,Porcupine,1,Ontario,3556
2020-11-17,Porcupine,0,Ontario,3556
2020-11-18,Porcupine,1,Ontario,3556
2020-11-19,Porcupine,0,Ontario,3556
2020-11-20,Porcupine,0,Ontario,3556
2020-11-21,Porcupine,0,Ontario,3556
2020-11-22,Porcupine,1,Ontario,3556
2020-11-23,Porcupine,0,Ontario,3556
2020-11-24,Porcupine,0,Ontario,3556
2020-11-25,Porcupine,0,Ontario,3556
2020-11-26,Porcupine,0,Ontario,3556
2020-11-27,Porcupine,0,Ontario,3556
2020-11-28,Porcupine,0,Ontario,3556
2020-11-29,Porcupine,1,Ontario,3556
2020-11-30,Porcupine,0,Ontario,3556
2020-12-01,Porcupine,0,Ontario,3556
2020-12-02,Porcupine,0,Ontario,3556
2020-12-03,Porcupine,0,Ontario,3556
2020-12-04,Porcupine,2,Ontario,3556
2020-12-05,Porcupine,4,Ontario,3556
2020-12-06,Porcupine,3,Ontario,3556
2020-12-07,Porcupine,0,Ontario,3556
2020-12-08,Porcupine,0,Ontario,3556
2020-12-09,Porcupine,0,Ontario,3556
2020-12-10,Porcupine,0,Ontario,3556
2020-12-11,Porcupine,0,Ontario,3556
2020-12-12,Porcupine,0,Ontario,3556
2020-12-13,Porcupine,1,Ontario,3556
2020-12-14,Porcupine,0,Ontario,3556
2020-12-15,Porcupine,1,Ontario,3556
2020-12-16,Porcupine,0,Ontario,3556
2020-12-17,Porcupine,-1,Ontario,3556
2020-12-18,Porcupine,0,Ontario,3556
2020-12-19,Porcupine,2,Ontario,3556
2020-12-20,Porcupine,0,Ontario,3556
2020-12-21,Porcupine,2,Ontario,3556
2020-12-22,Porcupine,0,Ontario,3556
2020-12-23,Porcupine,4,Ontario,3556
2020-12-24,Porcupine,2,Ontario,3556
2020-12-25,Porcupine,0,Ontario,3556
2020-12-26,Porcupine,0,Ontario,3556
2020-12-27,Porcupine,0,Ontario,3556
2020-12-28,Porcupine,0,Ontario,3556
2020-12-29,Porcupine,1,Ontario,3556
2020-12-30,Porcupine,0,Ontario,3556
2020-12-31,Porcupine,1,Ontario,3556
2021-01-01,Porcupine,2,Ontario,3556
2021-01-02,Porcupine,-1,Ontario,3556
2021-01-03,Porcupine,1,Ontario,3556
2021-01-04,Porcupine,1,Ontario,3556
2021-01-05,Porcupine,1,Ontario,3556
2021-01-06,Porcupine,0,Ontario,3556
2021-01-07,Porcupine,2,Ontario,3556
2021-01-08,Porcupine,6,Ontario,3556
2021-01-09,Porcupine,11,Ontario,3556
2021-01-10,Porcupine,7,Ontario,3556
2021-01-11,Porcupine,1,Ontario,3556
2021-01-12,Porcupine,4,Ontario,3556
2021-01-13,Porcupine,0,Ontario,3556
2021-01-14,Porcupine,3,Ontario,3556
2021-01-15,Porcupine,0,Ontario,3556
2021-01-16,Porcupine,0,Ontario,3556
2021-01-17,Porcupine,3,Ontario,3556
2021-01-18,Porcupine,0,Ontario,3556
2021-01-19,Porcupine,6,Ontario,3556
2021-01-20,Porcupine,14,Ontario,3556
2021-01-21,Porcupine,-1,Ontario,3556
2021-01-22,Porcupine,4,Ontario,3556
2021-01-23,Porcupine,0,Ontario,3556
2021-01-24,Porcupine,24,Ontario,3556
2021-01-25,Porcupine,3,Ontario,3556
2021-01-26,Porcupine,4,Ontario,3556
2021-01-27,Porcupine,10,Ontario,3556
2021-01-28,Porcupine,5,Ontario,3556
2021-01-29,Porcupine,15,Ontario,3556
2021-01-30,Porcupine,11,Ontario,3556
2021-01-31,Porcupine,10,Ontario,3556
2021-02-01,Porcupine,0,Ontario,3556
2021-02-02,Porcupine,3,Ontario,3556
2021-02-03,Porcupine,2,Ontario,3556
2021-02-04,Porcupine,5,Ontario,3556
2021-02-05,Porcupine,4,Ontario,3556
2021-02-06,Porcupine,3,Ontario,3556
2021-02-07,Porcupine,0,Ontario,3556
2021-02-08,Porcupine,2,Ontario,3556
2021-02-09,Porcupine,0,Ontario,3556
2021-02-10,Porcupine,5,Ontario,3556
2021-02-11,Porcupine,3,Ontario,3556
2021-02-12,Porcupine,0,Ontario,3556
2021-02-13,Porcupine,0,Ontario,3556
2021-02-14,Porcupine,4,Ontario,3556
2021-02-15,Porcupine,2,Ontario,3556
2021-02-16,Porcupine,-1,Ontario,3556
2021-02-17,Porcupine,0,Ontario,3556
2021-02-18,Porcupine,0,Ontario,3556
2021-02-19,Porcupine,6,Ontario,3556
2021-02-20,Porcupine,1,Ontario,3556
2021-02-21,Porcupine,3,Ontario,3556
2021-02-22,Porcupine,7,Ontario,3556
2021-02-23,Porcupine,3,Ontario,3556
2021-02-24,Porcupine,2,Ontario,3556
2021-02-25,Porcupine,1,Ontario,3556
2021-02-26,Porcupine,5,Ontario,3556
2021-02-27,Porcupine,4,Ontario,3556
2021-02-28,Porcupine,-1,Ontario,3556
2021-03-01,Porcupine,1,Ontario,3556
2021-03-02,Porcupine,0,Ontario,3556
2021-03-03,Porcupine,2,Ontario,3556
2021-03-04,Porcupine,0,Ontario,3556
2021-03-05,Porcupine,1,Ontario,3556
2021-03-06,Porcupine,0,Ontario,3556
2021-03-07,Porcupine,0,Ontario,3556
2021-03-08,Porcupine,0,Ontario,3556
2021-03-09,Porcupine,0,Ontario,3556
2021-03-10,Porcupine,1,Ontario,3556
2021-03-11,Porcupine,0,Ontario,3556
2021-03-12,Porcupine,1,Ontario,3556
2021-03-13,Porcupine,0,Ontario,3556
2021-03-14,Porcupine,0,Ontario,3556
2021-03-15,Porcupine,0,Ontario,3556
2021-03-16,Porcupine,0,Ontario,3556
2021-03-17,Porcupine,-1,Ontario,3556
2021-03-18,Porcupine,1,Ontario,3556
2021-03-19,Porcupine,1,Ontario,3556
2021-03-20,Porcupine,1,Ontario,3556
2021-03-21,Porcupine,0,Ontario,3556
2021-03-22,Porcupine,0,Ontario,3556
2021-03-23,Porcupine,0,Ontario,3556
2021-03-24,Porcupine,0,Ontario,3556
2021-03-25,Porcupine,0,Ontario,3556
2021-03-26,Porcupine,1,Ontario,3556
2021-03-27,Porcupine,3,Ontario,3556
2021-03-28,Porcupine,0,Ontario,3556
2021-03-29,Porcupine,0,Ontario,3556
2021-03-30,Porcupine,0,Ontario,3556
2021-03-31,Porcupine,2,Ontario,3556
2021-04-01,Porcupine,4,Ontario,3556
2021-04-02,Porcupine,9,Ontario,3556
2021-04-03,Porcupine,2,Ontario,3556
2021-04-04,Porcupine,0,Ontario,3556
2021-04-05,Porcupine,3,Ontario,3556
2021-04-06,Porcupine,4,Ontario,3556
2021-04-07,Porcupine,8,Ontario,3556
2021-04-08,Porcupine,2,Ontario,3556
2021-04-09,Porcupine,8,Ontario,3556
2021-04-10,Porcupine,12,Ontario,3556
2021-04-11,Porcupine,3,Ontario,3556
2021-04-12,Porcupine,0,Ontario,3556
2021-04-13,Porcupine,5,Ontario,3556
2021-04-14,Porcupine,5,Ontario,3556
2021-04-15,Porcupine,6,Ontario,3556
2021-04-16,Porcupine,23,Ontario,3556
2021-04-17,Porcupine,31,Ontario,3556
2021-04-18,Porcupine,1,Ontario,3556
2021-04-19,Porcupine,12,Ontario,3556
2021-04-20,Porcupine,11,Ontario,3556
2021-04-21,Porcupine,11,Ontario,3556
2021-04-22,Porcupine,17,Ontario,3556
2021-04-23,Porcupine,15,Ontario,3556
2021-04-24,Porcupine,15,Ontario,3556
2021-04-25,Porcupine,3,Ontario,3556
2021-04-26,Porcupine,0,Ontario,3556
2021-04-27,Porcupine,21,Ontario,3556
2021-04-28,Porcupine,0,Ontario,3556
2021-04-29,Porcupine,15,Ontario,3556
