date,HR,cases,province,HRUID2018
2021-04-05,Richmond,30,British Columbia,5931
2021-04-05,Vancouver,176,British Columbia,5932
2021-04-05,Central Vancouver Island,21,British Columbia,5942
2021-04-05,North Vancouver Island,3,British Columbia,5943
2021-04-05,South Vancouver Island,29,British Columbia,5941
2021-04-06,Fraser East,74,British Columbia,5921
2021-04-06,Fraser North,140,British Columbia,5922
2021-04-06,Fraser South,256,British Columbia,5923
2021-04-06,East Kootenay,8,British Columbia,5911
2021-04-06,Kootenay-Boundary,3,British Columbia,5912
2021-04-06,Okanagan,68,British Columbia,5913
2021-04-06,Thompson Cariboo Shuswap,21,British Columbia,5914
2021-04-06,Northeast,19,British Columbia,5953
2021-04-06,Northern Interior,13,British Columbia,5952
2021-04-06,Northwest,2,British Columbia,5951
2021-04-06,North Shore/Coast Garibaldi,144,British Columbia,5933
2021-04-06,Richmond,30,British Columbia,5931
2021-04-06,Vancouver,191,British Columbia,5932
2021-04-06,Central Vancouver Island,26,British Columbia,5942
2021-04-06,North Vancouver Island,3,British Columbia,5943
2021-04-06,South Vancouver Island,36,British Columbia,5941
2021-04-07,Fraser East,68,British Columbia,5921
2021-04-07,Fraser North,224,British Columbia,5922
2021-04-07,Fraser South,376,British Columbia,5923
2021-04-07,East Kootenay,18,British Columbia,5911
2021-04-07,Kootenay-Boundary,5,British Columbia,5912
2021-04-07,Okanagan,71,British Columbia,5913
2021-04-07,Thompson Cariboo Shuswap,7,British Columbia,5914
2021-04-07,Northeast,31,British Columbia,5953
2021-04-07,Northern Interior,15,British Columbia,5952
2021-04-07,Northwest,9,British Columbia,5951
2021-04-07,North Shore/Coast Garibaldi,98,British Columbia,5933
2021-04-07,Richmond,61,British Columbia,5931
2021-04-07,Vancouver,266,British Columbia,5932
2021-04-07,Central Vancouver Island,28,British Columbia,5942
2021-04-07,North Vancouver Island,3,British Columbia,5943
2021-04-07,South Vancouver Island,35,British Columbia,5941
2021-04-08,Fraser East,97,British Columbia,5921
2021-04-08,Fraser North,201,British Columbia,5922
2021-04-08,Fraser South,325,British Columbia,5923
2021-04-08,East Kootenay,23,British Columbia,5911
2021-04-08,Kootenay-Boundary,5,British Columbia,5912
2021-04-08,Okanagan,53,British Columbia,5913
2021-04-08,Thompson Cariboo Shuswap,28,British Columbia,5914
2021-04-08,Northeast,44,British Columbia,5953
2021-04-08,Northern Interior,4,British Columbia,5952
2021-04-08,Northwest,19,British Columbia,5951
2021-04-08,North Shore/Coast Garibaldi,120,British Columbia,5933
2021-04-08,Richmond,40,British Columbia,5931
2021-04-08,Vancouver,207,British Columbia,5932
2021-04-08,Central Vancouver Island,23,British Columbia,5942
2021-04-08,North Vancouver Island,2,British Columbia,5943
2021-04-08,South Vancouver Island,27,British Columbia,5941
2021-04-09,Fraser East,110,British Columbia,5921
2021-04-09,Fraser North,266,British Columbia,5922
2021-04-09,Fraser South,389,British Columbia,5923
2021-04-09,East Kootenay,10,British Columbia,5911
2021-04-09,Kootenay-Boundary,2,British Columbia,5912
2021-04-09,Okanagan,56,British Columbia,5913
2021-04-09,Thompson Cariboo Shuswap,31,British Columbia,5914
2021-04-09,Northeast,29,British Columbia,5953
2021-04-09,Northern Interior,18,British Columbia,5952
2021-04-09,Northwest,15,British Columbia,5951
2021-04-09,North Shore/Coast Garibaldi,93,British Columbia,5933
2021-04-09,Richmond,23,British Columbia,5931
2021-04-09,Vancouver,178,British Columbia,5932
2021-04-09,Central Vancouver Island,32,British Columbia,5942
2021-04-09,North Vancouver Island,6,British Columbia,5943
2021-04-09,South Vancouver Island,42,British Columbia,5941
2021-04-10,Fraser East,75,British Columbia,5921
2021-04-10,Fraser North,183,British Columbia,5922
2021-04-10,Fraser South,359,British Columbia,5923
2021-04-10,East Kootenay,13,British Columbia,5911
2021-04-10,Kootenay-Boundary,6,British Columbia,5912
2021-04-10,Okanagan,75,British Columbia,5913
2021-04-10,Thompson Cariboo Shuswap,31,British Columbia,5914
2021-04-10,Northeast,18,British Columbia,5953
2021-04-10,Northern Interior,3,British Columbia,5952
2021-04-10,Northwest,3,British Columbia,5951
2021-04-10,North Shore/Coast Garibaldi,82,British Columbia,5933
2021-04-10,Richmond,37,British Columbia,5931
2021-04-10,Vancouver,133,British Columbia,5932
2021-04-10,Central Vancouver Island,18,British Columbia,5942
2021-04-10,North Vancouver Island,3,British Columbia,5943
2021-04-10,South Vancouver Island,25,British Columbia,5941
2021-04-11,Fraser East,106,British Columbia,5921
2021-04-11,Fraser North,147,British Columbia,5922
2021-04-11,Fraser South,397,British Columbia,5923
2021-04-11,East Kootenay,12,British Columbia,5911
2021-04-11,Kootenay-Boundary,4,British Columbia,5912
2021-04-11,Okanagan,55,British Columbia,5913
2021-04-11,Thompson Cariboo Shuswap,22,British Columbia,5914
2021-04-11,Northeast,16,British Columbia,5953
2021-04-11,Northern Interior,9,British Columbia,5952
2021-04-11,Northwest,11,British Columbia,5951
2021-04-11,North Shore/Coast Garibaldi,69,British Columbia,5933
2021-04-11,Richmond,10,British Columbia,5931
2021-04-11,Vancouver,129,British Columbia,5932
2021-04-11,Central Vancouver Island,13,British Columbia,5942
2021-04-11,North Vancouver Island,1,British Columbia,5943
2021-04-11,South Vancouver Island,37,British Columbia,5941
2021-04-12,Fraser East,114,British Columbia,5921
2021-04-12,Fraser North,154,British Columbia,5922
2021-04-12,Fraser South,253,British Columbia,5923
2021-04-12,East Kootenay,10,British Columbia,5911
2021-04-12,Kootenay-Boundary,8,British Columbia,5912
2021-04-12,Okanagan,54,British Columbia,5913
2021-04-12,Thompson Cariboo Shuswap,14,British Columbia,5914
2021-04-12,Northeast,15,British Columbia,5953
2021-04-12,Northern Interior,9,British Columbia,5952
2021-04-12,Northwest,6,British Columbia,5951
2021-04-12,North Shore/Coast Garibaldi,71,British Columbia,5933
2021-04-12,Richmond,36,British Columbia,5931
2021-04-12,Vancouver,155,British Columbia,5932
2021-04-12,Central Vancouver Island,17,British Columbia,5942
2021-04-12,North Vancouver Island,4,British Columbia,5943
2021-04-12,South Vancouver Island,19,British Columbia,5941
2021-04-13,Fraser East,68,British Columbia,5921
2021-04-13,Fraser North,174,British Columbia,5922
2021-04-13,Fraser South,301,British Columbia,5923
2021-04-13,East Kootenay,12,British Columbia,5911
2021-04-13,Kootenay-Boundary,6,British Columbia,5912
2021-04-13,Okanagan,68,British Columbia,5913
2021-04-13,Thompson Cariboo Shuswap,3,British Columbia,5914
2021-04-13,Northeast,30,British Columbia,5953
2021-04-13,Northern Interior,9,British Columbia,5952
2021-04-13,Northwest,7,British Columbia,5951
2021-04-13,North Shore/Coast Garibaldi,85,British Columbia,5933
2021-04-13,Richmond,24,British Columbia,5931
2021-04-13,Vancouver,165,British Columbia,5932
2021-04-13,Central Vancouver Island,18,British Columbia,5942
2021-04-13,North Vancouver Island,10,British Columbia,5943
2021-04-13,South Vancouver Island,23,British Columbia,5941
2021-04-14,Fraser East,135,British Columbia,5921
2021-04-14,Fraser North,199,British Columbia,5922
2021-04-14,Fraser South,399,British Columbia,5923
2021-04-14,East Kootenay,10,British Columbia,5911
2021-04-14,Kootenay-Boundary,10,British Columbia,5912
2021-04-14,Okanagan,53,British Columbia,5913
2021-04-14,Thompson Cariboo Shuswap,18,British Columbia,5914
2021-04-14,Northeast,29,British Columbia,5953
2021-04-14,Northern Interior,11,British Columbia,5952
2021-04-14,Northwest,17,British Columbia,5951
2021-04-14,North Shore/Coast Garibaldi,68,British Columbia,5933
2021-04-14,Richmond,43,British Columbia,5931
2021-04-14,Vancouver,189,British Columbia,5932
2021-04-14,Central Vancouver Island,9,British Columbia,5942
2021-04-14,North Vancouver Island,3,British Columbia,5943
2021-04-14,South Vancouver Island,31,British Columbia,5941
2021-04-15,Fraser East,90,British Columbia,5921
2021-04-15,Fraser North,158,British Columbia,5922
2021-04-15,Fraser South,270,British Columbia,5923
2021-04-15,East Kootenay,12,British Columbia,5911
2021-04-15,Kootenay-Boundary,9,British Columbia,5912
2021-04-15,Okanagan,56,British Columbia,5913
2021-04-15,Thompson Cariboo Shuswap,16,British Columbia,5914
2021-04-15,Northeast,17,British Columbia,5953
2021-04-15,Northern Interior,10,British Columbia,5952
2021-04-15,Northwest,8,British Columbia,5951
2021-04-15,North Shore/Coast Garibaldi,69,British Columbia,5933
2021-04-15,Richmond,37,British Columbia,5931
2021-04-15,Vancouver,132,British Columbia,5932
2021-04-15,Central Vancouver Island,16,British Columbia,5942
2021-04-15,North Vancouver Island,7,British Columbia,5943
2021-04-15,South Vancouver Island,22,British Columbia,5941
2021-04-16,Fraser East,84,British Columbia,5921
2021-04-16,Fraser North,143,British Columbia,5922
2021-04-16,Fraser South,438,British Columbia,5923
2021-04-16,East Kootenay,11,British Columbia,5911
2021-04-16,Kootenay-Boundary,10,British Columbia,5912
2021-04-16,Okanagan,63,British Columbia,5913
2021-04-16,Thompson Cariboo Shuswap,18,British Columbia,5914
2021-04-16,Northeast,9,British Columbia,5953
2021-04-16,Northern Interior,2,British Columbia,5952
2021-04-16,Northwest,8,British Columbia,5951
2021-04-16,North Shore/Coast Garibaldi,58,British Columbia,5933
2021-04-16,Richmond,49,British Columbia,5931
2021-04-16,Vancouver,162,British Columbia,5932
2021-04-16,Central Vancouver Island,7,British Columbia,5942
2021-04-16,North Vancouver Island,9,British Columbia,5943
2021-04-16,South Vancouver Island,13,British Columbia,5941
2021-04-17,Fraser East,96,British Columbia,5921
2021-04-17,Fraser North,148,British Columbia,5922
2021-04-17,Fraser South,359,British Columbia,5923
2021-04-17,East Kootenay,8,British Columbia,5911
2021-04-17,Kootenay-Boundary,6,British Columbia,5912
2021-04-17,Okanagan,39,British Columbia,5913
2021-04-17,Thompson Cariboo Shuswap,10,British Columbia,5914
2021-04-17,Northeast,24,British Columbia,5953
2021-04-17,Northern Interior,12,British Columbia,5952
2021-04-17,Northwest,1,British Columbia,5951
2021-04-17,North Shore/Coast Garibaldi,55,British Columbia,5933
2021-04-17,Richmond,33,British Columbia,5931
2021-04-17,Vancouver,132,British Columbia,5932
2021-04-17,Central Vancouver Island,10,British Columbia,5942
2021-04-17,North Vancouver Island,2,British Columbia,5943
2021-04-17,South Vancouver Island,30,British Columbia,5941
2021-04-18,Fraser East,99,British Columbia,5921
2021-04-18,Fraser North,148,British Columbia,5922
2021-04-18,Fraser South,380,British Columbia,5923
2021-04-18,East Kootenay,10,British Columbia,5911
2021-04-18,Kootenay-Boundary,6,British Columbia,5912
2021-04-18,Okanagan,39,British Columbia,5913
2021-04-18,Thompson Cariboo Shuswap,13,British Columbia,5914
2021-04-18,Northeast,30,British Columbia,5953
2021-04-18,Northern Interior,9,British Columbia,5952
2021-04-18,Northwest,7,British Columbia,5951
2021-04-18,North Shore/Coast Garibaldi,49,British Columbia,5933
2021-04-18,Richmond,53,British Columbia,5931
2021-04-18,Vancouver,141,British Columbia,5932
2021-04-18,Central Vancouver Island,5,British Columbia,5942
2021-04-18,North Vancouver Island,7,British Columbia,5943
2021-04-18,South Vancouver Island,23,British Columbia,5941
2021-04-19,Fraser East,77,British Columbia,5921
2021-04-19,Fraser North,109,British Columbia,5922
2021-04-19,Fraser South,235,British Columbia,5923
2021-04-19,East Kootenay,6,British Columbia,5911
2021-04-19,Kootenay-Boundary,7,British Columbia,5912
2021-04-19,Okanagan,19,British Columbia,5913
2021-04-19,Thompson Cariboo Shuswap,8,British Columbia,5914
2021-04-19,Northeast,19,British Columbia,5953
2021-04-19,Northern Interior,11,British Columbia,5952
2021-04-19,Northwest,1,British Columbia,5951
2021-04-19,North Shore/Coast Garibaldi,44,British Columbia,5933
2021-04-19,Richmond,21,British Columbia,5931
2021-04-19,Vancouver,161,British Columbia,5932
2021-04-19,Central Vancouver Island,13,British Columbia,5942
2021-04-19,North Vancouver Island,4,British Columbia,5943
2021-04-19,South Vancouver Island,11,British Columbia,5941
2021-04-20,Fraser East,110,British Columbia,5921
2021-04-20,Fraser North,154,British Columbia,5922
2021-04-20,Fraser South,325,British Columbia,5923
2021-04-20,East Kootenay,13,British Columbia,5911
2021-04-20,Kootenay-Boundary,6,British Columbia,5912
2021-04-20,Okanagan,56,British Columbia,5913
2021-04-20,Thompson Cariboo Shuswap,15,British Columbia,5914
2021-04-20,Northeast,16,British Columbia,5953
2021-04-20,Northern Interior,3,British Columbia,5952
2021-04-20,Northwest,4,British Columbia,5951
2021-04-20,North Shore/Coast Garibaldi,56,British Columbia,5933
2021-04-20,Richmond,33,British Columbia,5931
2021-04-20,Vancouver,110,British Columbia,5932
2021-04-20,Central Vancouver Island,9,British Columbia,5942
2021-04-20,North Vancouver Island,2,British Columbia,5943
2021-04-20,South Vancouver Island,15,British Columbia,5941
2021-04-21,Fraser East,87,British Columbia,5921
2021-04-21,Fraser North,166,British Columbia,5922
2021-04-21,Fraser South,322,British Columbia,5923
2021-04-21,East Kootenay,7,British Columbia,5911
2021-04-21,Kootenay-Boundary,5,British Columbia,5912
2021-04-21,Okanagan,49,British Columbia,5913
2021-04-21,Thompson Cariboo Shuswap,13,British Columbia,5914
2021-04-21,Northeast,21,British Columbia,5953
2021-04-21,Northern Interior,22,British Columbia,5952
2021-04-21,Northwest,6,British Columbia,5951
2021-04-21,North Shore/Coast Garibaldi,37,British Columbia,5933
2021-04-21,Richmond,39,British Columbia,5931
2021-04-21,Vancouver,145,British Columbia,5932
2021-04-21,Central Vancouver Island,10,British Columbia,5942
2021-04-21,North Vancouver Island,1,British Columbia,5943
2021-04-21,South Vancouver Island,30,British Columbia,5941
2021-04-22,Fraser East,137,British Columbia,5921
2021-04-22,Fraser North,136,British Columbia,5922
2021-04-22,Fraser South,380,British Columbia,5923
2021-04-22,East Kootenay,7,British Columbia,5911
2021-04-22,Kootenay-Boundary,8,British Columbia,5912
2021-04-22,Okanagan,47,British Columbia,5913
2021-04-22,Thompson Cariboo Shuswap,9,British Columbia,5914
2021-04-22,Northeast,27,British Columbia,5953
2021-04-22,Northern Interior,5,British Columbia,5952
2021-04-22,Northwest,5,British Columbia,5951
2021-04-22,North Shore/Coast Garibaldi,51,British Columbia,5933
2021-04-22,Richmond,27,British Columbia,5931
2021-04-22,Vancouver,149,British Columbia,5932
2021-04-22,Central Vancouver Island,4,British Columbia,5942
2021-04-22,North Vancouver Island,2,British Columbia,5943
2021-04-22,South Vancouver Island,18,British Columbia,5941
2021-04-23,Fraser East,99,British Columbia,5921
2021-04-23,Fraser North,117,British Columbia,5922
2021-04-23,Fraser South,346,British Columbia,5923
2021-04-23,East Kootenay,11,British Columbia,5911
2021-04-23,Kootenay-Boundary,6,British Columbia,5912
2021-04-23,Okanagan,57,British Columbia,5913
2021-04-23,Thompson Cariboo Shuswap,7,British Columbia,5914
2021-04-23,Northeast,22,British Columbia,5953
2021-04-23,Northern Interior,9,British Columbia,5952
2021-04-23,Northwest,1,British Columbia,5951
2021-04-23,North Shore/Coast Garibaldi,43,British Columbia,5933
2021-04-23,Richmond,27,British Columbia,5931
2021-04-23,Vancouver,108,British Columbia,5932
2021-04-23,Central Vancouver Island,15,British Columbia,5942
2021-04-23,North Vancouver Island,2,British Columbia,5943
2021-04-23,South Vancouver Island,19,British Columbia,5941
2021-04-24,Fraser East,85,British Columbia,5921
2021-04-24,Fraser North,169,British Columbia,5922
2021-04-24,Fraser South,357,British Columbia,5923
2021-04-24,East Kootenay,7,British Columbia,5911
2021-04-24,Kootenay-Boundary,3,British Columbia,5912
2021-04-24,Okanagan,52,British Columbia,5913
2021-04-24,Thompson Cariboo Shuswap,18,British Columbia,5914
2021-04-24,Northeast,14,British Columbia,5953
2021-04-24,Northern Interior,0,British Columbia,5952
2021-04-24,Northwest,3,British Columbia,5951
2021-04-24,North Shore/Coast Garibaldi,39,British Columbia,5933
2021-04-24,Richmond,19,British Columbia,5931
2021-04-24,Vancouver,75,British Columbia,5932
2021-04-24,Central Vancouver Island,10,British Columbia,5942
2021-04-24,North Vancouver Island,4,British Columbia,5943
2021-04-24,South Vancouver Island,17,British Columbia,5941
2021-04-25,Fraser East,94,British Columbia,5921
2021-04-25,Fraser North,97,British Columbia,5922
2021-04-25,Fraser South,293,British Columbia,5923
2021-04-25,East Kootenay,11,British Columbia,5911
2021-04-25,Kootenay-Boundary,4,British Columbia,5912
2021-04-25,Okanagan,32,British Columbia,5913
2021-04-25,Thompson Cariboo Shuswap,12,British Columbia,5914
2021-04-25,Northeast,36,British Columbia,5953
2021-04-25,Northern Interior,11,British Columbia,5952
2021-04-25,Northwest,1,British Columbia,5951
2021-04-25,North Shore/Coast Garibaldi,30,British Columbia,5933
2021-04-25,Richmond,29,British Columbia,5931
2021-04-25,Vancouver,97,British Columbia,5932
2021-04-25,Central Vancouver Island,3,British Columbia,5942
2021-04-25,North Vancouver Island,2,British Columbia,5943
2021-04-25,South Vancouver Island,12,British Columbia,5941
2021-04-26,Fraser East,91,British Columbia,5921
2021-04-26,Fraser North,104,British Columbia,5922
2021-04-26,Fraser South,320,British Columbia,5923
2021-04-26,East Kootenay,8,British Columbia,5911
2021-04-26,Kootenay-Boundary,6,British Columbia,5912
2021-04-26,Okanagan,39,British Columbia,5913
2021-04-26,Thompson Cariboo Shuswap,15,British Columbia,5914
2021-04-26,Northeast,6,British Columbia,5953
2021-04-26,Northern Interior,4,British Columbia,5952
2021-04-26,Northwest,2,British Columbia,5951
2021-04-26,North Shore/Coast Garibaldi,35,British Columbia,5933
2021-04-26,Richmond,19,British Columbia,5931
2021-04-26,Vancouver,99,British Columbia,5932
2021-04-26,Central Vancouver Island,10,British Columbia,5942
2021-04-26,North Vancouver Island,1,British Columbia,5943
2021-04-26,South Vancouver Island,16,British Columbia,5941
2021-04-27,Fraser East,95,British Columbia,5921
2021-04-27,Fraser North,114,British Columbia,5922
2021-04-27,Fraser South,301,British Columbia,5923
2021-04-27,East Kootenay,3,British Columbia,5911
2021-04-27,Kootenay-Boundary,5,British Columbia,5912
2021-04-27,Okanagan,50,British Columbia,5913
2021-04-27,Thompson Cariboo Shuswap,11,British Columbia,5914
2021-04-27,Northeast,10,British Columbia,5953
2021-04-27,Northern Interior,10,British Columbia,5952
2021-04-27,Northwest,3,British Columbia,5951
2021-04-27,North Shore/Coast Garibaldi,28,British Columbia,5933
2021-04-27,Richmond,26,British Columbia,5931
2021-04-27,Vancouver,105,British Columbia,5932
2021-04-27,Central Vancouver Island,11,British Columbia,5942
2021-04-27,North Vancouver Island,2,British Columbia,5943
2021-04-27,South Vancouver Island,22,British Columbia,5941
2021-04-28,Fraser East,111,British Columbia,5921
2021-04-28,Fraser North,137,British Columbia,5922
2021-04-28,Fraser South,336,British Columbia,5923
2021-04-28,East Kootenay,7,British Columbia,5911
2021-04-28,Kootenay-Boundary,3,British Columbia,5912
2021-04-28,Okanagan,27,British Columbia,5913
2021-04-28,Thompson Cariboo Shuswap,14,British Columbia,5914
2021-04-28,Northeast,11,British Columbia,5953
2021-04-28,Northern Interior,10,British Columbia,5952
2021-04-28,Northwest,2,British Columbia,5951
2021-04-28,North Shore/Coast Garibaldi,45,British Columbia,5933
2021-04-28,Richmond,18,British Columbia,5931
2021-04-28,Vancouver,118,British Columbia,5932
2021-04-28,Central Vancouver Island,10,British Columbia,5942
2021-04-28,North Vancouver Island,4,British Columbia,5943
2021-04-28,South Vancouver Island,16,British Columbia,5941
2021-04-29,Fraser East,77,British Columbia,5921
2021-04-29,Fraser North,104,British Columbia,5922
2021-04-29,Fraser South,276,British Columbia,5923
2021-04-29,East Kootenay,6,British Columbia,5911
2021-04-29,Kootenay-Boundary,2,British Columbia,5912
2021-04-29,Okanagan,61,British Columbia,5913
2021-04-29,Thompson Cariboo Shuswap,4,British Columbia,5914
2021-04-29,Northeast,20,British Columbia,5953
2021-04-29,Northern Interior,3,British Columbia,5952
2021-04-29,Northwest,3,British Columbia,5951
2021-04-29,North Shore/Coast Garibaldi,20,British Columbia,5933
2021-04-29,Richmond,31,British Columbia,5931
2021-04-29,Vancouver,108,British Columbia,5932
2021-04-29,Central Vancouver Island,18,British Columbia,5942
2021-04-29,North Vancouver Island,2,British Columbia,5943
2021-04-29,South Vancouver Island,11,British Columbia,5941
2021-04-30,Fraser East,121,British Columbia,5921
2021-04-30,Fraser North,117,British Columbia,5922
2021-04-30,Fraser South,367,British Columbia,5923
2021-04-30,East Kootenay,11,British Columbia,5911
2021-04-30,Kootenay-Boundary,2,British Columbia,5912
2021-04-30,Okanagan,41,British Columbia,5913
2021-04-30,Thompson Cariboo Shuswap,9,British Columbia,5914
2021-04-30,Northeast,6,British Columbia,5953
2021-04-30,Northern Interior,8,British Columbia,5952
2021-04-30,Northwest,1,British Columbia,5951
2021-04-30,North Shore/Coast Garibaldi,32,British Columbia,5933
2021-04-30,Richmond,39,British Columbia,5931
2021-04-30,Vancouver,111,British Columbia,5932
2021-04-30,Central Vancouver Island,11,British Columbia,5942
2021-04-30,North Vancouver Island,3,British Columbia,5943
2021-04-30,South Vancouver Island,12,British Columbia,5941
2021-05-01,Fraser East,75,British Columbia,5921
2021-05-01,Fraser North,107,British Columbia,5922
2021-05-01,Fraser South,307,British Columbia,5923
2021-05-01,East Kootenay,7,British Columbia,5911
2021-05-01,Kootenay-Boundary,3,British Columbia,5912
2021-05-01,Okanagan,20,British Columbia,5913
2021-05-01,Thompson Cariboo Shuswap,3,British Columbia,5914
2021-05-01,Northeast,17,British Columbia,5953
2021-05-01,Northern Interior,4,British Columbia,5952
2021-05-01,Northwest,1,British Columbia,5951
2021-05-01,North Shore/Coast Garibaldi,18,British Columbia,5933
2021-05-01,Richmond,23,British Columbia,5931
2021-05-01,Vancouver,81,British Columbia,5932
2021-05-01,Central Vancouver Island,6,British Columbia,5942
2021-05-01,North Vancouver Island,5,British Columbia,5943
2021-05-01,South Vancouver Island,10,British Columbia,5941
2021-05-02,Fraser East,94,British Columbia,5921
2021-05-02,Fraser North,87,British Columbia,5922
2021-05-02,Fraser South,253,British Columbia,5923
2021-05-02,East Kootenay,5,British Columbia,5911
2021-05-02,Kootenay-Boundary,3,British Columbia,5912
2021-05-02,Okanagan,22,British Columbia,5913
2021-05-02,Thompson Cariboo Shuswap,5,British Columbia,5914
2021-05-02,Northeast,10,British Columbia,5953
2021-05-02,Northern Interior,11,British Columbia,5952
2021-05-02,Northwest,1,British Columbia,5951
2021-05-02,North Shore/Coast Garibaldi,26,British Columbia,5933
2021-05-02,Richmond,15,British Columbia,5931
2021-05-02,Vancouver,98,British Columbia,5932
2021-05-02,Central Vancouver Island,5,British Columbia,5942
2021-05-02,North Vancouver Island,2,British Columbia,5943
2021-05-02,South Vancouver Island,8,British Columbia,5941
2021-05-03,Fraser East,89,British Columbia,5921
2021-05-03,Fraser North,67,British Columbia,5922
2021-05-03,Fraser South,216,British Columbia,5923
2021-05-03,East Kootenay,6,British Columbia,5911
2021-05-03,Kootenay-Boundary,4,British Columbia,5912
2021-05-03,Okanagan,21,British Columbia,5913
2021-05-03,Thompson Cariboo Shuswap,5,British Columbia,5914
2021-05-03,Northeast,7,British Columbia,5953
2021-05-03,Northern Interior,3,British Columbia,5952
2021-05-03,Northwest,1,British Columbia,5951
2021-05-03,North Shore/Coast Garibaldi,21,British Columbia,5933
2021-05-03,Richmond,6,British Columbia,5931
2021-05-03,Vancouver,105,British Columbia,5932
2021-05-03,Central Vancouver Island,6,British Columbia,5942
2021-05-03,North Vancouver Island,3,British Columbia,5943
2021-05-03,South Vancouver Island,8,British Columbia,5941
2021-05-04,Fraser East,72,British Columbia,5921
2021-05-04,Fraser North,75,British Columbia,5922
2021-05-04,Fraser South,263,British Columbia,5923
2021-05-04,East Kootenay,5,British Columbia,5911
2021-05-04,Kootenay-Boundary,6,British Columbia,5912
2021-05-04,Okanagan,40,British Columbia,5913
2021-05-04,Thompson Cariboo Shuswap,10,British Columbia,5914
2021-05-04,Northeast,4,British Columbia,5953
2021-05-04,Northern Interior,5,British Columbia,5952
2021-05-04,Northwest,4,British Columbia,5951
2021-05-04,North Shore/Coast Garibaldi,15,British Columbia,5933
2021-05-04,Richmond,15,British Columbia,5931
2021-05-04,Vancouver,96,British Columbia,5932
2021-05-04,Central Vancouver Island,2,British Columbia,5942
2021-05-04,North Vancouver Island,2,British Columbia,5943
2021-05-04,South Vancouver Island,16,British Columbia,5941
2021-05-05,Fraser East,97,British Columbia,5921
2021-05-05,Fraser North,80,British Columbia,5922
2021-05-05,Fraser South,297,British Columbia,5923
2021-05-05,East Kootenay,8,British Columbia,5911
2021-05-05,Kootenay-Boundary,3,British Columbia,5912
2021-05-05,Okanagan,29,British Columbia,5913
2021-05-05,Thompson Cariboo Shuswap,5,British Columbia,5914
2021-05-05,Northeast,20,British Columbia,5953
2021-05-05,Northern Interior,7,British Columbia,5952
2021-05-05,Northwest,2,British Columbia,5951
2021-05-05,North Shore/Coast Garibaldi,21,British Columbia,5933
2021-05-05,Richmond,23,British Columbia,5931
2021-05-05,Vancouver,102,British Columbia,5932
2021-05-05,Central Vancouver Island,6,British Columbia,5942
2021-05-05,North Vancouver Island,2,British Columbia,5943
2021-05-05,South Vancouver Island,8,British Columbia,5941
2021-05-06,Fraser East,84,British Columbia,5921
2021-05-06,Fraser North,94,British Columbia,5922
2021-05-06,Fraser South,274,British Columbia,5923
2021-05-06,East Kootenay,5,British Columbia,5911
2021-05-06,Kootenay-Boundary,3,British Columbia,5912
2021-05-06,Okanagan,25,British Columbia,5913
2021-05-06,Thompson Cariboo Shuswap,8,British Columbia,5914
2021-05-06,Northeast,17,British Columbia,5953
2021-05-06,Northern Interior,1,British Columbia,5952
2021-05-06,Northwest,1,British Columbia,5951
2021-05-06,North Shore/Coast Garibaldi,16,British Columbia,5933
2021-05-06,Richmond,14,British Columbia,5931
2021-05-06,Vancouver,91,British Columbia,5932
2021-05-06,Central Vancouver Island,9,British Columbia,5942
2021-05-06,North Vancouver Island,2,British Columbia,5943
2021-05-06,South Vancouver Island,6,British Columbia,5941
2021-05-07,Fraser East,88,British Columbia,5921
2021-05-07,Fraser North,105,British Columbia,5922
2021-05-07,Fraser South,235,British Columbia,5923
2021-05-07,East Kootenay,5,British Columbia,5911
2021-05-07,Kootenay-Boundary,2,British Columbia,5912
2021-05-07,Okanagan,33,British Columbia,5913
2021-05-07,Thompson Cariboo Shuswap,8,British Columbia,5914
2021-05-07,Northeast,13,British Columbia,5953
2021-05-07,Northern Interior,2,British Columbia,5952
2021-05-07,Northwest,3,British Columbia,5951
2021-05-07,North Shore/Coast Garibaldi,10,British Columbia,5933
2021-05-07,Richmond,8,British Columbia,5931
2021-05-07,Vancouver,80,British Columbia,5932
2021-05-07,Central Vancouver Island,6,British Columbia,5942
2021-05-07,North Vancouver Island,4,British Columbia,5943
2021-05-07,South Vancouver Island,13,British Columbia,5941
2021-05-08,Fraser East,65,British Columbia,5921
2021-05-08,Fraser North,84,British Columbia,5922
2021-05-08,Fraser South,258,British Columbia,5923
2021-05-08,East Kootenay,1,British Columbia,5911
2021-05-08,Kootenay-Boundary,4,British Columbia,5912
2021-05-08,Okanagan,44,British Columbia,5913
2021-05-08,Thompson Cariboo Shuswap,9,British Columbia,5914
2021-05-08,Northeast,15,British Columbia,5953
2021-05-08,Northern Interior,9,British Columbia,5952
2021-05-08,Northwest,1,British Columbia,5951
2021-05-08,North Shore/Coast Garibaldi,6,British Columbia,5933
2021-05-08,Richmond,25,British Columbia,5931
2021-05-08,Vancouver,84,British Columbia,5932
2021-05-08,Central Vancouver Island,4,British Columbia,5942
2021-05-08,North Vancouver Island,5,British Columbia,5943
2021-05-08,South Vancouver Island,8,British Columbia,5941
2021-05-09,Fraser East,69,British Columbia,5921
2021-05-09,Fraser North,89,British Columbia,5922
2021-05-09,Fraser South,251,British Columbia,5923
2021-05-09,East Kootenay,1,British Columbia,5911
2021-05-09,Kootenay-Boundary,2,British Columbia,5912
