Geo Code,Geo Name,Line Number
"1004033","Cape St. George",377498
"1004037","Lourdes",379745
"1004042","Port au Port West-Aguathuna-Felix Cove",381992
"1005001","Division No. 5, Subd. A",384239
"1005003","Division No. 5, Subd. G",386486
"1005004","Deer Lake",388733
"1005005","Jackson's Arm",390980
"1005006","Howley",393227
"1005007","Division No. 5, Subd. E",395474
"1005008","Hampden",397721
"1005009","Reidville",399968
"1005010","Division No. 5, Subd. F",402215
"1005011","Steady Brook",404462
"1005012","Pasadena",406709
"1005014","Cormack",408956
"1005015","Gillams",411203
"1005016","Division No. 5, Subd. C",413450
"1005017","Massey Drive",415697
"1005018","Corner Brook",417944
"1005019","Division No. 5, Subd. D",420191
"1005020","Humber Arm South",422438
"1005022","McIvers",424685
"1005023","Cox's Cove",426932
"1005024","Lark Harbour",429179
"1005025","Meadows",431426
"1005028","Hughes Brook",433673
"1005030","Irishtown-Summerside",435920
"1005033","Mount Moriah",438167
"1005035","York Harbour",440414
"1006001","Division No. 6, Subd. D",442661
"1006003","Norris Arm",444908
"1006008","Division No. 6, Subd. E",447155
"1006009","Gander",449402
"1006011","Appleton",451649
"1006012","Glenwood",453896
"1006014","Division No. 6, Subd. C",456143
"1006015","Northern Arm",458390
"1006017","Grand Falls-Windsor",460637
"1006019","Bishop's Falls",462884
"1006021","Peterview",465131
"1006022","Botwood",467378
"1006026","Badger",469625
"1006028","Millertown",471872
"1006029","Division No. 6, Subd. A",474119
"1006031","Buchans",476366
"1007001","Division No. 7, Subd. M",478613
"1007006","Division No. 7, Subd. L",480860
"1007009","Division No. 7, Subd. K",483107
"1007013","Clarenville",485354
"1007014","Division No. 7, Subd. J",487601
"1007015","Trinity (Trinity Bay)",489848
"1007016","Port Rexton",492095
"1007018","Division No. 7, Subd. I",494342
"1007020","Elliston",496589
"1007022","Trinity Bay North",498836
"1007023","Bonavista",501083
"1007024","Division No. 7, Subd. G",503330
"1007025","Keels",505577
"1007026","Duntara",507824
"1007027","King's Cove",510071
"1007028","Division No. 7, Subd. F",512318
"1007031","Division No. 7, Subd. E",514565
"1007032","Musgravetown",516812
"1007036","Port Blandford",519059
"1007037","Traytown",521306
"1007038","Division No. 7, Subd. D",523553
"1007039","Sandy Cove",525800
"1007040","Terra Nova",528047
"1007041","Happy Adventure",530294
"1007042","Eastport",532541
"1007043","Sandringham",534788
"1007044","Glovertown",537035
"1007045","Division No. 7, Subd. N",539282
"1007046","Salvage",541529
"1007047","Gambo",543776
"1007048","St. Brendan's",546023
"1007049","Hare Bay",548270
"1007050","Centreville-Wareham-Trinity",550517
"1007051","Division No. 7, Subd. B",552764
"1007054","Greenspond",555011
"1007056","Division No. 7, Subd. A",557258
"1007057","Dover",559505
"1007060","New-Wes-Valley",561752
"1007067","Indian Bay",563999
"1008001","Division No. 8, Subd. M",566246
"1008004","Lumsden",568493
"1008006","Musgrave Harbour",570740
"1008008","Division No. 8, Subd. L",572987
"1008011","Carmanville",575234
"1008024","Change Islands",577481
"1008026","Division No. 8, Subd. I",579728
"1008029","Crow Head",581975
"1008031","Division No. 8, Subd. H",584222
"1008032","Cottlesville",586469
"1008033","Summerford",588716
"1008035","Twillingate",590963
"1008036","Division No. 8, Subd. G",593210
"1008037","Campbellton",595457
"1008038","Birchy Bay",597704
"1008039","Comfort Cove-Newstead",599951
"1008040","Baytona",602198
"1008042","Division No. 8, Subd. F",604445
"1008043","Embree",606692
"1008044","Lewisporte",608939
"1008045","Little Burnt Bay",611186
"1008046","Division No. 8, Subd. E",613433
"1008047","Point of Bay",615680
"1008048","Leading Tickles",617927
"1008049","Point Leamington",620174
"1008052","Division No. 8, Subd. D",622421
"1008053","Pilley's Island",624668
"1008054","Triton",626915
"1008055","Brighton",629162
"1008056","Lushes Bight-Beaumont-Beaumont North",631409
"1008058","Division No. 8, Subd. C",633656
"1008059","South Brook",635903
"1008060","Robert's Arm",638150
"1008061","Springdale",640397
"1008062","Port Anson",642644
"1008063","Little Bay",644891
"1008064","Little Bay Islands",647138
"1008065","Division No. 8, Subd. P",649385
"1008066","Beachside",651632
"1008067","Division No. 8, Subd. O",653879
"1008069","King's Point",656126
"1008070","Nippers Harbour",658373
"1008071","Burlington",660620
"1008072","Middle Arm",662867
"1008073","Tilt Cove",665114
"1008074","Division No. 8, Subd. A",667361
"1008075","Fleur de Lys",669608
"1008076","LaScie",671855
"1008077","Brent's Cove",674102
"1008078","Pacquet",676349
"1008079","Baie Verte",678596
"1008091","Seal Cove (White Bay)",680843
"1008092","Coachman's Cove",683090
"1008093","Westport",685337
"1008095","Ming's Bight",687584
"1008096","Woodstock",689831
"1008098","Miles Cove",692078
"1008099","Fogo Island",694325
"1009001","Division No. 9, Subd. F",696572
"1009004","Englee",698819
"1009007","Roddickton-Bide Arm",701066
"1009008","Conche",703313
"1009009","Division No. 9, Subd. A",705560
"1009010","Trout River",707807
"1009011","Woody Point, Bonne Bay",710054
"1009012","Norris Point",712301
"1009013","Rocky Harbour",714548
"1009015","Daniel's Harbour",716795
"1009016","Cow Head",719042
"1009017","Parson's Pond",721289
"1009018","Hawke's Bay",723536
"1009019","Port Saunders",725783
"1009020","St. Pauls",728030
"1009021","Division No. 9, Subd. C",730277
"1009022","Port au Choix",732524
"1009023","Anchor Point",734771
"1009024","Flower's Cove",737018
"1009026","Bird Cove",739265
"1009028","Main Brook",741512
"1009029","St. Anthony",743759
"1009030","Glenburnie-Birchy Head-Shoal Brook",746006
"1009031","Division No. 9, Subd. D",748253
"1009032","St. Lunaire-Griquet",750500
"1009034","Cook's Harbour",752747
"1009035","Raleigh",754994
"1009037","Sally's Cove",757241
"1009039","Goose Cove East",759488
"1009041","Division No. 9, Subd. H",761735
"1009042","Bellburns",763982
"1009047","Division No. 9, Subd. G",766229
"1009048","River of Ponds",768476
"1010001","Division No. 10, Subd. A",770723
"1010002","L'Anse au Loup",772970
"1010003","Red Bay",775217
"1010004","L'Anse-au-Clair",777464
"1010005","Forteau",779711
"1010006","West St. Modeste",781958
"1010007","Pinware",784205
"1010008","Division No. 10, Subd. B",786452
"1010009","Port Hope Simpson",788699
"1010010","St. Lewis",790946
"1010011","Mary's Harbour",793193
"1010012","Cartwright, Labrador",795440
"1010013","Charlottetown (Labrador)",797687
"1010020","Division No. 10, Subd. C",799934
"1010022","North West River",802181
"1010025","Happy Valley-Goose Bay",804428
"1010029","Division No. 10, Subd. D",806675
"1010032","Labrador City",808922
"1010034","Wabush",811169
"1010042","Division No. 10, Subd. E",813416
"1010801","Natuashish 2",815663
"1010802","Sheshatshiu 3",817910
"1011005","Division No. 11, Subd. C",820157
"1011010","Rigolet",822404
"1011015","Postville",824651
"1011020","Makkovik",826898
"1011030","Hopedale",829145
"1011035","Nain",831392
"1011040","Division No. 11, Subd. E",833639
